sample,video,frame,group,split,stage,initialization,step,lambda,quantized,code_domain,code_l2,code_rms,residual_l2,gradient_l2,R_est_bpp,estimated_symbol_bits,elapsed_seconds,symbol_nonzero_fraction,mse,psnr,ms_ssim,lpips,L_image,selection_objective,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,selected,nondominated_psnr_lpips,diagnostic_container_bits,actual_frame_packet_bits,actual_frame_share_bits,R_actual_bpp,zero_grid_skip,roundtrip_exact,diagnostic_stream
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,0.0,0.0,False,physical prequantizer u,619.7934521737944,9.703242880168798,33.239923203190955,2.666058769182165e-06,0.0,0.0,0.34272537380456924,,0.012953207930032367,18.876226629509002,0.8213039972829789,0.3216657042503357,0.013274873634282702,0.013274873634282702,0.6179713148808368,0.034848638577891444,-0.06409516930580139,0.0,0.0,0.0,0.027432233604372414,0.0012548858033483157,-0.001332700252532959,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,25.0,0.0,False,physical prequantizer u,689.1829402479916,10.789577454619437,34.64106995848521,1.3099029927641124e-06,0.0,0.0,6.6958338767290115,,0.012769901810891653,18.93812442059363,0.8227931285997926,0.3237472176551819,0.013093649028546834,0.013093649028546834,0.6798691059654658,0.03633776989470516,-0.0620136559009552,0.061897791084629006,0.0014891313168137188,0.0020815134048461914,0.08933002468900142,0.0027440171201620345,0.0007488131523132324,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,50.0,0.0,False,physical prequantizer u,749.6830391911618,11.736743243901142,35.810473895831315,8.982477526004643e-07,0.0,0.0,13.046165332198143,,0.012690837860423501,18.965097044500954,0.8237587327045541,0.32450249791145325,0.013015340358334954,0.013015340358334954,0.7068417298727887,0.037303373999466705,-0.06125837564468384,0.08887041499195192,0.0024547354215752604,0.0028367936611175537,0.11630264859632433,0.003709621224923576,0.0015040934085845947,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,100.0,0.0,False,physical prequantizer u,837.1073551827501,13.105424001537052,37.474210801745116,5.383690696889421e-07,0.0,0.0,24.31094651669264,,0.012615296648641564,18.991025325936256,0.8248721401523729,0.3248791992664337,0.012940175847907997,0.012940175847907997,0.7327700113080908,0.03841678144728544,-0.06088167428970337,0.11479869642725404,0.0035681428693939976,0.0032134950160980225,0.14223093003162646,0.004823028672742313,0.0018807947635650635,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,150.0,0.0,False,physical prequantizer u,899.4632736345537,14.081643772223154,38.6538800550436,3.7490596283343254e-07,0.0,0.0,35.60459590703249,,0.012578813586963349,19.003603189013383,0.8254459959111897,0.3250162601470947,0.012903829847110443,0.012903829847110443,0.7453478743852173,0.0389906372061023,-0.06074461340904236,0.12737655950438054,0.004141998628210852,0.003350555896759033,0.15480879310875295,0.005396884431559168,0.0020178556442260742,True,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,0.0,0.0,False,physical prequantizer u,622.0391945495411,9.738401340849093,32.92854389695548,3.009696058056129e-06,0.0,0.0,0.3648703619837761,,0.013260256666815283,18.774480696037376,0.8052675392620717,0.31913861632347107,0.013579395283138755,0.013579395283138755,0.5991311173577394,0.034332893120329055,-0.06317293643951416,0.0,0.0,0.0,0.021091693349166718,0.0010660467541147023,-0.0008796751499176025,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,25.0,0.0,False,physical prequantizer u,691.9151535043271,10.832351912357991,34.37244669329415,1.571732287552823e-06,0.0,0.0,6.7699998915195465,,0.013039954077450237,18.847239380477394,0.8069224632917987,0.3221665620803833,0.01336212063953062,0.01336212063953062,0.6718898017977573,0.035987817150056056,-0.06014499068260193,0.07275868444001787,0.0016549240297270007,0.0030279457569122314,0.09385037778918459,0.002720970783841703,0.002148270606994629,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,50.0,0.0,False,physical prequantizer u,756.0104900868056,11.835803330188657,35.677209732271834,1.1087152198131511e-06,0.0,0.0,13.156755603849888,,0.012939481638324932,18.88083121358531,0.8079835113321994,0.3229057788848877,0.01326238741720982,0.01326238741720982,0.7054816349056736,0.03704886519045669,-0.059405773878097534,0.10635051754793423,0.002715972070127637,0.003767162561416626,0.12744221089710095,0.003782018824242339,0.0028874874114990234,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,100.0,0.0,False,physical prequantizer u,853.8083407168533,13.366888072199982,37.582877948574435,6.996365557929868e-07,0.0,0.0,24.49225603044033,,0.012837428938754008,18.915219474135498,0.8093416321925204,0.32345616817474365,0.013160885106928751,0.013160885106928751,0.7398698954558611,0.03840698605077775,-0.05885538458824158,0.14073877809812174,0.004074092930448692,0.004317551851272583,0.16183047144728846,0.005140139684563394,0.0034378767013549805,False,True,,,,,,,
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15.0,network_train6,Train2,A6_ENCODER_START,ENCODER_START,150.0,0.0,False,physical prequantizer u,928.2139067308913,14.531752392948237,39.044663601555165,4.982671895963721e-07,0.0,0.0,35.86177970468998,,0.012782616979905667,18.933802241445463,0.8101013639291704,0.3241235613822937,0.013106740541287961,0.013106740541287961,0.7584526627658263,0.03916671778742775,-0.05818799138069153,0.15932154540808696,0.004833824667098696,0.004984945058822632,0.18041323875725368,0.0058998714212133985,0.004105269908905029,True,True,,,,,,,
