sample,video,frame,group,split,stage,initialization,step,lambda,quantized,code_domain,code_l2,code_rms,residual_l2,gradient_l2,R_est_bpp,estimated_symbol_bits,elapsed_seconds,symbol_nonzero_fraction,mse,psnr,ms_ssim,lpips,L_image,selection_objective,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,selected,nondominated_psnr_lpips
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,network_train6,Train2,A6_ZERO_START,ZERO_START,0,0.0,False,physical prequantizer u,0.0,0.0,0.0,1.4940241052646594e-05,0.0,0.0,0.43501845747232437,,0.01522176602678956,18.175349578679636,0.7709346461417427,0.38231155276298523,0.015604077579552544,0.015604077579552544,0.0,0.0,0.0,-0.5991311173577394,-0.034332893120329055,0.06317293643951416,-0.5780394240085727,-0.03326684636621435,0.06229326128959656,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,network_train6,Train2,A6_ZERO_START,ZERO_START,25,0.0,False,physical prequantizer u,110.05844946722632,1.7230318623886138,25.27837143937915,4.3369136945283155e-06,0.0,0.0,7.01849290728569,,0.014593103608751387,18.358523340960343,0.7748450963031162,0.39130091667175293,0.01498440452542314,0.01498440452542314,0.18317376228070614,0.00391045016137348,0.0089893639087677,-0.41595735507703324,-0.030422442958955576,0.07216230034828186,-0.3948656617278665,-0.029356396204840873,0.07128262519836426,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,network_train6,Train2,A6_ZERO_START,ZERO_START,50,0.0,False,physical prequantizer u,194.48422853245074,3.0447687034994044,27.824047012510903,3.3386116503901936e-06,0.0,0.0,13.616041965782642,,0.014303057806666124,18.445711061294546,0.7799149528546233,0.3820663094520569,0.01468512411611818,0.01468512411611818,0.2703614826149092,0.008980306712880637,-0.0002452433109283447,-0.32876963474283016,-0.02535258640744842,0.06292769312858582,-0.30767794139366345,-0.024286539653333716,0.06204801797866821,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,network_train6,Train2,A6_ZERO_START,ZERO_START,100,0.0,False,physical prequantizer u,345.2917376477118,5.405751840649944,31.99852412546595,2.397995444863883e-06,0.0,0.0,25.193513691425323,,0.013879812697842882,18.576163944605685,0.7880356803922811,0.36978182196617126,0.014249594519809054,0.014249594519809054,0.400814365926049,0.01710103425053844,-0.012529730796813965,-0.19831675143169036,-0.017231858869790617,0.050643205642700195,-0.17722505808252365,-0.016165812115675915,0.04976353049278259,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0015,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,network_train6,Train2,A6_ZERO_START,ZERO_START,150,0.0,False,physical prequantizer u,468.9497056163715,7.3416924238550445,34.334949931733675,1.915165508634515e-06,0.0,0.0,36.781279906630516,,0.013588397308861072,18.668317633531295,0.7934474112956131,0.3623768389225006,0.013950774147783573,0.013950774147783573,0.4929680548516586,0.022512765153870462,-0.01993471384048462,-0.10616306250608076,-0.011820127966458593,0.04323822259902954,-0.08507136915691405,-0.010754081212343891,0.04235854744911194,True,True
c227e33d-910e-4e39-a325-0fe1d1116436_f0001,c227e33d-910e-4e39-a325-0fe1d1116436,1,network_train6,Train2,A6_ZERO_START,ZERO_START,0,0.0,False,physical prequantizer u,0.0,0.0,0.0,8.015608947625833e-06,0.0,0.0,0.4385610818862915,,0.0011981765550642131,29.214791825806202,0.8948575140545686,0.18397662043571472,0.0013821531754999279,0.0013821531754999279,0.0,0.0,0.0,-0.9864776219152809,-0.015681296389797206,0.04713061451911926,-0.9023165740777088,-0.014307790258944353,0.044121161103248596,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0001,c227e33d-910e-4e39-a325-0fe1d1116436,1,network_train6,Train2,A6_ZERO_START,ZERO_START,25,0.0,False,physical prequantizer u,97.50409530915451,1.5264858240718533,19.825740658848297,1.243730799854837e-06,0.0,0.0,7.1956330090761185,,0.001017002840773076,29.92677833969735,0.9038971916470163,0.1562618613243103,0.0011732647020973863,0.0011732647020973863,0.7119865138911479,0.009039677592447726,-0.02771475911140442,-0.274491108024133,-0.00664161879734948,0.019415855407714844,-0.19033006018656096,-0.005268112666496627,0.016406401991844177,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0001,c227e33d-910e-4e39-a325-0fe1d1116436,1,network_train6,Train2,A6_ZERO_START,ZERO_START,50,0.0,False,physical prequantizer u,146.80520308138094,2.2983246056812296,21.103502504431777,6.820586578287713e-07,0.0,0.0,13.966156154870987,,0.0009759183840764298,30.10586500803949,0.9065183767833128,0.15003442764282227,0.001125952811719252,0.001125952811719252,0.8910731822332885,0.011660862728744226,-0.033942192792892456,-0.09540443968199241,-0.00402043366105298,0.013188421726226807,-0.011243391844420358,-0.002646927530200127,0.01017896831035614,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0001,c227e33d-910e-4e39-a325-0fe1d1116436,1,network_train6,Train2,A6_ZERO_START,ZERO_START,100,0.0,False,physical prequantizer u,218.9690572317986,3.428093565864165,22.437873874480015,4.1022717123299303e-07,0.0,0.0,25.739047057926655,,0.0009374300162335349,30.280611446115344,0.9092425694323202,0.14476005733013153,0.0010821900735636665,0.0010821900735636665,1.0658196203091421,0.014385055377751588,-0.03921656310558319,0.07934199839386125,-0.001296241012045618,0.007914051413536072,0.1635030462314333,7.726511880723486e-05,0.004904597997665405,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0001,c227e33d-910e-4e39-a325-0fe1d1116436,1,network_train6,Train2,A6_ZERO_START,ZERO_START,150,0.0,False,physical prequantizer u,274.57611290988706,4.298655791397749,23.36869412982129,2.990581985524255e-07,0.0,0.0,37.459058068692684,,0.0009164953518604158,30.37869733283861,0.9106619880608613,0.14248040318489075,0.0010589757550453066,0.0010589757550453066,1.163905507032407,0.0158044740062927,-0.041496217250823975,0.17742788511712604,0.00012317761649549563,0.005634397268295288,0.2615889329546981,0.0014966837473483485,0.0026249438524246216,True,True
c227e33d-910e-4e39-a325-0fe1d1116436_f0008,c227e33d-910e-4e39-a325-0fe1d1116436,8,network_train6,Train2,A6_ZERO_START,ZERO_START,0,0.0,False,physical prequantizer u,0.0,0.0,0.0,5.3204175905895785e-06,0.0,0.0,0.48254259675741196,,0.0010898709980745817,29.62624904022592,0.9031067629130028,0.17986352741718292,0.0012697345254917647,0.0012697345254917647,0.0,0.0,0.0,-0.7117764649071923,-0.012341437464498006,0.04498998820781708,-0.6351696814237435,-0.011333583115728185,0.04362154006958008,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0008,c227e33d-910e-4e39-a325-0fe1d1116436,8,network_train6,Train2,A6_ZERO_START,ZERO_START,25,0.0,False,physical prequantizer u,89.02203337400016,1.3936939935147943,16.107202873847267,1.0414210650977372e-06,0.0,0.0,7.226519018411636,,0.0009705157930699224,30.129973930037867,0.9099274009660677,0.1572565734386444,0.0011277723665085667,0.0011277723665085667,0.5037248898119451,0.006820638053064876,-0.022606953978538513,-0.2080515750952472,-0.0055207994114331305,0.022383034229278564,-0.13144479161179845,-0.004512945062663309,0.021014586091041565,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0008,c227e33d-910e-4e39-a325-0fe1d1116436,8,network_train6,Train2,A6_ZERO_START,ZERO_START,50,0.0,False,physical prequantizer u,137.35208175133664,2.1503302505950073,18.044421524773135,5.798102724679874e-07,0.0,0.0,13.932836383581161,,0.0009363920303345788,30.285422912552555,0.9120615243846596,0.15168850123882294,0.0010880805315734018,0.0010880805315734018,0.6591738723266332,0.008954761471656747,-0.028175026178359985,-0.052602592580559104,-0.0033866759928412593,0.016814962029457092,0.024004190902889633,-0.0023788216440714383,0.015446513891220093,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0008,c227e33d-910e-4e39-a325-0fe1d1116436,8,network_train6,Train2,A6_ZERO_START,ZERO_START,100,0.0,False,physical prequantizer u,212.57944955120325,3.3280603773618394,20.13037217583451,3.5436896503296744e-07,0.0,0.0,25.607776805758476,,0.0009029755827470302,30.443239932320104,0.9141457194996953,0.14653544127941132,0.0010495110240264416,0.0010495110240264416,0.8169908920941822,0.011038956586692406,-0.033328086137771606,0.10521442718698992,-0.0013024808778056007,0.011661902070045471,0.18182121067043866,-0.0002946265290357797,0.010293453931808472,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0008,c227e33d-910e-4e39-a325-0fe1d1116436,8,network_train6,Train2,A6_ZERO_START,ZERO_START,150,0.0,False,physical prequantizer u,272.15101429869264,4.26068939993258,21.625128315878605,2.7289517733141497e-07,0.0,0.0,37.36843705177307,,0.0008838091500396984,30.53641506517582,0.9154100970772586,0.14339569211006165,0.00102720484214976,0.00102720484214976,0.9101660249498984,0.012303334164255775,-0.03646783530712128,0.19838956004270614,-3.810330024223152e-05,0.0085221529006958,0.2749963435261549,0.0009697510485275895,0.007153704762458801,True,True
c227e33d-910e-4e39-a325-0fe1d1116436_f0015,c227e33d-910e-4e39-a325-0fe1d1116436,15,network_train6,Train2,A6_ZERO_START,ZERO_START,0,0.0,False,physical prequantizer u,0.0,0.0,0.0,4.93251290025334e-06,0.0,0.0,0.438214510679245,,0.0011734090432676113,29.30550569071717,0.8976753691216395,0.18136849999427795,0.0013547775432618892,0.0013547775432618892,0.0,0.0,0.0,-0.8283428117357623,-0.01384425138451828,0.04506118595600128,-0.7588673684382954,-0.012759738983483149,0.04375253617763519,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0015,c227e33d-910e-4e39-a325-0fe1d1116436,15,network_train6,Train2,A6_ZERO_START,ZERO_START,25,0.0,False,physical prequantizer u,91.71130056907367,1.4357961045841305,18.248081665481745,1.0362797215712703e-06,0.0,0.0,7.193719923496246,,0.001025794293135785,29.889397214006337,0.9048503555650216,0.16254258155822754,0.0011883368746940124,0.0011883368746940124,0.5838915232891679,0.007174986443382103,-0.018825918436050415,-0.24445128844659436,-0.006669264941136177,0.026235267519950867,-0.17497584514912745,-0.005584752540101046,0.024926617741584778,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0015,c227e33d-910e-4e39-a325-0fe1d1116436,15,network_train6,Train2,A6_ZERO_START,ZERO_START,50,0.0,False,physical prequantizer u,142.81312247632337,2.2358261595098057,19.72258339510703,6.669569054134671e-07,0.0,0.0,13.907914079725742,,0.0009864814302946521,30.059110855729337,0.9074678682186298,0.15618914365768433,0.0011426705739523363,0.0011426705739523363,0.7536051650121678,0.009792499096990315,-0.025179356336593628,-0.07473764672359451,-0.0040517522875279655,0.019881829619407654,-0.0052622034261275985,-0.002967239886492834,0.018573179841041565,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0015,c227e33d-910e-4e39-a325-0fe1d1116436,15,network_train6,Train2,A6_ZERO_START,ZERO_START,100,0.0,False,physical prequantizer u,221.89734433322167,3.473937678718726,21.807599767553647,4.1247731190204963e-07,0.0,0.0,25.651341155171394,,0.0009470128633675481,30.236441218926046,0.9101701175888688,0.1501389741897583,0.0010971518375573065,0.0010971518375573065,0.9309355282088774,0.01249474846722931,-0.031229525804519653,0.10259271647311508,-0.0013495029172889694,0.013831660151481628,0.17206815977058199,-0.00026499051625383796,0.01252301037311554,False,False
c227e33d-910e-4e39-a325-0fe1d1116436_f0015,c227e33d-910e-4e39-a325-0fe1d1116436,15,network_train6,Train2,A6_ZERO_START,ZERO_START,150,0.0,False,physical prequantizer u,283.41360255185515,4.437012058548095,23.270343408468083,3.1149154438952905e-07,0.0,0.0,37.367734491825104,,0.0009244270252301343,30.341273665932356,0.9116271620342893,0.14715322852134705,0.0010715802537514813,0.0010715802537514813,1.0357679752151867,0.013951792912649807,-0.03421527147293091,0.2074251634794244,0.00010754152813152729,0.010845914483070374,0.2769006067768913,0.0011920539291666588,0.009537264704704285,True,True
