sample,video,frame,group,split,stage,initialization,step,lambda,quantized,code_domain,code_l2,code_rms,residual_l2,gradient_l2,R_est_bpp,estimated_symbol_bits,elapsed_seconds,symbol_nonzero_fraction,diagnostic_container_bits,actual_frame_packet_bits,actual_frame_share_bits,R_actual_bpp,zero_grid_skip,roundtrip_exact,diagnostic_stream,mse,psnr,ms_ssim,lpips,L_image,selection_objective,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,selected,nondominated_psnr_lpips
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda5,ZERO_START,0,3.0183946964593495,True,z = u/delta,0.0,0.0,0.0,9.30111704424824e-05,0.0010046811075881124,2083.30674469471,0.45083026587963104,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda5/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_000.orc,0.014518528168263446,18.380774084844518,0.7843452553097912,0.3777421712875366,0.014896270339550982,0.014975456620167972,0.0,0.0,0.0,-0.5474024993127102,-0.03462836908027034,0.06683674454689026,-0.5235052816922767,-0.03354199798344426,0.0655442476272583,True,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda5,ZERO_START,25,3.0183946964593495,True,z = u/delta,0.0,0.0,0.0,9.301117071371722e-05,0.0010046811075881124,2083.30674469471,2.396644704043865,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda5/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_025.orc,0.014518528168263446,18.380774084844518,0.7843452553097912,0.3777421712875366,0.014896270339550982,0.014975456620167972,0.0,0.0,0.0,-0.5474024993127102,-0.03462836908027034,0.06683674454689026,-0.5235052816922767,-0.03354199798344426,0.0655442476272583,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda5,ZERO_START,50,3.0183946964593495,True,z = u/delta,132.2825545643182,2.070963723874319,22.049572133659645,0.0001128559850682887,0.0012204309459775686,2530.6856095790863,7.559131599962711,0.052450984716415405,3448,2640,2686.4,0.0012955246913580248,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda5/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_050.orc,0.014309115399291214,18.443872138350063,0.7888358815346113,0.36554405093193054,0.014674659450223145,0.018585064307750344,0.06309805350554498,0.0044906262248201045,-0.012198120355606079,-0.48430444580716525,-0.030137742855450234,0.05463862419128418,-0.46040722818673174,-0.029051371758624156,0.05334612727165222,False,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda5,ZERO_START,100,3.0183946964593495,True,z = u/delta,136.54100967591458,2.1376324247087535,24.557286940194743,0.0001315160595062591,0.001253295922651887,2598.8344252109528,19.078373730182648,0.05588235706090927,3512,2704,2750.4,0.0013263888888888889,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda5/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_100.orc,0.014325350290557717,18.43894749647044,0.7865385050464639,0.37573593854904175,0.01470108622910676,0.018704651416771592,0.05817341162592271,0.0021932497366727866,-0.002006232738494873,-0.4892290876867875,-0.03243511934359755,0.06483051180839539,-0.465331870066354,-0.031348748246771474,0.06353801488876343,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,Train2,B6q_lambda5,ZERO_START,150,3.0183946964593495,True,z = u/delta,151.04202103826466,2.364654563718888,24.468337153555915,0.0001314515298440066,0.0013076263712719083,2711.494043469429,30.69390471279621,0.06838236004114151,3632,2824,2870.4,0.0013842592592592593,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda5/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0001/step_150.orc,0.014277667926926791,18.453427231744822,0.7879051981967425,0.37184396386146545,0.014649511890788256,0.01882775269746115,0.07265314690030422,0.003559942886951384,-0.005898207426071167,-0.474749352412406,-0.031068426193318954,0.06093853712081909,-0.4508521347919725,-0.029982055096492877,0.059646040201187134,False,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda5,ZERO_START,0,3.0183946964593495,True,z = u/delta,0.0,0.0,0.0,0.00011581177008293925,0.0010046811075881124,2083.30674469471,0.44297710061073303,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda5/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_000.orc,0.014933942283403598,18.258255314628165,0.7864553587050874,0.3857608735561371,0.015319703156959736,0.015398889437576726,0.0,0.0,0.0,-0.6179713148808368,-0.034848638577891444,0.06409516930580139,-0.5905390812764644,-0.03359375277454313,0.06276246905326843,True,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda5,ZERO_START,25,3.0183946964593495,True,z = u/delta,0.0,0.0,0.0,0.0001158117732850423,0.0010046811075881124,2083.30674469471,2.425020158290863,0.0,816,8,54.4,2.6234567901234566e-05,True,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda5/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_025.orc,0.014933942283403598,18.258255314628165,0.7864553587050874,0.3857608735561371,0.015319703156959736,0.015398889437576726,0.0,0.0,0.0,-0.6179713148808368,-0.034848638577891444,0.06409516930580139,-0.5905390812764644,-0.03359375277454313,0.06276246905326843,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda5,ZERO_START,50,3.0183946964593495,True,z = u/delta,137.13856618371892,2.146987534720831,18.114060699760135,0.000125740604156058,0.0012505421182140708,2593.124136328697,7.5988792181015015,0.05637255311012268,3512,2704,2750.4,0.0013263888888888889,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda5/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_050.orc,0.014682116758974396,18.332113265405063,0.789560120768682,0.38133949041366577,0.015063456249388062,0.019067021437052894,0.0738579507768975,0.003104762063594557,-0.0044213831424713135,-0.5441133641039393,-0.03174387651429689,0.05967378616333008,-0.5166811304995669,-0.03048899071094857,0.05834108591079712,False,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda5,ZERO_START,100,3.0183946964593495,True,z = u/delta,132.2825545643182,2.070963723874319,27.77066558211213,0.00016042589735539744,0.001246980275027454,2585.7382982969284,19.203955963253975,0.052450984716415405,3504,2696,2742.4,0.001322530864197531,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda5/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_100.orc,0.014685407212159744,18.331140064076447,0.7859998494886474,0.397678017616272,0.015083085229776015,0.019075005376173643,0.07288474944828138,-0.00045550921643999764,0.011917144060134888,-0.5450865654325554,-0.03530414779433144,0.07601231336593628,-0.517654331828183,-0.034049261990983126,0.07467961311340332,False,False
fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,Train2,B6q_lambda5,ZERO_START,150,3.0183946964593495,True,z = u/delta,132.2825545643182,2.070963723874319,24.548482180524182,0.00016058310173772299,0.0012438480043783784,2579.2432218790054,30.822525329887867,0.052450984716415405,3496,2688,2734.4,0.0013186728395061728,False,True,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_3_code_optimization_diagnosis/results_v1/optimizations/B6q_lambda5/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_f0008/step_150.orc,0.01472746113868284,18.318721145622877,0.7860246002875405,0.3931020498275757,0.015120563188510416,0.01910083829364084,0.06046583099471192,-0.000430758417546917,0.007341176271438599,-0.5575054838861249,-0.03527939699543836,0.07143634557723999,-0.5300732502817525,-0.034024511192090046,0.07010364532470703,False,False
