sample,video,frame,method,mse,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,split,group,type,lambda,diagnostic,zero_no_stream_fallback,symbol_nonzero_fraction,nonzero_enhancement_frame,u_l2,residual_l2,actual_packet_bits,selected_step,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_TEACHER,ms_ssim_minus_TEACHER,lpips_minus_TEACHER,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
30884276-8cb2-485e-b0ca-a22605c1801f_f0005,30884276-8cb2-485e-b0ca-a22605c1801f,5,ENCODER_CONTINUOUS,0.003462676304627023,24.605881049520853,0.770463411858786,0.3833737373352051,0.003846050041962228,-0.3108461327431229,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0005,30884276-8cb2-485e-b0ca-a22605c1801f,5,ENCODER_QUANTIZED,0.003458943942943393,24.61056476282149,0.7700806094787959,0.3844785690307617,0.003843422511974155,-0.30616241944248657,,,,,,,,,,,,,,,,,,,,,,,,,,
,30884276-8cb2-485e-b0ca-a22605c1801f,5.0,A_Val6_selected,0.002803329531010551,25.52325847980819,0.780828759012188,0.4082719385623932,0.003211601469572944,0.6065312975442154,Val6,Val6_90P,P,,True,False,,True,502.5030893893488,30.62045669555664,,150.0,0.010972416734211787,-0.03286299109458923,0.9173774302873383,0.010365347153401983,0.02489820122718811,0.912693716986702,0.010748149533392093,0.02379336953163147,-1.1101739966505946,-0.0420133526365527,0.08581012487411499,3.499418869348961,0.051710675978577036,0.11635378003120422
,30884276-8cb2-485e-b0ca-a22605c1801f,5.0,A_Val6_step150,0.002803329531010551,25.52325847980819,0.780828759012188,0.4082719385623932,0.003211601469572944,0.6065312975442154,Val6,Val6_90P,P,,True,False,,True,502.5030893893488,30.62045669555664,,,0.010972416734211787,-0.03286299109458923,0.9173774302873383,0.010365347153401983,0.02489820122718811,0.912693716986702,0.010748149533392093,0.02379336953163147,-1.1101739966505946,-0.0420133526365527,0.08581012487411499,3.499418869348961,0.051710675978577036,0.11635378003120422
30884276-8cb2-485e-b0ca-a22605c1801f_f0006,30884276-8cb2-485e-b0ca-a22605c1801f,6,ZERO,0.0033641866116389395,24.731199218642445,0.7658428862803449,0.4627222716808319,0.0038269088833197715,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0006,30884276-8cb2-485e-b0ca-a22605c1801f,6,TEACHER,0.00231172212701819,26.360643700591528,0.8191625986428036,0.3451521098613739,0.0026568742368795637,1.6294444819490828,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0006,30884276-8cb2-485e-b0ca-a22605c1801f,6,ENCODER_CONTINUOUS,0.003597975537326366,24.439417937531935,0.7667106675709086,0.40598100423812866,0.004003956541564494,-0.2917812811105094,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0006,30884276-8cb2-485e-b0ca-a22605c1801f,6,ENCODER_QUANTIZED,0.0035834101490856093,24.45703480616941,0.7666463873108954,0.4080878496170044,0.003991497998702614,-0.27416441247303425,,,,,,,,,,,,,,,,,,,,,,,,,,
,30884276-8cb2-485e-b0ca-a22605c1801f,6.0,A_Val6_selected,0.0029517346839198575,25.299226815671236,0.7767946060247829,0.43008148670196533,0.003381816170621823,0.5680275970287916,Val6,Val6_90P,P,,True,False,,True,496.95577655958016,30.09170913696289,,150.0,0.010951719744437982,-0.03264078497886658,0.859808878139301,0.010083938453874342,0.02410048246383667,0.8421920095018258,0.010148218713887491,0.021993637084960938,-1.0614168849202912,-0.04236799261802071,0.08492937684059143,3.388541141169817,0.05339714978019239,0.14465174078941345
,30884276-8cb2-485e-b0ca-a22605c1801f,6.0,A_Val6_step150,0.0029517346839198575,25.299226815671236,0.7767946060247829,0.43008148670196533,0.003381816170621823,0.5680275970287916,Val6,Val6_90P,P,,True,False,,True,496.95577655958016,30.09170913696289,,,0.010951719744437982,-0.03264078497886658,0.859808878139301,0.010083938453874342,0.02410048246383667,0.8421920095018258,0.010148218713887491,0.021993637084960938,-1.0614168849202912,-0.04236799261802071,0.08492937684059143,3.388541141169817,0.05339714978019239,0.14465174078941345
30884276-8cb2-485e-b0ca-a22605c1801f_f0007,30884276-8cb2-485e-b0ca-a22605c1801f,7,ZERO,0.003293597609767466,24.823294611870267,0.7676594249078214,0.4476504921913147,0.0037412481019587804,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0007,30884276-8cb2-485e-b0ca-a22605c1801f,7,TEACHER,0.0022334220859923787,26.510291935005313,0.8202179088832507,0.3343866169452667,0.0025678087029376456,1.6869973231350457,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0007,30884276-8cb2-485e-b0ca-a22605c1801f,7,ENCODER_CONTINUOUS,0.003521382999661026,24.532867367607114,0.7681156044531061,0.39415672421455383,0.003915539723875579,-0.29042724426315303,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0007,30884276-8cb2-485e-b0ca-a22605c1801f,7,ENCODER_QUANTIZED,0.0035109556402463916,24.545746576659262,0.7679236907826699,0.3958013653755188,0.00390675700562191,-0.27754803521100513,,,,,,,,,,,,,,,,,,,,,,,,,,
,30884276-8cb2-485e-b0ca-a22605c1801f,7.0,A_Val6_selected,0.002862945561731278,25.431869099122068,0.7784886588675887,0.41625383496284485,0.003279199396694123,0.6085744872518006,Val6,Val6_90P,P,,True,False,,True,503.2428271223865,30.80620574951172,,150.0,0.010829233959767315,-0.03139665722846985,0.8990017315149537,0.010373054414482552,0.022097110748291016,0.8861225224628058,0.010564968084918802,0.02045246958732605,-1.078422835883245,-0.04172925001566208,0.08186721801757812,3.5751468725352744,0.05462976145622478,0.12334272265434265
,30884276-8cb2-485e-b0ca-a22605c1801f,7.0,A_Val6_step150,0.002862945561731278,25.431869099122068,0.7784886588675887,0.41625383496284485,0.003279199396694123,0.6085744872518006,Val6,Val6_90P,P,,True,False,,True,503.2428271223865,30.80620574951172,,,0.010829233959767315,-0.03139665722846985,0.8990017315149537,0.010373054414482552,0.022097110748291016,0.8861225224628058,0.010564968084918802,0.02045246958732605,-1.078422835883245,-0.04172925001566208,0.08186721801757812,3.5751468725352744,0.05462976145622478,0.12334272265434265
30884276-8cb2-485e-b0ca-a22605c1801f_f0008,30884276-8cb2-485e-b0ca-a22605c1801f,8,ZERO,0.0033717324564525326,24.72146893506399,0.7650607567376323,0.4594763219356537,0.0038312087783881864,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0008,30884276-8cb2-485e-b0ca-a22605c1801f,8,TEACHER,0.0023113690143263246,26.36130713070431,0.8178989457398398,0.34646907448768616,0.002657838088814011,1.6398381956403227,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0008,30884276-8cb2-485e-b0ca-a22605c1801f,8,ENCODER_CONTINUOUS,0.0036182195544109856,24.415050835856185,0.7655150127482674,0.4071849584579468,0.004025404512868933,-0.3064180992078036,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0008,30884276-8cb2-485e-b0ca-a22605c1801f,8,ENCODER_QUANTIZED,0.003600286378189886,24.436629526991062,0.7654622393636042,0.4089341163635254,0.004009220494553411,-0.2848394080729264,,,,,,,,,,,,,,,,,,,,,,,,,,
,30884276-8cb2-485e-b0ca-a22605c1801f,8.0,A_Val6_selected,0.0029530802007199566,25.297247581628778,0.7754470353167479,0.42891719937324524,0.003381997400093202,0.5757786465647889,Val6,Val6_90P,P,,True,False,,True,506.027618032234,30.366313934326172,,150.0,0.01038627857911556,-0.030559122562408447,0.8821967457725925,0.00993202256848047,0.021732240915298462,0.8606180546377153,0.00998479595314361,0.01998308300971985,-1.0640595490755338,-0.04245191042309193,0.08244812488555908,3.5400010645682336,0.05458643711667266,0.1390458643436432
,30884276-8cb2-485e-b0ca-a22605c1801f,8.0,A_Val6_step150,0.0029530802007199566,25.297247581628778,0.7754470353167479,0.42891719937324524,0.003381997400093202,0.5757786465647889,Val6,Val6_90P,P,,True,False,,True,506.027618032234,30.366313934326172,,,0.01038627857911556,-0.030559122562408447,0.8821967457725925,0.00993202256848047,0.021732240915298462,0.8606180546377153,0.00998479595314361,0.01998308300971985,-1.0640595490755338,-0.04245191042309193,0.08244812488555908,3.5400010645682336,0.05458643711667266,0.1390458643436432
30884276-8cb2-485e-b0ca-a22605c1801f_f0009,30884276-8cb2-485e-b0ca-a22605c1801f,9,ZERO,0.003365539012976868,24.729453707817637,0.7662132117478996,0.4555705189704895,0.0038211095319473577,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0009,30884276-8cb2-485e-b0ca-a22605c1801f,9,TEACHER,0.0022951256146329056,26.391935400835834,0.817675818736134,0.3446821868419647,0.0026398078014748705,1.6624816930181971,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0009,30884276-8cb2-485e-b0ca-a22605c1801f,9,ENCODER_CONTINUOUS,0.003564661281587709,24.479817310368375,0.7666537210484653,0.40577876567840576,0.003970440047266115,-0.2496363974492617,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0009,30884276-8cb2-485e-b0ca-a22605c1801f,9,ENCODER_QUANTIZED,0.003544356464285943,24.50462606568482,0.7666885302928398,0.40666162967681885,0.003951018093962762,-0.2248276421328157,,,,,,,,,,,,,,,,,,,,,,,,,,
,30884276-8cb2-485e-b0ca-a22605c1801f,9.0,A_Val6_selected,0.0029175157987909304,25.34986783505679,0.7763029743182189,0.4251365065574646,0.0033426523053483948,0.6204141272391546,Val6,Val6_90P,P,,True,False,,True,509.8344710337407,30.849529266357422,,150.0,0.01008976257031935,-0.030434012413024902,0.8700505246884163,0.009649253269753633,0.019357740879058838,0.8452417693719703,0.009614444025379143,0.018474876880645752,-1.0420675657790426,-0.04137284441791511,0.08045431971549988,3.668980625832468,0.05581633366552652,0.1284884214401245
,30884276-8cb2-485e-b0ca-a22605c1801f,9.0,A_Val6_step150,0.0029175157987909304,25.34986783505679,0.7763029743182189,0.4251365065574646,0.0033426523053483948,0.6204141272391546,Val6,Val6_90P,P,,True,False,,True,509.8344710337407,30.849529266357422,,,0.01008976257031935,-0.030434012413024902,0.8700505246884163,0.009649253269753633,0.019357740879058838,0.8452417693719703,0.009614444025379143,0.018474876880645752,-1.0420675657790426,-0.04137284441791511,0.08045431971549988,3.668980625832468,0.05581633366552652,0.1284884214401245
30884276-8cb2-485e-b0ca-a22605c1801f_f0010,30884276-8cb2-485e-b0ca-a22605c1801f,10,ZERO,0.0035969557212659786,24.440649083389015,0.7600360316434954,0.47828409075737,0.004075239812023348,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0010,30884276-8cb2-485e-b0ca-a22605c1801f,10,TEACHER,0.0024685481415333316,26.07558398767154,0.8124846885155178,0.36930352449417114,0.002837851666027503,1.6349349042825239,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0010,30884276-8cb2-485e-b0ca-a22605c1801f,10,ENCODER_CONTINUOUS,0.0038457411715973715,24.150199482643625,0.7603306510261297,0.42899614572525024,0.004274737317322622,-0.29044960074539006,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0010,30884276-8cb2-485e-b0ca-a22605c1801f,10,ENCODER_QUANTIZED,0.003826451343348456,24.172038047308764,0.7604588749470795,0.43158185482025146,0.004258033198168708,-0.2686110360802516,,,,,,,,,,,,,,,,,,,,,,,,,,
,30884276-8cb2-485e-b0ca-a22605c1801f,10.0,A_Val6_selected,0.0031165138504637277,25.06330938668789,0.7707173604737892,0.4504951238632202,0.003567008974326948,0.6226603032988756,Val6,Val6_90P,P,,True,False,,True,517.8054664070658,31.139013290405273,,150.0,0.010681328830293824,-0.02778896689414978,0.9131099040442656,0.010386709447659515,0.02149897813796997,0.8912713393791272,0.010258485526709715,0.01891326904296875,-1.0122746009836483,-0.04176732804172856,0.08119159936904907,3.514713909562598,0.05422593221767369,0.15360957384109497
,30884276-8cb2-485e-b0ca-a22605c1801f,10.0,A_Val6_step150,0.0031165138504637277,25.06330938668789,0.7707173604737892,0.4504951238632202,0.003567008974326948,0.6226603032988756,Val6,Val6_90P,P,,True,False,,True,517.8054664070658,31.139013290405273,,,0.010681328830293824,-0.02778896689414978,0.9131099040442656,0.010386709447659515,0.02149897813796997,0.8912713393791272,0.010258485526709715,0.01891326904296875,-1.0122746009836483,-0.04176732804172856,0.08119159936904907,3.514713909562598,0.05422593221767369,0.15360957384109497
30884276-8cb2-485e-b0ca-a22605c1801f_f0011,30884276-8cb2-485e-b0ca-a22605c1801f,11,ZERO,0.003443121618388668,24.630476368183412,0.7625179936979621,0.4610556960105896,0.0039041773143992575,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0011,30884276-8cb2-485e-b0ca-a22605c1801f,11,TEACHER,0.002344145265013231,26.300154789001642,0.8157278780617853,0.3509886562824249,0.0026951339212956562,1.6696784208182294,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0011,30884276-8cb2-485e-b0ca-a22605c1801f,11,ENCODER_CONTINUOUS,0.0036705780975489436,24.352655311692274,0.7627458506890094,0.411620169878006,0.00408219826742695,-0.2778210564911383,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0011,30884276-8cb2-485e-b0ca-a22605c1801f,11,ENCODER_QUANTIZED,0.003637898835795656,24.391493821462543,0.7629427520693518,0.41378286480903625,0.004051681700604692,-0.2389825467208695,,,,,,,,,,,,,,,,,,,,,,,,,,
,30884276-8cb2-485e-b0ca-a22605c1801f,11.0,A_Val6_selected,0.002992689850474611,25.239382892429592,0.7729085153912331,0.4313441812992096,0.003424034031773821,0.60890652424618,Val6,Val6_90P,P,,True,False,,True,524.5560197084285,31.28055763244629,,150.0,0.010390521693270927,-0.029711514711380005,0.8867275807373183,0.010162664702223712,0.019724011421203613,0.8478890709670495,0.00996576332188126,0.01756131649017334,-1.0607718965720494,-0.0428193626705522,0.08035552501678467,3.7610069034563907,0.05767637521924884,0.13562080264091492
,30884276-8cb2-485e-b0ca-a22605c1801f,11.0,A_Val6_step150,0.002992689850474611,25.239382892429592,0.7729085153912331,0.4313441812992096,0.003424034031773821,0.60890652424618,Val6,Val6_90P,P,,True,False,,True,524.5560197084285,31.28055763244629,,,0.010390521693270927,-0.029711514711380005,0.8867275807373183,0.010162664702223712,0.019724011421203613,0.8478890709670495,0.00996576332188126,0.01756131649017334,-1.0607718965720494,-0.0428193626705522,0.08035552501678467,3.7610069034563907,0.05767637521924884,0.13562080264091492
30884276-8cb2-485e-b0ca-a22605c1801f_f0012,30884276-8cb2-485e-b0ca-a22605c1801f,12,ZERO,0.0035879035464411384,24.451592406032585,0.7588456395212543,0.4695170521736145,0.004057420598614753,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0012,30884276-8cb2-485e-b0ca-a22605c1801f,12,TEACHER,0.002442355352521504,26.121911477573686,0.8118857702540735,0.3642410933971405,0.0028065964459186446,1.6703190715411012,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0012,30884276-8cb2-485e-b0ca-a22605c1801f,12,ENCODER_CONTINUOUS,0.003868068886733892,24.12505800136604,0.7587616215604737,0.4225122332572937,0.004290581119991186,-0.32653440466654615,,,,,,,,,,,,,,,,,,,,,,,,,,
30884276-8cb2-485e-b0ca-a22605c1801f_f0012,30884276-8cb2-485e-b0ca-a22605c1801f,12,ENCODER_QUANTIZED,0.0038391954575420677,24.157597769237235,0.7590417184081603,0.4236612319946289,0.004262856689536697,-0.2939946367953503,,,,,,,,,,,,,,,,,,,,,,,,,,
,30884276-8cb2-485e-b0ca-a22605c1801f,12.0,A_Val6_selected,0.0030999051448609024,25.086515950991966,0.7693602138158591,0.44335952401161194,0.003543264668872514,0.6349235449593813,Val6,Val6_90P,P,,True,False,,True,529.298050856138,31.845539093017578,,150.0,0.010514574294604784,-0.026157528162002563,0.9614579496259275,0.010598592255385397,0.020847290754318237,0.9289181817547316,0.010318495407698802,0.019698292016983032,-1.0353955265817198,-0.04252555643821443,0.07911843061447144,3.6825418022432004,0.05605581370879287,0.1421126127243042
,30884276-8cb2-485e-b0ca-a22605c1801f,12.0,A_Val6_step150,0.0030999051448609024,25.086515950991966,0.7693602138158591,0.44335952401161194,0.003543264668872514,0.6349235449593813,Val6,Val6_90P,P,,True,False,,True,529.298050856138,31.845539093017578,,,0.010514574294604784,-0.026157528162002563,0.9614579496259275,0.010598592255385397,0.020847290754318237,0.9289181817547316,0.010318495407698802,0.019698292016983032,-1.0353955265817198,-0.04252555643821443,0.07911843061447144,3.6825418022432004,0.05605581370879287,0.1421126127243042
