method,split,video,scope,frames,lambda,base_bits,enhancement_bits,base_kbps,enhancement_kbps,total_kbps,total_bpp,enhancement_fraction,duration_seconds,diagnostic,zero_no_stream_fallback,nonzero_enhancement_frame_fraction_P,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
A_Val6_selected,Val6,66d34721-a96d-4a92-9042-0847e057f3ba,IP,16.0,,69192.0,,129.7350810844257,,,,,0.533333,True,False,1.0,29.769267470703525,0.8865554881617701,0.20571156777441502,0.0013029287466839803,1.7238161878336262,0.004916995579797509,-0.031022917479276657,1.8816128292800562,0.0034413708601290158,0.0027346545830368996,1.7610310839016308,0.00393172745580396,0.0018809465691447258,4.945686114597124,0.0313715550613727,0.013425024226307869
A_Val6_selected,Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,P,15.0,,83456.0,,156.48009780006115,,,,,0.533333,True,False,1.0,30.772543506740046,0.9136185904178596,0.23608229358990987,0.001073886719661808,1.5325178899802168,0.004899896015354618,-0.03845346172650655,1.3176731966124466,0.0032309688827961555,-0.0035512447357177734,1.2256714129164916,0.0036073710048310464,-0.005794796347618103,4.884152002996505,0.026379197298823463,0.0014792978763580322
A_Val6_selected,Val6,b3d4cebf-21ab-41e1-b79a-729d35794681,IP,16.0,,83456.0,,156.48009780006115,,,,,0.533333,True,False,1.0,30.516644904613045,0.9104247400544744,0.23567707277834415,0.0011554148312708074,1.4367355218564533,0.004593652514394954,-0.03605012036859989,1.2353186218241687,0.0030290333276213957,-0.0033292919397354126,1.149066949609211,0.003381910317029106,-0.005432621575891972,4.578892502809223,0.024730497467646995,0.0013868417590856552
A_Val6_selected,Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,P,15.0,,94712.0,,177.58511099069437,,,,,0.533333,True,False,1.0,27.47768331661496,0.8903500439737427,0.20806848704814912,0.0019962962739173405,1.4805604270172026,0.005812540797447374,-0.03405026396115621,0.7784943566080755,0.003184176052754835,-0.0009352753559748332,0.8405060053716935,0.0038678089699598775,-0.0009609311819076538,3.656460414305489,0.01735429900800868,-0.00030853648980458577
A_Val6_selected,Val6,46da3cc3-6beb-425c-a870-c8d7bae89311,IP,16.0,,94712.0,,177.58511099069437,,,,,0.533333,True,False,1.0,27.240117215453694,0.8853367207577026,0.20959604065865278,0.0021541106005898165,1.3880254003286274,0.005449256997606913,-0.031922122463583946,0.7298384593200709,0.002985165049457658,-0.0008768206462264061,0.7879743800359627,0.0036260709093373852,-0.0009008729830384254,3.4279316384113963,0.01626965532000814,-0.00028925295919179916
A_Val6_selected,Val6,2996c286-14c5-4157-95ba-f2a73fae0187,P,15.0,,81944.0,,153.64509602818504,,,,,0.533333,True,False,1.0,18.572191822883408,0.4943414072624103,0.5602089087168376,0.014455399407208365,0.38077919818868317,0.017113264450706146,-0.011924803256988525,0.30413734209712806,0.0015717078645878198,0.013285231590270997,0.3103881266935948,0.00205875732366985,0.012378652890523275,2.222587928173072,0.01611994960187808,0.15447319746017457
A_Val6_selected,Val6,2996c286-14c5-4157-95ba-f2a73fae0187,IP,16.0,,81944.0,,153.64509602818504,,,,,0.533333,True,False,1.0,18.43307231352044,0.4877838057551582,0.5512529760599136,0.015027606984856261,0.3569804983018905,0.01604368542253701,-0.011179503053426743,0.28512875821605754,0.001473476123051081,0.012454904615879059,0.2909888687752451,0.0019300849909404845,0.01160498708486557,2.083676182662255,0.0151124527517607,0.14481862261891365
A_Val6_step150,Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,P,15.0,,76008.0,,118.7625,,,,,0.64,True,False,1.0,35.645652474716286,0.9720394484132179,0.05592690755923589,0.0003289684071449577,2.2480615509240582,0.00425689447639499,-0.013805823028087616,1.49313245996061,0.0032286665300695163,-0.006899989396333695,1.5195570048935678,0.003552357964067935,-0.007170070211092631,6.0463253847133025,0.023084644667801846,-0.021081697940826417
A_Val6_step150,Val6,026aa77c-d036-41b7-a998-83c1911fe2bf,IP,16.0,,76008.0,,118.7625,,,,,0.64,True,False,1.0,35.28990302259122,0.9699856609002158,0.05839473893865943,0.0003775415835469756,2.1075577039913047,0.003990838571620303,-0.01294295908883214,1.3998116812130719,0.0030268748719401717,-0.0064687400590628386,1.4245846920877199,0.0033303355913136892,-0.006721940822899342,5.668430048168722,0.02164185437606423,-0.019764091819524765
A_Val6_step150,Val6,30884276-8cb2-485e-b0ca-a22605c1801f,P,15.0,,65520.0,,122.850076781298,,,,,0.533333,True,False,1.0,25.246100795525155,0.7733736092559871,0.4298533260822296,0.0034204481118474076,0.6317534015915692,0.011242511619882923,-0.03184510469436645,0.900558701805443,0.010362017243156248,0.02227871020634969,0.8776114988049336,0.010415897722133265,0.02046970327695211,3.5255932147655074,0.053970172121846696,0.13621703187624615
