dataset,video,video_id,qp,branch,beta,search_order,search_phase,baseline_bytes,actual_bytes,actual_bits,rate_ratio,rate_gap_bytes,rate_gap_percent,over_or_under_budget,bracket_low_beta,bracket_high_beta,optimization_distortion,PSNR,SSIM,LPIPS,DISTS,bitstream_path,bitstream_sha256,decode_status,state_sync_status,finite_status,reused,is_optimized
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,0.1,1,REUSED_V12_1,96549,259662,2077296,2.6894323089830032,163113,168.94323089830033,OVER,,,0.0019345497158134268,27.311176521321098,0.98716224078089,0.1297186496667564,0.0935357790440321,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_00_qp3_generator_aware_beta0.1.bin,48ae1c60a2afeaa932518dc8774deb0ce268357ba071066b12b6874e15f74dcc,PASS,PASS,PASS,True,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,0.3,2,REUSED_V12_1,96549,185391,1483128,1.9201752478016345,88842,92.01752478016346,OVER,,,0.001954832797988303,27.271134843501017,0.9869918189942837,0.13034452579449862,0.08742476347833872,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_00_qp3_generator_aware_beta0.3.bin,4f49f6b37c52b061a7da1e400c3d187ca71f03679506ecfb24e38bedc9c040e4,PASS,PASS,PASS,True,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,1.0,3,REUSED_V12_1,96549,134329,1074632,1.3913038975028225,37780,39.13038975028225,OVER,,,0.002185745336603196,26.797784661478012,0.9854180132970214,0.13869456946849823,0.08670310396701097,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_00_qp3_generator_aware_beta1.bin,7bc9eb25f0eced31c4d37bd72f0c56e21f696e9f6200eda7c93205d944ea8083,PASS,PASS,PASS,True,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,10.0,4,REUSED_V12_1,96549,104030,832240,1.0774839718692064,7481,7.748397186920641,OVER,,,0.0030633533366083627,25.283191881233016,0.9798421366140246,0.1564843823434785,0.09575621597468853,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_00_qp3_generator_aware_beta10.bin,766310ba4375d6d76e007d64b53078eb05fff6f2ed4911327d0fbb6981003f3b,PASS,PASS,PASS,True,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,30.0,5,EXPANSION,96549,99511,796088,1.0306787227211054,2962,3.067872272110539,OVER,10.0,,0.003350883921874421,24.9020912874135,0.9778897259384394,0.1618457183940336,0.09743124339729548,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_00_qp3_generator_aware_beta30.bin,5ea70c06c59a79d7775ec39dd40b44fa502776ea0b1b23d1134006efb3a7e230,PASS,PASS,PASS,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,100.0,6,EXPANSION,96549,97665,781320,1.0115588975546095,1116,1.1558897554609482,OVER,30.0,,0.0035477764017525174,24.645112683395688,0.9766791900619864,0.1632846532156691,0.1016121068969369,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_00_qp3_generator_aware_beta100.bin,5e994b8cb88c3b2c523c7a2b9ee3f659686ad674be0248a0af01a607086c5ae7,PASS,PASS,PASS,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,300.0,7,EXPANSION,96549,97129,777032,1.00600731234917,580,0.6007312349169958,OVER,100.0,,0.0036075569704056734,24.56611447100865,0.9762675631791353,0.1648447758052498,0.09917040728032589,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_00_qp3_generator_aware_beta300.bin,9eaff716df648dbacbd9ce200846896050f221771d3ae30aea421218815c6e91,PASS,PASS,PASS,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,1000.0,8,EXPANSION,96549,96697,773576,1.0015329003925468,148,0.1532900392546832,OVER,300.0,,0.0036252914661807673,24.548769102051583,0.9761193841695786,0.1658489143010229,0.10118325520306826,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_00_qp3_generator_aware_beta1000.bin,8309e97ba75e5f71edba944d26204eaa4ee4e81fcef03d97710a5909d5d1b078,PASS,PASS,PASS,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,3000.0,9,EXPANSION,96549,97118,776944,1.0058933805632373,569,0.5893380563237294,OVER,1000.0,,0.00363025101759131,24.5434711637432,0.9760913271456957,0.1654126849025488,0.10207969881594181,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_00_qp3_generator_aware_beta3000.bin,c04326b8c417995fa60822770d3b02db05c3741d0758efb4f219118de2e463f2,PASS,PASS,PASS,False,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,10000.0,10,EXPANSION,96549,97225,777800,1.0070016261173083,676,0.7001626117308257,OVER,1000.0,,0.0036228347998408096,24.541281502312852,0.9761941870674491,0.16546151309739798,0.10113139264285564,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_00_qp3_generator_aware_beta10000.bin,678989c71ce4def379bc122814a166b9155678dd5a9f7126d2f2ee7bbd2701a5,PASS,PASS,PASS,False,True
