dataset,video,video_id,qp,branch,actual_bytes,actual_bits,PSNR,SSIM,LPIPS,DISTS,is_baseline,is_budget_feasible,is_selected,iteration,restart,lambda_or_beta,interpolated_only,bitstream_path,search_phase,reused
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,97129,777032,24.56611447100865,0.9762675631791353,0.1648447758052498,0.09917040728032589,False,False,False,20,0,300.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_00_qp3_generator_aware_beta300.bin,EXPANSION,False
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,generator_aware,97118,776944,24.5434711637432,0.9760913271456957,0.1654126849025488,0.10207969881594181,False,False,False,20,0,3000.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_00_qp3_generator_aware_beta3000.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,baseline,52078,416624,29.142785612015437,0.979019558057189,0.13199148036073893,0.0770218400284648,True,True,True,0,0,,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp1_baseline.bin,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,compression_aware,793510,6348080,24.93401555498603,0.9425741825252771,0.302161805331707,0.15715056750923395,False,False,False,20,0,0.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp1_compression_aware_beta0.bin,REUSED_V12_1,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,compression_aware,145536,1164288,26.943650621738893,0.9654787909239531,0.19766661920584738,0.11101182736456394,False,False,False,20,0,0.1,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp1_compression_aware_beta0.1.bin,REUSED_V12_1,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,compression_aware,80716,645728,27.46741420008467,0.9692251803353429,0.18728718580678105,0.11155014019459486,False,False,False,20,0,0.3,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp1_compression_aware_beta0.3.bin,REUSED_V12_1,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,compression_aware,66242,529936,27.57294434415995,0.9697903981432319,0.19522462598979473,0.12140281964093447,False,False,False,20,0,1.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp1_compression_aware_beta1.bin,REUSED_V12_1,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,compression_aware,69387,555096,27.670897845850337,0.9703525062650442,0.19891537609510124,0.12784445565193892,False,False,False,20,0,10.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/fresh_ulong_01_qp1_compression_aware_beta10.bin,REUSED_V12_1,True
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,compression_aware,68126,545008,27.68583468805302,0.9704684624448419,0.19817456044256687,0.12292758747935295,False,False,False,20,0,100.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_compression_aware_beta100.bin,EXPANSION,False
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,compression_aware,68877,551016,27.683435148493942,0.9703712733462453,0.19811100093647838,0.12887342367321253,False,False,False,20,0,1000.0,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_2_same_bit_budget/bitstreams/fresh_ulong_01_qp1_compression_aware_beta1000.bin,EXPANSION,False
