scope,dataset,video,video_id,qp,branch,restart,lambda_or_beta,iteration,frame,surrogate_rate,actual_bytes,actual_bits,actual_rate_ratio_to_baseline,optimization_distortion,PSNR,MS_SSIM_or_SSIM,LPIPS,DISTS,quantized_symbol_hash,bitstream_hash,decode_status,finite_status,num_changed_symbols_vs_baseline,L1_symbol_change,L2_latent_change,interpolated_only,is_budget_feasible,is_selected,is_baseline,bitstream_path,selection
cell,uvg,Bosphorus,1,3,compression_aware,0,baseline_init,0,,,51949,415592,1.0,,31.472206806681417,0.9598000217229128,0.12848799442872405,0.1171071631833911,,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_baseline.bin,branch_objective
cell,uvg,Bosphorus,1,3,compression_aware,0,baseline_init,0,,,51949,415592,1.0,,31.472206806681417,0.9598000217229128,0.12848799442872405,0.1171071631833911,,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_baseline.bin,best_PSNR
cell,uvg,Bosphorus,1,3,compression_aware,0,baseline_init,0,,,51949,415592,1.0,,31.472206806681417,0.9598000217229128,0.12848799442872405,0.1171071631833911,,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_baseline.bin,best_LPIPS
cell,uvg,Bosphorus,1,3,compression_aware,0,baseline_init,0,,,51949,415592,1.0,,31.472206806681417,0.9598000217229128,0.12848799442872405,0.1171071631833911,,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_baseline.bin,best_DISTS
cell,uvg,Bosphorus,1,3,generator_aware,0,baseline_init,0,,,51949,415592,1.0,,31.472206806681417,0.9598000217229128,0.12848799442872405,0.1171071631833911,,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_baseline.bin,branch_objective
cell,uvg,Bosphorus,1,3,generator_aware,0,baseline_init,0,,,51949,415592,1.0,,31.472206806681417,0.9598000217229128,0.12848799442872405,0.1171071631833911,,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_baseline.bin,best_PSNR
cell,uvg,Bosphorus,1,3,generator_aware,0,baseline_init,0,,,51949,415592,1.0,,31.472206806681417,0.9598000217229128,0.12848799442872405,0.1171071631833911,,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_baseline.bin,best_LPIPS
cell,uvg,Bosphorus,1,3,generator_aware,0,baseline_init,0,,,51949,415592,1.0,,31.472206806681417,0.9598000217229128,0.12848799442872405,0.1171071631833911,,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_baseline.bin,best_DISTS
cell,uvg,HoneyBee,2,1,compression_aware,0,baseline_init,0,,,28168,225344,1.0,,29.7708103550545,0.9727460807189345,0.15386110451072454,0.12848099041730165,,,PASS,PASS,0,0,0,False,True,False,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_baseline.bin,branch_objective
cell,uvg,HoneyBee,2,1,generator_aware,0,baseline_init,0,,,28168,225344,1.0,,29.7708103550545,0.9727460807189345,0.15386110451072454,0.12848099041730165,,,PASS,PASS,0,0,0,False,True,False,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_baseline.bin,branch_objective
cell,uvg,HoneyBee,2,3,compression_aware,0,baseline_init,0,,,44679,357432,1.0,,30.635786704063676,0.979667286388576,0.1192838343558833,0.11505281273275614,,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_baseline.bin,branch_objective
cell,uvg,HoneyBee,2,3,compression_aware,0,baseline_init,0,,,44679,357432,1.0,,30.635786704063676,0.979667286388576,0.1192838343558833,0.11505281273275614,,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_baseline.bin,best_PSNR
cell,uvg,HoneyBee,2,3,compression_aware,0,baseline_init,0,,,44679,357432,1.0,,30.635786704063676,0.979667286388576,0.1192838343558833,0.11505281273275614,,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_baseline.bin,best_LPIPS
cell,uvg,HoneyBee,2,3,compression_aware,0,baseline_init,0,,,44679,357432,1.0,,30.635786704063676,0.979667286388576,0.1192838343558833,0.11505281273275614,,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_baseline.bin,best_DISTS
cell,uvg,HoneyBee,2,3,generator_aware,0,baseline_init,0,,,44679,357432,1.0,,30.635786704063676,0.979667286388576,0.1192838343558833,0.11505281273275614,,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_baseline.bin,branch_objective
cell,uvg,HoneyBee,2,3,generator_aware,0,baseline_init,0,,,44679,357432,1.0,,30.635786704063676,0.979667286388576,0.1192838343558833,0.11505281273275614,,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_baseline.bin,best_PSNR
cell,uvg,HoneyBee,2,3,generator_aware,0,baseline_init,0,,,44679,357432,1.0,,30.635786704063676,0.979667286388576,0.1192838343558833,0.11505281273275614,,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_baseline.bin,best_LPIPS
cell,uvg,HoneyBee,2,3,generator_aware,0,baseline_init,0,,,44679,357432,1.0,,30.635786704063676,0.979667286388576,0.1192838343558833,0.11505281273275614,,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,PASS,PASS,0,0,0,False,True,True,False,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_baseline.bin,best_DISTS
