dataset,video,video_id,qp,branch,beta,frame,actual_qp,actual_bytes,MSE,PSNR,SSIM,LPIPS,DISTS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,10,1,613,0.005595530848950148,22.521587055907666,0.9536473751068115,0.21615630388259888,0.07201218605041504
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,11,2,383,0.005790832918137312,22.372589655065845,0.9482494592666626,0.22306475043296814,0.0727837085723877
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,12,1,991,0.005596762988716364,22.520630841727936,0.9461625218391418,0.23224490880966187,0.0769658088684082
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,13,2,621,0.005747426766902208,22.405265537573158,0.9409447312355042,0.24308739602565765,0.07769840955734253
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,14,1,1174,0.005229845643043518,22.815111289842957,0.9427881240844727,0.24291962385177612,0.08030688762664795
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,15,2,839,0.0050517236813902855,22.96560412457435,0.9422848224639893,0.24275556206703186,0.08065676689147949
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,16,1,1160,0.004604509565979242,23.36816620436005,0.9464746117591858,0.2469002902507782,0.083920419216156
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,17,3,2001,0.003903056262061,24.085951883737543,0.9543988108634949,0.22810466587543488,0.07780414819717407
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,18,1,907,0.0036729348357766867,24.349867767224033,0.9577269554138184,0.22655797004699707,0.08060896396636963
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,19,2,556,0.0037994468584656715,24.202796254363122,0.9573813080787659,0.23097504675388336,0.0838736891746521
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,20,1,1375,0.0036419271491467953,24.386687458118253,0.9615498781204224,0.2357644885778427,0.09052681922912598
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,21,2,932,0.0036966472398489714,24.32191990892025,0.9632863402366638,0.2337585985660553,0.08811134099960327
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,22,1,1254,0.003294037189334631,24.822715019994025,0.969709038734436,0.2220236361026764,0.09196662902832031
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,23,2,947,0.003290111431851983,24.827893928041625,0.9719960689544678,0.21520984172821045,0.09420126676559448
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,24,1,1429,0.0030208483804017305,25.19871071882406,0.9772008061408997,0.20939573645591736,0.10023164749145508
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,25,3,2355,0.0026269617956131697,25.80546243192245,0.9819613695144653,0.17337122559547424,0.09316623210906982
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,26,1,770,0.002677365904673934,25.72292271502092,0.9831609129905701,0.17175421118736267,0.103432297706604
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,27,2,626,0.0029260015580803156,25.337254469511375,0.9831013083457947,0.17388850450515747,0.11040914058685303
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,28,1,1397,0.0030026535969227552,25.224947675754066,0.984685480594635,0.14139766991138458,0.11549139022827148
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,29,2,874,0.003022110555320978,25.196896522777298,0.9852170944213867,0.1289220154285431,0.11199384927749634
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,30,1,669,0.0028207094874233007,25.49641640716649,0.9865213632583618,0.12582026422023773,0.10848033428192139
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,31,2,386,0.002865533111616969,25.427945688466245,0.9863234758377075,0.12103915959596634,0.10897541046142578
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,32,1,704,0.002861930290237069,25.43340948820156,0.9864778518676758,0.11989793926477432,0.1104629635810852
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,33,3,868,0.002684213686734438,25.7118291351215,0.9871270060539246,0.11320361495018005,0.10492885112762451
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,34,1,508,0.0026629792992025614,25.746322095569436,0.9874109625816345,0.11459259688854218,0.10546261072158813
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,35,2,181,0.002770016435533762,25.57517654097846,0.9867553114891052,0.11447754502296448,0.10613143444061279
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,36,1,816,0.002833742881193757,25.476395578798602,0.9865540266036987,0.11404365301132202,0.10744386911392212
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,37,2,325,0.0027971414383500814,25.53285572834074,0.9864932298660278,0.11137589812278748,0.10582637786865234
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,38,1,506,0.0027473964728415012,25.610786636436043,0.9868876338005066,0.11091290414333344,0.10558980703353882
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,39,2,204,0.0028278797399252653,25.485390635446503,0.9863515496253967,0.1140342503786087,0.10315430164337158
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,40,1,735,0.002846057992428541,25.457562548015915,0.9864630699157715,0.11410310119390488,0.11085736751556396
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,41,3,700,0.0027250200510025024,25.646302977881806,0.986792266368866,0.10905783623456955,0.1036955714225769
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,42,1,382,0.002738718409091234,25.624526189561976,0.98688805103302,0.1120142713189125,0.107211172580719
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,43,2,136,0.002829651115462184,25.482671079280163,0.9862191677093506,0.11191492527723312,0.10576820373535156
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,44,1,853,0.002844611182808876,25.459770869843716,0.9863489866256714,0.11225645244121552,0.1106768250465393
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,45,2,314,0.002862305147573352,25.432840683949358,0.9860248565673828,0.11133769899606705,0.10640907287597656
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,46,1,470,0.0028035538271069527,25.52291101205896,0.9865130186080933,0.1118379533290863,0.10563665628433228
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,47,2,183,0.002890112577006221,25.390852400737792,0.9858698844909668,0.11230568587779999,0.10327088832855225
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,48,1,743,0.0028499544132500887,25.451620867396564,0.9862691760063171,0.11269053816795349,0.10693252086639404
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,49,3,671,0.002752715954557061,25.602385999880074,0.9864850044250488,0.10635630041360855,0.0996549129486084
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,50,1,397,0.002737453207373619,25.626532956963423,0.986779510974884,0.10955841839313507,0.10219353437423706
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,51,2,150,0.00288383848965168,25.40029066080626,0.9859128594398499,0.11181433498859406,0.10407644510269165
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,52,1,936,0.0029018009081482887,25.37332387714505,0.9859864711761475,0.11178058385848999,0.10778099298477173
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,53,2,349,0.002908415626734495,25.36343530584929,0.98568195104599,0.11023219674825668,0.1045922040939331
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,54,1,440,0.0028869411908090115,25.395620629385625,0.986054539680481,0.11321225762367249,0.1050194501876831
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,55,2,173,0.0029699811711907387,25.27246303973658,0.9853987693786621,0.11352328211069107,0.10384446382522583
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,56,1,787,0.002948208013549447,25.304418776821755,0.9857333898544312,0.11448254436254501,0.10628938674926758
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,57,3,706,0.0028655347414314747,25.4279432183526,0.985899031162262,0.10961196571588516,0.09938055276870728
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,58,1,373,0.002867915667593479,25.424336234495936,0.9860636591911316,0.1121758222579956,0.10257738828659058
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,59,2,111,0.002978796837851405,25.259591158547238,0.9852945804595947,0.11295515298843384,0.10104924440383911
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,60,1,834,0.0030174623243510723,25.20358143742156,0.9853516817092896,0.11572804301977158,0.1069035530090332
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,61,2,346,0.00301697151735425,25.204287898960324,0.9850744605064392,0.11452717334032059,0.10286933183670044
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,62,1,444,0.002947503002360463,25.305457438552928,0.9857164621353149,0.11536508798599243,0.10526692867279053
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,,63,2,154,0.0030619711615145206,25.139989039232212,0.9849538207054138,0.11685599386692047,0.10455322265625
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,0,1,5095,0.009795771911740303,20.089613356977736,0.9629908800125122,0.22526639699935913,0.06786137819290161
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,1,3,13051,0.008729205466806889,20.590252840246414,0.9637402892112732,0.21778813004493713,0.07658225297927856
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,2,1,9950,0.010907536372542381,19.622733301295344,0.9528110027313232,0.26333627104759216,0.09467166662216187
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,3,2,13752,0.010477622039616108,19.7973727195695,0.950873076915741,0.28782519698143005,0.11580854654312134
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,4,1,11391,0.011351890861988068,19.449317928733617,0.94319748878479,0.3249552845954895,0.12555426359176636
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,5,2,11877,0.010070783086121082,19.9693675816947,0.9444487690925598,0.33234310150146484,0.13122272491455078
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,6,1,11887,0.010870225727558136,19.63761437402661,0.9341741800308228,0.3576674163341522,0.1529383659362793
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,7,2,10994,0.009902521036565304,20.04254226322859,0.9340845346450806,0.37460821866989136,0.14552688598632812
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,8,1,11938,0.010415608063340187,19.823153708583682,0.9223781228065491,0.38440167903900146,0.16330325603485107
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,9,3,12727,0.008281233720481396,20.819049581324776,0.9336860179901123,0.3732417821884155,0.14921140670776367
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,10,1,12345,0.010355538688600063,19.848273044575,0.9087891578674316,0.39429622888565063,0.16494405269622803
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,11,2,9354,0.010823642835021019,19.65626547280607,0.8979800343513489,0.44726765155792236,0.19186121225357056
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,12,1,11711,0.008451303467154503,20.730763034839622,0.9133221507072449,0.4026441276073456,0.18292725086212158
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,13,2,10603,0.008317224681377411,20.800215663338065,0.9093865156173706,0.43153324723243713,0.18603205680847168
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,14,1,12294,0.008068202063441277,20.932232336696536,0.9077847003936768,0.4066300690174103,0.1815968155860901
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,15,2,10303,0.008417801931500435,20.748012972941506,0.9009919762611389,0.4465218186378479,0.19950413703918457
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,16,1,11687,0.0073359026573598385,21.34546440104115,0.9130104184150696,0.4134981632232666,0.18624979257583618
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,17,3,13070,0.005912675056606531,22.282159879044027,0.9292905926704407,0.3916575312614441,0.18254226446151733
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,18,1,11924,0.007364192511886358,21.32874866860428,0.9193233251571655,0.39532625675201416,0.1805480718612671
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,19,2,9756,0.007939551025629044,21.002040558354842,0.9117597937583923,0.4504421353340149,0.22001320123672485
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,20,1,11161,0.006152907852083445,22.10919588996377,0.9377734065055847,0.39911454916000366,0.18419116735458374
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,21,2,11105,0.006295385770499706,22.00977651915773,0.9384647607803345,0.4156157970428467,0.20067250728607178
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,22,1,11707,0.006097057834267616,22.148796854136773,0.9479370713233948,0.3799746632575989,0.18871712684631348
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,23,2,10430,0.006801479496061802,21.673966068398748,0.9441933035850525,0.4028541147708893,0.20281946659088135
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,24,1,11181,0.005701905582100153,22.43979978452795,0.9590659141540527,0.35152900218963623,0.1826276183128357
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,25,3,12831,0.004726633429527283,23.254480777704245,0.9678419828414917,0.3239941895008087,0.18160641193389893
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,26,1,10960,0.00638921931385994,21.9455220418834,0.9631492495536804,0.3059508800506592,0.1857922077178955
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,27,2,9461,0.007552345748990774,21.21918136103837,0.9581258893013,0.27911457419395447,0.19169235229492188
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,28,1,10929,0.005971725098788738,22.239001927130907,0.9704355597496033,0.21856200695037842,0.17985689640045166
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,29,2,10764,0.00611743051558733,22.134309548520832,0.9693057537078857,0.22460255026817322,0.1790371537208557
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,30,1,11165,0.006094322539865971,22.150745646231663,0.9708287715911865,0.21715761721134186,0.18049585819244385
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,31,2,10580,0.006882594898343086,21.622477917700678,0.9656783938407898,0.2320108562707901,0.1715729832649231
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,32,1,11557,0.0061326101422309875,22.123546430834867,0.9705429673194885,0.21439215540885925,0.18095320463180542
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,33,3,12464,0.005306684877723455,22.751767009383826,0.9733939170837402,0.20487646758556366,0.16754001379013062
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,34,1,11268,0.006971863564103842,21.566511204055058,0.9670645594596863,0.21880808472633362,0.17545628547668457
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,35,2,10016,0.008154362440109253,20.886099891996235,0.9592297077178955,0.25731360912323,0.18618369102478027
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,36,1,11185,0.006232514511793852,22.053367016112478,0.970192015171051,0.2156950831413269,0.1856502890586853
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,37,2,10873,0.006767117418348789,21.69596287873182,0.9658729434013367,0.2424336075782776,0.17572027444839478
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,38,1,11498,0.00639354856684804,21.942580314750543,0.9691764116287231,0.21388645470142365,0.18552720546722412
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,39,2,10191,0.007325239945203066,21.351781450119507,0.9631609320640564,0.24370087683200836,0.18406713008880615
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,40,1,11576,0.0065376306883990765,21.845796164140353,0.968482494354248,0.22058367729187012,0.19331908226013184
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,41,3,12660,0.005478337407112122,22.61351223353618,0.972049355506897,0.2064061015844345,0.18044841289520264
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,42,1,11175,0.006912533659487963,21.603627409538934,0.9671787619590759,0.21925289928913116,0.18333107233047485
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,43,2,10062,0.008320819586515427,20.798338943378,0.9576839804649353,0.2660944163799286,0.1928267478942871
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,44,1,11315,0.006338407285511494,21.98019857893091,0.9693561792373657,0.22139349579811096,0.18768614530563354
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,45,2,10871,0.0064658536575734615,21.893741290513326,0.9667737483978271,0.23199501633644104,0.17912614345550537
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,46,1,11613,0.006491309963166714,21.876676526037592,0.9684667587280273,0.2201034426689148,0.18297356367111206
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,47,2,10359,0.007345558609813452,21.339751717001775,0.9623917937278748,0.24613423645496368,0.18496233224868774
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,48,1,11468,0.006439778953790665,21.911290395961714,0.9686630368232727,0.220699742436409,0.1906343698501587
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,49,3,12644,0.00559780839830637,22.519819706398337,0.9714022278785706,0.20739144086837769,0.1716846227645874
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,50,1,11215,0.007169791031628847,21.44493501951867,0.9657521843910217,0.22103473544120789,0.18670439720153809
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,51,2,9928,0.008508987724781036,20.701221028638074,0.956948459148407,0.2564370036125183,0.1842368245124817
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,52,1,11169,0.006698660086840391,21.740120592524757,0.9676138162612915,0.21567127108573914,0.18313032388687134
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,53,2,10955,0.006560115609318018,21.830885069587215,0.9660171866416931,0.2353747934103012,0.17942941188812256
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,54,1,11826,0.0066131711937487125,21.795902346621045,0.9675741195678711,0.2179364413022995,0.18387526273727417
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,55,2,10376,0.0073946388438344,21.310830322093494,0.962236762046814,0.24433989822864532,0.18650811910629272
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,56,1,11599,0.006580112501978874,21.817666810713106,0.9676970839500427,0.21848715841770172,0.19338864088058472
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,57,3,12499,0.005539991427212954,22.56490907314348,0.9711980819702148,0.20992285013198853,0.17614507675170898
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,58,1,11536,0.007305139675736427,21.363714758526598,0.9650149941444397,0.22301366925239563,0.1832064986228943
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,59,2,10123,0.008298564702272415,20.80997015549908,0.9571805596351624,0.2636105418205261,0.18565064668655396
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,60,1,11201,0.006727571599185467,21.721416714957297,0.967298686504364,0.22351118922233582,0.19049489498138428
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,61,2,11012,0.0067893266677856445,21.681732947865555,0.9648647308349609,0.24179419875144958,0.1861039400100708
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,62,1,11710,0.006698089651763439,21.740490438660856,0.9671332836151123,0.22345665097236633,0.18788492679595947
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.0,63,2,10235,0.007590296678245068,21.197412487149762,0.9611956477165222,0.2481948584318161,0.18302202224731445
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.1,0,1,5095,0.009795771911740303,20.089613356977736,0.9629908800125122,0.22526639699935913,0.06786137819290161
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.1,1,3,6076,0.007744502741843462,21.110064621405883,0.9680472612380981,0.21658924221992493,0.0732761025428772
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.1,2,1,2861,0.008588542230427265,20.660805445515006,0.9633629322052002,0.22672751545906067,0.07244503498077393
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.1,3,2,3549,0.008000965230166912,20.968576169019798,0.9635552167892456,0.22594888508319855,0.07066106796264648
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.1,4,1,3372,0.00837269052863121,20.771349608867283,0.9582108855247498,0.25145164132118225,0.07405900955200195
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.1,5,2,4155,0.007695595733821392,21.13757754793276,0.9578755497932434,0.2508026659488678,0.07412755489349365
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.1,6,1,3478,0.007989737205207348,20.97467505067143,0.9519352912902832,0.2617518901824951,0.07790553569793701
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.1,7,2,3515,0.00727470638230443,21.38184530743198,0.952131986618042,0.26350605487823486,0.08193719387054443
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.1,8,1,1761,0.007286660838872194,21.37471444449985,0.947163999080658,0.27085745334625244,0.08172816038131714
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,compression_aware,0.1,9,3,4437,0.006498460657894611,21.871895059657028,0.9483286738395691,0.27014797925949097,0.0840725302696228
