dataset,video,qp,branch,beta,bitstream,bitstream_sha256,bytes,symbol_equal,decoded_latent_max_abs_diff,reconstruction_max_abs_diff,decode_status
uvg,Beauty,1,generator_aware,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp1_generator_aware_beta0.3.bin,b9e8ec7f5d2a399e1010441fb34ebd5399901fd55ee5d847ad4ed5eca8a719bf,70770,True,0.0,0.0,PASS
uvg,Beauty,1,generator_aware,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp1_generator_aware_beta1.bin,3820957441825764c62972a133c16d6ff7d878ca6a60adb27eb7c41ef1239e6e,45873,True,0.0,0.0,PASS
uvg,Beauty,1,generator_aware,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp1_generator_aware_beta10.bin,c57860583cf3e4bf1d8bb2c982d79308e98e29daf407449c336335f0c286215f,30974,True,0.0,0.0,PASS
uvg,Beauty,3,compression_aware,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp3_compression_aware_beta0.bin,1d7a7ce66aee3c696808972e74bebf7b29ae77f825498eb172fd1005101e4453,769932,True,0.0,0.0,PASS
uvg,Beauty,3,compression_aware,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp3_compression_aware_beta0.1.bin,86ba438629968bcbd260e44bdb9bb00d9b79a0ffbab8751fb519ba21d25c2ef5,104383,True,0.0,0.0,PASS
uvg,Beauty,3,compression_aware,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp3_compression_aware_beta0.3.bin,bf6de6071719d4efd8be81ee6031f3d7c34588013a6768fed37ae734eda9c102,49722,True,0.0,0.0,PASS
uvg,Beauty,3,compression_aware,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp3_compression_aware_beta1.bin,772c54553398184aa0bcbfd9903882adbabcd63c9dc30a01baefebadffc91b55,37505,True,0.0,0.0,PASS
uvg,Beauty,3,compression_aware,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp3_compression_aware_beta10.bin,e50d5aeb83dac62452e0487b724af06ef34e4e774062307a7ee0b81924512034,40662,True,0.0,0.0,PASS
uvg,Beauty,3,generator_aware,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp3_generator_aware_beta0.bin,55206c227e6b7d879ac20b0ed769efc900be5ab0f12016d026fc99c11e3f22f9,653560,True,0.0,0.0,PASS
uvg,Beauty,3,generator_aware,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp3_generator_aware_beta0.1.bin,09a706c32ad83fce732937864f60229ce56f8ee1e4b555ff5a9c3993a712f1a4,157832,True,0.0,0.0,PASS
uvg,Beauty,3,generator_aware,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp3_generator_aware_beta0.3.bin,c5832bb7eabe84667612cf6280e9c4b4018491ad570a4a3685d94626aeec34bb,103470,True,0.0,0.0,PASS
uvg,Beauty,3,generator_aware,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp3_generator_aware_beta1.bin,689455e616f94ec048e3a4479648f8e5885d32c7213622fc9e0ae6ba1c9eb49b,72861,True,0.0,0.0,PASS
uvg,Beauty,3,generator_aware,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_00_qp3_generator_aware_beta10.bin,aeb5aa2d2fe637b33b3f5845a757a5429fa24d37c0892ec9031ebddfdd77b50b,44352,True,0.0,0.0,PASS
uvg,Bosphorus,1,compression_aware,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp1_compression_aware_beta0.bin,fdc1504cb56bb9be24fd6f22c781e93312bd6044bf39581452212211faf865f9,635419,True,0.0,0.0,PASS
uvg,Bosphorus,1,compression_aware,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp1_compression_aware_beta0.1.bin,da96b1ac1332b7e75285a08760159808149e638cb2a452222c69d664bab88344,101374,True,0.0,0.0,PASS
uvg,Bosphorus,1,compression_aware,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp1_compression_aware_beta0.3.bin,31615e52f3dd96002e406f9550b347c265c724aada8673be01347f25a43431df,50925,True,0.0,0.0,PASS
uvg,Bosphorus,1,compression_aware,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp1_compression_aware_beta1.bin,a9935213a7f80422dc8a3adb82ea7692ab6096687d8abf2406bb15c5d10fd627,41096,True,0.0,0.0,PASS
uvg,Bosphorus,1,compression_aware,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp1_compression_aware_beta10.bin,af96895fee1bf3008249ba00bce6779586033f471b95ab88e512f08bb45395f4,41849,True,0.0,0.0,PASS
uvg,Bosphorus,1,generator_aware,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp1_generator_aware_beta0.bin,bfc3660b90e0552e44e84e20ccc1c4b633ac175ca663f85149624c4384b641b3,495203,True,0.0,0.0,PASS
uvg,Bosphorus,1,generator_aware,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp1_generator_aware_beta0.1.bin,6039192d7e4654ca77af6857ec92bb9e93c66b7f8dddf60a1bac30eacc77f196,159802,True,0.0,0.0,PASS
uvg,Bosphorus,1,generator_aware,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp1_generator_aware_beta0.3.bin,36bf4699fc25d283c85582deeeef3f5ef8214a60fb55b7ab50c7a40ed756dd00,88262,True,0.0,0.0,PASS
uvg,Bosphorus,1,generator_aware,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp1_generator_aware_beta1.bin,47e855846b699c74217f6b6207ef0873843e566ec4898827a8584b28435bebf7,59067,True,0.0,0.0,PASS
uvg,Bosphorus,1,generator_aware,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp1_generator_aware_beta10.bin,f59addadea2a1e82fe736eca6ebf75213220280194e29b179541d86e26b0a2ef,46083,True,0.0,0.0,PASS
uvg,Bosphorus,3,compression_aware,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_compression_aware_beta0.bin,b1ddbf6c24812c14c1d6e24e1548d8071a7de249d7a79143b2727014c2977f11,813757,True,0.0,0.0,PASS
uvg,Bosphorus,3,compression_aware,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_compression_aware_beta0.1.bin,e1aa4412cbc4ea657bc5279a078ba9cb0522c2abb7cfec1fc65ea1f499b50a87,147281,True,0.0,0.0,PASS
uvg,Bosphorus,3,compression_aware,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_compression_aware_beta0.3.bin,a960f8fdd3fb6453955d1a9402d22cbad336205ada6b0bb19978da65c506fc5e,75249,True,0.0,0.0,PASS
uvg,Bosphorus,3,compression_aware,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_compression_aware_beta1.bin,b7424a1408b9c97c3b7db9f5d485834d5b7bcd2e1cd4f3431d0b6e75ade2a842,56252,True,0.0,0.0,PASS
uvg,Bosphorus,3,compression_aware,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_compression_aware_beta10.bin,b988cf505e409f07a328802b856672ff15d259fc24f1353a8db32531f088ed36,55845,True,0.0,0.0,PASS
uvg,Bosphorus,3,generator_aware,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_generator_aware_beta0.bin,8894c3084d099cdc7890e858ca48ef2c9994dbf758f05abf6cb1340ec6b649af,558790,True,0.0,0.0,PASS
uvg,Bosphorus,3,generator_aware,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_generator_aware_beta0.1.bin,18bd18aaec5db0011868558544117a25166cf6b2fa4ade672cd217a65c114c50,187439,True,0.0,0.0,PASS
uvg,Bosphorus,3,generator_aware,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_generator_aware_beta0.3.bin,3c6f284055a55e2f10b1dac102855edab9dfa2cea41973a404ccfb5644d7ac9a,119154,True,0.0,0.0,PASS
uvg,Bosphorus,3,generator_aware,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_generator_aware_beta1.bin,bcc43d781e3f8d3d7e8810dbb931d4e26533722efad3d2c708385f81dee4fc84,83219,True,0.0,0.0,PASS
uvg,Bosphorus,3,generator_aware,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_01_qp3_generator_aware_beta10.bin,27982c769e05315a6623570405bc8dd053b25e1fbe3a3d2bdcad76b13255bbaa,61077,True,0.0,0.0,PASS
uvg,HoneyBee,1,compression_aware,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_compression_aware_beta0.bin,37b3132c1b9512c84826415226aba04f0de2f7d8360c6188160928ca85fcb816,811888,True,0.0,0.0,PASS
uvg,HoneyBee,1,compression_aware,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_compression_aware_beta0.1.bin,6cc0500a8a3490a470cb3b27265af6e721feb82c296c7ad870d8e3585bdcfae0,104223,True,0.0,0.0,PASS
uvg,HoneyBee,1,compression_aware,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_compression_aware_beta0.3.bin,96201dc460b07f35649c30bc25c744b50186768a15736769569d4317bd2d1e08,50197,True,0.0,0.0,PASS
uvg,HoneyBee,1,compression_aware,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_compression_aware_beta1.bin,6eaf31536c95d2838697a477f15163a171a70fa5a7e9e9938579c037aaa534a6,43253,True,0.0,0.0,PASS
uvg,HoneyBee,1,compression_aware,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_compression_aware_beta10.bin,306afdc42d8a6d5fd249d4642869848632922cc35fde6bc3a7c8648ffaa7b067,44274,True,0.0,0.0,PASS
uvg,HoneyBee,1,generator_aware,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_generator_aware_beta0.bin,cfb054600506c04991217eabcb74412ea400448190847bb2b0d8f8cd94c8423c,520733,True,0.0,0.0,PASS
uvg,HoneyBee,1,generator_aware,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_generator_aware_beta0.1.bin,c0cdfc30dd8f3f5196e4c2208a93c2bebc6379fddd1bc5b0f98e238adb9c6cc0,178375,True,0.0,0.0,PASS
uvg,HoneyBee,1,generator_aware,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_generator_aware_beta0.3.bin,f7a381b4898a6d5698194c2fcd407bb2d0368ae85904b948799bd6cfa0d42138,110992,True,0.0,0.0,PASS
uvg,HoneyBee,1,generator_aware,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_generator_aware_beta1.bin,53c3bf4b9e2eea2afac009324162770c3dea91de3a3c8dce31d2367f65421ec0,53583,True,0.0,0.0,PASS
uvg,HoneyBee,1,generator_aware,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp1_generator_aware_beta10.bin,556c4cff346017f9b87559a28868c012b8297f53bedab76e55e2ecb9018ad0cf,46466,True,0.0,0.0,PASS
uvg,HoneyBee,3,compression_aware,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_compression_aware_beta0.bin,5347dac89d29c00629ba5e43789d234b3490c50f7344693d1e1c034a1abde72f,1017789,True,0.0,0.0,PASS
uvg,HoneyBee,3,compression_aware,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_compression_aware_beta0.1.bin,6aea8c3ea71666b2b3da7b7ee22539beb209eb6a7f532aa135e3cd6c77844e5f,143667,True,0.0,0.0,PASS
uvg,HoneyBee,3,compression_aware,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_compression_aware_beta0.3.bin,e2492f463b6d69a1ba231d58d738dbe265e5bbaf524963d9d3471a8c77094c5e,72466,True,0.0,0.0,PASS
uvg,HoneyBee,3,compression_aware,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_compression_aware_beta1.bin,092efecbad34e3861faa6ab356964d10d336e7954bed012480f57f5f481e4459,55835,True,0.0,0.0,PASS
uvg,HoneyBee,3,compression_aware,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_compression_aware_beta10.bin,ee7e76266f03e226c4a078d9704757f47833acffbb0a25691d0779f914f28a94,53644,True,0.0,0.0,PASS
uvg,HoneyBee,3,generator_aware,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_generator_aware_beta0.bin,e83a1b8d3bdbd6c0e345efbc4483ee20b18853dd229bbf665ebf914d6274d8f7,614391,True,0.0,0.0,PASS
uvg,HoneyBee,3,generator_aware,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_generator_aware_beta0.1.bin,e56e78618aae5b0ceed6ff7695168cb162cf1c27a41f07d4647de2b810272b29,215040,True,0.0,0.0,PASS
uvg,HoneyBee,3,generator_aware,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_generator_aware_beta0.3.bin,e00ed98eae276295ab2f89dbf8c15f821519a4050029cc8154dd037cab571284,126187,True,0.0,0.0,PASS
uvg,HoneyBee,3,generator_aware,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_generator_aware_beta1.bin,6fd064d1479da4a71cd28684b826b8bc761d3eadc6da99447d26ab97063c13fe,84588,True,0.0,0.0,PASS
uvg,HoneyBee,3,generator_aware,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v12_1_multicontent_budget_oracle/bitstreams/uvg_02_qp3_generator_aware_beta10.bin,3cbe028146fefbff5baf871804297e39bffbe4c3aec4cf5d66892da8f0fedadc,60221,True,0.0,0.0,PASS
