method,kind,video,scope,frames,delta,target_P_frames,base_bits,enhancement_bits,duration_seconds,rate_scope,base_kbps,enhancement_kbps,total_kbps,total_bpp,actual_enhancement_fraction,zero_increment_exact_frames,diagnostic,psnr,ms_ssim,lpips,psnr_gain_vs_ZERO_D,ms_ssim_gain_vs_ZERO_D,lpips_gain_vs_ZERO_D,psnr_minus_ORIGINAL,ms_ssim_minus_ORIGINAL,lpips_minus_ORIGINAL
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,3,1.1303311586380005,3,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,12,True,18.23701485953148,0.7874254545298248,0.3423161705334981,-0.03444533275956966,0.006847029613354409,-0.03962201873461405,2.1339187325657956,0.019790007431513823,0.11163910726706187
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,1.1303311586380005,3,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,12,True,18.322999750034334,0.7861501870071401,0.37065609097480773,-0.006889066551913932,0.0013694059226708817,-0.00792440374692281,2.215573578679675,0.015413057550232331,0.14281985461711882
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,1.1303311586380005,3,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,12,True,18.14236831302381,0.7795703769087989,0.36452620662748814,-0.0064584998924193115,0.0012838180525039516,-0.007429128512740135,2.0771002300121952,0.01444974145334281,0.1338936137035489
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,3,1.1303311586380005,3,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,12,True,29.065329508559845,0.8989621317192139,0.1534244865179062,-0.31685304153270505,0.000415578729004699,-0.028311729431152344,1.437030196256669,0.0054991476457807815,0.003339951237042745
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,1.1303311586380005,3,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,12,True,29.510851624667804,0.9018417016663395,0.16990010539690653,-0.06337060830654101,8.31157458009398e-05,-0.005662345886230468,1.8227818885829754,0.006272609973106569,0.023388256629308064
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,1.1303311586380005,3,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,12,True,29.314157224871686,0.8964166263413587,0.17348774150013924,-0.05940994528738219,7.792101168838106e-05,-0.0053084492683410645,1.7088580205465393,0.005880571849787408,0.02192649058997631
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,ALL,TARGET_P,6,1.1303311586380005,6,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.651172184045663,0.8431937931245194,0.24787032852570215,-0.17564918714613734,0.0036313041711795537,-0.0339668740828832,1.7854744644112321,0.012644577538647303,0.05748952925205231
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,ALL,P,30,1.1303311586380005,6,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.916925687351068,0.8439959443367397,0.27027809818585713,-0.03512983742922747,0.0007262608342359108,-0.00679337481657664,2.019177733631325,0.01084283376166945,0.08310405562321345
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,ALL,IP,32,1.1303311586380005,6,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.728262768947747,0.8379935016250788,0.2690069740638137,-0.03293422258990075,0.0006808695320961664,-0.0063687888905406,1.8929791252793673,0.010165156651565109,0.07791005214676261
