dataset,video,video_id,video_tag,test_group,method,stage,beta,checkpoint,checkpoint_sha256,qp,num_frames,fps,bytes,bits,bpp,kbps,total_pixel_SSE,aggregate_MSE,PSNR,SSIM,MS_SSIM,LPIPS,DISTS,bitstream_path,bitstream_sha256,state_sync_pass,compression_hash_before,compression_hash_after,bytes_consumed,decode_status,independent_decode_pass,finite,reconstruction_sha256
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,,v3_beta_low,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,0,64,29.97002997002997,39679,317432,0.002391915027006173,148.6476023976024,630188.310546875,0.0015828659259733348,28.005558697718286,0.9740241225808859,0.893900303170085,0.1419656059006229,0.0887825321406126,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_01/v3_beta_low_qp0.bin,385407a40bf481d4e7e02c758c8e20fab114b552f54559d6944b7df2b1fdc6cc,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,39679,PASS,True,True,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,,v3_beta_low,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,1,64,29.97002997002997,50025,400200,0.0030155888310185184,187.40634365634364,520846.98095703125,0.0013082295006194723,28.833160617383804,0.978327146731317,0.9088770225644112,0.12160463456530124,0.07721965294331312,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_01/v3_beta_low_qp1.bin,f0000604a4ad033b4226ae77a113ad6610cdf333ca36943e850d074509682188,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,50025,PASS,True,True,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,,v3_beta_low,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,2,64,29.97002997002997,59838,478704,0.003607132523148148,224.16833166833166,453637.263671875,0.0011394165131290263,29.43317490769415,0.9810631573200226,0.9183572726324201,0.10965604288503528,0.07360018044710159,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_01/v3_beta_low_qp2.bin,381ed7dcfafda76cd11b51c58e02b3033f58ee4716edf5f86150b8541e788be3,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,59838,PASS,True,True,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,fresh_ulong_01,,v3_beta_low,stage_b,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/checkpoints/stage_b/step_20000.pt,6681cc04f772c07909b3bc74217f4f1b84caa782986f4beb9d66cc89da7a39e1,3,64,29.97002997002997,74631,597048,0.004498878761574074,279.5866633366633,387690.98193359375,0.0009737769407009391,30.115405138781416,0.9837595801800489,0.9282359620556235,0.09585526760201901,0.06564405933022499,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_01/v3_beta_low_qp3.bin,81b0cb4ef944a3befb5e45bdd59ebe60e0b135bc3b507744835d9c8588a5416b,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,74631,PASS,True,True,
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original_v2_test,original,original,none,,,0,64,29.97002997002997,27630,221040,0.0016655815972222222,103.50899100899102,629897.6684570312,0.0015821359101146338,28.00756212066195,0.9759022165089846,0.9544752910733223,0.08790032682009041,0.08626880310475826,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/original_qp0.bin,622f3e7de4baff153464ece8afe4e23d32236f3be6b4dd272f2a22258874eff3,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,27630,PASS,True,True,
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original_v2_test,original,original,none,,,1,64,29.97002997002997,35312,282496,0.00212866512345679,132.28771228771228,557273.625,0.0013997235710238233,28.539577239164764,0.978663126938045,0.9601149633526802,0.07801714935339987,0.07741482742130756,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/original_qp1.bin,6b3c2df67aabc382b1e31c2361aeb9766abd69f77fdef30a288bca23ef127aa1,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,35312,PASS,True,True,
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original_v2_test,original,original,none,,,2,64,29.97002997002997,45636,365088,0.0027510127314814815,170.96403596403596,503522.63525390625,0.0012647153381948118,28.98007214379966,0.9806464072316885,0.9638018421828747,0.07108415098628029,0.07177437469363213,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/original_qp2.bin,0be9cb4006150e7e8da5a5a095b9284ac3f63de88d5670d2371765f02918360e,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,45636,PASS,True,True,
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original_v2_test,original,original,none,,,3,64,29.97002997002997,60467,483736,0.0036450496720679014,226.52472527472526,461321.74169921875,0.0011587178842030435,29.36022289875874,0.9822438303381205,0.9672644753009081,0.06322736787842587,0.06645642593502998,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/original_qp3.bin,82b908f356f29f8f863419425c34dd515975b41a82dd596afdd27679a2f7e911,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,60467,PASS,True,True,
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,0,64,29.97002997002997,25289,202312,0.001524462287808642,94.73901098901099,826253.0390625,0.002075328532560372,26.82913143007739,0.9705909928306937,0.947775567881763,0.08741293218918145,0.09128887765109539,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_low_qp0.bin,db44c5ac1c433701b2a27f521cdffc822f853070c9dd6e589a7a57d3f8cb5e07,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,25289,PASS,True,True,
fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,10,fresh_ulong_10,original_v2_test,beta_low,rate,beta_low,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/checkpoints/beta_low/step_5000.pt,df342823a9a3952b2784fd8665032eb195834ba52a6cec8ebe6bf1595a7c1241,1,64,29.97002997002997,31979,255832,0.0019277464313271606,119.80144855144854,741379.2412109375,0.0018621480587578604,27.299857913755197,0.973736735060811,0.9538428327068686,0.07778610300738364,0.08369950205087662,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_retest_fixed_uvg/bitstreams/fresh_ulong_10/beta_low_qp1.bin,f47af16b784599dc611d3de35e9675d5282bc48d720567b8a06995ae8042a3d4,True,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,0f0c0e2358ceec024230154da4777ed5c444a8382af1ec9d7165f3d7886141cf,31979,PASS,True,True,
