qp,mean_real_kbps,mean_bpp,mean_LPIPS,mean_DISTS,rate_change_percent,mean_bitrate_change_percent,LPIPS_change,DISTS_change,rate_lower_count,LPIPS_nonworse_count,DISTS_nonworse_count,triple_nonworse_count,point_count
0,107.52758663211787,0.0017289828076774692,0.16090565043850802,0.11291984061244875,-4.43057231759515,-4.335851454804185,0.0022384864423656836,-0.003561115707270801,8,3,5,2,8
1,137.96576954295705,0.0022184018735532406,0.1442158320423914,0.10425636207219213,-4.8123567191924455,-4.374642085493244,0.0024746240669628605,-0.0026056396309286356,7,2,6,1,8
2,175.96981112637363,0.0028294466748649692,0.1314283600950148,0.09624095668550581,-5.122883091361185,-4.505197024349797,0.0026684401746024378,-0.0020925020799040794,7,2,5,1,8
3,227.678670236014,0.003660866066261574,0.11957683276705211,0.09191132849082351,-4.192040189478741,-3.283551193905258,0.0025366913760080934,-0.0007662626449018717,6,1,5,0,8
all,162.28545938436562,0.002609424355589313,0.13903166883574158,0.10133212196524255,-4.617262683873347,-4.124810439638121,0.002479560514984769,-0.002256380015751347,28,8,21,4,32
