method,video_tag,qp,path,sha256,bytes,status
v3_beta_low,fresh_ulong_104,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_104/v3_beta_low_qp1.bin,e42700a998dd941986a111e1796dc054049271ed6c07d73daa7993abd65279e4,34913,PASS
v3_beta_low,fresh_ulong_104,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_104/v3_beta_low_qp2.bin,d2ab3f48c4f5f751d009badec0e53feee6b6f907ae56ab7628bf08d1cda0b39b,44533,PASS
v3_beta_low,fresh_ulong_104,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v3_pb_scale/bitstreams/final/fresh_ulong_104/v3_beta_low_qp3.bin,46d7daaa33a2fdc1a8b609b25e9de4aa709a5c7f9c69559ee868f8b4673dcfa8,57518,PASS
v4_selected,fresh_ulong_00,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_00/v4_selected_qp0.bin,3380a7be8b8634be4028b3c63a8e8212eec13b8f7e96ee973ddc56c49ca1f56e,43203,PASS
v4_selected,fresh_ulong_00,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_00/v4_selected_qp1.bin,a110bff7ba168345dcf8c2d34da968fb3a7a0fe97c94fcba23594a4b3b9d96d5,53321,PASS
v4_selected,fresh_ulong_00,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_00/v4_selected_qp2.bin,036c3417dd3b4517d62445db139abdfdd0aa55bc27bb65f9ac4de82ee4aaefaf,69067,PASS
v4_selected,fresh_ulong_00,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_00/v4_selected_qp3.bin,b63480a91a640c8fd72e04eb5704b4831eae62847439cc5de32a8c77421a9a72,86776,PASS
v4_selected,fresh_ulong_101,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_101/v4_selected_qp0.bin,6fb344ececb1bf63ab9b22af58789689cbaf20fe843d5be3c68113833e6e1c9b,24075,PASS
v4_selected,fresh_ulong_101,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_101/v4_selected_qp1.bin,54410b0ebd9475a6a6df185dcedda9a3cfacfe2c27fd0830d464a990490bb8d1,34446,PASS
v4_selected,fresh_ulong_101,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_101/v4_selected_qp2.bin,4de7977fc264108d14e57dd25cc00e0b725f3c2fa3e08027b60ce5ea789bae00,48474,PASS
v4_selected,fresh_ulong_101,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_101/v4_selected_qp3.bin,db68cba5ae97a0e1cedf9709718d556f5d47cd40eee1abc6859fb87829afc68b,68332,PASS
v4_selected,fresh_ulong_01,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_01/v4_selected_qp0.bin,252cb1088696a74fdb9ea024019920855cda2d6092a1cdd16d0181b5b9b7cfc0,36889,PASS
v4_selected,fresh_ulong_01,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_01/v4_selected_qp1.bin,14b65b330b6cf6e364b2c5b6d7c5519032e89b057da950b46141796cb90704e9,46496,PASS
v4_selected,fresh_ulong_01,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_01/v4_selected_qp2.bin,5952fa86608c98fe2c9e2591e5cbbbd09e3b1846854b04df3c0722a9bba4b344,54640,PASS
v4_selected,fresh_ulong_01,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_01/v4_selected_qp3.bin,485a545f76cb5578c91037067f14293f327d7a25468c9d557d0da3f49e7c5095,67843,PASS
v4_selected,fresh_ulong_102,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_102/v4_selected_qp0.bin,91e1b1bdf1bdbca47cb5308a216ccc54e77fec575ad32ce4715e2db089c1bfd5,17596,PASS
v4_selected,fresh_ulong_102,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_102/v4_selected_qp1.bin,21d2328aa2393e371bde74ebef0e6665e4248400c04a6ac12b0544e97cd5be79,23338,PASS
v4_selected,fresh_ulong_102,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_102/v4_selected_qp2.bin,0b765c00b72122c717138f70c785b4fdf59f89b26b95df809b7ee1f78ab1afde,29275,PASS
v4_selected,fresh_ulong_102,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_102/v4_selected_qp3.bin,3da0f1b748259a33e40e4007f572a5cdfc12b4048afdbb403462977b60c09904,38142,PASS
v4_selected,fresh_ulong_10,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_10/v4_selected_qp0.bin,53c5b8a50c1e19715b5c39e3588f655fb417e4111078dc34bb5afff14bef5b39,24988,PASS
v4_selected,fresh_ulong_10,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_10/v4_selected_qp1.bin,9a2acc99f43bf72d653e34efbef07dd874495278e34439aee86ea17efe7d638b,31607,PASS
v4_selected,fresh_ulong_10,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_10/v4_selected_qp2.bin,5a479567a3fb9811817e90ca3c9a1611df3d1fafd929e4cc4c4db9ad348cb4a9,40191,PASS
v4_selected,fresh_ulong_10,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_10/v4_selected_qp3.bin,ba9bbdd639958d326a302b86712d1424a6306e6209c5d59ae6120caa7d7138de,52781,PASS
v4_selected,fresh_ulong_103,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_103/v4_selected_qp0.bin,e1a086b1c614e0b1d6a48e4f20518f583d3c3c36596f7ef211714ca638150241,39054,PASS
v4_selected,fresh_ulong_103,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_103/v4_selected_qp1.bin,53d1b1ece70da87852d8a4400ba57c514d3503ddf17bb548ed7ebd28c39974e6,48405,PASS
v4_selected,fresh_ulong_103,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_103/v4_selected_qp2.bin,276361fa24e3caf62ed277bd8dbd7dccd0da383e0f859c73974bc2cd6b73414d,60506,PASS
v4_selected,fresh_ulong_103,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_103/v4_selected_qp3.bin,cf840415e2375fb3e9af39256ffb5efac90b48ebfbe2d49cccf1e3295b26e6e0,75747,PASS
v4_selected,fresh_ulong_100,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_100/v4_selected_qp0.bin,82183a33467861ca5357f0178b282683ee3e773efc31ae6d7b44ecccf537cffe,19584,PASS
v4_selected,fresh_ulong_100,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_100/v4_selected_qp1.bin,e4d3767db308216a87cee8d3df440713ef41d6af7e7a2c415462ad606e08291b,26000,PASS
v4_selected,fresh_ulong_100,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_100/v4_selected_qp2.bin,88375734a5a79f3e3c830d2202ae52d7f401d3aff69282861eed5793cc361eec,33547,PASS
v4_selected,fresh_ulong_100,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_100/v4_selected_qp3.bin,1656d00a041fe8b3448e409f809090d893c73902fa539b0a12dc24f681e788d0,44721,PASS
v4_selected,fresh_ulong_104,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_104/v4_selected_qp0.bin,27ff1fba12b47d5c5ebb88aa5d1070ba09d62bdf834dcf64b343bfaffb3842f5,24065,PASS
v4_selected,fresh_ulong_104,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_104/v4_selected_qp1.bin,acd888c87ff39f6905bfa7f9f797a3c222f03e639b9ac4860636d47b8fa5e4e4,30792,PASS
v4_selected,fresh_ulong_104,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_104/v4_selected_qp2.bin,69d95f28e851fc425f87c2e341b6fc5a5f9690f522d7c8c46ab94e3586a31f89,39797,PASS
v4_selected,fresh_ulong_104,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v4_progressive_joint/bitstreams/final_v4/fresh_ulong_104/v4_selected_qp3.bin,8891a908ee0e1d753c568efe6bba3897af0ec446cbfa07de10526260c61e00cb,51493,PASS
