qp,mean_real_kbps,mean_bpp,mean_LPIPS,mean_DISTS,rate_change_percent,mean_bitrate_change_percent,LPIPS_change,DISTS_change,rate_lower_count,LPIPS_nonworse_count,DISTS_nonworse_count,triple_nonworse_count,point_count
0,107.52758663211787,0.0017289828076774692,0.16090565043850802,0.11291984061244875,-9.077960433171617,-9.007474006253272,0.002982413148856722,0.006224468001164496,8,2,0,0,8
1,137.96576954295705,0.0022184018735532406,0.1442158320423914,0.10425636207219213,-9.151778772836149,-8.877074210329841,0.003200569364707917,0.008492709486745298,8,2,0,0,8
2,175.96981112637363,0.0028294466748649692,0.1314283600950148,0.09624095668550581,-10.087325589461837,-9.636278967266062,0.003584699057682883,0.008867533295415342,8,2,0,0,8
3,227.678670236014,0.003660866066261574,0.11957683276705211,0.09191132849082351,-9.443484842357375,-8.883139508253178,0.003049569670110941,0.010512164793908596,8,2,0,0,8
all,162.28545938436562,0.002609424355589313,0.13903166883574158,0.10133212196524255,-9.497132597143644,-9.100991673025588,0.0032043128103396157,0.008524218894308433,32,8,0,0,32
