split,video,frame,candidate,packet_kind,actual_nonzero_symbols,mse,zero_mse,mse_delta_signed,lpips,zero_lpips,lpips_delta_signed,guard_result,allowed
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,E,CODED,True,0.01303528588551277,0.014933942283403598,-0.0018986563978908282,0.32299840450286865,0.3857608735561371,-0.06276246905326843,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O1,CODED,True,0.014121692543702267,0.014933942283403598,-0.0008122497397013307,0.37797611951828003,0.3857608735561371,-0.007784754037857056,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,O2,CODED,True,0.014191600693842002,0.014933942283403598,-0.0007423415895615963,0.3826046586036682,0.3857608735561371,-0.003156214952468872,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,Z,ZERO,False,0.014265616134018307,0.014265616134018307,0.0,0.3715718686580658,0.3715718686580658,0.0,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,E,CODED,True,0.012472069938062375,0.014265616134018307,-0.001793546195955932,0.3105311989784241,0.3715718686580658,-0.061040669679641724,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O1,CODED,True,0.013480292916010368,0.014265616134018307,-0.0007853232180079391,0.36776384711265564,0.3715718686580658,-0.0038080215454101562,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,O2,CODED,True,0.0135307062364653,0.014265616134018307,-0.0007349098975530065,0.36707934737205505,0.3715718686580658,-0.004492521286010742,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,Z,ZERO,False,0.015027104231448502,0.015027104231448502,0.0,0.3817782402038574,0.3817782402038574,0.0,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,E,CODED,True,0.013301238951124731,0.015027104231448502,-0.0017258652803237712,0.3206433355808258,0.3817782402038574,-0.061134904623031616,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O1,CODED,True,0.014220261064000898,0.015027104231448502,-0.0008068431674476042,0.38088810443878174,0.3817782402038574,-0.0008901357650756836,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O2,CODED,True,0.014277410884005956,0.015027104231448502,-0.0007496933474425461,0.3828127980232239,0.3817782402038574,0.001034557819366455,LPIPS_ONLY_DEGRADES,False
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,Z,ZERO,False,0.014645607784354203,0.014645607784354203,0.0,0.3741006851196289,0.3741006851196289,0.0,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,E,CODED,True,0.012950767465136404,0.014645607784354203,-0.0016948403192177993,0.3138381242752075,0.3741006851196289,-0.06026256084442139,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O1,CODED,True,0.013847300242789889,0.014645607784354203,-0.0007983075415643141,0.37302014231681824,0.3741006851196289,-0.001080542802810669,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O2,CODED,True,0.013895347599128914,0.014645607784354203,-0.0007502601852252891,0.37326160073280334,0.3741006851196289,-0.0008390843868255615,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,Z,ZERO,False,0.015128627809520975,0.015128627809520975,0.0,0.39121079444885254,0.39121079444885254,0.0,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,E,CODED,True,0.013542958458865544,0.015128627809520975,-0.0015856693506554314,0.3299371600151062,0.39121079444885254,-0.06127363443374634,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O1,CODED,True,0.014306230699904216,0.015128627809520975,-0.0008223971096167591,0.38505175709724426,0.39121079444885254,-0.006159037351608276,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O2,CODED,True,0.014363991167948186,0.015128627809520975,-0.0007646366415727888,0.38419637084007263,0.39121079444885254,-0.007014423608779907,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,Z,ZERO,False,0.014726271471247459,0.014726271471247459,0.0,0.379841685295105,0.379841685295105,0.0,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,E,CODED,True,0.013030552718529285,0.014726271471247459,-0.001695718752718173,0.3178660273551941,0.379841685295105,-0.06197565793991089,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O1,CODED,True,0.013913655008941943,0.014726271471247459,-0.0008126164623055154,0.37549811601638794,0.379841685295105,-0.004343569278717041,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O2,CODED,True,0.013962581045404661,0.014726271471247459,-0.0007636904258427977,0.373783141374588,0.379841685295105,-0.006058543920516968,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,Z,ZERO,False,0.015324659720078933,0.015324659720078933,0.0,0.3867919147014618,0.3867919147014618,0.0,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,E,CODED,True,0.013563183638279592,0.015324659720078933,-0.0017614760817993413,0.32418182492256165,0.3867919147014618,-0.06261008977890015,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O1,CODED,True,0.014447888448511775,0.015324659720078933,-0.0008767712715671578,0.3791518807411194,0.3867919147014618,-0.007640033960342407,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O2,CODED,True,0.014504712329790235,0.015324659720078933,-0.0008199473902886986,0.3843490183353424,0.3867919147014618,-0.0024428963661193848,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,Z,ZERO,False,0.01522176602678956,0.01522176602678956,0.0,0.38231155276298523,0.38231155276298523,0.0,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,E,CODED,True,0.013324812290173581,0.01522176602678956,-0.0018969537366159781,0.32001829147338867,0.38231155276298523,-0.06229326128959656,ALLOWED,True
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O1,CODED,True,0.014364226694564015,0.01522176602678956,-0.0008575393322255449,0.3847143054008484,0.38231155276298523,0.002402752637863159,LPIPS_ONLY_DEGRADES,False
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O2,CODED,True,0.014405801229068134,0.01522176602678956,-0.000815964797721426,0.3797347843647003,0.38231155276298523,-0.002576768398284912,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,1,Z,ZERO,False,0.0011981765550642131,0.0011981765550642131,0.0,0.18397662043571472,0.18397662043571472,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,1,E,CODED,True,0.0009733951096497841,0.0011981765550642131,-0.00022478144541442904,0.13985545933246613,0.18397662043571472,-0.044121161103248596,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,1,O1,CODED,True,0.0009853947930532848,0.0011981765550642131,-0.0002127817620109283,0.14663134515285492,0.18397662043571472,-0.0373452752828598,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,1,O2,ZERO,False,0.0011981765550642131,0.0011981765550642131,0.0,0.18397662043571472,0.18397662043571472,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,2,Z,ZERO,False,0.001137977009034439,0.001137977009034439,0.0,0.1743094027042389,0.1743094027042389,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,2,E,CODED,True,0.000972615668911294,0.001137977009034439,-0.00016536134012314508,0.1306927502155304,0.1743094027042389,-0.043616652488708496,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,2,O1,CODED,True,0.0009680300363872601,0.001137977009034439,-0.00016994697264717897,0.1387494057416916,0.1743094027042389,-0.0355599969625473,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,2,O2,ZERO,False,0.001137977009034439,0.001137977009034439,0.0,0.1743094027042389,0.1743094027042389,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,3,Z,ZERO,False,0.001099376608926279,0.001099376608926279,0.0,0.16605448722839355,0.16605448722839355,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,3,E,CODED,True,0.00096920281803681,0.001099376608926279,-0.00013017379088946896,0.12905830144882202,0.16605448722839355,-0.03699618577957153,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,3,O1,ZERO,False,0.001099376608926279,0.001099376608926279,0.0,0.16605448722839355,0.16605448722839355,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,3,O2,ZERO,False,0.001099376608926279,0.001099376608926279,0.0,0.16605448722839355,0.16605448722839355,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,4,Z,ZERO,False,0.0011113091463598812,0.0011113091463598812,0.0,0.17556104063987732,0.17556104063987732,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,4,E,CODED,True,0.000977698633967899,0.0011113091463598812,-0.0001336105123919823,0.1330481320619583,0.17556104063987732,-0.042512908577919006,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,4,O1,CODED,True,0.0009701791591297245,0.0011113091463598812,-0.0001411299872301567,0.1391262412071228,0.17556104063987732,-0.03643479943275452,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,4,O2,ZERO,False,0.0011113091463598812,0.0011113091463598812,0.0,0.17556104063987732,0.17556104063987732,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,5,Z,ZERO,False,0.0010615184620582547,0.0010615184620582547,0.0,0.17001351714134216,0.17001351714134216,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,5,E,CODED,True,0.0009462804989892596,0.0010615184620582547,-0.00011523796306899513,0.1300278604030609,0.17001351714134216,-0.03998565673828125,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,5,O1,ZERO,False,0.0010615184620582547,0.0010615184620582547,0.0,0.17001351714134216,0.17001351714134216,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,5,O2,ZERO,False,0.0010615184620582547,0.0010615184620582547,0.0,0.17001351714134216,0.17001351714134216,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,6,Z,ZERO,False,0.001069421890334127,0.001069421890334127,0.0,0.17246824502944946,0.17246824502944946,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,6,E,CODED,True,0.0009413182264570212,0.001069421890334127,-0.0001281036638771058,0.13081669807434082,0.17246824502944946,-0.04165154695510864,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,6,O1,ZERO,False,0.001069421890334127,0.001069421890334127,0.0,0.17246824502944946,0.17246824502944946,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,6,O2,ZERO,False,0.001069421890334127,0.001069421890334127,0.0,0.17246824502944946,0.17246824502944946,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,7,Z,ZERO,False,0.0010274781091751117,0.0010274781091751117,0.0,0.16594964265823364,0.16594964265823364,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,7,E,CODED,True,0.0008984563777928459,0.0010274781091751117,-0.00012902173138226584,0.12754380702972412,0.16594964265823364,-0.03840583562850952,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,7,O1,ZERO,False,0.0010274781091751117,0.0010274781091751117,0.0,0.16594964265823364,0.16594964265823364,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,7,O2,ZERO,False,0.0010274781091751117,0.0010274781091751117,0.0,0.16594964265823364,0.16594964265823364,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,8,Z,ZERO,False,0.0010898709980745817,0.0010898709980745817,0.0,0.17986352741718292,0.17986352741718292,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,8,E,CODED,True,0.0009415819571263865,0.0010898709980745817,-0.00014828904094819515,0.13624198734760284,0.17986352741718292,-0.04362154006958008,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,8,O1,CODED,True,0.0009470616541223593,0.0010898709980745817,-0.00014280934395222242,0.14448992908000946,0.17986352741718292,-0.03537359833717346,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,8,O2,ZERO,False,0.0010898709980745817,0.0010898709980745817,0.0,0.17986352741718292,0.17986352741718292,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,Z,ZERO,False,0.0010336529313837845,0.0010336529313837845,0.0,0.16979053616523743,0.16979053616523743,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,E,CODED,True,0.0009066409581839356,0.0010336529313837845,-0.00012701197319984884,0.13138213753700256,0.16979053616523743,-0.03840839862823486,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,O1,ZERO,False,0.0010336529313837845,0.0010336529313837845,0.0,0.16979053616523743,0.16979053616523743,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,O2,ZERO,False,0.0010336529313837845,0.0010336529313837845,0.0,0.16979053616523743,0.16979053616523743,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,Z,ZERO,False,0.001096658736635857,0.001096658736635857,0.0,0.18107970058918,0.18107970058918,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,E,CODED,True,0.000964171906711202,0.001096658736635857,-0.00013248682992465506,0.13864338397979736,0.18107970058918,-0.04243631660938263,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,O1,ZERO,False,0.001096658736635857,0.001096658736635857,0.0,0.18107970058918,0.18107970058918,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,O2,ZERO,False,0.001096658736635857,0.001096658736635857,0.0,0.18107970058918,0.18107970058918,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,Z,ZERO,False,0.0011069748941855788,0.0011069748941855788,0.0,0.17961841821670532,0.17961841821670532,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,E,CODED,True,0.0009785955170015172,0.0011069748941855788,-0.00012837937718406162,0.13718435168266296,0.17961841821670532,-0.04243406653404236,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,O1,ZERO,False,0.0011069748941855788,0.0011069748941855788,0.0,0.17961841821670532,0.17961841821670532,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,O2,ZERO,False,0.0011069748941855788,0.0011069748941855788,0.0,0.17961841821670532,0.17961841821670532,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,Z,ZERO,False,0.0011115127748623948,0.0011115127748623948,0.0,0.17763149738311768,0.17763149738311768,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,E,CODED,True,0.0009719422229440447,0.0011115127748623948,-0.0001395705519183501,0.13598820567131042,0.17763149738311768,-0.04164329171180725,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,O1,CODED,True,0.0009797563625648198,0.0011115127748623948,-0.000131756412297575,0.14707940816879272,0.17763149738311768,-0.03055208921432495,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,O2,ZERO,False,0.0011115127748623948,0.0011115127748623948,0.0,0.17763149738311768,0.17763149738311768,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,Z,ZERO,False,0.0010894171621400434,0.0010894171621400434,0.0,0.17320823669433594,0.17320823669433594,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,E,CODED,True,0.0009481474717307866,0.0010894171621400434,-0.00014126969040925686,0.1335875540971756,0.17320823669433594,-0.03962068259716034,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,O1,ZERO,False,0.0010894171621400434,0.0010894171621400434,0.0,0.17320823669433594,0.17320823669433594,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,O2,ZERO,False,0.0010894171621400434,0.0010894171621400434,0.0,0.17320823669433594,0.17320823669433594,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,Z,ZERO,False,0.0011525642750855995,0.0011525642750855995,0.0,0.18254341185092926,0.18254341185092926,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,E,CODED,True,0.0009869963879313545,0.0011525642750855995,-0.00016556788715424496,0.13990531861782074,0.18254341185092926,-0.04263809323310852,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,O1,CODED,True,0.0009912214804478601,0.0011525642750855995,-0.00016134279463773937,0.14978143572807312,0.18254341185092926,-0.03276197612285614,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,O2,ZERO,False,0.0011525642750855995,0.0011525642750855995,0.0,0.18254341185092926,0.18254341185092926,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,Z,ZERO,False,0.0011734090432676113,0.0011734090432676113,0.0,0.18136849999427795,0.18136849999427795,0.0,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,E,CODED,True,0.0009852868670371547,0.0011734090432676113,-0.00018812217623045665,0.13761596381664276,0.18136849999427795,-0.04375253617763519,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,O1,CODED,True,0.0010107124422591527,0.0011734090432676113,-0.00016269660100845865,0.14978979527950287,0.18136849999427795,-0.031578704714775085,ALLOWED,True
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,O2,ZERO,False,0.0011734090432676113,0.0011734090432676113,0.0,0.18136849999427795,0.18136849999427795,0.0,ALLOWED,True
