split,video,method,alpha,frame,candidate,actual_nonzero_symbols,guard_allowed,packet_bytes,packet_kind,nonzero_symbols,mse,psnr,ms_ssim,lpips,d
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.1,14.0,Z,False,True,1.0,ZERO,0.0,0.015324659720078933,18.14609160093902,0.7741065822600527,0.3867919147014618,0.015711451634780396
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.1,15.0,Z,False,True,1.0,ZERO,0.0,0.01522176602678956,18.175349578679636,0.7709346461417427,0.38231155276298523,0.015604077579552544
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,1.0,Z,False,True,1.0,ZERO,0.0,0.014518528168263446,18.380774084844518,0.7843452553097912,0.3777421712875366,0.014896270339550982
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,2.0,Z,False,True,1.0,ZERO,0.0,0.014461303926505544,18.39792546422175,0.790151174481061,0.37269139289855957,0.014833995319404103
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,3.0,Z,False,True,1.0,ZERO,0.0,0.014337797154308224,18.43517568139394,0.792569618828697,0.37328192591667175,0.014711079080224895
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,4.0,Z,False,True,1.0,ZERO,0.0,0.014770672740468943,18.30599723996119,0.7901818846568697,0.38248443603515625,0.0151531571765041
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,5.0,Z,False,True,1.0,ZERO,0.0,0.014312605644440184,18.442812946826333,0.7920176088177971,0.3723566234111786,0.014684962267851364
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,6.0,Z,False,True,1.0,ZERO,0.0,0.01454084282161529,18.374104200128485,0.7908164707434683,0.3756115138530731,0.014916454335468362
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,7.0,Z,False,True,1.0,ZERO,0.0,0.014192229878867148,18.479493629636618,0.7905097082966499,0.3711719214916229,0.01456340180035877
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,8.0,E,True,True,1532.0,CODED,2256.0,0.01303528588551277,18.84879439590463,0.8200491114796306,0.32299840450286865,0.013358284290015638
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,9.0,Z,False,True,1.0,ZERO,0.0,0.014265616134018307,18.45709466360519,0.7872462612111572,0.3715718686580658,0.014637188002676372
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,10.0,Z,False,True,1.0,ZERO,0.0,0.015027104231448502,18.231247012140393,0.7822240124577718,0.3817782402038574,0.01540888247165236
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,11.0,Z,False,True,1.0,ZERO,0.0,0.014645607784354203,18.34292600635568,0.7806586152611237,0.3741006851196289,0.015019708469473831
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,12.0,Z,False,True,1.0,ZERO,0.0,0.015128627809520975,18.202004613871544,0.7801243874582853,0.39121079444885254,0.015519838603969827
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,13.0,Z,False,True,1.0,ZERO,0.0,0.014726271471247459,18.319071977899117,0.7793700600251098,0.379841685295105,0.015106113156542563
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,14.0,Z,False,True,1.0,ZERO,0.0,0.015324659720078933,18.14609160093902,0.7741065822600527,0.3867919147014618,0.015711451634780396
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.25,15.0,Z,False,True,1.0,ZERO,0.0,0.01522176602678956,18.175349578679636,0.7709346461417427,0.38231155276298523,0.015604077579552544
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,1.0,Z,False,True,1.0,ZERO,0.0,0.014518528168263446,18.380774084844518,0.7843452553097912,0.3777421712875366,0.014896270339550982
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,2.0,Z,False,True,1.0,ZERO,0.0,0.014461303926505544,18.39792546422175,0.790151174481061,0.37269139289855957,0.014833995319404103
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,3.0,Z,False,True,1.0,ZERO,0.0,0.014337797154308224,18.43517568139394,0.792569618828697,0.37328192591667175,0.014711079080224895
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,4.0,Z,False,True,1.0,ZERO,0.0,0.014770672740468943,18.30599723996119,0.7901818846568697,0.38248443603515625,0.0151531571765041
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,5.0,Z,False,True,1.0,ZERO,0.0,0.014312605644440184,18.442812946826333,0.7920176088177971,0.3723566234111786,0.014684962267851364
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,6.0,Z,False,True,1.0,ZERO,0.0,0.01454084282161529,18.374104200128485,0.7908164707434683,0.3756115138530731,0.014916454335468362
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,7.0,Z,False,True,1.0,ZERO,0.0,0.014192229878867148,18.479493629636618,0.7905097082966499,0.3711719214916229,0.01456340180035877
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,8.0,E,True,True,1532.0,CODED,2256.0,0.01303528588551277,18.84879439590463,0.8200491114796306,0.32299840450286865,0.013358284290015638
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,9.0,E,True,True,1555.0,CODED,2268.0,0.012472069938062375,19.040614624736886,0.8194781798992232,0.3105311989784241,0.012782601137040798
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,10.0,Z,False,True,1.0,ZERO,0.0,0.015027104231448502,18.231247012140393,0.7822240124577718,0.3817782402038574,0.01540888247165236
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,11.0,Z,False,True,1.0,ZERO,0.0,0.014645607784354203,18.34292600635568,0.7806586152611237,0.3741006851196289,0.015019708469473831
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,12.0,Z,False,True,1.0,ZERO,0.0,0.015128627809520975,18.202004613871544,0.7801243874582853,0.39121079444885254,0.015519838603969827
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,13.0,Z,False,True,1.0,ZERO,0.0,0.014726271471247459,18.319071977899117,0.7793700600251098,0.379841685295105,0.015106113156542563
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,14.0,Z,False,True,1.0,ZERO,0.0,0.015324659720078933,18.14609160093902,0.7741065822600527,0.3867919147014618,0.015711451634780396
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME_GUARD,0.5,15.0,E,True,True,1580.0,CODED,2357.0,0.013324812290173581,18.75338900268821,0.804201492507957,0.32001829147338867,0.01364483058164697
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,1.0,Z,False,True,1.0,ZERO,0.0,0.014518528168263446,18.380774084844518,0.7843452553097912,0.3777421712875366,0.014896270339550982
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,2.0,Z,False,True,1.0,ZERO,0.0,0.014461303926505544,18.39792546422175,0.790151174481061,0.37269139289855957,0.014833995319404103
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,3.0,Z,False,True,1.0,ZERO,0.0,0.014337797154308224,18.43517568139394,0.792569618828697,0.37328192591667175,0.014711079080224895
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,4.0,Z,False,True,1.0,ZERO,0.0,0.014770672740468943,18.30599723996119,0.7901818846568697,0.38248443603515625,0.0151531571765041
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,5.0,Z,False,True,1.0,ZERO,0.0,0.014312605644440184,18.442812946826333,0.7920176088177971,0.3723566234111786,0.014684962267851364
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,6.0,Z,False,True,1.0,ZERO,0.0,0.01454084282161529,18.374104200128485,0.7908164707434683,0.3756115138530731,0.014916454335468362
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,7.0,Z,False,True,1.0,ZERO,0.0,0.014192229878867148,18.479493629636618,0.7905097082966499,0.3711719214916229,0.01456340180035877
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,8.0,Z,False,True,1.0,ZERO,0.0,0.014933942283403598,18.258255314628165,0.7864553587050874,0.3857608735561371,0.015319703156959736
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,9.0,Z,False,True,1.0,ZERO,0.0,0.014265616134018307,18.45709466360519,0.7872462612111572,0.3715718686580658,0.014637188002676372
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,10.0,Z,False,True,1.0,ZERO,0.0,0.015027104231448502,18.231247012140393,0.7822240124577718,0.3817782402038574,0.01540888247165236
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,11.0,Z,False,True,1.0,ZERO,0.0,0.014645607784354203,18.34292600635568,0.7806586152611237,0.3741006851196289,0.015019708469473831
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,12.0,Z,False,True,1.0,ZERO,0.0,0.015128627809520975,18.202004613871544,0.7801243874582853,0.39121079444885254,0.015519838603969827
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,13.0,Z,False,True,1.0,ZERO,0.0,0.014726271471247459,18.319071977899117,0.7793700600251098,0.379841685295105,0.015106113156542563
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,14.0,Z,False,True,1.0,ZERO,0.0,0.015324659720078933,18.14609160093902,0.7741065822600527,0.3867919147014618,0.015711451634780396
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0,15.0,Z,False,True,1.0,ZERO,0.0,0.01522176602678956,18.175349578679636,0.7709346461417427,0.38231155276298523,0.015604077579552544
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,1.0,Z,False,True,1.0,ZERO,0.0,0.014518528168263446,18.380774084844518,0.7843452553097912,0.3777421712875366,0.014896270339550982
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,2.0,Z,False,True,1.0,ZERO,0.0,0.014461303926505544,18.39792546422175,0.790151174481061,0.37269139289855957,0.014833995319404103
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,3.0,Z,False,True,1.0,ZERO,0.0,0.014337797154308224,18.43517568139394,0.792569618828697,0.37328192591667175,0.014711079080224895
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,4.0,Z,False,True,1.0,ZERO,0.0,0.014770672740468943,18.30599723996119,0.7901818846568697,0.38248443603515625,0.0151531571765041
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,5.0,Z,False,True,1.0,ZERO,0.0,0.014312605644440184,18.442812946826333,0.7920176088177971,0.3723566234111786,0.014684962267851364
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,6.0,Z,False,True,1.0,ZERO,0.0,0.01454084282161529,18.374104200128485,0.7908164707434683,0.3756115138530731,0.014916454335468362
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,7.0,Z,False,True,1.0,ZERO,0.0,0.014192229878867148,18.479493629636618,0.7905097082966499,0.3711719214916229,0.01456340180035877
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,8.0,Z,False,True,1.0,ZERO,0.0,0.014933942283403598,18.258255314628165,0.7864553587050874,0.3857608735561371,0.015319703156959736
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,9.0,Z,False,True,1.0,ZERO,0.0,0.014265616134018307,18.45709466360519,0.7872462612111572,0.3715718686580658,0.014637188002676372
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,10.0,Z,False,True,1.0,ZERO,0.0,0.015027104231448502,18.231247012140393,0.7822240124577718,0.3817782402038574,0.01540888247165236
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,11.0,Z,False,True,1.0,ZERO,0.0,0.014645607784354203,18.34292600635568,0.7806586152611237,0.3741006851196289,0.015019708469473831
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,12.0,Z,False,True,1.0,ZERO,0.0,0.015128627809520975,18.202004613871544,0.7801243874582853,0.39121079444885254,0.015519838603969827
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,13.0,Z,False,True,1.0,ZERO,0.0,0.014726271471247459,18.319071977899117,0.7793700600251098,0.379841685295105,0.015106113156542563
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,14.0,O1,True,True,633.0,CODED,1093.0,0.014447888448511775,18.401956201855256,0.784575726071996,0.3791518807411194,0.014827040329252895
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.1,15.0,Z,False,True,1.0,ZERO,0.0,0.01522176602678956,18.175349578679636,0.7709346461417427,0.38231155276298523,0.015604077579552544
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,1.0,Z,False,True,1.0,ZERO,0.0,0.014518528168263446,18.380774084844518,0.7843452553097912,0.3777421712875366,0.014896270339550982
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,2.0,Z,False,True,1.0,ZERO,0.0,0.014461303926505544,18.39792546422175,0.790151174481061,0.37269139289855957,0.014833995319404103
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,3.0,Z,False,True,1.0,ZERO,0.0,0.014337797154308224,18.43517568139394,0.792569618828697,0.37328192591667175,0.014711079080224895
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,4.0,O2,True,True,570.0,CODED,970.0,0.013985478247571818,18.54322677899524,0.8014182278768677,0.3686385154724121,0.01435411676304423
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,5.0,Z,False,True,1.0,ZERO,0.0,0.014312605644440184,18.442812946826333,0.7920176088177971,0.3723566234111786,0.014684962267851364
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,6.0,O2,True,True,568.0,CODED,916.0,0.013771715015451921,18.610119729334716,0.8003900371040621,0.3673170804977417,0.014139032095949662
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,7.0,Z,False,True,1.0,ZERO,0.0,0.014192229878867148,18.479493629636618,0.7905097082966499,0.3711719214916229,0.01456340180035877
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,8.0,Z,False,True,1.0,ZERO,0.0,0.014933942283403598,18.258255314628165,0.7864553587050874,0.3857608735561371,0.015319703156959736
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,9.0,Z,False,True,1.0,ZERO,0.0,0.014265616134018307,18.45709466360519,0.7872462612111572,0.3715718686580658,0.014637188002676372
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,10.0,Z,False,True,1.0,ZERO,0.0,0.015027104231448502,18.231247012140393,0.7822240124577718,0.3817782402038574,0.01540888247165236
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,11.0,Z,False,True,1.0,ZERO,0.0,0.014645607784354203,18.34292600635568,0.7806586152611237,0.3741006851196289,0.015019708469473831
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,12.0,Z,False,True,1.0,ZERO,0.0,0.015128627809520975,18.202004613871544,0.7801243874582853,0.39121079444885254,0.015519838603969827
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,13.0,O2,True,True,535.0,CODED,840.0,0.013962581045404661,18.55034293019047,0.7882485897781731,0.373783141374588,0.014336364186779249
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,14.0,O2,True,True,579.0,CODED,943.0,0.014504712329790235,18.384908800859705,0.7831078846192255,0.3843490183353424,0.014889061348125577
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.25,15.0,O2,True,True,548.0,CODED,853.0,0.014405801229068134,18.414625819037983,0.7792095802816433,0.3797347843647003,0.014785536013432833
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.5,1.0,O2,True,True,655.0,CODED,1152.0,0.013672061368668465,18.64166000900671,0.7988917148941889,0.35541144013404846,0.014027472808802514
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.5,2.0,Z,False,True,1.0,ZERO,0.0,0.014461303926505544,18.39792546422175,0.790151174481061,0.37269139289855957,0.014833995319404103
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.5,3.0,Z,False,True,1.0,ZERO,0.0,0.014337797154308224,18.43517568139394,0.792569618828697,0.37328192591667175,0.014711079080224895
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.5,4.0,O2,True,True,570.0,CODED,970.0,0.013985478247571818,18.54322677899524,0.8014182278768677,0.3686385154724121,0.01435411676304423
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.5,5.0,Z,False,True,1.0,ZERO,0.0,0.014312605644440184,18.442812946826333,0.7920176088177971,0.3723566234111786,0.014684962267851364
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.5,6.0,O2,True,True,568.0,CODED,916.0,0.013771715015451921,18.610119729334716,0.8003900371040621,0.3673170804977417,0.014139032095949662
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.5,7.0,O2,True,True,541.0,CODED,859.0,0.013450566880915671,18.712594117161807,0.7986273591531999,0.3670264184474945,0.013817593299363166
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.5,8.0,O1,True,True,605.0,CODED,1008.0,0.014121692543702267,18.501132481611013,0.796317071336133,0.37797611951828003,0.014499668663220546
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.5,9.0,Z,False,True,1.0,ZERO,0.0,0.014265616134018307,18.45709466360519,0.7872462612111572,0.3715718686580658,0.014637188002676372
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.5,10.0,Z,False,True,1.0,ZERO,0.0,0.015027104231448502,18.231247012140393,0.7822240124577718,0.3817782402038574,0.01540888247165236
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M4_O_FRAME_GUARD,0.5,11.0,O2,True,True,533.0,CODED,835.0,0.013895347599128914,18.571305846552015,0.78850494215219,0.37326160073280334,0.014268609199861717
