split,video,method,alpha,base_bytes,budget_bytes,actual_bytes,enhancement_fraction,stream_sent,objective_sum_P,stream,stream_sha256,scope,frames,nonzero_enhancement_frames,mse,mse_minus_ZERO,psnr,psnr_minus_ZERO,ms_ssim,ms_ssim_minus_ZERO,lpips,lpips_minus_ZERO,d,d_minus_ZERO,enhancement_bytes,total_bytes,enhancement_over_base,total_bpp,total_kbps,actual_nonzero_frames,budget_slack_bytes,selected_label_nonzero_frames,Z_count,E_count,O1_count,O2_count
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M1_E_SEQUENCE,0.0,11620.0,0.0,0.0,0.0,False,0.2260862833949702,,,P,15.0,0.0,0.014693838386355356,0.0,18.329888267675436,0.0,0.7847807763103111,0.0,0.3785805066426595,0.0,0.015072418892998013,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M1_E_SEQUENCE,0.0,11620.0,0.0,0.0,0.0,False,0.2260862833949702,,,IP,16.0,0.0,0.015564391174038487,0.0,18.148826288093332,0.0,0.7782865542775683,0.0,0.37195534631609917,0.0,0.015936346520354586,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M1_E_SEQUENCE,0.1,11620.0,1162.0,0.0,0.0,False,0.2260862833949702,,,P,15.0,0.0,0.014693838386355356,0.0,18.329888267675436,0.0,0.7847807763103111,0.0,0.3785805066426595,0.0,0.015072418892998013,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M1_E_SEQUENCE,0.1,11620.0,1162.0,0.0,0.0,False,0.2260862833949702,,,IP,16.0,0.0,0.015564391174038487,0.0,18.148826288093332,0.0,0.7782865542775683,0.0,0.37195534631609917,0.0,0.015936346520354586,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M1_E_SEQUENCE,0.25,11620.0,2905.0,0.0,0.0,False,0.2260862833949702,,,P,15.0,0.0,0.014693838386355356,0.0,18.329888267675436,0.0,0.7847807763103111,0.0,0.3785805066426595,0.0,0.015072418892998013,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M1_E_SEQUENCE,0.25,11620.0,2905.0,0.0,0.0,False,0.2260862833949702,,,IP,16.0,0.0,0.015564391174038487,0.0,18.148826288093332,0.0,0.7782865542775683,0.0,0.37195534631609917,0.0,0.015936346520354586,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M1_E_SEQUENCE,0.5,11620.0,5810.0,0.0,0.0,False,0.2260862833949702,,,P,15.0,0.0,0.014693838386355356,0.0,18.329888267675436,0.0,0.7847807763103111,0.0,0.3785805066426595,0.0,0.015072418892998013,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M1_E_SEQUENCE,0.5,11620.0,5810.0,0.0,0.0,False,0.2260862833949702,,,IP,16.0,0.0,0.015564391174038487,0.0,18.148826288093332,0.0,0.7782865542775683,0.0,0.37195534631609917,0.0,0.015936346520354586,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME,0.0,11620.0,0.0,0.0,0.0,False,0.2260862833949702,,,P,15.0,0.0,0.014693838386355356,0.0,18.329888267675436,0.0,0.7847807763103111,0.0,0.3785805066426595,0.0,0.015072418892998013,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME,0.0,11620.0,0.0,0.0,0.0,False,0.2260862833949702,,,IP,16.0,0.0,0.015564391174038487,0.0,18.148826288093332,0.0,0.7782865542775683,0.0,0.37195534631609917,0.0,0.015936346520354586,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME,0.1,11620.0,1162.0,0.0,0.0,False,0.2260862833949702,,,P,15.0,0.0,0.014693838386355356,0.0,18.329888267675436,0.0,0.7847807763103111,0.0,0.3785805066426595,0.0,0.015072418892998013,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME,0.1,11620.0,1162.0,0.0,0.0,False,0.2260862833949702,,,IP,16.0,0.0,0.015564391174038487,0.0,18.148826288093332,0.0,0.7782865542775683,0.0,0.37195534631609917,0.0,0.015936346520354586,0.0,0,11620,0.0,0.0028018904320987656,174.3001089375681,0,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME,0.25,11620.0,2905.0,1633.0,0.14053356282271945,True,0.2241248645280261,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_5_frame_budget_allocation/results_v1/mixed_streams/Train2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_M2_E_FRAME_a0p25.orc2,cb710859f5b1f0efd88253e490f580d0b41b1f5c62737ae3290ebedcc9523d7d,P,15.0,1.0,0.014567261293162635,-0.00012657709319272188,18.369257539760536,0.03936927208509999,0.7870203598286138,0.002239583518302779,0.37439634203910827,-0.004184164603551255,0.014941657635201742,-0.00013076125779627051,1633,13253,0.14053356282271945,0.0031956500771604937,198.79512424695267,1,,,,,,
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,M2_E_FRAME,0.25,11620.0,2905.0,1633.0,0.14053356282271945,True,0.2241248645280261,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_5_frame_budget_allocation/results_v1/mixed_streams/Train2/fb63c34e-0c28-4a4d-b8f8-59932b5e7875_M2_E_FRAME_a0p25.orc2,cb710859f5b1f0efd88253e490f580d0b41b1f5c62737ae3290ebedcc9523d7d,IP,16.0,1.0,0.01544572514917031,-0.00011866602486817676,18.18573498067311,0.036908692579781244,0.7803861638259773,0.0020996095484088553,0.3680326920002699,-0.003922654315829301,0.01581375784117058,-0.0001225886791840036,1633,13253,0.14053356282271945,0.0031956500771604937,198.79512424695267,1,,,,,,
