dataset,video,video_id,kind,parameter,frame,actual_qp,payload_bytes,pixel_SSE,MSE,PSNR,SSIM,LPIPS,DISTS,proxy_PSNR,proxy_LPIPS,proxy_DISTS,ste_forward_max_abs
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,baseline,original,12,1,991,48494.7578125,0.0077955820597708225,21.081514525201403,0.9335161447525024,0.2344694882631302,0.08882510662078857,150.0,0.0,-1.1920928955078125e-07,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,baseline,original,13,2,621,49923.6796875,0.008025282993912697,20.95539644215586,0.9276511669158936,0.24644172191619873,0.09407877922058105,150.0,0.0,-1.1920928955078125e-07,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,baseline,original,14,1,1174,44884.875,0.007215289864689112,21.417462170159087,0.930749237537384,0.242536261677742,0.09330117702484131,150.0,0.0,-1.1920928955078125e-07,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,baseline,original,15,2,839,43176.69921875,0.006940698716789484,21.585968071284952,0.9310956597328186,0.245315819978714,0.0961000919342041,150.0,0.0,-1.1920928955078125e-07,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,0,1,5095,60937.58984375,0.009795780293643475,20.089609640871675,0.9629896879196167,0.22525426745414734,0.06786519289016724,150.0,0.0,-1.1920928955078125e-07,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,1,3,6240,56582.25390625,0.009095655754208565,20.411659848722966,0.9646300673484802,0.32515251636505127,0.11550724506378174,27.471398773169117,0.323723703622818,0.14842212200164795,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,2,1,3759,55709.046875,0.00895528681576252,20.479205002104553,0.9640795588493347,0.3290937840938568,0.13758230209350586,27.21755894711842,0.33393290638923645,0.15776121616363525,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,3,2,3047,57554.34375,0.009251919575035572,20.337681511143522,0.9612802267074585,0.358491986989975,0.15642154216766357,26.43710773170202,0.3802904486656189,0.16176223754882812,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,4,1,2932,60495.4609375,0.009724707342684269,20.12123459551845,0.956311047077179,0.38488760590553284,0.17314839363098145,26.549961346461966,0.392974853515625,0.1746920347213745,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,5,2,3205,59874.33984375,0.009624862112104893,20.166054835733235,0.9532531499862671,0.39466169476509094,0.178824782371521,26.49612775849844,0.4122982621192932,0.1731564998626709,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,6,1,3109,59464.3671875,0.009558958001434803,20.195894465200233,0.9493842124938965,0.4096246361732483,0.1867619752883911,26.69939193632557,0.41420620679855347,0.1808795928955078,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,7,2,2741,57332.296875,0.00921622570604086,20.354468978870337,0.9466032981872559,0.42437776923179626,0.19036078453063965,26.478146243747574,0.4364680349826813,0.19099313020706177,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,8,1,2233,58809.1640625,0.009453633800148964,20.244012247171362,0.940389096736908,0.4328582286834717,0.1927880048751831,26.235195042293626,0.44907915592193604,0.19668030738830566,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,9,3,3510,53938.44921875,0.008670661598443985,20.619477632399203,0.9400548934936523,0.44320183992385864,0.19573557376861572,26.572126718699387,0.45474180579185486,0.1997678279876709,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,10,1,738,57160.140625,0.00918855145573616,20.367529482836723,0.9311856627464294,0.450181245803833,0.19911623001098633,25.507923102861888,0.48967790603637695,0.21642357110977173,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,11,2,378,61025.265625,0.00980987399816513,20.083365708313693,0.9221748113632202,0.46737706661224365,0.20660912990570068,25.09767640073546,0.5102589726448059,0.23845255374908447,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,12,1,2228,55383.07421875,0.00890288595110178,20.504691900434256,0.9230220913887024,0.4679175317287445,0.20999109745025635,26.24118595247266,0.4905321002006531,0.21517479419708252,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,13,2,1445,55201.58203125,0.008873711340129375,20.518947028932928,0.9191015958786011,0.478808730840683,0.21440911293029785,26.029605929238016,0.4976615607738495,0.23732441663742065,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,14,1,676,56522.8203125,0.009086101315915585,20.41622424829587,0.9129638075828552,0.4768216609954834,0.21560609340667725,25.24165202454636,0.5130956768989563,0.24706566333770752,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.0,15,2,483,58781.8125,0.009449237026274204,20.246032569569955,0.9072388410568237,0.4934612512588501,0.22302329540252686,25.257314684040757,0.5194385051727295,0.2742660641670227,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,0,1,5095,60937.58984375,0.009795780293643475,20.089609640871675,0.9629896879196167,0.22525426745414734,0.06786519289016724,150.0,0.0,-1.1920928955078125e-07,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,1,3,6051,57034.953125,0.009168427437543869,20.37705147837482,0.9642028212547302,0.3310021758079529,0.11527234315872192,27.478299872543804,0.3264364004135132,0.14782041311264038,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,2,1,3617,55951.89453125,0.008994324132800102,20.46031465606194,0.963860809803009,0.33225810527801514,0.13537967205047607,27.30670963079005,0.33372795581817627,0.15345585346221924,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,3,2,3254,57357.7109375,0.009220311418175697,20.352544103008995,0.9614387154579163,0.3584190011024475,0.15446603298187256,26.434258626865255,0.382023423910141,0.16250014305114746,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,4,1,2911,60791.3828125,0.009772277437150478,20.100042118057285,0.9560700058937073,0.3824616074562073,0.17487740516662598,26.49662779532223,0.3949328660964966,0.17599153518676758,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,5,2,3094,59064.9296875,0.009494747966527939,20.225165589099966,0.9537303447723389,0.39588525891304016,0.1825142502784729,26.48548630303995,0.41081517934799194,0.1770998239517212,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,6,1,3028,58246.7890625,0.009363231249153614,20.285742504598026,0.9504469037055969,0.40791794657707214,0.18782764673233032,26.72533752222489,0.41205111145973206,0.17548072338104248,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,7,2,2635,57256.6015625,0.009204057976603508,20.36020654362403,0.9466850757598877,0.4199874699115753,0.1873542070388794,26.44418651056197,0.4369153380393982,0.18919318914413452,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,8,1,2184,58667.453125,0.00943085364997387,20.254489945698037,0.9406102299690247,0.43116509914398193,0.19353681802749634,26.24689878779558,0.4531956911087036,0.1973133087158203,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,9,3,3580,53388.21484375,0.008582210168242455,20.66400854311579,0.9406202435493469,0.440783828496933,0.19456815719604492,26.583101649284316,0.4545323848724365,0.2019345760345459,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,10,1,705,56326.9375,0.009054613299667835,20.43130092606306,0.9319459795951843,0.44594717025756836,0.19723552465438843,25.443386973031483,0.49403440952301025,0.21994179487228394,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,11,2,397,60356.6484375,0.009702392853796482,20.13121144595356,0.9228234887123108,0.46464478969573975,0.20214301347732544,25.105343267135297,0.5042822360992432,0.2388375997543335,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,12,1,2316,55422.4765625,0.00890921987593174,20.501603227208193,0.9231405854225159,0.46591269969940186,0.207444429397583,26.208814169506578,0.48765650391578674,0.2187190055847168,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,13,2,1493,55496.765625,0.008921162225306034,20.495785632071623,0.9187981486320496,0.48084545135498047,0.21407878398895264,26.03413598531273,0.49796798825263977,0.2362537980079651,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,14,1,788,55991.109375,0.009000628255307674,20.457271751950564,0.9138415455818176,0.47603166103363037,0.2142006754875183,25.397191815083882,0.5109639167785645,0.2505117654800415,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.01,15,2,542,57735.28125,0.009281005710363388,20.32404960117837,0.9088650345802307,0.49034222960472107,0.22149533033370972,25.239096729108795,0.5208837985992432,0.27139270305633545,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,0,1,5095,60937.58984375,0.009795780293643475,20.089609640871675,0.9629896879196167,0.22525426745414734,0.06786519289016724,150.0,0.0,-1.1920928955078125e-07,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,1,3,6163,56168.859375,0.009029202163219452,20.44350623044115,0.9649150371551514,0.33014869689941406,0.11510848999023438,27.44472846291648,0.3298332095146179,0.1520000696182251,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,2,1,3582,55574.9140625,0.008933724835515022,20.489674282082365,0.9641408920288086,0.32993268966674805,0.13663697242736816,27.217216091119173,0.3345474600791931,0.1564342975616455,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,3,2,3114,57759.43359375,0.00928488839417696,20.322233121810022,0.9611785411834717,0.3629535436630249,0.15611696243286133,26.419780784224415,0.3829558193683624,0.1638551950454712,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,4,1,2945,60508.15234375,0.009726747870445251,20.120323414385414,0.9562299251556396,0.3887687027454376,0.17575287818908691,26.499351027794006,0.39715081453323364,0.17486846446990967,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,5,2,3112,59254.76953125,0.009525265544652939,20.211229082539234,0.9534908533096313,0.3967057466506958,0.17622244358062744,26.48374675831812,0.4141896367073059,0.17402178049087524,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,6,1,3097,59609.8203125,0.0095823397859931,20.185284332936256,0.9492826461791992,0.41484540700912476,0.18835526704788208,26.665587091821447,0.4156414270401001,0.17902469635009766,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,7,2,2698,57283.578125,0.009208394214510918,20.35816096684732,0.9463260173797607,0.42886343598365784,0.18947136402130127,26.480599795808818,0.4397963881492615,0.18997621536254883,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,8,1,2273,57975.36328125,0.009319599717855453,20.306027404421343,0.9408206343650818,0.4381803870201111,0.1928122639656067,26.322079670223395,0.4482668340206146,0.19250118732452393,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,9,3,3453,54619.7578125,0.008780182339251041,20.56496464947167,0.939176619052887,0.44925612211227417,0.1990528106689453,26.591732577222658,0.4608674645423889,0.19818568229675293,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,10,1,677,58124.69921875,0.009343605488538742,20.2948550689346,0.9304190874099731,0.4540175199508667,0.20089948177337646,25.527230434247343,0.4891260862350464,0.21896666288375854,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,11,2,402,61160.046875,0.009831540286540985,20.073784368431422,0.9220272302627563,0.47246789932250977,0.20823538303375244,25.111764277391458,0.5075507164001465,0.24269050359725952,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,12,1,2311,55338.8046875,0.008895769715309143,20.508164681928847,0.9232404828071594,0.47001492977142334,0.20798081159591675,26.284590878032347,0.4845021367073059,0.217193603515625,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,13,2,1502,54714.6015625,0.008795428089797497,20.557430177741978,0.9194576740264893,0.48200875520706177,0.21575933694839478,26.050287698770234,0.49385643005371094,0.23383760452270508,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,14,1,668,55807.40625,0.008971097879111767,20.471544049310047,0.9136497378349304,0.47682130336761475,0.21458089351654053,25.299959608373047,0.5116254091262817,0.24532699584960938,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.03,15,2,474,57864.734375,0.009301815181970596,20.314322937481446,0.9084178805351257,0.4900018274784088,0.22147870063781738,25.165591537411203,0.5184253454208374,0.26269829273223877,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,0,1,5095,60937.58984375,0.009795780293643475,20.089609640871675,0.9629896879196167,0.22525426745414734,0.06786519289016724,150.0,0.0,-1.1920928955078125e-07,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,1,3,6208,56748.90625,0.009122445248067379,20.398887345441384,0.9645336270332336,0.3323447108268738,0.11604273319244385,27.4714425524092,0.3273814022541046,0.14995867013931274,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,2,1,3641,55008.7734375,0.008842716924846172,20.534142775004174,0.9645636677742004,0.3293580412864685,0.1334589123725891,27.182513839387,0.3342629373073578,0.1586153507232666,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,3,2,2939,57607.3671875,0.009260443970561028,20.33368191574794,0.9612875580787659,0.3599974513053894,0.15221863985061646,26.35245127573873,0.38692569732666016,0.16694295406341553,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,4,1,2932,60154.0078125,0.009669818915426731,20.14581658778146,0.9564763307571411,0.38776952028274536,0.17190784215927124,26.48257245330025,0.39895397424697876,0.1753150224685669,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,5,2,3181,59264.4765625,0.00952682550996542,20.21051789096793,0.9535636901855469,0.3947916328907013,0.17589187622070312,26.453066879056017,0.413296639919281,0.17296624183654785,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,6,1,3074,58898.7265625,0.009468031115829945,20.23740323470982,0.9499258995056152,0.4070003628730774,0.18668919801712036,26.704428810812107,0.41335830092430115,0.17880868911743164,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,7,2,2666,58035.76953125,0.009329309687018394,20.301504902524382,0.9457400441169739,0.42468616366386414,0.19047170877456665,26.451015573066936,0.4437694549560547,0.19137883186340332,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,8,1,2221,58977.43359375,0.009480683133006096,20.231603683364074,0.9399259090423584,0.43829256296157837,0.1954452395439148,26.295919712737973,0.4512050747871399,0.19173675775527954,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,9,3,3447,54350.87890625,0.008736959658563137,20.586396695650926,0.9395034313201904,0.4481407403945923,0.198439359664917,26.578363963617146,0.4583873152732849,0.20103061199188232,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,10,1,705,57103.9375,0.009179516695439816,20.37180183943532,0.9310818910598755,0.4528082609176636,0.20024102926254272,25.551468415004145,0.48692387342453003,0.21292459964752197,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,11,2,417,61291.23046875,0.009852628223598003,20.064479044513263,0.921954870223999,0.47053444385528564,0.2070012092590332,25.20813624418626,0.5053101778030396,0.241571843624115,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,12,1,2206,54716.2265625,0.008795689791440964,20.557300958461614,0.9235274195671082,0.470703661441803,0.20894086360931396,26.27004832718754,0.4844115376472473,0.2160382866859436,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,13,2,1472,54486.328125,0.008758733049035072,20.5755870999703,0.9198722243309021,0.4821762442588806,0.21508610248565674,26.08464424084703,0.4909853935241699,0.23640483617782593,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,14,1,679,55473.890625,0.008917485363781452,20.497575947941126,0.9141185879707336,0.4783846437931061,0.2143498659133911,25.37753884114617,0.5116972923278809,0.24433839321136475,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.1,15,2,443,58133.73828125,0.009345058351755142,20.294179824856684,0.9081716537475586,0.4928763508796692,0.22236090898513794,25.208088273965906,0.5244762897491455,0.26069313287734985,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,0,1,5095,60937.58984375,0.009795780293643475,20.089609640871675,0.9629896879196167,0.22525426745414734,0.06786519289016724,150.0,0.0,-1.1920928955078125e-07,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,1,3,5912,56110.04296875,0.009019747376441956,20.44805625934073,0.9647768139839172,0.3299427330493927,0.11453366279602051,27.472257209229703,0.324708491563797,0.15050023794174194,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,2,1,3427,55809.7265625,0.008971471339464188,20.47136325940386,0.9639763832092285,0.3328878581523895,0.13340431451797485,27.289651504169633,0.3316866457462311,0.15618032217025757,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,3,2,2829,58058.375,0.009332943707704544,20.299813536409385,0.9611900448799133,0.36124682426452637,0.15165364742279053,26.435201891030907,0.38360005617141724,0.16178905963897705,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,4,1,2830,60630.609375,0.009746433235704899,20.1115428783527,0.9562425017356873,0.38667601346969604,0.1705859899520874,26.495404882852526,0.39627811312675476,0.17442959547042847,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,5,2,3094,59021.4375,0.0094877565279603,20.228364685750954,0.9538397192955017,0.3977518677711487,0.17660772800445557,26.531939840642444,0.41257771849632263,0.17436975240707397,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,6,1,2949,59575.5390625,0.0095768291503191,20.187782602813144,0.9495000243186951,0.4137691259384155,0.18300855159759521,26.68028560937108,0.41740304231643677,0.1769537329673767,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,7,2,2591,57690.546875,0.009273814968764782,20.327415734009733,0.9464589953422546,0.42728376388549805,0.18844735622406006,26.448301940676565,0.43894529342651367,0.19070613384246826,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,8,1,2124,58786.4765625,0.00944998674094677,20.24568800838641,0.9403755068778992,0.4378725588321686,0.1908009648323059,26.229875303020304,0.4493420422077179,0.1938205361366272,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,9,3,3408,54251.8125,0.008721034973859787,20.59431971860574,0.9397401213645935,0.4471335709095001,0.19331514835357666,26.58991445356325,0.45795682072639465,0.20145922899246216,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,10,1,682,57332.15625,0.009216203354299068,20.354479511652627,0.9312659502029419,0.4514729082584381,0.19680547714233398,25.502584865810086,0.48605507612228394,0.2180209755897522,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,11,2,418,61436.5546875,0.009875989519059658,20.05419379636923,0.9218090772628784,0.4697064757347107,0.20306414365768433,25.194219951495267,0.5040140748023987,0.24486154317855835,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,12,1,2179,55897.13671875,0.008985522203147411,20.46456678337405,0.9229537844657898,0.4653479754924774,0.20373672246932983,26.17435809277556,0.48755255341529846,0.21834594011306763,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,13,2,1318,55456.83203125,0.00891474261879921,20.498911910022382,0.9192559719085693,0.4757186472415924,0.21100234985351562,25.98952934373707,0.49216848611831665,0.24307429790496826,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,14,1,696,57242.703125,0.009201823733747005,20.361260901534017,0.9123936295509338,0.47482597827911377,0.21361637115478516,25.371095678641858,0.5128127336502075,0.2462102174758911,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,0.3,15,2,451,60232.88671875,0.00968249887228012,20.140125449241207,0.9057411551475525,0.49222293496131897,0.2212340235710144,25.327615170058046,0.5194498300552368,0.2619020938873291,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,1.0,0,1,5095,60937.58984375,0.009795780293643475,20.089609640871675,0.9629896879196167,0.22525426745414734,0.06786519289016724,150.0,0.0,-1.1920928955078125e-07,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,1.0,1,3,5583,56522.7265625,0.00908608641475439,20.416231370709724,0.9647400379180908,0.3267151713371277,0.11056643724441528,27.461088211649482,0.32639580965042114,0.15051519870758057,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,1.0,2,1,3195,57111.56640625,0.009180743247270584,20.371221581100933,0.963435709476471,0.3341546952724457,0.13023442029953003,27.20743306522032,0.33349111676216125,0.159221351146698,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,1.0,3,2,2737,58943.7421875,0.009475267492234707,20.234085208045663,0.9607484936714172,0.36231404542922974,0.1457260251045227,26.35462951173006,0.38520973920822144,0.1614452600479126,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,1.0,4,1,2649,61627.7734375,0.009906727820634842,20.04069768734528,0.9557324647903442,0.38237619400024414,0.16249334812164307,26.490511716051262,0.39477822184562683,0.1744227409362793,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,1.0,5,2,2694,61793.65234375,0.009933393448591232,20.029023623569188,0.9520677328109741,0.3995039463043213,0.17062073945999146,26.436892270136163,0.4170430898666382,0.1721353530883789,0.0
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,1.0,6,1,2707,60857.1171875,0.009782844223082066,20.095348618985348,0.9485061168670654,0.41213369369506836,0.17758357524871826,26.727760126190997,0.41671866178512573,0.17714399099349976,0.0
