dataset,video,video_id,kind,parameter,bytes,bits,bpp,kbps,total_pixel_SSE,aggregate_MSE,sequence_PSNR,mean_PSNR,SSIM,LPIPS,DISTS,bitstream_path,bitstream_sha256,decode_status,model_hash,actual_rate_ratio
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,300.0,17695,141560,0.004266734182098765,265.425,1607899.015625,0.016154463811175815,17.91707452236996,18.038800927685685,0.9009393826127052,0.47265565395355225,0.1550021953880787,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_00_oracle_300p0.bin,c4b15443ef4874f8e45269a8d6f71141530f75141aaa22a1eb3cde53677ff10c,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,0.7274409044193216
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,1000.0,16952,135616,0.004087577160493827,254.28,1708311.53515625,0.01716330229990767,17.65399148151179,17.809729331399694,0.8956594280898571,0.4882372487336397,0.1612056829035282,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_00_oracle_1000p0.bin,9bc0f7f24d5dcaeb305b393e346c497b2fbb4ad4f047a2b2b339d338f198c3f3,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,0.696896197327852
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,3000.0,14108,112864,0.0034018132716049383,211.62,2547200.11328125,0.025591564924138072,15.919031561941974,16.402420099876906,0.8509586378931999,0.4735545963048935,0.14389099553227425,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_00_oracle_3000p0.bin,547e2b717b248a4315b6d40b75384dba44ad7acd12d1407ae189fe9785f6147e,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,0.5799794450154162
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,oracle,10000.0,13957,111656,0.003365403163580247,209.355,2685134.95703125,0.02697738792670607,15.69000102993819,16.198705582494487,0.8459168672561646,0.4777810201048851,0.1445622444152832,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_00_oracle_10000p0.bin,a66dfc1dff42f505203286bb9900bb75ec58cd5757033dfd998d8cd36c12cae8,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,0.5737718396711202
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,0.0,44486,355888,0.010726755401234567,666.6233766233767,320519.1103515625,0.003220236046324051,24.9211229294431,24.99226480130894,0.9487980827689171,0.48896634485572577,0.2747495546936989,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_0p0.bin,cbf6046c7ef3ce0dc65c65bed5df4574df58b313d498b0c24a3344a98bc582ea,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,2.315773034877668
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,0.01,44486,355888,0.010726755401234567,666.6233766233767,321798.3857421875,0.0032330888485221708,24.90382360376782,24.972864376397535,0.9487084560096264,0.4874892504885793,0.2746455706655979,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_0p01.bin,e3ad82193f77ec2df11a072c6f47df5fa22324a86ef48a16f1b861ab67d154a0,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,2.315773034877668
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,0.03,44458,355664,0.010720003858024692,666.2037962037962,321677.9931640625,0.0032318792715975288,24.90544870873409,24.977448214790567,0.9486374035477638,0.4899735217913985,0.27527758479118347,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_0p03.bin,a62b64854a5c19b54f8ba2f2948afd7e9e4ec3efad1fd447202e27514b3fb1b3,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,2.3143154606975536
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,0.1,44389,355112,0.01070336612654321,665.1698301698301,321458.6044921875,0.0032296750869280026,24.90841166539463,24.979107258636482,0.9488471634685993,0.48706146236509085,0.273982223123312,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_0p1.bin,e2f0c460d1d433b8403f33e868e40ea8d1fe0126d87e2aa85d147d9a953ecf86,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,2.3107235814679856
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,0.3,43923,351384,0.010591001157407407,658.1868131868132,323243.9853515625,0.00324761270005026,24.884357689198545,24.956452091664026,0.9485294073820114,0.4888717094436288,0.27444886788725853,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_0p3.bin,794dd7049462fe7c55682c87d0c656669363117aad5395b2ac0202fd84dd2ff8,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,2.286465382613222
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,oracle,1.0,41403,331224,0.009983362268518519,620.4245754245753,329350.4541015625,0.00330896402092137,24.80307954991934,24.87965680519822,0.9474564604461193,0.48729783575981855,0.2696100287139416,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/fresh_ulong_01_oracle_1p0.bin,9cb37740d619dc0cbf72a6c16cb893d44b4ae145cb7f9024228bab8e28eae6ab,PASS,6a12615876ad76f0400bdc2391dd67db9de106f6061b66015db33ad7a2d87681,2.155283706402915
