dataset,video,video_id,kind,parameter,bitstream_path,recorded_bytes,filesystem_bytes,bitstream_sha256,real_rans,independent_decode_status
uvg,Beauty,0,oracle,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_oracle_10p0.bin,24356,24356,248ae6c7a58cf331c805ec2fffdc56623b8ba920fe399c6ea9356f88a5e53814,True,NOT_SELECTED
uvg,Beauty,0,oracle,30.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_oracle_30p0.bin,18952,18952,62bc2641216934eb6de968d8f9098351efc1b9942aa8a6ab974db8cbea988fe4,True,NOT_SELECTED
uvg,Beauty,0,oracle,100.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_oracle_100p0.bin,12936,12936,48cf92529a4ff6b76a05e48480e762cb06b776adecd8afd38c21df14bfd7bf63,True,NOT_SELECTED
uvg,Beauty,0,oracle,300.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_oracle_300p0.bin,9565,9565,8e3ed1b19d59bc43604f27ff57c720bb102412d0bdf31dd96e4bcb352bcc5765,True,NOT_SELECTED
uvg,Beauty,0,oracle,1000.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_oracle_1000p0.bin,8096,8096,aa89aacc7a1be6f5c148f53803c0dc27fe259a6348e40c0631b34fc63eb941e1,True,NOT_SELECTED
uvg,Beauty,0,blur,0.5,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_blur_0p5.bin,8722,8722,bae409e52bcbfcbf056a80c7079fb1274f7348ad59360b742befd7b16994224e,True,NOT_SELECTED
uvg,Beauty,0,blur,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_blur_1p0.bin,9181,9181,5e43a4f030e52ef50dc9217299e895a7f06a1d69db9b5295a970a592b3ae5a21,True,NOT_SELECTED
uvg,Beauty,0,blur,1.5,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_blur_1p5.bin,10620,10620,07b808d05bd1d66bb33a1e578b30889a181512f08eb945866e7d900267581372,True,NOT_SELECTED
uvg,Beauty,0,blur,2.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_blur_2p0.bin,11751,11751,c8c2018a6e2142333fe651a650c8474bf62e5fb8371428a0d3a04949514e2e87,True,NOT_SELECTED
uvg,Beauty,0,blur,3.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_blur_3p0.bin,13121,13121,76ac2206d9c8122d8f16ceee16120bd9702ddf16972232bff34eedf0965cc255,True,NOT_SELECTED
uvg,Beauty,0,blur,4.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_blur_4p0.bin,13919,13919,ef413b29e4f2b220fa9f66d5541e40e10f16d477c846d03a17447841812b462b,True,NOT_SELECTED
uvg,Beauty,0,blur,6.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_blur_6p0.bin,13570,13570,13c26164b906bfada5a8cd2c36eae71e1976ef46cd3fe8e9e106d2620dac9754,True,NOT_SELECTED
uvg,Beauty,0,blur,8.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_blur_8p0.bin,13247,13247,3f35e3bcb74e04a802eab974ed615ac39438a08d21a4671254a95662e631b846,True,NOT_SELECTED
uvg,Beauty,0,oracle,3000.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_oracle_3000p0.bin,7129,7129,43228ba7b4dc77bcbf06762df9e21b33a07c62b336a08b1acd0d6b0b81bbb189,True,PASS
uvg,Beauty,0,oracle,10000.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_00_oracle_10000p0.bin,7104,7104,03a83f7c3027f0c549eebeb9e86f1bfc23da83297694a1dab90d131aa896538d,True,NOT_SELECTED
uvg,Bosphorus,1,baseline,original,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_baseline_original.bin,11870,11870,ff4cc112321761e0d1c069be25586cb8fb91424dc64ca887c3afc9bf90b059c5,True,PASS
uvg,Bosphorus,1,oracle,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_0p0.bin,42232,42232,3bf85b43b3f28a96273137aff47678a2dbe86b64da5ed74740a3f909c05cdc09,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,0.01,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_0p01.bin,42025,42025,fbe51d6a734ab8822082ddd2604b997a4cc90600ce7c75cc8817e81f5e8e8266,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,0.03,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_0p03.bin,42009,42009,6fccf29ce8794637162bb147c50a36d0871af29093e3cd71b6b24687d179d100,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_0p1.bin,41482,41482,43deeb71ae80ff079b50a32eecc305c7f9608bff2d1f9a5cf82d4004d8f1ec29,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_0p3.bin,41202,41202,bffb1984fdccf824bcfc30c7f0a11b7855f47a63cde291b7aaa1a4227bbefdfa,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_1p0.bin,40199,40199,859b198907dd903f8f878c2548da795a41ea28b5696561d86480ebef8dc6d009,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,3.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_3p0.bin,36747,36747,f6a614820bcc7ba2ae3c72fe2b4f22704ca76dee585c6594e2bc39b0b892e21f,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_10p0.bin,30249,30249,64df349bdefb0778f152311f8cc80222fbbd4a8723f35ea4f16cf34fea63c84f,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,30.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_30p0.bin,22575,22575,0df2677c6e0e4d8aea9930c65601400dbe01fc3b8c97ff93ba4d0ba5921e9bfe,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,100.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_100p0.bin,16515,16515,f43ab2282b283f8cab06fa6544fb16ea4a8f6dca05f568332620ee161eecdbc6,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,300.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_300p0.bin,13788,13788,e9837b3c7701c28c08669666cfb66efe3ca83edf937aa2787ee7c5b3905a2452,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,1000.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_1000p0.bin,12158,12158,6f08196bc8a4989163a15b3c4cd6c4e934e6e88a9496d44255ee15e1083df046,True,NOT_SELECTED
uvg,Bosphorus,1,blur,0.5,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_blur_0p5.bin,11846,11846,d1e39256711cf36e4958584b3ba14142a71a246063379f04a56122a3bae13ff1,True,NOT_SELECTED
uvg,Bosphorus,1,blur,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_blur_1p0.bin,12060,12060,d295717ac58296608d69a57cba63ecd686dc7f8d54c21f6c6b7a6da6959a7bb2,True,NOT_SELECTED
uvg,Bosphorus,1,blur,1.5,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_blur_1p5.bin,12770,12770,fefec21462913b19b60a503da93d8da95424c20433587646da86af3dfcab33e8,True,NOT_SELECTED
uvg,Bosphorus,1,blur,2.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_blur_2p0.bin,13004,13004,5f74769c5f20df9b99eda5f637a204530e38f801caf3a444326ce0890f7b80ab,True,NOT_SELECTED
uvg,Bosphorus,1,blur,3.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_blur_3p0.bin,13788,13788,22a7cff664a53bd96d76824f5032fd32827d15771327a0afc9a3ca9a81a37df9,True,NOT_SELECTED
uvg,Bosphorus,1,blur,4.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_blur_4p0.bin,14046,14046,63ac77c893026e8288fcda4c866ed27c8adbf6917a18764a2b736af91f4e92f9,True,NOT_SELECTED
uvg,Bosphorus,1,blur,6.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_blur_6p0.bin,13572,13572,1c11df20df0da56a6dd998660949b0e0de698de79978309b4b066cbdeb46868a,True,NOT_SELECTED
uvg,Bosphorus,1,blur,8.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_blur_8p0.bin,12629,12629,d1f3d09baa8a4e216bef3d8c1fe69754767f45b80b7df6409ffc065c1c33b38b,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,3000.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_3000p0.bin,10758,10758,913e47abd465220e0d655fbb79b2409b2d4096a811788d97c410368829970cb2,True,NOT_SELECTED
uvg,Bosphorus,1,oracle,10000.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_01_oracle_10000p0.bin,10648,10648,8e036974f18c450dd1884fbd5f7c2c029069448d800aed631fdac7335f12f90d,True,PASS
uvg,HoneyBee,2,baseline,original,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_baseline_original.bin,13208,13208,e9e1989291c7cbde60fb97652ed06436f3f63688a8e9e5de718ceecf8be69d68,True,PASS
uvg,HoneyBee,2,oracle,0.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_0p0.bin,38267,38267,f3c92010e251f5a53e1fbe1bb57e916108761583183ac80eb4e899e1750f400b,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,0.01,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_0p01.bin,38331,38331,d61262a2ea1dc2f891468da582b992c1f350c7a4b39f6579dfb77f6392a5ec46,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,0.03,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_0p03.bin,38054,38054,2508cc39546e3ce23dd1fd3dead9b4438ad88ffaf6ed29456a5ba82210138861,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,0.1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_0p1.bin,37886,37886,525d3cf1eb8d987923745d9a02ae8ae274ebf1c601286ce83e450d2bb71d74db,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,0.3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_0p3.bin,37355,37355,a88374f11835a650ec677ff2515e1b026bad7eafff724da16793f2d72bcc710c,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_1p0.bin,36525,36525,49a71816c90541590404f322c1c3d16d60f6849dc116b46e28b098f6425e6992,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,3.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_3p0.bin,33842,33842,9a4d0a28fa6e1506a2062043d8525ddffc4c1980bb6c7e0468acee9720db68ea,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,10.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_10p0.bin,28371,28371,d24821a25a307c2ca36c1aebdf7e012f8ca78fd19d769c2a0ac0fc63eecfba88,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,30.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_30p0.bin,22319,22319,680ea1c5801f46140ce06ce448bd7835c7d947fd52879bfed7376ceb6a91b56b,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,100.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_100p0.bin,17490,17490,dc11104fca3829e8bfdb86157c6904232d3ae10d4aaea7dd3ba97bfcefbb4c86,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,300.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_300p0.bin,14843,14843,8a6a3de3dde148ce2661ccbc61cfbf1dfdc5afb1b91dbec0dda5c3bc3ba7d035,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,1000.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_1000p0.bin,13603,13603,915e2e1ce6b79074a7a270bbe0a8d6a3f725aafbc6006ecf13f1aaa604087dde,True,NOT_SELECTED
uvg,HoneyBee,2,blur,0.5,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_blur_0p5.bin,13223,13223,48711f595b4e9ca5cfc2761c7f59b831d5813258e05c2340585e8c9395479fca,True,NOT_SELECTED
uvg,HoneyBee,2,blur,1.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_blur_1p0.bin,13304,13304,e070cb05a390c216aff6ba7bdae5b65783c28645d3e6b29b486dd39744ba24df,True,NOT_SELECTED
uvg,HoneyBee,2,blur,1.5,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_blur_1p5.bin,13765,13765,e6cd78c2d779bca4db788f3a12874d2634dc5f5a4e01cad8765000d9b280f42f,True,NOT_SELECTED
uvg,HoneyBee,2,blur,2.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_blur_2p0.bin,13894,13894,3b6b70ec57da50d4c7c763ac952c183c2884cd0014b9f253a80494a2a9428109,True,NOT_SELECTED
uvg,HoneyBee,2,blur,3.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_blur_3p0.bin,14286,14286,4768cb6ef1b4acfaeac2a4cf5316b72e4e50d9fb4c82258226155163f0fc8f32,True,NOT_SELECTED
uvg,HoneyBee,2,blur,4.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_blur_4p0.bin,14613,14613,f2ad2c2829d90d7d48ce8db2c5d1fe12a02afa8f76da8c7ea3e15eb1d8b6e29f,True,NOT_SELECTED
uvg,HoneyBee,2,blur,6.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_blur_6p0.bin,15153,15153,3babd342943a18c41aa393f906e967f985e022e06314fe117778b45ba3c7d326,True,NOT_SELECTED
uvg,HoneyBee,2,blur,8.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_blur_8p0.bin,15223,15223,759ae902c3d97de5bc0980752a8c927e3dd3facee100d933827b6a868b672319,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,3000.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_3000p0.bin,12042,12042,4483d06f688d5bb32b368543b8865155ab5997f028abe97517d3f2c6a7c99844,True,NOT_SELECTED
uvg,HoneyBee,2,oracle,10000.0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_precompression_representation_oracle_v1/bitstreams/uvg_02_oracle_10000p0.bin,12112,12112,b52b3d2c0a9062463b364be333e4ae4880f0822fd29eba2a7e98614aa42b74d9,True,NOT_SELECTED
