candidate,lambda,sample,video,frame,step,nonzero_symbols,elapsed_seconds,diagnostic_container_bytes,packet_bytes,frame_share_bytes,integer_roundtrip_exact,mse,psnr,ms_ssim,lpips,d,selection_objective,selected
O1,0.09432483426435467,66d34721-a96d-4a92-9042-0847e057f3ba_f0007,66d34721-a96d-4a92-9042-0847e057f3ba,7,0,0,0.43968649953603745,102,1,6.8,True,0.0014321715013072243,28.440049725228516,0.8892622543849621,0.2296745777130127,0.001661846079020237,0.001664320650289518,False
O1,0.09432483426435467,66d34721-a96d-4a92-9042-0847e057f3ba_f0007,66d34721-a96d-4a92-9042-0847e057f3ba,7,25,0,1.1326310709118843,102,1,6.8,True,0.0014321715013072243,28.440049725228516,0.8892622543849621,0.2296745777130127,0.001661846079020237,0.001664320650289518,False
O1,0.09432483426435467,66d34721-a96d-4a92-9042-0847e057f3ba_f0007,66d34721-a96d-4a92-9042-0847e057f3ba,7,50,436,5.408808067440987,514,413,418.8,True,0.0013497557542651484,28.69744812372908,0.8892931659091708,0.22831586003303528,0.0015780716142981836,0.0017304760918827196,False
O1,0.09432483426435467,66d34721-a96d-4a92-9042-0847e057f3ba_f0007,66d34721-a96d-4a92-9042-0847e057f3ba,7,100,575,17.567222394049168,557,456,461.8,True,0.0011352107124784094,29.44923519287449,0.8906140201006006,0.2290925830602646,0.001364303295538674,0.0015323557973260158,False
O1,0.09432483426435467,66d34721-a96d-4a92-9042-0847e057f3ba_f0007,66d34721-a96d-4a92-9042-0847e057f3ba,7,150,549,29.336458310484886,548,447,452.8,True,0.0011082765669030716,29.55351849271926,0.8909691322371454,0.23241843283176422,0.0013406949997348358,0.0015054723336657763,True
