codec,dataset,video,video_id,rate_control,num_frames,fps,total_pixel_SSE,aggregate_MSE,sequence_PSNR,mean_frame_PSNR,SSIM,MS_SSIM,LPIPS,DISTS,FloLPIPS,reconstruction_dir,actual_total_bytes,actual_bits,bpp,kbps,bitstream_path,bitstream_sha256,decode_status
DCVC-RT,uvg,Beauty,0,I16_P16,64,120.0,102701.42321777344,0.0002579587412837111,35.884497508805794,35.901649790854464,0.9947423590347171,0.9381782505661249,0.24824405717663467,0.3229190222918987,0.2192621985598216,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_00/DCVC_q16,13187,105496,0.0007949339313271605,197.805,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_00_q16.bin,5bc0ce7284356c20bfb8a86fc10be48027ee97e1d542f4639f2f88f21c5efec1,PASS
DCVC-RT,uvg,Beauty,0,I24_P24,64,120.0,84080.15185546875,0.00021118704551531946,36.753327255026385,36.76230275387534,0.9956939714029431,0.9439380820840597,0.2313770023174584,0.305582114495337,0.21301407804564823,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_00/DCVC_q24,19748,157984,0.0011904417438271604,296.22,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_00_q24.bin,8c41909c89c00635bcaf9507d924fbe06a6c098e6f847189c1157e4592b38f02,PASS
DCVC-RT,uvg,Beauty,0,I26_P26,64,120.0,80669.91394042969,0.0002026214321822296,36.93314619261069,36.94036498221383,0.9958661114796996,0.9451126465573907,0.22821995336562395,0.3004192626103759,0.211444197429551,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_00/DCVC_q26,21751,174008,0.001311185860339506,326.265,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_00_q26.bin,a36f1a43eb8d7c99fc59896b67cdec0ddb12b3a99bca1be5bd2c28a7b8fd87ab,PASS
DCVC-RT,uvg,Beauty,0,I32_P32,64,120.0,71246.0142211914,0.00017895109506914155,37.472656396543606,37.476907313245604,0.9963668743148446,0.9485621675848961,0.21694463375024498,0.2846894785761833,0.20808160801728567,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_00/DCVC_q32,30246,241968,0.0018232783564814815,453.69,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_00_q32.bin,c3cf2d654f3ba9a5747905b27674e6d20254ee0113e4a160ae80c82077548f9a,PASS
DCVC-RT,uvg,Beauty,0,I38_P38,64,120.0,64123.28564453125,0.00016106068965338877,37.93010445613517,37.93299414024506,0.9967327350750566,0.9516987930983305,0.205827520461753,0.27014114800840616,0.2043412502795931,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_00/DCVC_q38,41479,331832,0.0025004219714506175,622.185,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_00_q38.bin,a2c32e026060f21b99b3a2d26b3f5cf7dbc418e576ec3b472d3d950572d1fb2f,PASS
DCVC-RT,uvg,Beauty,0,I40_P40,64,120.0,62081.16278076172,0.00015593141853932,38.07066370228014,38.07352096977589,0.996835058555007,0.9526998978108168,0.20244643464684486,0.26599324960261583,0.20271687493437812,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_00/DCVC_q40,46698,373584,0.0028150318287037037,700.47,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_00_q40.bin,25a30f29b9db26980f55abfe0acd859ce75b3432924ee7cf0ad51677622b24c2,PASS
DCVC-RT,uvg,Beauty,0,I8_P8,64,120.0,133273.7960205078,0.00033474843473836716,34.752814450435984,34.79412437208313,0.993206680752337,0.9317441461607814,0.26490760082378983,0.33703080751001835,0.22809495930633847,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_00/DCVC_q8,9019,72152,0.0005436800733024692,135.285,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_00_q8.bin,f59e81bb1456379c086fd687ee958f3b5d29978b4fa8e3a60d6d9c394b8f0846,PASS
GVC-RT,uvg,Beauty,0,QP1,64,120.0,674726.234375,0.001694733380290216,27.708986163851176,27.7325335891566,0.9767200611531734,0.9202129635959864,0.15331398509442806,0.14086613152176142,0.12567930491197676,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_00/GVC_qp1,22057,176456,0.0013296320408950617,330.855,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/gvc/uvg_00_qp1.bin,13fdd9c6a840f891261e981d633e82ee5be3bda83988b3baa2f497cbe4e36e7d,PASS
GVC-RT,uvg,Beauty,0,QP3,64,120.0,620764.599609375,0.0015591960630299132,28.070992704826253,28.08037064513911,0.9787522228434682,0.9291132809594274,0.12930477573536336,0.13060207199305296,0.11910272519739848,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_00/GVC_qp3,41349,330792,0.0024925853587962963,620.235,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/gvc/uvg_00_qp3.bin,4c8229f65cb550a0586288cb5a25e94104c56b78bcd5ec7229ce4615ba98bfac,PASS
DCVC-RT,uvg,Bosphorus,1,I0_P0,64,120.0,264441.66015625,0.000664207327022474,31.776963379097538,31.822135222115303,0.9595467951148748,0.8851317455992103,0.39836281538009644,0.33251702040433884,0.3897010665091257,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/DCVC_q0,6619,52952,0.0003990041473765432,99.285,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_01_q0.bin,6b46a6b5fcfbb04e0625d747371695e8bbee2289df012dba010f13404e415bca,PASS
DCVC-RT,uvg,Bosphorus,1,I16_P16,64,120.0,136459.79516601562,0.00034275081974488716,34.65021497850615,34.685211966329945,0.9795489506796002,0.9280472137033939,0.28000038443133235,0.24196881521493196,0.25031210978825885,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/DCVC_q16,15710,125680,0.0009470244984567901,235.65,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_01_q16.bin,d326653028ff5f9fe442ddd9c999e569e8f3aa99b8505ba9e33f611da85ae92a,PASS
DCVC-RT,uvg,Bosphorus,1,I24_P24,64,120.0,101593.18713378906,0.0002551751461171319,35.9316162787339,35.959716259728445,0.9848913941532373,0.9436488896608353,0.2323105747345835,0.2084980746731162,0.18556947131005544,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/DCVC_q24,25084,200672,0.0015121045524691358,376.26,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_01_q24.bin,1be2caf3e41674328d6a56fd648c21aed98b051256a9ff5544b6423ceca406c3,PASS
DCVC-RT,uvg,Bosphorus,1,I27_P27,64,120.0,91071.46801757812,0.0002287473777929942,36.40643875694565,36.43178813865803,0.9864677917212248,0.9486522478982806,0.21633984218351543,0.20033896900713444,0.17072400356095935,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/DCVC_q27,29862,238896,0.0018001302083333333,447.93,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_01_q27.bin,144698a25a54b62f729bcb3f6473a37a40ac2996edfed4f74d8edd96c9897669,PASS
DCVC-RT,uvg,Bosphorus,1,I28_P28,64,120.0,87399.62976074219,0.0002195246937711543,36.58516619998859,36.60595177034165,0.9870303068310022,0.9506119787693024,0.2090952107682824,0.19663573987782001,0.16622515779639047,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/DCVC_q28,32016,256128,0.0019299768518518518,480.24,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_01_q28.bin,87e17fd12e28b17478adf3f692fb8bd9fb1a247a4ef2d80fe5c3ebed86de9b73,PASS
DCVC-RT,uvg,Bosphorus,1,I32_P32,64,120.0,76060.40795898438,0.00019104357548211336,37.18867562422474,37.207113053682825,0.9887358322739601,0.9563279841095209,0.18741141771897674,0.17872846219688654,0.1438258391997171,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/DCVC_q32,40807,326456,0.002459912712191358,612.105,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_01_q32.bin,5a7427a53eab5b22250c40afc2ac84a5b3b26a3ec4bd8ed5d7a906fc9d960d54,PASS
DCVC-RT,uvg,Bosphorus,1,I36_P36,64,120.0,66894.20880126953,0.0001680205138438523,37.746376914568344,37.76305834761179,0.9900963827967644,0.9611147223040462,0.16949570598080754,0.16585359908640385,0.12361648383121641,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/DCVC_q36,51533,412264,0.003106493537808642,772.995,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_01_q36.bin,1d18371d626071d9638ba3dac8031b27df7626572b8e14f05559552efb72d9c6,PASS
DCVC-RT,uvg,Bosphorus,1,I40_P40,64,120.0,58677.757080078125,0.00014738296591695934,38.315527080357235,38.32844548376549,0.9913180004805326,0.9656857401132584,0.14847350446507335,0.15311540011316538,0.10480934180437572,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/DCVC_q40,65742,525936,0.003963035300925926,986.13,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_01_q40.bin,e96845ffbebb337474c520b9569298acd65b1e4953594b6ab491bfa531108085,PASS
DCVC-RT,uvg,Bosphorus,1,I8_P8,64,120.0,186988.98315429688,0.00046966674089922336,33.2821019296846,33.32266191789968,0.9718475351110101,0.9083891836926341,0.33587021566927433,0.2809203024953604,0.3184686601161957,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/DCVC_q8,10130,81040,0.0006106529706790124,151.95,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_01_q8.bin,06e7f091ae72f1f2582e6963d113103c92252b147f8f0be778ca6cb9a95e3047,PASS
DCVC-RT,uvg,Bosphorus,1,I27_P28,64,120.0,88211.22717285156,0.0002215632112551128,36.545023489763885,36.56768393006536,0.9869175786152482,0.9499899260699749,0.2118044493254274,0.19494542200118303,0.16374813516934714,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/DCVC_qi27_qp28,31718,253744,0.001912012924382716,475.77,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_01_qi27_qp28.bin,fbda867475cbf45d3a431172a0a6b15bad300d2aa0fe697887b31039824d04eb,PASS
GVC-RT,uvg,Bosphorus,1,QP1,64,120.0,326021.619140625,0.0008188798545319357,30.86779812942165,30.873849946302993,0.953407091088593,0.9268986415117979,0.1592573078814894,0.13786612264811993,0.13964323037200504,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/GVC_qp1,30994,247952,0.0018683690200617285,464.91,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/gvc/uvg_01_qp1.bin,df7bdf4f3e256c1610669f26f5a8706e357db62314d10a9b707c43c09636c8e4,PASS
GVC-RT,uvg,Bosphorus,1,QP3,64,120.0,284273.9091796875,0.0007140206775547546,31.46289211167946,31.468275879402263,0.9597402913495898,0.9404744915664196,0.12906390079297125,0.11733276955783367,0.11049558813609774,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_01/GVC_qp3,51949,415592,0.003131570698302469,779.235,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/gvc/uvg_01_qp3.bin,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,PASS
DCVC-RT,uvg,HoneyBee,2,I0_P0,64,120.0,215000.06420898438,0.0005400231486730614,32.67587623277962,32.68830610640452,0.9815959529951215,0.9115310283377767,0.26519227400422096,0.2525535197928548,0.28510979811350506,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_02/DCVC_q0,11004,88032,0.0006633391203703703,165.06,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_02_q0.bin,5c018e3c529c069272e5a2f509838a53b988940d8dce6a1e15568d262744456c,PASS
DCVC-RT,uvg,HoneyBee,2,I16_P16,64,120.0,95570.41943359375,0.00024004755074104653,36.19702720876131,36.217248088423915,0.9918738473206758,0.9549916405230761,0.149459543870762,0.20169568713754416,0.17700721370795416,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_02/DCVC_q16,21441,171528,0.0012924985532407408,321.615,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_02_q16.bin,7dc804d252555f402c368ec9774efe5e12db32f6951596c8ba1ad4284ea8ceb1,PASS
DCVC-RT,uvg,HoneyBee,2,I23_P23,64,120.0,72168.82318115234,0.0001812689464707924,37.416765893490634,37.438326671538114,0.9938629670068622,0.9649717155843973,0.11896914686076343,0.1871639247983694,0.14357312543997688,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_02/DCVC_q23,28155,225240,0.0016972294560185185,422.325,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_02_q23.bin,fc7371109d03597878745a083525b8f55e1c375ae0d41771898930dfb3acf17b,PASS
DCVC-RT,uvg,HoneyBee,2,I24_P24,64,120.0,69980.18585205078,0.00017577166987176786,37.55051121354579,37.57198505190079,0.9940486736595631,0.9659662572667003,0.11655206768773496,0.18501330353319645,0.14217462331529648,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_02/DCVC_q24,29051,232408,0.0017512418016975308,435.765,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_02_q24.bin,1bc97c936f4850ab3340e4fdc3605dff2143a350f603d11b7ad310611cff86b6,PASS
DCVC-RT,uvg,HoneyBee,2,I32_P32,64,120.0,52565.492736816406,0.0001320305787057543,38.79325473148772,38.814826707569864,0.9955440880730748,0.9737478233873844,0.09253620018716902,0.1705962000414729,0.1091796335956407,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_02/DCVC_q32,40523,324184,0.0024427927276234568,607.845,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_02_q32.bin,0b22255d1e2aefe20b2a205340f9f09274d5d38d4ab2d43f563740fc3f913856,PASS
DCVC-RT,uvg,HoneyBee,2,I34_P34,64,120.0,49210.18768310547,0.00012360294215350484,39.07971191497814,39.101350479260695,0.9958234149962664,0.9753183778375387,0.08749853621702641,0.1679458376020193,0.10174161018360228,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_02/DCVC_q34,43990,351920,0.0026517891589506173,659.85,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_02_q34.bin,4351d0a304adeddfcb08cb7eec685f75f097ab3cb43dc9262f957c4d966d0961,PASS
DCVC-RT,uvg,HoneyBee,2,I8_P8,64,120.0,138966.23852539062,0.0003490463408177772,34.571169105038216,34.58802549756246,0.9882211238145828,0.9386671287938952,0.19533204985782504,0.21936336439102888,0.2187945710288154,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_02/DCVC_q8,15518,124144,0.000935450424382716,232.77,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/dcvc/uvg_02_q8.bin,850aa83695f1b79fc734b90e492464bef9837388d2c73a017cbf2ff8a52c123c,PASS
GVC-RT,uvg,HoneyBee,2,QP1,64,120.0,421903.78076171875,0.0010597104189817798,29.748127956975324,29.764226757267295,0.9726841356605291,0.8893239116296172,0.1537634413689375,0.1265837363898754,0.15835249849728175,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_02/GVC_qp1,28168,225344,0.0016980131172839505,422.52,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/gvc/uvg_02_qp1.bin,4f07426c355d1e68738aa5c2d6781df595e4b7fc14c159d35f424fdb770ccde0,PASS
GVC-RT,uvg,HoneyBee,2,QP3,64,120.0,345142.0322265625,0.0008669052619502377,30.62028360955553,30.6282963553342,0.9796075774356723,0.9138547703623772,0.11892755574081093,0.11285172402858734,0.11822175471082566,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/reconstructions/uvg_02/GVC_qp3,44679,357432,0.0026933232060185187,670.185,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_vs_dcvc_rt_matched_rate/bitstreams/gvc/uvg_02_qp3.bin,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,PASS
