codec,dataset,video,video_id,rate_control,frame,pixel_SSE,MSE,PSNR,SSIM,MS_SSIM,LPIPS,DISTS,FloLPIPS
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,0,46782.87109375,0.007520394865423441,21.237593557684175,0.9715017676353455,0.8490253686904907,0.17416170239448547,0.05633425712585449,0.16366270184516907
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,1,32744.322265625,0.005263683386147022,22.787102416936115,0.9783290028572083,0.8863589763641357,0.14609703421592712,0.05059695243835449,0.13642436265945435
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,2,31369.0234375,0.005042602773755789,22.973452416287966,0.9784151315689087,0.8883642554283142,0.14098572731018066,0.04784601926803589,0.1331503838300705
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,3,31549.486328125,0.005071612540632486,22.94853932944321,0.9772752523422241,0.8866809606552124,0.14247679710388184,0.04712486267089844,0.1212945356965065
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,4,30033.27734375,0.004827880300581455,23.16243506064621,0.9762934446334839,0.887037456035614,0.1460086703300476,0.047451913356781006,0.12742310762405396
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,5,28494.205078125,0.004580472595989704,23.390897108079464,0.975464403629303,0.8876926898956299,0.14668524265289307,0.049118757247924805,0.14303931593894958
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,6,27902.56640625,0.004485366400331259,23.482020745502048,0.9736215472221375,0.8849954605102539,0.1497972011566162,0.04905557632446289,0.14380796253681183
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,7,26708.759765625,0.00429346039891243,23.671925384979083,0.972420334815979,0.8857131004333496,0.15340091288089752,0.04951155185699463,0.14233174920082092
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,8,25988.35546875,0.004177655093371868,23.790674181681958,0.9703783392906189,0.881501317024231,0.15966010093688965,0.05304837226867676,0.14685148000717163
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,9,24580.58203125,0.003951353952288628,24.032540655752737,0.9694538712501526,0.8832226991653442,0.15752488374710083,0.050303518772125244,0.1428748518228531
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,10,25049.859375,0.004026790615171194,23.950409522251764,0.9659088850021362,0.8734897375106812,0.17217665910720825,0.057442426681518555,0.1599719226360321
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,11,26342.94140625,0.004234654828906059,23.73181983682917,0.9616963267326355,0.8663265109062195,0.17799243330955505,0.059536755084991455,0.18207545578479767
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,12,22834.490234375,0.003670667763799429,24.352549221912593,0.9635895490646362,0.8709864616394043,0.1769179254770279,0.05732369422912598,0.1735609471797943
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,13,21451.060546875,0.0034482800401747227,24.62397471686075,0.9636103510856628,0.8718262910842896,0.17892839014530182,0.0561673641204834,0.1797630488872528
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,14,22294.09765625,0.0035837991163134575,24.456563419567992,0.9600713849067688,0.8629187345504761,0.192480206489563,0.0650448203086853,0.1843184530735016
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,15,23100.1015625,0.00371336517855525,24.30232339426427,0.9571828246116638,0.8570308685302734,0.19661813974380493,0.06469762325286865,0.1989181935787201
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,16,18928.6328125,0.003042797092348337,25.167270074221705,0.9638595581054688,0.867226779460907,0.18641552329063416,0.06476163864135742,0.18038925528526306
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,17,15160.9208984375,0.002437133574858308,26.13120667272345,0.971696674823761,0.8869690299034119,0.16396519541740417,0.05554342269897461,0.1719239056110382
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,18,16080.802734375,0.0025850054807960987,25.875385317665653,0.9702224135398865,0.8779497146606445,0.17440512776374817,0.0631445050239563,0.17130494117736816
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,19,17972.41015625,0.0028890834655612707,25.392399112160064,0.9677488803863525,0.8673123717308044,0.18389827013015747,0.06621670722961426,0.18775561451911926
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,20,14855.068359375,0.002387967426329851,26.219716016053507,0.9749172925949097,0.8808169364929199,0.17320358753204346,0.06971055269241333,0.17094266414642334
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,21,12859.4658203125,0.002067172434180975,26.846232949789886,0.9798097014427185,0.893226146697998,0.15929539501667023,0.06378549337387085,0.16112208366394043
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,22,13917.22265625,0.002237207954749465,26.502936451377927,0.9796032905578613,0.886678159236908,0.16767501831054688,0.07237601280212402,0.16982457041740417
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,23,15816.65625,0.002542543690651655,25.94731575496311,0.9784666299819946,0.8789939284324646,0.1707281917333603,0.07793235778808594,0.18795597553253174
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,24,13124.130859375,0.0021097175776958466,26.757756786632587,0.9842317700386047,0.8958039283752441,0.15590880811214447,0.08242034912109375,0.16099639236927032
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,25,10288.2109375,0.0016538405325263739,27.815063685335588,0.98896324634552,0.9224016666412354,0.12272757291793823,0.07217347621917725,0.12305434793233871
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,26,11318.130859375,0.0018194011645391583,27.400715316474695,0.988595187664032,0.9148215651512146,0.12990474700927734,0.08592420816421509,0.11960036307573318
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,27,13438.736328125,0.0021602907218039036,26.654877995994582,0.9876770377159119,0.9106892347335815,0.1346132755279541,0.09108662605285645,0.12017043679952621
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,28,12760.4453125,0.0020512547343969345,26.87980403564644,0.9896008372306824,0.9252893924713135,0.10431847721338272,0.0895533561706543,0.04511382430791855
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,29,12049.8818359375,0.0019370309310033917,27.128634443005897,0.9906201958656311,0.9334167838096619,0.09167346358299255,0.0858038067817688,0.07504642754793167
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,30,12452.66015625,0.0020017779897898436,26.98584090271126,0.9904055595397949,0.9316900968551636,0.09578505903482437,0.08853590488433838,0.0555620901286602
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,31,13166.2158203125,0.0021164827048778534,26.74385276071049,0.9897842407226562,0.9286208152770996,0.09390149265527725,0.08853191137313843,0.08932376652956009
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,32,12564.763671875,0.0020197986159473658,26.946919297329586,0.9904231429100037,0.9349190592765808,0.09163743257522583,0.08916407823562622,0.07794855535030365
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,33,11142.353515625,0.0017911448376253247,27.4686929430834,0.991480827331543,0.9416999816894531,0.0815848782658577,0.07778936624526978,0.07380361109972
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,34,11872.7265625,0.0019085529493167996,27.19295786840312,0.9909604787826538,0.9382583498954773,0.08717793971300125,0.08378314971923828,0.08059857040643692
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,35,12729.521484375,0.0020462835673242807,26.890341833360747,0.9901531338691711,0.9343599677085876,0.08638236671686172,0.08487248420715332,0.0902085229754448
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,36,12391.97265625,0.0019920223858207464,27.007057853983664,0.9905824661254883,0.9380790591239929,0.08747150748968124,0.0891261100769043,0.08273762464523315
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,37,11728.2939453125,0.0018853353103622794,27.24611398514105,0.990958571434021,0.9401212930679321,0.08162955939769745,0.07956051826477051,0.08102039992809296
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,38,12881.4658203125,0.0020707088988274336,26.838809501257895,0.9901451468467712,0.9351037740707397,0.08585888892412186,0.08415210247039795,0.08470790088176727
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,39,13844.013671875,0.00222543952986598,26.525842019666385,0.989303469657898,0.9309086799621582,0.08839376270771027,0.0854756236076355,0.09908606857061386
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,40,12874.5029296875,0.0020695896819233894,26.84115749490057,0.9901552200317383,0.9357599020004272,0.08737222850322723,0.09268128871917725,0.07541407644748688
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,41,11491.8740234375,0.001847330597229302,27.33455376511863,0.9911088347434998,0.9415408968925476,0.07942898571491241,0.08035433292388916,0.07202639430761337
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,42,12315.322265625,0.00197970075532794,27.03400451219021,0.9905638694763184,0.937734067440033,0.08547685295343399,0.08636033535003662,0.0774729996919632
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,43,13224.61328125,0.0021258702035993338,26.72463255137931,0.9896929860115051,0.9338110685348511,0.08513589203357697,0.0845869779586792,0.08450929820537567
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,44,12720.3310546875,0.002044806256890297,26.893478346246024,0.9902305603027344,0.9373700022697449,0.08617538958787918,0.08912599086761475,0.08188274502754211
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,45,12033.7666015625,0.001934440340846777,27.134446596054755,0.9906505942344666,0.939346432685852,0.08254267275333405,0.07868176698684692,0.06770458817481995
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,46,12956.67578125,0.0020827988628298044,26.813526681131474,0.9900408387184143,0.9355156421661377,0.08689276874065399,0.08408141136169434,0.07941675931215286
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,47,13920.62890625,0.0022377553395926952,26.501873979118642,0.9890888333320618,0.9311493635177612,0.08751150220632553,0.08183878660202026,0.08513179421424866
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,48,12985.8037109375,0.0020874813199043274,26.803774021671245,0.9899722933769226,0.9356372356414795,0.08724400401115417,0.08748722076416016,0.07971222698688507
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,49,11658.19140625,0.0018740663072094321,27.272150472018566,0.9909208416938782,0.941020131111145,0.07840089499950409,0.07815045118331909,0.06878607720136642
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,50,12513.412109375,0.0020115438383072615,26.964704982518157,0.99034583568573,0.9372478723526001,0.08581983298063278,0.0825386643409729,0.0859178975224495
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,51,13823.4404296875,0.002222132170572877,26.532301131524164,0.9891607761383057,0.9315234422683716,0.08774857968091965,0.08328652381896973,0.0871456116437912
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,52,13158.3994140625,0.002115226350724697,26.746431518772038,0.9898472428321838,0.9355719089508057,0.0893600583076477,0.0889785885810852,0.08279422670602798
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,53,12522.119140625,0.0020129436161369085,26.961683898125663,0.9901710152626038,0.9374455809593201,0.08434688299894333,0.0799790620803833,0.07363487780094147
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,54,13586.779296875,0.002184088807553053,26.60729706697104,0.9895263910293579,0.9329630136489868,0.09085442125797272,0.08774381875991821,0.09333936870098114
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,55,14471.525390625,0.0023263124749064445,26.333319503930234,0.9885931015014648,0.9284482002258301,0.08963785320520401,0.08566612005233765,0.09562888741493225
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,56,13468.595703125,0.002165090525522828,26.645239404592896,0.9895349144935608,0.9336914420127869,0.09085672348737717,0.08761537075042725,0.08329764008522034
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,57,12042.986328125,0.0019359224243089557,27.13112049594548,0.9905626177787781,0.9399849772453308,0.08352579176425934,0.07718998193740845,0.08330024778842926
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,58,12744.53515625,0.0020486970897763968,26.88522249487275,0.9901213645935059,0.9364285469055176,0.08919210731983185,0.08596926927566528,0.08905577659606934
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,59,13745.55859375,0.0022096126340329647,26.55683855567076,0.9891520738601685,0.9317571520805359,0.08971799165010452,0.0813714861869812,0.08326148986816406
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,60,13470.53125,0.0021654018200933933,26.6446150251751,0.9895604252815247,0.9348357915878296,0.09035958349704742,0.08663839101791382,0.08383753895759583
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,61,12768.703125,0.0020525821018964052,26.876994623754218,0.9899663329124451,0.936671257019043,0.08520650863647461,0.07883530855178833,0.05898565798997879
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,62,13741.896484375,0.0022090240381658077,26.5579955819558,0.9894109964370728,0.932509183883667,0.09165037423372269,0.0843537449836731,0.07890983670949936
GVC-RT,fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,QP3,63,14782.599609375,0.0023763179779052734,26.240954463466444,0.988391637802124,0.9278000593185425,0.09165286272764206,0.08239138126373291,
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,0,4315.2529296875,0.0006936813588254154,31.5883997606128,0.9874559044837952,0.9029896259307861,0.31505918502807617,0.2660484313964844,0.3654342293739319
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,1,2668.33349609375,0.00042893734644167125,33.676061392413935,0.9922770261764526,0.9352593421936035,0.25579267740249634,0.21354633569717407,0.27194100618362427
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,2,3089.96240234375,0.0004967146087437868,33.03893066895223,0.9910520315170288,0.9333969950675964,0.25663718581199646,0.21548819541931152,0.27986466884613037
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,3,3125.921630859375,0.0005024950951337814,32.988681730452434,0.9909637570381165,0.9331952333450317,0.25808849930763245,0.21610230207443237,0.3092111647129059
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,4,3359.458984375,0.0005400364752858877,32.67576905954058,0.9903362989425659,0.9310511350631714,0.2647017240524292,0.21710962057113647,0.29142531752586365
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,5,3193.24462890625,0.0005133173544891179,32.89614052646598,0.9908134937286377,0.9320544004440308,0.26256683468818665,0.22136688232421875,0.2801112234592438
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,6,3250.965087890625,0.00052259600488469,32.818339146683286,0.9906426668167114,0.9316021800041199,0.26241886615753174,0.2213582992553711,0.29684513807296753
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,7,3256.68896484375,0.0005235160933807492,32.81069963156055,0.9906532764434814,0.9322333335876465,0.2564670741558075,0.21840834617614746,0.30382341146469116
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,8,3498.10009765625,0.0005623231991194189,32.50013998934641,0.9899759292602539,0.9289924502372742,0.265849769115448,0.2240835428237915,0.3207456171512604
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,9,3156.974365234375,0.0005074868677183986,32.94575191545243,0.9910024404525757,0.9328638911247253,0.2530084252357483,0.21483224630355835,0.2819887399673462
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,10,3290.10009765625,0.0005288869724608958,32.766371303870024,0.990629255771637,0.931095540523529,0.26004308462142944,0.22000908851623535,0.30127373337745667
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,11,3190.881591796875,0.0005129374912939966,32.89935556603887,0.9909132122993469,0.9319696426391602,0.25857317447662354,0.22030150890350342,0.3128390610218048
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,12,3348.166015625,0.0005382211529649794,32.690392377587386,0.9904685616493225,0.9300636649131775,0.2631427049636841,0.22140806913375854,0.3107737898826599
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,13,3193.377685546875,0.000513338774908334,32.89595930181634,0.9909094572067261,0.93204665184021,0.2563745975494385,0.2221839427947998,0.2849877178668976
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,14,3412.481201171875,0.0005485598812811077,32.60775957532337,0.9902858138084412,0.9302195310592651,0.25248390436172485,0.21752989292144775,0.2727319002151489
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,15,3493.09912109375,0.000561519293114543,32.506353173201745,0.9900064468383789,0.9287322759628296,0.2632172107696533,0.22377526760101318,0.2843240797519684
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,16,3563.1328125,0.0005727772368118167,32.42014249993947,0.9898115396499634,0.928614616394043,0.259825736284256,0.22286057472229004,0.28641653060913086
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,17,3326.571533203125,0.000534749822691083,32.718493507569896,0.9904424548149109,0.9315127730369568,0.25095054507255554,0.21867871284484863,0.28777140378952026
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,18,3823.251953125,0.0006145916995592415,32.11413309455432,0.9889549612998962,0.9269522428512573,0.2511058747768402,0.21989381313323975,0.28216928243637085
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,19,3866.609619140625,0.0006215614848770201,32.065159044767874,0.9888624548912048,0.9261432886123657,0.262314110994339,0.22624659538269043,0.2946285605430603
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,20,4219.494140625,0.0006782880518585443,31.685858330272755,0.987847626209259,0.9229729175567627,0.2626660466194153,0.2254399061203003,0.2768821120262146
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,21,3846.716552734375,0.0006183636141940951,32.08756073131825,0.9889542460441589,0.926557183265686,0.259674608707428,0.22299420833587646,0.2828550934791565
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,22,4281.3955078125,0.0006882387096993625,31.62260904316011,0.9876909255981445,0.92336505651474,0.25523635745048523,0.2220456600189209,0.2852983772754669
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,23,4131.7216796875,0.0006641785148531199,31.777151772646604,0.9881021976470947,0.9221224784851074,0.26827675104141235,0.23194384574890137,0.3042292594909668
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,24,4379.80712890625,0.0007040585041977465,31.52391251376963,0.9873229265213013,0.9200855493545532,0.26274970173835754,0.230535089969635,0.28602567315101624
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,25,3850.504150390625,0.0006189725245349109,32.08328628375206,0.988832950592041,0.9233942031860352,0.2668186128139496,0.2333926558494568,0.2732570171356201
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,26,4014.50439453125,0.0006453357054851949,31.902143053466105,0.9883334636688232,0.9217312335968018,0.26754066348075867,0.23406636714935303,0.2841222882270813
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,27,4088.611328125,0.0006572484853677452,31.82270406054142,0.9881204962730408,0.9214949607849121,0.266751229763031,0.23019260168075562,0.2930094301700592
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,28,4295.3564453125,0.0006904829642735422,31.608470319488752,0.9875060319900513,0.9201264381408691,0.26493343710899353,0.2285557985305786,0.2765696942806244
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,29,3974.572265625,0.0006389165646396577,31.945558521427984,0.9884124398231506,0.920737624168396,0.27158597111701965,0.2334979772567749,0.313071608543396
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,30,4328.94287109375,0.0006958820158615708,31.574643871190176,0.987361490726471,0.9174096584320068,0.27383244037628174,0.2322348952293396,0.28684473037719727
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,31,4159.98681640625,0.0006687221466563642,31.74754293651628,0.987862229347229,0.9192891120910645,0.2733983099460602,0.2311682105064392,0.3014790415763855
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,32,4372.18408203125,0.0007028331165201962,31.531477833418844,0.9872658848762512,0.918030858039856,0.26736703515052795,0.22555500268936157,0.29376301169395447
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,33,3813.941162109375,0.0006130949477665126,32.124722626791026,0.9889063239097595,0.9226360321044922,0.2638263702392578,0.22502022981643677,0.34357109665870667
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,34,4074.9599609375,0.0006550539983436465,31.837228981516212,0.9881654977798462,0.9208852648735046,0.2623744308948517,0.22680318355560303,0.3268306851387024
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,35,4239.7802734375,0.0006815490196458995,31.665029025642916,0.9877486228942871,0.9178323745727539,0.27612894773483276,0.23383057117462158,0.2978706359863281
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,36,4287.61328125,0.0006892382516525686,31.616306278858744,0.9876078367233276,0.9173197746276855,0.27671435475349426,0.23470443487167358,0.3535730838775635
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,37,4109.9814453125,0.0006606837268918753,31.800063900406272,0.9881612062454224,0.9185166358947754,0.2789632976055145,0.23604875802993774,0.3275146186351776
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,38,4295.66650390625,0.0006905327900312841,31.608156940708156,0.9876311421394348,0.9180655479431152,0.27109330892562866,0.23120230436325073,0.32765474915504456
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,39,4294.64453125,0.0006903685280121863,31.609190151233552,0.9876771569252014,0.9168731570243835,0.2786703109741211,0.2343117594718933,0.3122786283493042
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,40,4496.1376953125,0.0007227587630040944,31.41006634072729,0.9871164560317993,0.9142391681671143,0.2843882739543915,0.23609578609466553,0.34316301345825195
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,41,4152.1044921875,0.0006674550822935998,31.755779556838558,0.9880756139755249,0.9175719618797302,0.28404176235198975,0.23634624481201172,0.32963040471076965
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,42,4315.4013671875,0.0006937052239663899,31.588250350215368,0.9876161217689514,0.9172725081443787,0.27411210536956787,0.23173218965530396,0.3392513692378998
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,43,4295.67529296875,0.0006905342452228069,31.608147788630344,0.9876158237457275,0.9174796938896179,0.2735743522644043,0.23088490962982178,0.3376652002334595
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,44,4470.78955078125,0.000718683993909508,31.434620273767084,0.9870695471763611,0.916217029094696,0.2642666697502136,0.22549700736999512,0.3260551989078522
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,45,4434.453125,0.0007128429133445024,31.470061635338517,0.9871006011962891,0.9154753088951111,0.27142930030822754,0.23081135749816895,0.3297876715660095
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,46,4411.19140625,0.0007091035367920995,31.49290348491685,0.9871619343757629,0.9165858030319214,0.2681175172328949,0.22929781675338745,0.2979099750518799
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,47,4621.52099609375,0.0007429142715409398,31.29061298681934,0.9864782094955444,0.9145004153251648,0.26429155468940735,0.2268754243850708,0.305149644613266
DCVC-RT,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,I0_P0,48,4881.267578125,0.0007846687803976238,31.053136263136217,0.9855122566223145,0.9124743938446045,0.26399868726730347,0.2259262204170227,0.330375075340271
