split,video,frame,candidate,packet_bytes,packet_kind,nonzero_symbols,mse,psnr,ms_ssim,lpips,d
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,E,1545,CODED,2269,0.013301238951124731,18.76107904553467,0.8137863238453932,0.3206433355808258,0.013621882286705557
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O1,609,CODED,1025,0.014220261064000898,18.470924304969508,0.791471040695204,0.38088810443878174,0.01460114916843968
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,O2,535,CODED,846,0.014277410884005956,18.453505419112382,0.7901242244873937,0.3828127980232239,0.01466022368202918
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,Z,1,ZERO,0,0.014645607784354203,18.34292600635568,0.7806586152611237,0.3741006851196289,0.015019708469473831
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,E,1571,CODED,2299,0.012950767465136404,18.877044944400488,0.812108871228514,0.3138381242752075,0.01326460558941161
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O1,597,CODED,1002,0.013847300242789889,18.58634891144616,0.7889091394486757,0.37302014231681824,0.014220320385106707
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,O2,533,CODED,835,0.013895347599128914,18.571305846552015,0.78850494215219,0.37326160073280334,0.014268609199861717
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,Z,1,ZERO,0,0.015128627809520975,18.202004613871544,0.7801243874582853,0.39121079444885254,0.015519838603969827
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,E,1486,CODED,2256,0.013542958458865544,18.68286453670584,0.8106321503537934,0.3299371600151062,0.01387289561888065
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O1,634,CODED,1100,0.014306230699904216,18.444747758743134,0.7905384654864579,0.38505175709724426,0.014691282457001461
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,O2,581,CODED,956,0.014363991167948186,18.427248705824827,0.78998466425371,0.38419637084007263,0.014748187538788258
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,Z,1,ZERO,0,0.014726271471247459,18.319071977899117,0.7793700600251098,0.379841685295105,0.015106113156542563
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,E,1538,CODED,2320,0.013030552718529285,18.850371623751908,0.810676669238157,0.3178660273551941,0.01334841874588448
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O1,593,CODED,1007,0.013913655008941943,18.56558769238417,0.7880676726645839,0.37549811601638794,0.01428915312495833
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,O2,535,CODED,840,0.013962581045404661,18.55034293019047,0.7882485897781731,0.373783141374588,0.014336364186779249
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,Z,1,ZERO,0,0.015324659720078933,18.14609160093902,0.7741065822600527,0.3867919147014618,0.015711451634780396
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,E,1511,CODED,2288,0.013563183638279592,18.676383580903565,0.8059898250893952,0.32418182492256165,0.013887365463202154
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O1,633,CODED,1093,0.014447888448511775,18.401956201855256,0.784575726071996,0.3791518807411194,0.014827040329252895
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,O2,579,CODED,943,0.014504712329790235,18.384908800859705,0.7831078846192255,0.3843490183353424,0.014889061348125577
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,Z,1,ZERO,0,0.01522176602678956,18.175349578679636,0.7709346461417427,0.38231155276298523,0.015604077579552544
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,E,1580,CODED,2357,0.013324812290173581,18.75338900268821,0.804201492507957,0.32001829147338867,0.01364483058164697
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O1,594,CODED,988,0.014364226694564015,18.42717749506606,0.7789143652129025,0.3847143054008484,0.014748940999964863
Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,O2,548,CODED,853,0.014405801229068134,18.414625819037983,0.7792095802816433,0.3797347843647003,0.014785536013432833
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,1,Z,1,ZERO,0,0.0011981765550642131,29.214791825806202,0.8948575140545686,0.18397662043571472,0.0013821531754999279
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,1,E,587,CODED,1135,0.0009733951096497841,30.11710839988391,0.909165304313513,0.13985545933246613,0.0011132505689822503
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,1,O1,510,CODED,871,0.0009853947930532848,30.063897369202536,0.9064296644605977,0.14663134515285492,0.0011320261382061398
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,1,O2,1,ZERO,0,0.0011981765550642131,29.214791825806202,0.8948575140545686,0.18397662043571472,0.0013821531754999279
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,2,Z,1,ZERO,0,0.001137977009034439,29.438665120625117,0.8986678670935632,0.1743094027042389,0.001312286411738678
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,2,E,594,CODED,1149,0.000972615668911294,30.120587381948432,0.9107959024931257,0.1306927502155304,0.0011033084191268243
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,2,O1,478,CODED,762,0.0009680300363872601,30.141111670357546,0.9087103455928109,0.1387494057416916,0.0011067794421289517
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,2,O2,1,ZERO,0,0.001137977009034439,29.438665120625117,0.8986678670935632,0.1743094027042389,0.001312286411738678
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,3,Z,1,ZERO,0,0.001099376608926279,29.588535076125233,0.9014633007044565,0.16605448722839355,0.0012654310961546726
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,3,E,601,CODED,1165,0.00096920281803681,30.13585331785814,0.9116336690015002,0.12905830144882202,0.001098261119485632
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,3,O1,1,ZERO,0,0.001099376608926279,29.588535076125233,0.9014633007044565,0.16605448722839355,0.0012654310961546726
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,3,O2,1,ZERO,0,0.001099376608926279,29.588535076125233,0.9014633007044565,0.16605448722839355,0.0012654310961546726
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,4,Z,1,ZERO,0,0.0011113091463598812,29.541651112823363,0.9011842544782888,0.17556104063987732,0.0012868701869997586
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,4,E,573,CODED,1092,0.000977698633967899,30.09794991607275,0.9121427717895899,0.1330481320619583,0.0011107467660298573
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,4,O1,480,CODED,778,0.0009701791591297245,30.13148058891746,0.9108079014417246,0.1391262412071228,0.0011093054003368473
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,4,O2,1,ZERO,0,0.0011113091463598812,29.541651112823363,0.9011842544782888,0.17556104063987732,0.0012868701869997586
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,5,Z,1,ZERO,0,0.0010615184620582547,29.740724481298248,0.9048725419205983,0.17001351714134216,0.001231531979199597
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,5,E,587,CODED,1136,0.0009462804989892596,30.239801097858923,0.9147268460044419,0.1300278604030609,0.0010763083593923206
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,5,O1,1,ZERO,0,0.0010615184620582547,29.740724481298248,0.9048725419205983,0.17001351714134216,0.001231531979199597
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,5,O2,1,ZERO,0,0.0010615184620582547,29.740724481298248,0.9048725419205983,0.17001351714134216,0.001231531979199597
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,6,Z,1,ZERO,0,0.001069421890334127,29.70850930433903,0.9040085013693004,0.17246824502944946,0.0012418901353635765
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,6,E,576,CODED,1093,0.0009413182264570212,30.262635321192878,0.9144282929241555,0.13081669807434082,0.001072134924531362
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,6,O1,1,ZERO,0,0.001069421890334127,29.70850930433903,0.9040085013693004,0.17246824502944946,0.0012418901353635765
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,6,O2,1,ZERO,0,0.001069421890334127,29.70850930433903,0.9040085013693004,0.17246824502944946,0.0012418901353635765
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,7,Z,1,ZERO,0,0.0010274781091751117,29.882274221679307,0.9072283073650452,0.16594964265823364,0.0011934277518333453
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,7,E,595,CODED,1163,0.0008984563777928459,30.46503004079501,0.9172809354690404,0.12754380702972412,0.00102600018482257
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,7,O1,1,ZERO,0,0.0010274781091751117,29.882274221679307,0.9072283073650452,0.16594964265823364,0.0011934277518333453
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,7,O2,1,ZERO,0,0.0010274781091751117,29.882274221679307,0.9072283073650452,0.16594964265823364,0.0011934277518333453
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,8,Z,1,ZERO,0,0.0010898709980745817,29.62624904022592,0.9031067629130028,0.17986352741718292,0.0012697345254917647
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,8,E,587,CODED,1147,0.0009415819571263865,30.261418721649665,0.914440346028731,0.13624198734760284,0.0010778239444739894
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,8,O1,475,CODED,759,0.0009470616541223593,30.236217473182236,0.9122560024921359,0.14448992908000946,0.0010915515832023688
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,8,O2,1,ZERO,0,0.0010898709980745817,29.62624904022592,0.9031067629130028,0.17986352741718292,0.0012697345254917647
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,Z,1,ZERO,0,0.0010336529313837845,29.85625259392232,0.9069215461005676,0.16979053616523743,0.0012034434675490219
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,E,605,CODED,1202,0.0009066409581839356,30.4256466525585,0.9165958410753826,0.13138213753700256,0.0010380230957209382
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,O1,1,ZERO,0,0.0010336529313837845,29.85625259392232,0.9069215461005676,0.16979053616523743,0.0012034434675490219
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,O2,1,ZERO,0,0.0010336529313837845,29.85625259392232,0.9069215461005676,0.16979053616523743,0.0012034434675490219
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,Z,1,ZERO,0,0.001096658736635857,29.59928497177962,0.9024184808725065,0.18107970058918,0.001277738437225037
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,E,595,CODED,1161,0.000964171906711202,30.158455268024515,0.9130346595107275,0.13864338397979736,0.0011028152906909993
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,O1,1,ZERO,0,0.001096658736635857,29.59928497177962,0.9024184808725065,0.18107970058918,0.001277738437225037
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,O2,1,ZERO,0,0.001096658736635857,29.59928497177962,0.9024184808725065,0.18107970058918,0.001277738437225037
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,Z,1,ZERO,0,0.0011069748941855788,29.558622286608504,0.9015772774345429,0.17961841821670532,0.001286593312402284
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,E,604,CODED,1202,0.0009785955170015172,30.093967780978087,0.9117388728983475,0.13718435168266296,0.00111577986868418
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,O1,1,ZERO,0,0.0011069748941855788,29.558622286608504,0.9015772774345429,0.17961841821670532,0.001286593312402284
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,O2,1,ZERO,0,0.0011069748941855788,29.558622286608504,0.9015772774345429,0.17961841821670532,0.001286593312402284
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,Z,1,ZERO,0,0.0011115127748623948,29.540855414936793,0.9011635556575097,0.17763149738311768,0.0012891442722455125
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,E,609,CODED,1221,0.0009719422229440447,30.123595509197862,0.9116246453064231,0.13598820567131042,0.001107930428615355
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,O1,441,CODED,639,0.0009797563625648198,30.08881907520368,0.9095478942460479,0.14707940816879272,0.0011268357707336124
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,O2,1,ZERO,0,0.0011115127748623948,29.540855414936793,0.9011635556575097,0.17763149738311768,0.0012891442722455125
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,Z,1,ZERO,0,0.0010894171621400434,29.62805787348173,0.9027434647283251,0.17320823669433594,0.0012626253988343794
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,E,623,CODED,1254,0.0009481474717307866,30.231241086768126,0.912953934465848,0.1335875540971756,0.001081735025827962
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,O1,1,ZERO,0,0.0010894171621400434,29.62805787348173,0.9027434647283251,0.17320823669433594,0.0012626253988343794
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,O2,1,ZERO,0,0.0010894171621400434,29.62805787348173,0.9027434647283251,0.17320823669433594,0.0012626253988343794
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,Z,1,ZERO,0,0.0011525642750855995,29.3833484594991,0.8984899828003817,0.18254341185092926,0.0013351076869365288
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,E,614,CODED,1226,0.0009869963879313545,30.05684436696474,0.9102540275713599,0.13990531861782074,0.0011269017065491753
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,O1,485,CODED,780,0.0009912214804478601,30.038292950713668,0.9080398485128368,0.14978143572807312,0.0011410029161759332
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,O2,1,ZERO,0,0.0011525642750855995,29.3833484594991,0.8984899828003817,0.18254341185092926,0.0013351076869365288
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,Z,1,ZERO,0,0.0011734090432676113,29.30550569071717,0.8976753691216395,0.18136849999427795,0.0013547775432618892
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,E,626,CODED,1252,0.0009852868670371547,30.064373059155464,0.9104351081051226,0.13761596381664276,0.0011229028308537975
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,O1,475,CODED,731,0.0010107124422591527,29.95372387934092,0.907066917387113,0.14978979527950287,0.0011605022375386555
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,O2,1,ZERO,0,0.0011734090432676113,29.30550569071717,0.8976753691216395,0.18136849999427795,0.0013547775432618892
