split,video,method,alpha,base_bytes,budget_bytes,actual_bytes,enhancement_fraction,stream_sent,objective_sum_P,stream,stream_sha256,scope,frames,nonzero_enhancement_frames,mse,mse_minus_ZERO,psnr,psnr_minus_ZERO,ms_ssim,ms_ssim_minus_ZERO,lpips,lpips_minus_ZERO,d,d_minus_ZERO
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M2_E_FRAME,0.0,13098.0,0.0,0.0,0.0,False,0.019192755380735973,,,P,15,0,0.0011039545731058504,0.0,29.574221831591174,0.0,0.9017585817742864,0.0,0.17556245227654774,0.0,0.001279517025382398,0.0
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M2_E_FRAME,0.0,13098.0,0.0,0.0,0.0,False,0.019192755380735973,,,IP,16,0,0.001179337032691632,0.0,29.373566793172266,0.0,0.8963387012512345,0.0,0.17879619169980288,0.0,0.0013581332243914348,0.0
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M2_E_FRAME,0.1,13098.0,1309.0,1281.0,0.09780119102153001,True,0.018714874781606442,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_5_frame_budget_allocation/results_v1/mixed_streams/Train2/c227e33d-910e-4e39-a325-0fe1d1116436_M2_E_FRAME_a0p1.orc2,c525f375825e13734651d5aaa2a5d2c3f5669f0df347a03ca345d6f159a8807d,P,15,2,0.0010779450540700122,-2.6009519035838195e-05,29.679837753951244,0.10561592236006945,0.9035209701515202,0.0017623883772338589,0.16971326470375062,-0.005849187572797121,0.0012476583187737626,-3.185870660863538e-05
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M2_E_FRAME,0.1,13098.0,1309.0,1281.0,0.09780119102153001,True,0.018714874781606442,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_5_frame_budget_allocation/results_v1/mixed_streams/Train2/c227e33d-910e-4e39-a325-0fe1d1116436_M2_E_FRAME_a0p1.orc2,c525f375825e13734651d5aaa2a5d2c3f5669f0df347a03ca345d6f159a8807d,IP,16,2,0.0011549531085955336,-2.4383924096098308e-05,29.472581720384827,0.09901492721256511,0.8979909403548911,0.0016522391036567427,0.17331257835030556,-0.005483613349497301,0.001328265686945839,-2.9867537445595668e-05
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M2_E_FRAME,0.25,13098.0,3274.0,3105.0,0.23705909299129638,True,0.01808288350779322,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_5_frame_budget_allocation/results_v1/mixed_streams/Train2/c227e33d-910e-4e39-a325-0fe1d1116436_M2_E_FRAME_a0p25.orc2,373bc099c6da9f2c9f44a7ada9f97f9824890d5e2634066814e72add3724376b,P,15,5,0.0010444797804478189,-5.947479265803156e-05,29.81767328443976,0.2434514528485856,0.9059114612761996,0.004152879501913231,0.1610457867383957,-0.014516665538152035,0.001205525567186215,-7.399145819618307e-05
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M2_E_FRAME,0.25,13098.0,3274.0,3105.0,0.23705909299129638,True,0.01808288350779322,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_5_frame_budget_allocation/results_v1/mixed_streams/Train2/c227e33d-910e-4e39-a325-0fe1d1116436_M2_E_FRAME_a0p25.orc2,373bc099c6da9f2c9f44a7ada9f97f9824890d5e2634066814e72add3724376b,IP,16,5,0.0011235794145747276,-5.5757618116904586e-05,29.601802530217807,0.228235737045549,0.900232025784278,0.0038933245330436544,0.16518681775778532,-0.013609373942017533,0.0012887662323325128,-6.936699205892162e-05
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M2_E_FRAME,0.5,13098.0,6549.0,6104.0,0.4660253473812796,True,0.017198919279934603,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_5_frame_budget_allocation/results_v1/mixed_streams/Train2/c227e33d-910e-4e39-a325-0fe1d1116436_M2_E_FRAME_a0p5.orc2,3b3734d990e3c1718c9ae0053b98fb22ccd797aa023bfe7d0d6de5a5cdb27c2b,P,15,10,0.0009994586496592651,-0.00010449592344658528,30.006789144533844,0.4325673129426697,0.9094053179961838,0.007646736221897488,0.14713596900304157,-0.028426483273506165,0.001146594618662307,-0.00013292240672009093
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M2_E_FRAME,0.5,13098.0,6549.0,6104.0,0.4660253473812796,True,0.017198919279934603,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_5_frame_budget_allocation/results_v1/mixed_streams/Train2/c227e33d-910e-4e39-a325-0fe1d1116436_M2_E_FRAME_a0p5.orc2,3b3734d990e3c1718c9ae0053b98fb22ccd797aa023bfe7d0d6de5a5cdb27c2b,IP,16,10,0.0010813721044604584,-9.79649282311737e-05,29.779098649056017,0.40553185588375285,0.9035075164592632,0.007168815208028895,0.15214636363089085,-0.02664982806891203,0.0012335184680913492,-0.00012461475630008524
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M3_O_SEQUENCE,0.0,13098.0,0.0,0.0,0.0,False,0.019192755380735973,,,P,15,0,0.0011039545731058504,0.0,29.574221831591174,0.0,0.9017585817742864,0.0,0.17556245227654774,0.0,0.001279517025382398,0.0
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M3_O_SEQUENCE,0.0,13098.0,0.0,0.0,0.0,False,0.019192755380735973,,,IP,16,0,0.001179337032691632,0.0,29.373566793172266,0.0,0.8963387012512345,0.0,0.17879619169980288,0.0,0.0013581332243914348,0.0
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M3_O_SEQUENCE,0.1,13098.0,1309.0,0.0,0.0,False,0.019192755380735973,,,P,15,0,0.0011039545731058504,0.0,29.574221831591174,0.0,0.9017585817742864,0.0,0.17556245227654774,0.0,0.001279517025382398,0.0
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M3_O_SEQUENCE,0.1,13098.0,1309.0,0.0,0.0,False,0.019192755380735973,,,IP,16,0,0.001179337032691632,0.0,29.373566793172266,0.0,0.8963387012512345,0.0,0.17879619169980288,0.0,0.0013581332243914348,0.0
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M3_O_SEQUENCE,0.25,13098.0,3274.0,0.0,0.0,False,0.019192755380735973,,,P,15,0,0.0011039545731058504,0.0,29.574221831591174,0.0,0.9017585817742864,0.0,0.17556245227654774,0.0,0.001279517025382398,0.0
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M3_O_SEQUENCE,0.25,13098.0,3274.0,0.0,0.0,False,0.019192755380735973,,,IP,16,0,0.001179337032691632,0.0,29.373566793172266,0.0,0.8963387012512345,0.0,0.17879619169980288,0.0,0.0013581332243914348,0.0
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M3_O_SEQUENCE,0.5,13098.0,6549.0,3439.0,0.26255916933883033,True,0.017830685066884424,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_5_frame_budget_allocation/results_v1/mixed_streams/Train2/c227e33d-910e-4e39-a325-0fe1d1116436_M3_O_SEQUENCE_a0p5.orc2,92f62706403edd1831aba53759d768a5d4ab3165450c793daa63482aa5250432,P,15,15,0.0010291236481869,-7.483092491895036e-05,29.88105358774347,0.3068317561522953,0.9062727996419073,0.004514217867620962,0.159588689605395,-0.015973762671152747,0.0011887123377922948,-9.080468759010323e-05
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M3_O_SEQUENCE,0.5,13098.0,6549.0,3439.0,0.26255916933883033,True,0.017830685066884424,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_5_frame_budget_allocation/results_v1/mixed_streams/Train2/c227e33d-910e-4e39-a325-0fe1d1116436_M3_O_SEQUENCE_a0p5.orc2,92f62706403edd1831aba53759d768a5d4ab3165450c793daa63482aa5250432,IP,16,15,0.0011091830405801158,-7.015399211151596e-05,29.66122156456504,0.28765477139277684,0.900570780502129,0.004232079250894652,0.16382078919559717,-0.0149754025042057,0.001273003829775713,-8.512939461572178e-05
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M4_O_FRAME,0.0,13098.0,0.0,0.0,0.0,False,0.019192755380735973,,,P,15,0,0.0011039545731058504,0.0,29.574221831591174,0.0,0.9017585817742864,0.0,0.17556245227654774,0.0,0.001279517025382398,0.0
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M4_O_FRAME,0.0,13098.0,0.0,0.0,0.0,False,0.019192755380735973,,,IP,16,0,0.001179337032691632,0.0,29.373566793172266,0.0,0.8963387012512345,0.0,0.17879619169980288,0.0,0.0013581332243914348,0.0
Train2,c227e33d-910e-4e39-a325-0fe1d1116436,M4_O_FRAME,0.1,13098.0,1309.0,1236.0,0.09436555199267063,True,0.018710753631034093,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_latent_enhancement_v1_5_frame_budget_allocation/results_v1/mixed_streams/Train2/c227e33d-910e-4e39-a325-0fe1d1116436_M4_O_FRAME_a0p1.orc2,69bb970c239d919922ed27c39674bce1741af6e35528f90ae14beb8691a1d7c6,P,15,2,0.001077227643889758,-2.6726929216092446e-05,29.681420025713486,0.10719819412231146,0.9033807077335873,0.0016221259593008908,0.17015593151251476,-0.005406520764032974,0.001247383575402273,-3.213344998012494e-05
