frame,actual_qp,frame_bytes,z_bytes,w0_bytes,w1_bytes,MSE,PSNR,w1_hash,latent_hash,rgb_hash,dpb_state_hash,mode_map_bytes,mixed_header_bytes,estimated_w1_bits
0,3,7975,0,0,0,0.007518589496612549,21.238636263357993,,,2abdb5d745931de964585960dbce64276eca82887096f94d6d73ce77fca985f4,c658b977b99160ae7684483494fe70d8ef5b9fc42984e93b60c87488da72b768,,,
1,5,7150,416,5354,1376,0.005262201651930809,22.78832513406759,b9229f4e66991a1d42dd7ddebfc81b8697818ff941f62383b0beea0b786d8222,a4164c57d790c937644f98b3aca1a3745f81658b0beda6dd3eb3a37087d90142,eb977c5b6f4802ba286ca82952674f9aeedd0f9c575ed1d576124c64afd8ff80,6be896edb617723e547c07ef5c5e843a932ecbdef69164d9a782b4e8a61378a2,0,0,11003.53515625
2,3,1778,205,1229,340,0.005041272845119238,22.974597969234782,ac2c3582435896cba991b23a4b8a415e9d300e966995bece15a3f21d037d2595,40e7f202049bb7b72e9d20222dbfc2bb5cd02e92a30fd987bec0a539b3886ba3,09b9fa5f826f2f990b7ae562fcd9dec187fab860711340cceb5feb0230fcb46d,ffa45a87510735cf24298123d7fc96f7b9c16758ca7c6e86dfef33ec12816e68,0,0,2711.58837890625
3,4,1382,471,714,193,0.005070102401077747,22.949832691136265,172fea75d25917261bc698404db0f8f12127b94e962487b1809786876395677b,6cd7c675940e17a9fb6021eb2655b527e94d74cb766513618f7009913dbb30f7,888c5764fc77bfc6643fb07d84d142fdcdcca26a8041d0ece22d3ea7066abf55,5fb4385f29f009d9d6d8a2729f792112bd93195718d49d9f9842c097b3333a1f,0,0,1553.907958984375
4,3,2191,500,1354,333,0.00482646469026804,23.163708666991603,f4634bce6dcdca09efdbc4240e4e37aa1047d11e6ecab672c671740cb6a09ab6,45dfaa3b210ee481e55a04325e494a0971a8caff46b11a9efea09042a80cfb68,49c529bc3c7ce2064cee8f1007b4149c171acab088a8583d2e6d2ddac6804b42,7877e660c62f8cba08c99e285965d6bfc1f771194a998f1b76a6184c7b4ac1b7,0,0,2659.107666015625
5,4,2590,429,1716,441,0.004579960834234953,23.391382358713205,c29b341c5b73c91b07832c6c9bc2403bf322cabacb43f40bcc5901935b52f1b9,d524ef2fe86156143b526de89fd38c9e696cf9186ad0b7f0144c177521645776,08420f2c2ca4402889312b9166fc028ade18ea879206a9345c74afaa0dff784a,889a2d5bf981a12971ab4a0c656db7893bb3d7ffbcd0b533ffa962eba8020be6,0,0,3527.717041015625
6,3,2027,470,1224,329,0.004483984317630529,23.483359149839412,c447c10f576291d8a236714693319c19d9efc80326f3599f1119981bf2f6c028,9098621e084a419ad58c56c7266951d1955002d8d4bc3488127171c4712264f1,5848531db20fb6ae1f58f1dcc48125a5d41132e1d484c4ced7c18dcaaf2ff60f,cb0ccf01727d7914bf4d0100a821fbf40fbce0f731660a823a36892983256498,0,0,2630.69189453125
7,4,2049,510,1229,306,0.004290883429348469,23.674532838076647,0bfd8a7c99ae5c80b647c7367914618b2c1eaf65370d79a47d38a15e22198157,c987d630411681cc7ef37145892bf871f1f8ecaf04ae1a624dfa75a3805642c1,6226f454dee8f701ea77c5ba8032f7019e8250f3e0cf8b5b2423574bd79057b0,2c1dec1a86c4c6636264a8a7ef161b4af1463acfa7e88828636775e0fa8e675f,0,0,2447.319091796875
