from_frame,to_frame,FloLPIPS
0,1,0.1541479527950287
1,2,0.19521033763885498
2,3,0.2487640082836151
3,4,0.22053585946559906
4,5,0.21878063678741455
5,6,0.19788099825382233
6,7,0.2129557728767395
7,8,0.21287129819393158
8,9,0.19930614531040192
9,10,0.19412033259868622
10,11,0.23405620455741882
11,12,0.21433022618293762
12,13,0.22828873991966248
13,14,0.2392975389957428
14,15,0.23605938255786896
15,16,0.18487979471683502
16,17,0.15832087397575378
17,18,0.17010633647441864
18,19,0.21647363901138306
19,20,0.21236738562583923
20,21,0.21061691641807556
21,22,0.24689315259456635
22,23,0.22118207812309265
23,24,0.20620611310005188
24,25,0.18054550886154175
25,26,0.23464041948318481
26,27,0.22938159108161926
27,28,0.21918712556362152
28,29,0.19846811890602112
29,30,0.24354036152362823
30,31,0.2094995230436325
31,32,0.13547895848751068
32,33,0.18860936164855957
33,34,0.22197481989860535
34,35,0.23418503999710083
35,36,0.2254297137260437
36,37,0.1784399151802063
37,38,0.23335173726081848
38,39,0.22766199707984924
39,40,0.21855735778808594
40,41,0.20318619906902313
41,42,0.21283915638923645
42,43,0.23450958728790283
43,44,0.21850933134555817
44,45,0.1909705400466919
45,46,0.22732385993003845
46,47,0.21728163957595825
47,48,0.2137354612350464
48,49,0.21887829899787903
49,50,0.23776155710220337
50,51,0.24009650945663452
51,52,0.2288445383310318
52,53,0.18053123354911804
53,54,0.24240082502365112
54,55,0.24056603014469147
55,56,0.228895902633667
56,57,0.20978905260562897
57,58,0.2432112693786621
58,59,0.23292776942253113
59,60,0.2174868881702423
60,61,0.1999172568321228
61,62,0.21806077659130096
62,63,0.2403310090303421
