from_frame,to_frame,FloLPIPS
0,1,0.16383925080299377
1,2,0.0760645940899849
2,3,0.06359907239675522
3,4,0.0638502687215805
4,5,0.058031316846609116
5,6,0.05181014537811279
6,7,0.056626494973897934
7,8,0.05648080259561539
8,9,0.048360675573349
9,10,0.050751522183418274
10,11,0.04975384846329689
11,12,0.056512437760829926
12,13,0.05145714059472084
13,14,0.041736409068107605
14,15,0.04052947834134102
15,16,0.04642747342586517
16,17,0.045539554208517075
17,18,0.046453118324279785
18,19,0.05107429623603821
19,20,0.04874440282583237
20,21,0.04927029460668564
21,22,0.05256083607673645
22,23,0.05784399062395096
23,24,0.05285923182964325
24,25,0.06470294296741486
25,26,0.04813835769891739
26,27,0.05875794589519501
27,28,0.05670987069606781
28,29,0.05079290270805359
29,30,0.04399190843105316
30,31,0.0493890643119812
31,32,0.044465549290180206
32,33,0.03727760910987854
33,34,0.043986156582832336
34,35,0.043083906173706055
35,36,0.04724141210317612
36,37,0.05027502775192261
37,38,0.04955604672431946
38,39,0.04789742827415466
39,40,0.04414544254541397
40,41,0.04608333110809326
41,42,0.050615571439266205
42,43,0.050238557159900665
43,44,0.05632089823484421
44,45,0.0476834736764431
45,46,0.04787079617381096
46,47,0.042940668761730194
47,48,0.05293281003832817
48,49,0.05665871500968933
49,50,0.047205403447151184
50,51,0.046618085354566574
51,52,0.05434495583176613
52,53,0.04955212399363518
53,54,0.055778078734874725
54,55,0.061791080981492996
55,56,0.06362288445234299
56,57,0.056372206658124924
57,58,0.05821213126182556
58,59,0.061338432133197784
59,60,0.045904822647571564
60,61,0.06200048327445984
61,62,0.05705985799431801
62,63,0.0402030274271965
