from_frame,to_frame,FloLPIPS
0,1,0.20054833590984344
1,2,0.04435137286782265
2,3,0.07245224714279175
3,4,0.08015422523021698
4,5,0.07994023710489273
5,6,0.07934334874153137
6,7,0.0947723388671875
7,8,0.0769239217042923
8,9,0.09517396986484528
9,10,0.07683077454566956
10,11,0.09738311171531677
11,12,0.0865805447101593
12,13,0.09596726298332214
13,14,0.08924449980258942
14,15,0.09477391093969345
15,16,0.08945287019014359
16,17,0.10232989490032196
17,18,0.07237262278795242
18,19,0.10095763206481934
19,20,0.09194576740264893
20,21,0.09974487125873566
21,22,0.08459537476301193
22,23,0.09774741530418396
23,24,0.08632442355155945
24,25,0.11408282816410065
25,26,0.0767451822757721
26,27,0.09182968735694885
27,28,0.08017095923423767
28,29,0.10487988591194153
29,30,0.08765026926994324
30,31,0.10773564875125885
31,32,0.09405414760112762
32,33,0.08427289128303528
33,34,0.08055631816387177
34,35,0.0983731597661972
35,36,0.09315616637468338
36,37,0.07938586175441742
37,38,0.07485224306583405
38,39,0.07571204006671906
39,40,0.06543627381324768
40,41,0.06931716948747635
41,42,0.06399010121822357
42,43,0.07479299604892731
43,44,0.062474966049194336
44,45,0.06684589385986328
45,46,0.06202765181660652
46,47,0.07047374546527863
47,48,0.07500582933425903
48,49,0.07388143986463547
49,50,0.07404671609401703
50,51,0.08014310896396637
51,52,0.08387626707553864
52,53,0.07506388425827026
53,54,0.07166842371225357
54,55,0.08437958359718323
55,56,0.09147113561630249
56,57,0.08578871935606003
57,58,0.07906553149223328
58,59,0.09179617464542389
59,60,0.08136574923992157
60,61,0.08442389219999313
61,62,0.0824112519621849
62,63,0.09077367186546326
