method,kind,video,frame,type,qp,target_available,delta,diagnostic,symbol_nonzero_fraction,residual_hat_l2,estimated_enhancement_symbol_bits,psnr,ms_ssim,lpips,psnr_gain_vs_ZERO_D,psnr_minus_ORIGINAL,ms_ssim_gain_vs_ZERO_D,ms_ssim_minus_ORIGINAL,lpips_gain_vs_ZERO_D,lpips_minus_ORIGINAL
train2_full_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,0,I,0,False,0.024315478280186653,False,,0.0,0.0,15.432896757865894,0.6808732254336812,0.2725779414176941,0.0,0.0,0.0,0.0,0.0,0.0
train2_full_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,P,2,True,0.024315478280186653,False,0.9360294342041016,42.75362777709961,637571.25,20.020295304101936,0.8700401056643995,0.27009662985801697,1.6395207188523884,3.745307143490688,0.08569484523360604,0.09380455886546768,-0.10764554142951965,0.03933727741241455
train2_full_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,2,P,0,True,0.024315478280186653,False,0.9394744038581848,42.77174377441406,638781.0625,20.09856988186106,0.8753802763497774,0.2641746997833252,1.700643846115426,3.9250796357849964,0.08522909655725508,0.09584336229110657,-0.10851666331291199,0.03773126006126404
train2_full_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,P,1,True,0.024315478280186653,False,0.939338207244873,43.040435791015625,639635.375,20.072248196594455,0.8742628268963518,0.2655942440032959,1.6370719726291156,3.8672164939883373,0.08169320338005481,0.09340735909625864,-0.10768765211105347,0.04246366024017334
train2_full_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,P,0,True,0.024315478280186653,False,0.9419389963150024,43.35691452026367,642702.125,19.946410632571457,0.8736223817154928,0.2715369760990143,1.6404128070577642,3.833455458279282,0.08344049196189263,0.09559507537879908,-0.11094745993614197,0.04754945635795593
train2_full_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,P,1,True,0.024315478280186653,False,0.9431985020637512,43.49523162841797,643598.0625,20.1009157079185,0.8741003875022352,0.26379987597465515,1.6581021945100076,3.9033318364354557,0.08208277392099028,0.09540275300958734,-0.10855668783187866,0.041386812925338745
train2_full_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,P,0,True,0.024315478280186653,False,0.9429125785827637,43.43057632446289,643368.625,20.043695486231368,0.8738130581451281,0.26702389121055603,1.6695906944033005,3.8948566838668235,0.0829965827559993,0.09718296099850188,-0.10858762264251709,0.0432930588722229
train2_full_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,P,1,True,0.024315478280186653,False,0.9417892098426819,43.402748107910156,642990.375,20.16691836079362,0.8729874899212184,0.2641275227069855,1.6874241668091337,3.969511231471163,0.08247777707982662,0.09771857657756178,-0.10704439878463745,0.04016561806201935
train2_full_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,P,0,True,0.024315478280186653,False,0.941714346408844,43.26206588745117,641754.0,19.87749193943846,0.869301098985035,0.2784077823162079,1.6192360701248347,3.833600672729464,0.0828457355784491,0.09802339577619712,-0.10735306143760681,0.05091714859008789
train2_full_DIRECT_l0,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,P,2,True,0.024315478280186653,False,0.9418641328811646,43.35920333862305,642587.25,20.134083859157638,0.8699006526892812,0.26735588908195496,1.6769886426216587,3.968168258231035,0.08265438686824289,0.09888525894887501,-0.10421594977378845,0.03950414061546326
