method,kind,video,scope,frames,delta,target_P_frames,duration_seconds,base_bits,enhancement_bits,base_kbps,enhancement_kbps,total_kbps,total_bpp,actual_enhancement_fraction,diagnostic,rate_scope,psnr,ms_ssim,lpips,psnr_gain_vs_ZERO_D,ms_ssim_gain_vs_ZERO_D,lpips_gain_vs_ZERO_D,psnr_minus_ORIGINAL,ms_ssim_minus_ORIGINAL,lpips_minus_ORIGINAL,cohort
train2_full_ORIGINAL_FP32_q1,ORIGINAL_FP32,ALL,TARGET_P,30,,30,1.0672,239424,0,224.34782608695653,0.0,224.34782608695653,0.0036082175925925926,0.0,False,complete I/P sequence,22.32278429287744,0.8517986444358709,0.17070520669221878,-1.6292712319028582,0.008528960933367207,-0.106366266310215,0.0018612575469020953,4.9187290047584636e-06,-2.400179704030355e-05,Train2_full
train2_full_ORIGINAL_FP32_q1,ORIGINAL_FP32,ALL,P,30,,30,1.0672,239424,0,224.34782608695653,0.0,224.34782608695653,0.0036082175925925926,0.0,False,complete I/P sequence,22.32278429287744,0.8517986444358709,0.17070520669221878,-1.6292712319028582,0.008528960933367207,-0.106366266310215,0.0018612575469020953,4.9187290047584636e-06,-2.400179704030355e-05,Train2_full
train2_full_ORIGINAL_FP32_q1,ORIGINAL_FP32,ALL,IP,32,,30,1.0672,239424,0,224.34782608695653,0.0,224.34782608695653,0.0036082175925925926,0.0,False,complete I/P sequence,22.265428360812113,0.8471352009124353,0.17395733436569571,-1.495768630725535,0.009822568819452784,-0.10141842858865857,0.0017449289502207144,4.6113084419610595e-06,-2.2501684725284576e-05,Train2_full
train2_full_ORIGINAL_FP32_q2,ORIGINAL_FP32,ALL,TARGET_P,30,,30,1.0672,297040,0,278.33583208395805,0.0,278.33583208395805,0.004476514274691358,0.0,False,complete I/P sequence,22.805379196322747,0.868304124181744,0.15706290900707245,-1.1466763284575496,0.025034440679240065,-0.12000856399536133,0.0018708310899724504,9.331873737083995e-07,-1.2923777103424072e-05,Train2_full
train2_full_ORIGINAL_FP32_q2,ORIGINAL_FP32,ALL,P,30,,30,1.0672,297040,0,278.33583208395805,0.0,278.33583208395805,0.004476514274691358,0.0,False,complete I/P sequence,22.805379196322747,0.868304124181744,0.15706290900707245,-1.1466763284575496,0.025034440679240065,-0.12000856399536133,0.0018708310899724504,9.331873737083995e-07,-1.2923777103424072e-05,Train2_full
train2_full_ORIGINAL_FP32_q2,ORIGINAL_FP32,ALL,IP,32,,30,1.0672,297040,0,278.33583208395805,0.0,278.33583208395805,0.004476514274691358,0.0,False,complete I/P sequence,22.74776771372064,0.8644834670712778,0.15956154325976968,-1.013429277817004,0.027170834978295238,-0.11581421969458461,0.0017539041468491723,8.748631628516246e-07,-1.2116041034460068e-05,Train2_full
train2_full_ORIGINAL_FP32_q3,ORIGINAL_FP32,ALL,TARGET_P,30,,30,1.0672,366376,0,343.30584707646176,0.0,343.30584707646176,0.005521436149691358,0.0,False,complete I/P sequence,23.138878561392062,0.8812276179698503,0.14496839841206868,-0.8131769633882373,0.037957934467346306,-0.1321030745903651,0.0014457156666000041,-1.233553243958537e-07,-5.238006512324015e-06,Train2_full
train2_full_ORIGINAL_FP32_q3,ORIGINAL_FP32,ALL,P,30,,30,1.0672,366376,0,343.30584707646176,0.0,343.30584707646176,0.005521436149691358,0.0,False,complete I/P sequence,23.138878561392062,0.8812276179698503,0.14496839841206868,-0.8131769633882373,0.037957934467346306,-0.1321030745903651,0.0014457156666000041,-1.233553243958537e-07,-5.238006512324015e-06,Train2_full
train2_full_ORIGINAL_FP32_q3,ORIGINAL_FP32,ALL,IP,32,,30,1.0672,366376,0,343.30584707646176,0.0,343.30584707646176,0.005521436149691358,0.0,False,complete I/P sequence,23.095214761220834,0.8784080690002363,0.1465521901845932,-0.6659822303168134,0.04109543690725361,-0.12882357276976109,0.0013553584374375038,-1.1564561662111283e-07,-4.910631105303764e-06,Train2_full
train2_full_ORIGINAL_q0,ORIGINAL,ALL,TARGET_P,30,,30,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,21.897747953719747,0.8331531105750704,0.1871740425626437,-2.0543075710605527,-0.010116572927433539,-0.0898974304397901,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q0,ORIGINAL,ALL,P,30,,30,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,21.897747953719747,0.8331531105750704,0.1871740425626437,-2.0543075710605527,-0.010116572927433539,-0.0898974304397901,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q0,ORIGINAL,ALL,IP,32,,30,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,21.835283643668376,0.8278283449735137,0.19109692191705108,-1.9259133478692678,-0.009484287119468943,-0.08427884103730321,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q1,ORIGINAL,ALL,TARGET_P,30,,30,1.0672,239424,0,224.34782608695653,0.0,224.34782608695653,0.0036082175925925926,0.0,False,complete I/P sequence,22.320923035330534,0.8517937257068662,0.17072920848925907,-1.6311324894497603,0.008524042204362448,-0.10634226451317469,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q1,ORIGINAL,ALL,P,30,,30,1.0672,239424,0,224.34782608695653,0.0,224.34782608695653,0.0036082175925925926,0.0,False,complete I/P sequence,22.320923035330534,0.8517937257068662,0.17072920848925907,-1.6311324894497603,0.008524042204362448,-0.10634226451317469,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q1,ORIGINAL,ALL,IP,32,,30,1.0672,239424,0,224.34782608695653,0.0,224.34782608695653,0.0036082175925925926,0.0,False,complete I/P sequence,22.263683431861892,0.8471305896039933,0.173979836050421,-1.4975135596757556,0.009817957511010823,-0.10139592690393329,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q2,ORIGINAL,ALL,TARGET_P,30,,30,1.0672,297040,0,278.33583208395805,0.0,278.33583208395805,0.004476514274691358,0.0,False,complete I/P sequence,22.803508365232776,0.8683031909943703,0.15707583278417586,-1.148547159547522,0.025033507491866357,-0.1199956402182579,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q2,ORIGINAL,ALL,P,30,,30,1.0672,297040,0,278.33583208395805,0.0,278.33583208395805,0.004476514274691358,0.0,False,complete I/P sequence,22.803508365232776,0.8683031909943703,0.15707583278417586,-1.148547159547522,0.025033507491866357,-0.1199956402182579,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q2,ORIGINAL,ALL,IP,32,,30,1.0672,297040,0,278.33583208395805,0.0,278.33583208395805,0.004476514274691358,0.0,False,complete I/P sequence,22.746013809573792,0.864482592208115,0.15957365930080414,-1.0151831819638533,0.027169960115132386,-0.11580210365355015,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,ALL,TARGET_P,30,,30,1.0672,366376,0,343.30584707646176,0.0,343.30584707646176,0.005521436149691358,0.0,False,complete I/P sequence,23.13743284572546,0.8812277413251746,0.14497363641858102,-0.8146226790548373,0.037958057822670706,-0.13209783658385277,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,ALL,P,30,,30,1.0672,366376,0,343.30584707646176,0.0,343.30584707646176,0.005521436149691358,0.0,False,complete I/P sequence,23.13743284572546,0.8812277413251746,0.14497363641858102,-0.8146226790548373,0.037958057822670706,-0.13209783658385277,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,ALL,IP,32,,30,1.0672,366376,0,343.30584707646176,0.0,343.30584707646176,0.005521436149691358,0.0,False,complete I/P sequence,23.093859402783394,0.8784081846458528,0.1465571008156985,-0.6673375887542509,0.04109555255287023,-0.12881866213865578,0.0,0.0,0.0,Train2_full
train2_full_TEACHER,TEACHER,ALL,TARGET_P,30,,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,26.503392203164672,0.9088809899840373,0.17999527081847191,2.5513366783843794,0.06561130648153359,-0.09707620218396187,4.605644249444932,0.07572787940896711,-0.0071787717441717785,Train2_full
train2_full_TEACHER,TEACHER,ALL,P,30,,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,26.503392203164672,0.9088809899840373,0.17999527081847191,2.5513366783843794,0.06561130648153359,-0.09707620218396187,4.605644249444932,0.07572787940896711,-0.0071787717441717785,Train2_full
train2_full_TEACHER,TEACHER,ALL,IP,32,,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,26.153075127523003,0.8988232319194203,0.18436682340689003,2.3918781359853556,0.06151059982643772,-0.09100893954746425,4.317791483854624,0.07099488694590667,-0.006730098510161042,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,ALL,TARGET_P,30,1.1303311586380005,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.727514454464934,0.8474960545020136,0.2381482740243276,-0.22454107031536735,0.004226370999509724,-0.03892319897810618,1.8297665007451849,0.014342943926943264,0.05097423146168391,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,ALL,P,30,1.1303311586380005,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.727514454464934,0.8474960545020136,0.2381482740243276,-0.22454107031536735,0.004226370999509724,-0.03892319897810618,1.8297665007451849,0.014342943926943264,0.05097423146168391,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,ALL,IP,32,1.1303311586380005,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.550689738116986,0.8412748549050229,0.23888526391237974,-0.2105072534206569,0.003962222812040367,-0.036490499041974545,1.715406094448611,0.01344650993150931,0.047788341995328665,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,ALL,TARGET_P,30,2.260662317276001,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.726756001604258,0.8474526172734823,0.23821018983920414,-0.2252995231760412,0.004182933770978351,-0.03886128316322963,1.8290080478845112,0.01429950669841189,0.051036147276560466,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,ALL,P,30,2.260662317276001,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.726756001604258,0.8474526172734823,0.23821018983920414,-0.2252995231760412,0.004182933770978351,-0.03886128316322963,1.8290080478845112,0.01429950669841189,0.051036147276560466,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,ALL,IP,32,2.260662317276001,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.54997868856011,0.8412341325032748,0.2389433099888265,-0.21121830297753863,0.003921500410292204,-0.03643245296552777,1.7146950448917293,0.013405787529761147,0.047846388071775436,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,ALL,TARGET_P,30,4.521324634552002,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.720315249622324,0.8473333631041905,0.2384683261315028,-0.23174027515797385,0.00406367960168655,-0.03860314687093099,1.8225672959025787,0.014180252529120089,0.0512942835688591,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,ALL,P,30,4.521324634552002,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.720315249622324,0.8473333631041905,0.2384683261315028,-0.23174027515797385,0.00406367960168655,-0.03860314687093099,1.8225672959025787,0.014180252529120089,0.0512942835688591,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,ALL,IP,32,4.521324634552002,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.543940483577046,0.8411223317195637,0.23918531276285648,-0.21725650796060048,0.003809699626581141,-0.0361904501914978,1.7086568399086675,0.013293986746050084,0.04808839084580541,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,ALL,TARGET_P,30,9.042649269104004,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.705300020870443,0.8469125071568064,0.23910610328118007,-0.2467555039098528,0.003642823654302555,-0.037965369721253715,1.8075520671506997,0.013759396581736093,0.05193206071853638,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,ALL,P,30,9.042649269104004,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.705300020870443,0.8469125071568064,0.23910610328118007,-0.2467555039098528,0.003642823654302555,-0.037965369721253715,1.8075520671506997,0.013759396581736093,0.05193206071853638,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,ALL,IP,32,9.042649269104004,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.52986370662216,0.8407277792688912,0.23978322884067893,-0.231333284915487,0.0034151471759086456,-0.035592534113675356,1.694580062953781,0.012899434295377588,0.04868630692362785,Train2_full
train2_full_ZERO_D,ZERO_D,ALL,TARGET_P,30,,30,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,23.952055524780295,0.8432696835025039,0.2770714730024338,0.0,0.0,0.0,2.0543075710605527,0.010116572927433539,0.0898974304397901,Train2_full
train2_full_ZERO_D,ZERO_D,ALL,P,30,,30,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,23.952055524780295,0.8432696835025039,0.2770714730024338,0.0,0.0,0.0,2.0543075710605527,0.010116572927433539,0.0898974304397901,Train2_full
train2_full_ZERO_D,ZERO_D,ALL,IP,32,,30,1.0672,197744,0,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,False,complete I/P sequence,23.761196991537645,0.8373126320929826,0.2753757629543543,0.0,0.0,0.0,1.9259133478692678,0.009484287119468943,0.08427884103730321,Train2_full
train2_full_ZERO_INPUT,ZERO_INPUT,ALL,TARGET_P,30,,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.952055524780295,0.8432696835025039,0.2770714730024338,0.0,0.0,0.0,2.0543075710605527,0.010116572927433539,0.0898974304397901,Train2_full
train2_full_ZERO_INPUT,ZERO_INPUT,ALL,P,30,,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.952055524780295,0.8432696835025039,0.2770714730024338,0.0,0.0,0.0,2.0543075710605527,0.010116572927433539,0.0898974304397901,Train2_full
train2_full_ZERO_INPUT,ZERO_INPUT,ALL,IP,32,,30,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.761196991537645,0.8373126320929826,0.2753757629543543,0.0,0.0,0.0,1.9259133478692678,0.009484287119468943,0.08427884103730321,Train2_full
train6_A_CONTINUOUS,CONTINUOUS,ALL,TARGET_P,6,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,24.30509589952185,0.8533099621530225,0.23117820173501968,0.4782745283300489,0.013747473199682761,-0.050659000873565674,2.4393981798874185,0.02276074656715051,0.040797402461369835,Train6_sparse
train6_A_CONTINUOUS,CONTINUOUS,ALL,P,30,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,24.04771043044631,0.8460191781424403,0.26693967282772063,0.09565490566600979,0.0027494946399365524,-0.010131800174713134,2.149962476726562,0.012866067567370092,0.07976563026507695,Train6_sparse
train6_A_CONTINUOUS,CONTINUOUS,ALL,IP,32,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.85087346559953,0.8398902833179231,0.2658772002905607,0.08967647406188417,0.002577651224940518,-0.009498562663793564,2.015589821931152,0.01206193834440946,0.07478027837350965,Train6_sparse
train6_A_WRONG,WRONG_CONTINUOUS,ALL,TARGET_P,6,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.559693336827234,0.8417119239063885,0.24926703174908957,-0.26712803436456883,0.002149434953048738,-0.032570170859495796,1.6939956171928008,0.011162708320516487,0.058886232475439705,Train6_sparse
train6_A_WRONG,WRONG_CONTINUOUS,ALL,P,30,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.898629917907382,0.8436995704931136,0.2705574388305346,-0.05342560687291377,0.00042988699060974764,-0.00651403417189916,2.0008819641876388,0.010546459918043287,0.08338339626789093,Train6_sparse
train6_A_WRONG,WRONG_CONTINUOUS,ALL,IP,32,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.711110485094288,0.8377156511466792,0.2692688559181988,-0.05008650644335666,0.0004030190536966384,-0.006106907036155462,1.8758268414259114,0.009887306173165581,0.07817193400114775,Train6_sparse
train6_A_ZERO_INPUT,ZERO_INPUT,ALL,TARGET_P,6,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.8268213711918,0.8395624889533398,0.28183720260858536,0.0,0.0,0.0,1.9611236515573696,0.009013273367467748,0.0914564033349355,Train6_sparse
train6_A_ZERO_INPUT,ZERO_INPUT,ALL,P,30,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.952055524780295,0.8432696835025039,0.2770714730024338,0.0,0.0,0.0,2.0543075710605527,0.010116572927433539,0.0898974304397901,Train6_sparse
train6_A_ZERO_INPUT,ZERO_INPUT,ALL,IP,32,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.761196991537645,0.8373126320929826,0.2753757629543543,0.0,0.0,0.0,1.9259133478692678,0.009484287119468943,0.08427884103730321,Train6_sparse
train6_B_CONTINUOUS,CONTINUOUS,ALL,TARGET_P,6,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,24.542004898879657,0.8638419686306301,0.22662275781234106,0.7151835276878528,0.02427947967729029,-0.0552144447962443,2.676307179245222,0.03329275304475804,0.0362419585386912,Train6_sparse
train6_B_CONTINUOUS,CONTINUOUS,ALL,P,30,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,24.095092230317867,0.8481255794379621,0.2660285840431849,0.14303670553757056,0.004855895935458058,-0.01104288895924886,2.197344276598123,0.014972468862891598,0.07885454148054123,Train6_sparse
train6_B_CONTINUOUS,CONTINUOUS,ALL,IP,32,,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.89529390297912,0.8418650345324745,0.2650230545550585,0.1340969114414724,0.0045524024394919295,-0.010352708399295807,2.0600102593107406,0.014036689558960872,0.0739261326380074,Train6_sparse
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,ALL,TARGET_P,6,1.1303311586380005,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.651172184045663,0.8431937931245194,0.24787032852570215,-0.17564918714613734,0.0036313041711795537,-0.0339668740828832,1.7854744644112321,0.012644577538647303,0.05748952925205231,Train6_adaptation_sparse
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,ALL,P,30,1.1303311586380005,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.916925687351068,0.8439959443367397,0.27027809818585713,-0.03512983742922747,0.0007262608342359108,-0.00679337481657664,2.019177733631325,0.01084283376166945,0.08310405562321345,Train6_adaptation_sparse
train6_Badapt_WRONG_l0,WRONG_QUANTIZED,ALL,IP,32,1.1303311586380005,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.728262768947747,0.8379935016250788,0.2690069740638137,-0.03293422258990075,0.0006808695320961664,-0.0063687888905406,1.8929791252793673,0.010165156651565109,0.07791005214676261,Train6_adaptation_sparse
train6_Badapt_WRONG_l1,WRONG_QUANTIZED,ALL,TARGET_P,6,2.260662317276001,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.651607947474513,0.8431324585758814,0.24796362469593683,-0.1752134237172882,0.003569969622541506,-0.03387357791264852,1.7859102278400814,0.012583242990009255,0.05758282542228699,Train6_adaptation_sparse
train6_Badapt_WRONG_l1,WRONG_QUANTIZED,ALL,P,30,2.260662317276001,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.91701284003684,0.8439836774270122,0.27029675741990405,-0.03504268474345764,0.0007139939245083012,-0.006774715582529704,2.019264886317095,0.01083056685194184,0.08312271485726039,Train6_adaptation_sparse
train6_Badapt_WRONG_l1,WRONG_QUANTIZED,ALL,IP,32,2.260662317276001,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.728344474590656,0.8379820013972091,0.2690244670957327,-0.03285251694699154,0.0006693693042265324,-0.006351295858621597,1.8930608309222763,0.010153656423695475,0.07792754517868161,Train6_adaptation_sparse
train6_Badapt_WRONG_l2,WRONG_QUANTIZED,ALL,TARGET_P,6,4.521324634552002,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.642518488991886,0.8430606461618892,0.2481291542450587,-0.18430288219991434,0.0034981572085494017,-0.033708048363526665,1.7768207693574551,0.01251143057601715,0.057748354971408844,Train6_adaptation_sparse
train6_Badapt_WRONG_l2,WRONG_QUANTIZED,ALL,P,30,4.521324634552002,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.91519494834031,0.8439693149442138,0.27032986332972847,-0.03686057643998287,0.0006996314417098803,-0.006741609672705332,2.0174469946205695,0.010816204369143418,0.08315582076708476,Train6_adaptation_sparse
train6_Badapt_WRONG_l2,WRONG_QUANTIZED,ALL,IP,32,4.521324634552002,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.72664020112516,0.8379685365695856,0.26905550388619304,-0.03455679041248394,0.0006559044766030128,-0.006320259068161249,1.891356557456784,0.010140191596071955,0.07795858196914196,Train6_adaptation_sparse
train6_Badapt_WRONG_l3,WRONG_QUANTIZED,ALL,TARGET_P,6,9.042649269104004,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.62414848413144,0.8425185480031073,0.24865632007519403,-0.2026728870603609,0.0029560590497675157,-0.03318088253339132,1.7584507644970087,0.011969332417235265,0.05827552080154419,Train6_adaptation_sparse
train6_Badapt_WRONG_l3,WRONG_QUANTIZED,ALL,P,30,9.042649269104004,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.91152094736822,0.8438608953124574,0.27043529649575554,-0.040534577412072184,0.0005912118099535032,-0.006636176506678263,2.0137729936484803,0.010707784737387042,0.08326125393311183,Train6_adaptation_sparse
train6_Badapt_WRONG_l3,WRONG_QUANTIZED,ALL,IP,32,9.042649269104004,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.72319582521383,0.837866893164814,0.2691543474793434,-0.03800116632381767,0.0005542610718314092,-0.006221415475010872,1.8879121815454503,0.010038548191300352,0.07805742556229234,Train6_adaptation_sparse
train6_Badapt_l0,LEARNED,ALL,TARGET_P,6,1.1303311586380005,6,1.0672,197744,189744,185.29235382308846,177.7961019490255,363.088455772114,0.00583960262345679,0.9595436523990614,False,complete I/P sequence,24.346724714003784,0.8546022940746719,0.234439916908741,0.519903342811979,0.015039805121332036,-0.04739728569984436,2.4810269943693486,0.024053078488799784,0.04405911763509115,Train6_adaptation_sparse
train6_Badapt_l0,LEARNED,ALL,P,30,1.1303311586380005,6,1.0672,197744,189744,185.29235382308846,177.7961019490255,363.088455772114,0.00583960262345679,0.9595436523990614,False,complete I/P sequence,24.056036193342695,0.8462776445267702,0.2675920158624649,0.10398066856239581,0.003007961024266407,-0.009479457139968872,2.1582882396229484,0.013124533951699945,0.08041797329982121,Train6_adaptation_sparse
train6_Badapt_l0,LEARNED,ALL,IP,32,1.1303311586380005,6,1.0672,197744,189744,185.29235382308846,177.7961019490255,363.088455772114,0.00583960262345679,0.9595436523990614,False,complete I/P sequence,23.85867886831489,0.8401325955532323,0.26648877188563347,0.09748187677724607,0.0028199634602497567,-0.008886991068720818,2.023395224646514,0.0123042505797187,0.07539184996858239,Train6_adaptation_sparse
train6_Badapt_l1,LEARNED,ALL,TARGET_P,6,2.260662317276001,6,1.0672,197744,164424,185.29235382308846,154.07046476761622,339.36281859070465,0.00545801986882716,0.8314993122420908,False,complete I/P sequence,24.345319220901587,0.8545551772457168,0.23451765129963556,0.5184978497097857,0.014992688292376988,-0.04731955130894979,2.479621501267155,0.024005961659844737,0.04413685202598572,Train6_adaptation_sparse
train6_Badapt_l1,LEARNED,ALL,P,30,2.260662317276001,6,1.0672,197744,164424,185.29235382308846,154.07046476761622,339.36281859070465,0.00545801986882716,0.8314993122420908,False,complete I/P sequence,24.05575509472225,0.8462682211609793,0.26760756274064385,0.10369956994195716,0.0029985376584753974,-0.009463910261789958,2.1580071410025092,0.013115110585908937,0.08043352017800014,Train6_adaptation_sparse
train6_Badapt_l1,LEARNED,ALL,IP,32,2.260662317276001,6,1.0672,197744,164424,185.29235382308846,154.07046476761622,339.36281859070465,0.00545801986882716,0.8314993122420908,False,complete I/P sequence,23.858415338358228,0.8401237611478033,0.2665033470839262,0.09721834682058483,0.002811129054820685,-0.008872415870428085,2.023131694689853,0.012295416174289628,0.07540642516687512,Train6_adaptation_sparse
train6_Badapt_l2,LEARNED,ALL,TARGET_P,6,4.521324634552002,6,1.0672,197744,140928,185.29235382308846,132.05397301349325,317.34632683658174,0.005103925540123457,0.7126790193381342,False,complete I/P sequence,24.33796895889631,0.8543891046350538,0.23476147403319678,0.5111475877045137,0.01482661568171397,-0.04707572857538859,2.4722712392618833,0.023839889049181717,0.04438067475954691,Train6_adaptation_sparse
train6_Badapt_l2,LEARNED,ALL,P,30,4.521324634552002,6,1.0672,197744,140928,185.29235382308846,132.05397301349325,317.34632683658174,0.005103925540123457,0.7126790193381342,False,complete I/P sequence,24.0542850423212,0.8462350066388467,0.26765632728735606,0.10222951754090275,0.002965323136342794,-0.009415145715077717,2.156537088601455,0.013081896063776332,0.08048228472471237,Train6_adaptation_sparse
train6_Badapt_l2,LEARNED,ALL,IP,32,4.521324634552002,6,1.0672,197744,140928,185.29235382308846,132.05397301349325,317.34632683658174,0.005103925540123457,0.7126790193381342,False,complete I/P sequence,23.857037164232246,0.840092622533304,0.2665490638464689,0.09584017269459633,0.002779990440321369,-0.00882669910788536,2.0217535205638644,0.012264277559790312,0.07545214192941785,Train6_adaptation_sparse
train6_Badapt_l3,LEARNED,ALL,TARGET_P,6,9.042649269104004,6,1.0672,197744,90728,185.29235382308846,85.01499250374813,270.30734632683664,0.004347391010802469,0.4588154381422445,False,complete I/P sequence,24.316371023090344,0.8539539413825725,0.23511908203363419,0.4895496518985401,0.01439145242923264,-0.04671812057495117,2.45067330345591,0.023404725796700387,0.04473828275998434,Train6_adaptation_sparse
train6_Badapt_l3,LEARNED,ALL,P,30,9.042649269104004,6,1.0672,197744,90728,185.29235382308846,85.01499250374813,270.30734632683664,0.004347391010802469,0.4588154381422445,False,complete I/P sequence,24.049965455160006,0.8461479739883503,0.26772784888744355,0.09790993037970802,0.002878290485846528,-0.009343624114990234,2.1522175014402607,0.012994863413280067,0.08055380632479986,Train6_adaptation_sparse
train6_Badapt_l3,LEARNED,ALL,IP,32,9.042649269104004,6,1.0672,197744,90728,185.29235382308846,85.01499250374813,270.30734632683664,0.004347391010802469,0.4588154381422445,False,complete I/P sequence,23.852987551268622,0.8400110294234637,0.26661611534655094,0.09179055973097627,0.00269839733048112,-0.008759647607803345,2.0177039076002443,0.012182684449950062,0.07551919342949986,Train6_adaptation_sparse
train6_CODED_WRONG_l0,WRONG_QUANTIZED,ALL,TARGET_P,6,1.1303311586380005,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.627138056170665,0.8443065590798344,0.2416153276960055,-0.19968331502113715,0.0047440701264946745,-0.04022187491257986,1.7614403365362323,0.013757343493962423,0.05123452842235565,Train6_sparse
train6_CODED_WRONG_l0,WRONG_QUANTIZED,ALL,P,30,1.1303311586380005,6,1.0672,197744,,185.29235382308846,,,,,True,complete I/P sequence,23.912118861776072,0.8442184975278028,0.2690270980199178,-0.03993666300422743,0.0009488140252989348,-0.008044374982515971,2.0143709080563252,0.011065386952732474,0.08185305545727412,Train6_sparse
