method,kind,video,scope,frames,delta,target_P_frames,duration_seconds,base_bits,enhancement_bits,base_kbps,enhancement_kbps,total_kbps,total_bpp,actual_enhancement_fraction,diagnostic,rate_scope,psnr,ms_ssim,lpips,psnr_gain_vs_ZERO_D,ms_ssim_gain_vs_ZERO_D,lpips_gain_vs_ZERO_D,psnr_minus_ORIGINAL,ms_ssim_minus_ORIGINAL,lpips_minus_ORIGINAL,cohort
val6_DIRECT_l2,DIRECT,ALL,IP,96,0.09726191312074661,90,3.3066649999999997,470832,25887128,142.3887814459584,7828.772494340976,7971.161275786934,0.13240841210133744,54.981666496754684,False,complete I/P sequence,29.10008881247377,0.8574795048971361,0.2329439919364328,2.649731424852247,0.0470854800533988,-0.07303912468099345,5.383810904213946,0.066116944420042,-0.002996956269877652,Val6
val6_DIRECT_l3,DIRECT,ALL,TARGET_P,90,0.19452382624149323,90,3.3066649999999997,470832,14869904,142.3887814459584,4496.949040800928,4639.337822246886,0.07706372170781893,31.582186427430592,False,complete I/P sequence,28.820097048237486,0.8613414468625357,0.24149098325934676,2.2131725182630495,0.04706955177527649,-0.06815170641574594,5.1295239629155285,0.06736978043302926,0.0065599398894442456,Val6
val6_DIRECT_l3,DIRECT,ALL,P,90,0.19452382624149323,90,3.3066649999999997,470832,14869904,142.3887814459584,4496.949040800928,4639.337822246886,0.07706372170781893,31.582186427430592,False,complete I/P sequence,28.820097048237486,0.8613414468625357,0.24149098325934676,2.2131725182630495,0.04706955177527649,-0.06815170641574594,5.1295239629155285,0.06736978043302926,0.0065599398894442456,Val6
val6_DIRECT_l3,DIRECT,ALL,IP,96,0.19452382624149323,90,3.3066649999999997,470832,14869904,142.3887814459584,4496.949040800928,4639.337822246886,0.07706372170781893,31.582186427430592,False,complete I/P sequence,28.52520662349313,0.8545217296330591,0.24209089185266444,2.074849235871609,0.04412770478932171,-0.06389222476476182,4.808928715233307,0.06315916915596492,0.00614994364635398,Val6
val6_DIRECT_l4,DIRECT,ALL,TARGET_P,90,0.38904765248298645,90,3.3066649999999997,470832,2372240,142.3887814459584,717.4116519211956,859.800433367154,0.014282085905349795,5.038400108743671,False,complete I/P sequence,26.96931587616108,0.8228015625049613,0.2951022676295704,0.36239134618664076,0.008529667417702166,-0.014540422045522266,3.2787427908391193,0.028829896075454928,0.06017122425966793,Val6
val6_DIRECT_l4,DIRECT,ALL,P,90,0.38904765248298645,90,3.3066649999999997,470832,2372240,142.3887814459584,717.4116519211956,859.800433367154,0.014282085905349795,5.038400108743671,False,complete I/P sequence,26.96931587616108,0.8228015625049613,0.2951022676295704,0.36239134618664076,0.008529667417702166,-0.014540422045522266,3.2787427908391193,0.028829896075454928,0.06017122425966793,Val6
val6_DIRECT_l4,DIRECT,ALL,IP,96,0.38904765248298645,90,3.3066649999999997,470832,2372240,142.3887814459584,717.4116519211956,859.800433367154,0.014282085905349795,5.038400108743671,False,complete I/P sequence,26.7900992746715,0.818390588047833,0.29235147094974917,0.33974188704997577,0.00799656320409578,-0.013631645667677125,3.0738213664116745,0.027028027570738994,0.05641052274343868,Val6
val6_DIRECT_l5,DIRECT,ALL,TARGET_P,90,0.7780953049659729,90,3.3066649999999997,470832,22048,142.3887814459584,6.66774529624259,149.056526742201,0.0024759677211934157,0.046827743229007374,False,complete I/P sequence,26.607019356334224,0.8142731494154088,0.30963929726017847,9.482635979062416e-05,1.2543281497104067e-06,-3.392414914237128e-06,2.916446271012269,0.02030148298590247,0.07470825389027595,Val6
val6_DIRECT_l5,DIRECT,ALL,P,90,0.7780953049659729,90,3.3066649999999997,470832,22048,142.3887814459584,6.66774529624259,149.056526742201,0.0024759677211934157,0.046827743229007374,False,complete I/P sequence,26.607019356334224,0.8142731494154088,0.30963929726017847,9.482635979062416e-05,1.2543281497104067e-06,-3.392414914237128e-06,2.916446271012269,0.02030148298590247,0.07470825389027595,Val6
val6_DIRECT_l5,DIRECT,ALL,IP,96,0.7780953049659729,90,3.3066649999999997,470832,22048,142.3887814459584,6.66774529624259,149.056526742201,0.0024759677211934157,0.046827743229007374,False,complete I/P sequence,26.45044628733383,0.8103952007763776,0.30597993622844416,8.889971230371015e-05,1.1759326403535063e-06,-3.1803889820973077e-06,2.7341683790740023,0.019032640299283567,0.07003898802213371,Val6
val6_ORIGINAL_FP32_q0,ORIGINAL_FP32,ALL,TARGET_P,90,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,23.69131786007635,0.7939608149439041,0.2349161813656489,-2.915606669898085,-0.020311080143355035,-0.07472650830944379,0.000744774754393281,-1.0851485602276902e-05,-1.486200425359938e-05,Val6
val6_ORIGINAL_FP32_q0,ORIGINAL_FP32,ALL,P,90,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,23.69131786007635,0.7939608149439041,0.2349161813656489,-2.915606669898085,-0.020311080143355035,-0.07472650830944379,0.000744774754393281,-1.0851485602276902e-05,-1.486200425359938e-05,Val6
val6_ORIGINAL_FP32_q0,ORIGINAL_FP32,ALL,IP,96,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,23.71697613459207,0.7913523872093419,0.23592701507732272,-2.733381253029455,-0.019041637634395345,-0.07005610154010355,0.000698226332243701,-1.0173267752134596e-05,-1.3933128987749418e-05,Val6
val6_ORIGINAL_FP32_q1,ORIGINAL_FP32,ALL,TARGET_P,90,,90,3.3066649999999997,607152,0,183.61460867671812,0.0,183.61460867671812,0.0030500096450617282,0.0,False,complete I/P sequence,24.161338584522547,0.8131885585070817,0.2163321752515104,-2.445585945451891,-0.0010833365801773964,-0.09331051442358229,0.0013835035682237874,-2.863977598936233e-06,-1.841584841410319e-05,Val6
val6_ORIGINAL_FP32_q1,ORIGINAL_FP32,ALL,P,90,,90,3.3066649999999997,607152,0,183.61460867671812,0.0,183.61460867671812,0.0030500096450617282,0.0,False,complete I/P sequence,24.161338584522547,0.8131885585070817,0.2163321752515104,-2.445585945451891,-0.0010833365801773964,-0.09331051442358229,0.0013835035682237874,-2.863977598936233e-06,-1.841584841410319e-05,Val6
val6_ORIGINAL_FP32_q1,ORIGINAL_FP32,ALL,IP,96,,90,3.3066649999999997,607152,0,183.61460867671812,0.0,183.61460867671812,0.0030500096450617282,0.0,False,complete I/P sequence,24.18635454003575,0.8104893951499609,0.2172971466400971,-2.2640028475857714,9.537030622363644e-05,-0.08868596997732918,0.0012970345952098006,-2.6849789990027184e-06,-1.726485788822174e-05,Val6
val6_ORIGINAL_FP32_q2,ORIGINAL_FP32,ALL,TARGET_P,90,,90,3.3066649999999997,798544,0,241.4952830117354,0.0,241.4952830117354,0.004011461548353909,0.0,False,complete I/P sequence,24.582566497908314,0.8304489181384477,0.19802463985979557,-2.0243580320661194,0.016177023051188493,-0.11161804981529713,0.001480018320242217,-4.478521710372786e-06,-1.465247737036811e-05,Val6
val6_ORIGINAL_FP32_q2,ORIGINAL_FP32,ALL,P,90,,90,3.3066649999999997,798544,0,241.4952830117354,0.0,241.4952830117354,0.004011461548353909,0.0,False,complete I/P sequence,24.582566497908314,0.8304489181384477,0.19802463985979557,-2.0243580320661194,0.016177023051188493,-0.11161804981529713,0.001480018320242217,-4.478521710372786e-06,-1.465247737036811e-05,Val6
val6_ORIGINAL_FP32_q2,ORIGINAL_FP32,ALL,IP,96,,90,3.3066649999999997,798544,0,241.4952830117354,0.0,241.4952830117354,0.004011461548353909,0.0,False,complete I/P sequence,24.607734350358992,0.8277994540364162,0.19901289406698197,-1.8426230372625332,0.017405429192678987,-0.1069702225504443,0.0013875171752270783,-4.198614103474487e-06,-1.3736697534720102e-05,Val6
val6_ORIGINAL_FP32_q3,ORIGINAL_FP32,ALL,TARGET_P,90,,90,3.3066649999999997,1034824,0,312.9509641889941,0.0,312.9509641889941,0.0051984069573045265,0.0,False,complete I/P sequence,24.901946011842604,0.8439763015357062,0.18418384078476163,-1.704978518131828,0.029704406448447074,-0.12545884889033104,0.0014171724700029228,-4.064892378545052e-06,-1.0048680835300023e-05,Val6
val6_ORIGINAL_FP32_q3,ORIGINAL_FP32,ALL,P,90,,90,3.3066649999999997,1034824,0,312.9509641889941,0.0,312.9509641889941,0.0051984069573045265,0.0,False,complete I/P sequence,24.901946011842604,0.8439763015357062,0.18418384078476163,-1.704978518131828,0.029704406448447074,-0.12545884889033104,0.0014171724700029228,-4.064892378545052e-06,-1.0048680835300023e-05,Val6
val6_ORIGINAL_FP32_q3,ORIGINAL_FP32,ALL,IP,96,,90,3.3066649999999997,1034824,0,312.9509641889941,0.0,312.9509641889941,0.0051984069573045265,0.0,False,complete I/P sequence,24.931407267123006,0.8416133816285694,0.18494525648808727,-1.5189501204985183,0.03121935678483202,-0.121037860129339,0.0013285991906277401,-3.8108366048859865e-06,-9.420638283093771e-06,Val6
val6_ORIGINAL_q0,ORIGINAL,ALL,TARGET_P,90,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,23.690573085321958,0.7939716664295063,0.2349310433699025,-2.916351444652479,-0.020300228657752762,-0.0747116463051902,0.0,0.0,0.0,Val6
val6_ORIGINAL_q0,ORIGINAL,ALL,P,90,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,23.690573085321958,0.7939716664295063,0.2349310433699025,-2.916351444652479,-0.020300228657752762,-0.0747116463051902,0.0,0.0,0.0,Val6
val6_ORIGINAL_q0,ORIGINAL,ALL,IP,96,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,23.716277908259826,0.7913625604770941,0.23594094820631048,-2.7340794793616983,-0.019031464366643214,-0.07004216841111581,0.0,0.0,0.0,Val6
val6_ORIGINAL_q1,ORIGINAL,ALL,TARGET_P,90,,90,3.3066649999999997,607152,0,183.61460867671812,0.0,183.61460867671812,0.0030500096450617282,0.0,False,complete I/P sequence,24.159955080954322,0.8131914224846807,0.21635059109992452,-2.4469694490201146,-0.0010804726025784603,-0.09329209857516818,0.0,0.0,0.0,Val6
val6_ORIGINAL_q1,ORIGINAL,ALL,P,90,,90,3.3066649999999997,607152,0,183.61460867671812,0.0,183.61460867671812,0.0030500096450617282,0.0,False,complete I/P sequence,24.159955080954322,0.8131914224846807,0.21635059109992452,-2.4469694490201146,-0.0010804726025784603,-0.09329209857516818,0.0,0.0,0.0,Val6
val6_ORIGINAL_q1,ORIGINAL,ALL,IP,96,,90,3.3066649999999997,607152,0,183.61460867671812,0.0,183.61460867671812,0.0030500096450617282,0.0,False,complete I/P sequence,24.18505750544054,0.81049208012896,0.21731441149798533,-2.2652998821809813,9.805528522263916e-05,-0.08866870511944096,0.0,0.0,0.0,Val6
val6_ORIGINAL_q2,ORIGINAL,ALL,TARGET_P,90,,90,3.3066649999999997,798544,0,241.4952830117354,0.0,241.4952830117354,0.004011461548353909,0.0,False,complete I/P sequence,24.581086479588077,0.830453396660158,0.19803929233716594,-2.0258380503863616,0.016181501572898865,-0.11160339733792676,0.0,0.0,0.0,Val6
val6_ORIGINAL_q2,ORIGINAL,ALL,P,90,,90,3.3066649999999997,798544,0,241.4952830117354,0.0,241.4952830117354,0.004011461548353909,0.0,False,complete I/P sequence,24.581086479588077,0.830453396660158,0.19803929233716594,-2.0258380503863616,0.016181501572898865,-0.11160339733792676,0.0,0.0,0.0,Val6
val6_ORIGINAL_q2,ORIGINAL,ALL,IP,96,,90,3.3066649999999997,798544,0,241.4952830117354,0.0,241.4952830117354,0.004011461548353909,0.0,False,complete I/P sequence,24.606346833183764,0.8278036526505198,0.19902663076451668,-1.8440105544377603,0.01740962780678246,-0.10695648585290958,0.0,0.0,0.0,Val6
val6_ORIGINAL_q3,ORIGINAL,ALL,TARGET_P,90,,90,3.3066649999999997,1034824,0,312.9509641889941,0.0,312.9509641889941,0.0051984069573045265,0.0,False,complete I/P sequence,24.900528839372605,0.8439803664280848,0.18419388946559695,-1.706395690601831,0.029708471340825618,-0.12544880020949575,0.0,0.0,0.0,Val6
val6_ORIGINAL_q3,ORIGINAL,ALL,P,90,,90,3.3066649999999997,1034824,0,312.9509641889941,0.0,312.9509641889941,0.0051984069573045265,0.0,False,complete I/P sequence,24.900528839372605,0.8439803664280848,0.18419388946559695,-1.706395690601831,0.029708471340825618,-0.12544880020949575,0.0,0.0,0.0,Val6
val6_ORIGINAL_q3,ORIGINAL,ALL,IP,96,,90,3.3066649999999997,1034824,0,312.9509641889941,0.0,312.9509641889941,0.0051984069573045265,0.0,False,complete I/P sequence,24.930078667932378,0.8416171924651742,0.18495467712637037,-1.520278719689146,0.03122316762143691,-0.1210284394910559,0.0,0.0,0.0,Val6
val6_TEACHER,TEACHER,ALL,TARGET_P,90,,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,29.535011371882067,0.8663572602157152,0.22608671573301156,2.928086841907631,0.0520853651284561,-0.08355597394208113,5.844438286560109,0.07238559378620886,-0.008844327636890942,Val6
val6_TEACHER,TEACHER,ALL,P,90,,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,29.535011371882067,0.8663572602157152,0.22608671573301156,2.928086841907631,0.0520853651284561,-0.08355597394208113,5.844438286560109,0.07238559378620886,-0.008844327636890942,Val6
val6_TEACHER,TEACHER,ALL,IP,96,,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,29.195438801909926,0.8592240546516648,0.2276493910467252,2.745081414288404,0.04883002980792759,-0.07833372557070106,5.479160893650103,0.06786149417457081,-0.008291557159585258,Val6
val6_WRONG_l0,WRONG_QUANTIZED,ALL,TARGET_P,90,1.1303311586380005,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.058973720885028,0.8131584104109322,0.287318494833178,-0.5479508090894067,-0.0011134846763268499,-0.022324194841914707,2.368400635563072,0.019186743981425912,0.05238745146327549,Val6
val6_WRONG_l0,WRONG_QUANTIZED,ALL,P,90,1.1303311586380005,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.058973720885028,0.8131584104109322,0.287318494833178,-0.5479508090894067,-0.0011134846763268499,-0.022324194841914707,2.368400635563072,0.019186743981425912,0.05238745146327549,Val6
val6_WRONG_l0,WRONG_QUANTIZED,ALL,IP,96,1.1303311586380005,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,25.936653504100207,0.8093501329596808,0.28505418395313126,-0.5137038835213188,-0.0010438918840564217,-0.020928932664295036,2.22037559584038,0.017987572482586794,0.04911323574682077,Val6
val6_WRONG_l1,WRONG_QUANTIZED,ALL,TARGET_P,90,2.260662317276001,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.057907198938427,0.8131351763098962,0.2873696879380279,-0.5490173310360056,-0.001136718777363,-0.022273001737064785,2.367334113616473,0.01916350988038976,0.05243864456812541,Val6
val6_WRONG_l1,WRONG_QUANTIZED,ALL,P,90,2.260662317276001,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.057907198938427,0.8131351763098962,0.2873696879380279,-0.5490173310360056,-0.001136718777363,-0.022273001737064785,2.367334113616473,0.01916350988038976,0.05243864456812541,Val6
val6_WRONG_l1,WRONG_QUANTIZED,ALL,IP,96,2.260662317276001,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,25.935653639775268,0.8093283509899595,0.285102177488928,-0.5147037478462552,-0.0010656738537778126,-0.020880939128498237,2.219375731515443,0.017965790512865402,0.04916122928261757,Val6
val6_WRONG_l2,WRONG_QUANTIZED,ALL,TARGET_P,90,4.521324634552002,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.055045701041426,0.8130741459618828,0.2875153660774231,-0.5518788289330125,-0.0011977491253764077,-0.022127323597669602,2.3644726157194658,0.019102479532376353,0.052584322707520594,Val6
val6_WRONG_l2,WRONG_QUANTIZED,ALL,P,90,4.521324634552002,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.055045701041426,0.8130741459618828,0.2875153660774231,-0.5518788289330125,-0.0011977491253764077,-0.022127323597669602,2.3644726157194658,0.019102479532376353,0.052584322707520594,Val6
val6_WRONG_l2,WRONG_QUANTIZED,ALL,IP,96,4.521324634552002,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,25.932970985496823,0.809271135038697,0.285238750744611,-0.5173864021246993,-0.0011228898050403824,-0.02074436587281525,2.2166930772369993,0.01790857456160283,0.04929780253830055,Val6
val6_WRONG_l3,WRONG_QUANTIZED,ALL,TARGET_P,90,9.042649269104004,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.076062238434375,0.8127683124272765,0.28789443862107067,-0.5308622915400615,-0.0015035826599825977,-0.021748251054022047,2.385489153112417,0.018796645997770162,0.052963395251168145,Val6
val6_WRONG_l3,WRONG_QUANTIZED,ALL,P,90,9.042649269104004,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.076062238434375,0.8127683124272765,0.28789443862107067,-0.5308622915400615,-0.0015035826599825977,-0.021748251054022047,2.385489153112417,0.018796645997770162,0.052963395251168145,Val6
val6_WRONG_l3,WRONG_QUANTIZED,ALL,IP,96,9.042649269104004,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,25.952673989302713,0.8089844161000036,0.2855941312542806,-0.4976833983188076,-0.0014096087437336854,-0.020388985363145668,2.236396081042891,0.01762185562290953,0.04965318304797014,Val6
val6_ZERO_D,ZERO_D,ALL,TARGET_P,90,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,26.60692452997443,0.8142718950872592,0.3096426896750927,0.0,0.0,0.0,2.916351444652479,0.020300228657752762,0.0747116463051902,Val6
val6_ZERO_D,ZERO_D,ALL,P,90,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,26.60692452997443,0.8142718950872592,0.3096426896750927,0.0,0.0,0.0,2.916351444652479,0.020300228657752762,0.0747116463051902,Val6
val6_ZERO_D,ZERO_D,ALL,IP,96,,90,3.3066649999999997,470832,0,142.3887814459584,0.0,142.3887814459584,0.002365210262345679,0.0,False,complete I/P sequence,26.450357387621523,0.8103940248437373,0.3059831166174263,0.0,0.0,0.0,2.7340794793616983,0.019031464366643214,0.07004216841111581,Val6
val6_ZERO_INPUT,ZERO_INPUT,ALL,TARGET_P,90,,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.60692452997443,0.8142718950872592,0.3096426896750927,0.0,0.0,0.0,2.916351444652479,0.020300228657752762,0.0747116463051902,Val6
val6_ZERO_INPUT,ZERO_INPUT,ALL,P,90,,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.60692452997443,0.8142718950872592,0.3096426896750927,0.0,0.0,0.0,2.916351444652479,0.020300228657752762,0.0747116463051902,Val6
val6_ZERO_INPUT,ZERO_INPUT,ALL,IP,96,,90,3.3066649999999997,470832,,142.3887814459584,,,,,True,complete I/P sequence,26.450357387621523,0.8103940248437373,0.3059831166174263,0.0,0.0,0.0,2.7340794793616983,0.019031464366643214,0.07004216841111581,Val6
