method,kind,video,scope,frames,delta,target_P_frames,base_bits,enhancement_bits,duration_seconds,rate_scope,base_kbps,enhancement_kbps,total_kbps,total_bpp,actual_enhancement_fraction,zero_increment_exact_frames,diagnostic,psnr,ms_ssim,lpips,psnr_gain_vs_ZERO_D,ms_ssim_gain_vs_ZERO_D,lpips_gain_vs_ZERO_D,psnr_minus_ORIGINAL,ms_ssim_minus_ORIGINAL,lpips_minus_ORIGINAL,cohort
train6_DIRECT_l5,DIRECT,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,0.7780953049659729,3,104784,816,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,1.5284705741317597,197.80207429940415,0.00318287037037037,0.007787448465414567,15,False,29.574222232974346,0.9017585859205386,0.175562451283137,0.0,0.0,0.0,1.8861524968895163,0.0061894942273056286,0.029050602515538534,Train6_sparse
train6_DIRECT_l5,DIRECT,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,0.7780953049659729,3,104784,816,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,1.5284705741317597,197.80207429940415,0.00318287037037037,0.007787448465414567,15,False,29.373567170159067,0.8963387053296702,0.1787961907684803,0.0,0.0,0.0,1.7682679658339215,0.005802650838099027,0.027234939858317375,Train6_sparse
train6_DIRECT_l5,DIRECT,ALL,TARGET_P,6,0.7780953049659729,6,197744,2576,1.0672,complete I/P sequence,185.29235382308846,2.413793103448276,187.70614692653675,0.003018904320987654,0.013026943927502225,,False,23.82681912685167,0.8395627681677765,0.281834897895654,-2.2443401318147003e-06,2.7921443671955853e-07,-2.304712931315104e-06,1.9611214072172378,0.009013552581904468,0.0914540986220042,Train6_sparse
train6_DIRECT_l5,DIRECT,ALL,P,30,0.7780953049659729,6,197744,2576,1.0672,complete I/P sequence,185.29235382308846,2.413793103448276,187.70614692653675,0.003018904320987654,0.013026943927502225,,False,23.95205507591227,0.8432697393453913,0.2770710120598475,-4.4886802636294e-07,5.58428873439117e-08,-4.6094258626302084e-07,2.0543071221925264,0.010116628770320883,0.08989696949720383,Train6_sparse
train6_DIRECT_l5,DIRECT,ALL,IP,32,0.7780953049659729,6,197744,2576,1.0672,complete I/P sequence,185.29235382308846,2.413793103448276,187.70614692653675,0.003018904320987654,0.013026943927502225,,False,23.76119657072387,0.8373126844456895,0.27537533082067966,-4.2081377471525627e-07,5.235270688491722e-08,-4.3213367462158203e-07,1.9259129270554933,0.009484339472175828,0.08427840890362859,Train6_sparse
train6_TEACHER,TEACHER,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,3,,3,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,12,True,19.92760974056316,0.8666132723730594,0.27600740393002826,1.6561495482721054,0.08603484745658903,-0.10593078533808391,3.8245136135974707,0.09897782527474845,0.04533034066359202,Train6_sparse
train6_TEACHER,TEACHER,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,,3,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,12,True,18.66111872624067,0.801987750575787,0.35739433765411377,0.33122990965442106,0.017206969491317805,-0.02118615706761678,2.55369255488601,0.03125062111887925,0.12955810129642487,Train6_sparse
train6_TEACHER,TEACHER,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,,3,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,12,True,18.45935485321725,0.7944180927544053,0.35209331288933754,0.31052804030101977,0.016131533898110444,-0.019862022250890732,2.394086770205634,0.029297457298949302,0.12146071996539831,Train6_sparse
train6_TEACHER,TEACHER,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,3,,3,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,12,True,32.84504269242371,0.9464164785554354,0.09148571888605754,3.4628601423311607,0.04786992556522618,-0.09025049706300099,5.216743380120534,0.05295349448200226,-0.05859881639480591,Train6_sparse
train6_TEACHER,TEACHER,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,,3,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,12,True,30.266794261440577,0.9113325710335836,0.1575123518705368,0.6925720284662321,0.009573985113045237,-0.0180500994126002,2.578724525355748,0.015763479340350866,0.011000503102938335,Train6_sparse
train6_TEACHER,TEACHER,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,,3,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,12,True,30.02285344684616,0.9053143163731501,0.16187422256916761,0.6492862766870926,0.008975611043479909,-0.016921968199312687,2.417554242521014,0.014778261881578936,0.010312971659004688,Train6_sparse
train6_TEACHER,TEACHER,ALL,TARGET_P,6,,6,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,26.386326216493433,0.9065148754642474,0.1837465614080429,2.559504845301633,0.06695238651090761,-0.09809064120054245,4.520628496859003,0.07596565987837535,-0.006634237865606944,Train6_sparse
train6_TEACHER,TEACHER,ALL,P,30,,6,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,24.463956493840623,0.8566601608046852,0.2574533447623253,0.5119009690603266,0.01339047730218152,-0.01961812824010849,2.5662085401208787,0.02350705022961506,0.0702793021996816,Train6_sparse
train6_TEACHER,TEACHER,ALL,IP,32,,6,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,24.241104150031703,0.8498662045637777,0.2569837677292526,0.4799071584940562,0.012553572470795176,-0.01839199522510171,2.405820506363324,0.02203785959026412,0.0658868458122015,Train6_sparse
train6_ZERO_D,ZERO_D,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,3,,3,92960,0,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,0.0,174.3001089375681,0.0028018904320987656,0.0,0,False,18.27146019229105,0.7805784249164703,0.3819381892681122,0.0,0.0,0.0,2.168364065325365,0.012942977818159415,0.15126112600167593,Train6_sparse
train6_ZERO_D,ZERO_D,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,,3,92960,0,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,0.0,174.3001089375681,0.0028018904320987656,0.0,0,False,18.329888816586244,0.7847807810844692,0.37858049472173055,0.0,0.0,0.0,2.2224626452315888,0.014043651627561448,0.15074425836404165,Train6_sparse
train6_ZERO_D,ZERO_D,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,,3,92960,0,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,0.0,174.3001089375681,0.0028018904320987656,0.0,0,False,18.148826812916226,0.7782865588562949,0.37195533514022827,0.0,0.0,0.0,2.083558729904614,0.013165923400838858,0.14132274221628904,Train6_sparse
train6_ZERO_D,ZERO_D,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,3,,3,104784,0,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,0.0,196.2736037252724,0.003158275462962963,0.0,0,False,29.38218255009255,0.8985465529902092,0.18173621594905853,0.0,0.0,0.0,1.753883237789374,0.005083568916776082,0.03165168066819509,Train6_sparse
train6_ZERO_D,ZERO_D,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,,3,104784,0,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,0.0,196.2736037252724,0.003158275462962963,0.0,0,False,29.574222232974346,0.9017585859205386,0.175562451283137,0.0,0.0,0.0,1.8861524968895163,0.0061894942273056286,0.029050602515538534,Train6_sparse
train6_ZERO_D,ZERO_D,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,,3,104784,0,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,0.0,196.2736037252724,0.003158275462962963,0.0,0,False,29.373567170159067,0.8963387053296702,0.1787961907684803,0.0,0.0,0.0,1.7682679658339215,0.005802650838099027,0.027234939858317375,Train6_sparse
train6_ZERO_D,ZERO_D,ALL,TARGET_P,6,,6,197744,0,1.0672,complete I/P sequence,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,,False,23.8268213711918,0.8395624889533398,0.28183720260858536,0.0,0.0,0.0,1.9611236515573696,0.009013273367467748,0.0914564033349355,Train6_sparse
train6_ZERO_D,ZERO_D,ALL,P,30,,6,197744,0,1.0672,complete I/P sequence,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,,False,23.952055524780295,0.8432696835025039,0.2770714730024338,0.0,0.0,0.0,2.0543075710605527,0.010116572927433539,0.0898974304397901,Train6_sparse
train6_ZERO_D,ZERO_D,ALL,IP,32,,6,197744,0,1.0672,complete I/P sequence,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,,False,23.761196991537645,0.8373126320929826,0.2753757629543543,0.0,0.0,0.0,1.9259133478692678,0.009484287119468943,0.08427884103730321,Train6_sparse
val6_CODED_l0,LEARNED,026aa77c-d036-41b7-a998-83c1911fe2bf,TARGET_P,15,1.1303311586380005,15,76008,258440,0.64,"complete I/P sequence, even when quality scope is P or TARGET_P",118.7625,403.8125,522.575,0.0100805362654321,3.400168403325966,0,False,34.1513144808957,0.9688100189431383,0.06283461550871532,0.7537245652141228,0.001027464952284,-0.006898114581902822,4.5519877480342466,0.019855215414561398,-0.014173987011114756,Val6
val6_CODED_l0,LEARNED,026aa77c-d036-41b7-a998-83c1911fe2bf,P,15,1.1303311586380005,15,76008,258440,0.64,"complete I/P sequence, even when quality scope is P or TARGET_P",118.7625,403.8125,522.575,0.0100805362654321,3.400168403325966,0,False,34.1513144808957,0.9688100189431383,0.06283461550871532,0.7537245652141228,0.001027464952284,-0.006898114581902822,4.5519877480342466,0.019855215414561398,-0.014173987011114756,Val6
val6_CODED_l0,LEARNED,026aa77c-d036-41b7-a998-83c1911fe2bf,IP,16,1.1303311586380005,15,76008,258440,0.64,"complete I/P sequence, even when quality scope is P or TARGET_P",118.7625,403.8125,522.575,0.0100805362654321,3.400168403325966,0,False,33.88896113404883,0.9669580708335872,0.06487071514129639,0.7066167798882401,0.00096324839276625,-0.0064669824205338955,4.267488513782105,0.01861426445115131,-0.013288112822920084,Val6
val6_CODED_l0,LEARNED,30884276-8cb2-485e-b0ca-a22605c1801f,TARGET_P,15,1.1303311586380005,15,65520,281264,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",122.850076781298,527.3703296064562,650.220406387754,0.01045235339506173,4.292796092796093,0,False,24.34542850501134,0.7630052741296066,0.40762054920196533,-0.26891886157355765,0.0008741789162060624,-0.05407788157463074,2.6249208398371393,0.04360184086112135,0.11398425102233886,Val6
val6_CODED_l0,LEARNED,30884276-8cb2-485e-b0ca-a22605c1801f,P,15,1.1303311586380005,15,65520,281264,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",122.850076781298,527.3703296064562,650.220406387754,0.01045235339506173,4.292796092796093,0,False,24.34542850501134,0.7630052741296066,0.40762054920196533,-0.26891886157355765,0.0008741789162060624,-0.05407788157463074,2.6249208398371393,0.04360184086112135,0.11398425102233886,Val6
val6_CODED_l0,LEARNED,30884276-8cb2-485e-b0ca-a22605c1801f,IP,16,1.1303311586380005,15,65520,281264,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",122.850076781298,527.3703296064562,650.220406387754,0.01045235339506173,4.292796092796093,0,False,24.21414261119417,0.758091659464223,0.40145067498087883,-0.2521114327252103,0.0008195427339431835,-0.050698013976216316,2.460863287347318,0.04087672580730126,0.10686023533344269,Val6
val6_CODED_l0,LEARNED,66d34721-a96d-4a92-9042-0847e057f3ba,TARGET_P,15,1.1303311586380005,15,69192,253688,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",129.7350810844257,475.6652972908108,605.4003783752365,0.009731867283950616,3.6664354260608163,0,False,28.03345268794211,0.8868001604736595,0.20164772868156433,-0.16759491175675667,0.0015668250794149093,-0.03598905007044474,3.2690664324295966,0.02978502103575972,0.011422094702720643,Val6
val6_CODED_l0,LEARNED,66d34721-a96d-4a92-9042-0847e057f3ba,P,15,1.1303311586380005,15,69192,253688,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",129.7350810844257,475.6652972908108,605.4003783752365,0.009731867283950616,3.6664354260608163,0,False,28.03345268794211,0.8868001604736595,0.20164772868156433,-0.16759491175675667,0.0015668250794149093,-0.03598905007044474,3.2690664324295966,0.02978502103575972,0.011422094702720643,Val6
val6_CODED_l0,LEARNED,66d34721-a96d-4a92-9042-0847e057f3ba,IP,16,1.1303311586380005,15,69192,253688,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",129.7350810844257,475.6652972908108,605.4003783752365,0.009731867283950616,3.6664354260608163,0,False,27.88833157490452,0.8831073921792483,0.20299476198852062,-0.15712022977195939,0.0014688985119514775,-0.033739734441041946,3.0647497804027473,0.02792345722102474,0.010708213783800602,Val6
val6_CODED_l0,LEARNED,b3d4cebf-21ab-41e1-b79a-729d35794681,TARGET_P,15,1.1303311586380005,15,83456,261624,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",156.48009780006115,490.54530659081666,647.0254043908778,0.010400993441358026,3.1348734662576687,0,False,29.454314258132847,0.9103809178816041,0.23965029120445253,0.21428907145031578,0.0016622216121617037,-0.034885460138320924,3.5659226483156385,0.023141523186149097,0.005047306418418884,Val6
val6_CODED_l0,LEARNED,b3d4cebf-21ab-41e1-b79a-729d35794681,P,15,1.1303311586380005,15,83456,261624,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",156.48009780006115,490.54530659081666,647.0254043908778,0.010400993441358026,3.1348734662576687,0,False,29.454314258132847,0.9103809178816041,0.23965029120445253,0.21428907145031578,0.0016622216121617037,-0.034885460138320924,3.5659226483156385,0.023141523186149097,0.005047306418418884,Val6
val6_CODED_l0,LEARNED,b3d4cebf-21ab-41e1-b79a-729d35794681,IP,16,1.1303311586380005,15,83456,261624,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",156.48009780006115,490.54530659081666,647.0254043908778,0.010400993441358026,3.1348734662576687,0,False,29.28080499094916,0.9073894221312158,0.23902207054197788,0.20089600448467104,0.001558332761401597,-0.032705118879675865,3.343052482795911,0.02169517798701478,0.004731849767267704,Val6
val6_CODED_l0,LEARNED,46da3cc3-6beb-425c-a870-c8d7bae89311,TARGET_P,15,1.1303311586380005,15,94712,284592,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",177.58511099069437,533.6103335064585,711.195444497153,0.011432532793209877,3.00481459582735,0,False,26.69818094642491,0.887159772461564,0.20902548531691234,0.7010573352836389,0.0026222563640082796,-0.03309326569239299,2.876958684836228,0.01416402027942271,0.0006484558184941609,Val6
val6_CODED_l0,LEARNED,46da3cc3-6beb-425c-a870-c8d7bae89311,P,15,1.1303311586380005,15,94712,284592,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",177.58511099069437,533.6103335064585,711.195444497153,0.011432532793209877,3.00481459582735,0,False,26.69818094642491,0.887159772461564,0.20902548531691234,0.7010573352836389,0.0026222563640082796,-0.03309326569239299,2.876958684836228,0.01416402027942271,0.0006484558184941609,Val6
val6_CODED_l0,LEARNED,46da3cc3-6beb-425c-a870-c8d7bae89311,IP,16,1.1303311586380005,15,94712,284592,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",177.58511099069437,533.6103335064585,711.195444497153,0.011432532793209877,3.00481459582735,0,False,26.509333736137837,0.8823458416874137,0.2104932265356183,0.6572412518284114,0.002458365341257762,-0.031024936586618423,2.697148767033964,0.013278769011958791,0.0006079273298382759,Val6
val6_CODED_l0,LEARNED,2996c286-14c5-4157-95ba-f2a73fae0187,TARGET_P,15,1.1303311586380005,15,81944,325816,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",153.64509602818504,610.9053818158636,764.5504778440487,0.012290219907407408,3.9760812262032608,0,False,18.26774023910783,0.49275391790845713,0.5469573338826498,0.07632673905037256,0.015525744350400116,-0.02517636219660441,1.9181362521301577,0.014532442443977363,0.14122162262598673,Val6
val6_CODED_l0,LEARNED,2996c286-14c5-4157-95ba-f2a73fae0187,P,15,1.1303311586380005,15,81944,325816,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",153.64509602818504,610.9053818158636,764.5504778440487,0.012290219907407408,3.9760812262032608,0,False,18.26774023910783,0.49275391790845713,0.5469573338826498,0.07632673905037256,0.015525744350400116,-0.02517636219660441,1.9181362521301577,0.014532442443977363,0.14122162262598673,Val6
val6_CODED_l0,LEARNED,2996c286-14c5-4157-95ba-f2a73fae0187,IP,16,1.1303311586380005,15,81944,325816,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",153.64509602818504,610.9053818158636,764.5504778440487,0.012290219907407408,3.9760812262032608,0,False,18.147648970058505,0.48629553583655616,0.5388296246528625,0.07155631785972427,0.01455538532850011,-0.023602839559316635,1.7982527363720229,0.013624164791228778,0.13239527121186256,Val6
val6_CODED_l0,LEARNED,ALL,TARGET_P,90,1.1303311586380005,90,470832,1665424,3.3066649999999997,complete I/P sequence,142.3887814459584,503.65670547212983,646.0454869180882,0.01073141718106996,3.5371937336459713,,False,26.825071852919123,0.8181516769663383,0.2779560006327099,0.21814732294468928,0.0038797818790791785,-0.03168668904238277,3.134498767597168,0.02418001053683194,0.043024957262807424,Val6
val6_CODED_l0,LEARNED,ALL,P,90,1.1303311586380005,90,470832,1665424,3.3066649999999997,complete I/P sequence,142.3887814459584,503.65670547212983,646.0454869180882,0.01073141718106996,3.5371937336459713,,False,26.825071852919123,0.8181516769663383,0.2779560006327099,0.21814732294468928,0.0038797818790791785,-0.03168668904238277,3.134498767597168,0.02418001053683194,0.043024957262807424,Val6
val6_CODED_l0,LEARNED,ALL,IP,96,1.1303311586380005,90,470832,1665424,3.3066649999999997,complete I/P sequence,142.3887814459584,503.65670547212983,646.0454869180882,0.01073141718106996,3.5371937336459713,,False,26.654870502882172,0.8140313203553741,0.27627684564019245,0.2045131152606462,0.00363729551163673,-0.029706270977233846,2.9385925946223446,0.022668759878279942,0.04033589743388196,Val6
val6_CODED_l1,LEARNED,026aa77c-d036-41b7-a998-83c1911fe2bf,TARGET_P,15,2.260662317276001,15,76008,197896,0.64,"complete I/P sequence, even when quality scope is P or TARGET_P",118.7625,309.2125,427.975,0.008255690586419753,2.603620671508262,0,False,34.14603030180862,0.9687931863907336,0.06284015476703644,0.7484403861270432,0.0010106323998793224,-0.006892575323581696,4.546703568947166,0.01983838286215672,-0.01416844775279363,Val6
val6_CODED_l1,LEARNED,026aa77c-d036-41b7-a998-83c1911fe2bf,P,15,2.260662317276001,15,76008,197896,0.64,"complete I/P sequence, even when quality scope is P or TARGET_P",118.7625,309.2125,427.975,0.008255690586419753,2.603620671508262,0,False,34.14603030180862,0.9687931863907336,0.06284015476703644,0.7484403861270432,0.0010106323998793224,-0.006892575323581696,4.546703568947166,0.01983838286215672,-0.01416844775279363,Val6
val6_CODED_l1,LEARNED,026aa77c-d036-41b7-a998-83c1911fe2bf,IP,16,2.260662317276001,15,76008,197896,0.64,"complete I/P sequence, even when quality scope is P or TARGET_P",118.7625,309.2125,427.975,0.008255690586419753,2.603620671508262,0,False,33.884007216154686,0.9669422903157079,0.06487590819597244,0.701662861994103,0.0009474678748868648,-0.00646178936585784,4.262534595887969,0.018598483933271924,-0.013282919768244028,Val6
val6_CODED_l1,LEARNED,30884276-8cb2-485e-b0ca-a22605c1801f,TARGET_P,15,2.260662317276001,15,65520,220344,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",122.850076781298,413.14525821578644,535.9953349970845,0.008616174768518519,3.363003663003663,0,False,24.347364389165516,0.7630065255828026,0.4076727588971456,-0.26698297741938787,0.0008754303694020453,-0.05402567187945048,2.626856723991309,0.04360309231431733,0.11403646071751912,Val6
val6_CODED_l1,LEARNED,30884276-8cb2-485e-b0ca-a22605c1801f,P,15,2.260662317276001,15,65520,220344,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",122.850076781298,413.14525821578644,535.9953349970845,0.008616174768518519,3.363003663003663,0,False,24.347364389165516,0.7630065255828026,0.4076727588971456,-0.26698297741938787,0.0008754303694020453,-0.05402567187945048,2.626856723991309,0.04360309231431733,0.11403646071751912,Val6
val6_CODED_l1,LEARNED,30884276-8cb2-485e-b0ca-a22605c1801f,IP,16,2.260662317276001,15,65520,220344,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",122.850076781298,413.14525821578644,535.9953349970845,0.008616174768518519,3.363003663003663,0,False,24.215957502588708,0.7580928327015943,0.4014996215701103,-0.25029654133067614,0.0008207159713144174,-0.050649067386984825,2.462678178741853,0.0408778990446725,0.10690918192267418,Val6
val6_CODED_l1,LEARNED,66d34721-a96d-4a92-9042-0847e057f3ba,TARGET_P,15,2.260662317276001,15,69192,193200,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",129.7350810844257,362.25022640639156,491.9853074908172,0.007908709490740741,2.792230315643427,0,False,28.032889025522145,0.8867911156745966,0.20168094336986542,-0.1681585741767255,0.0015577802803520945,-0.035955835382143655,3.268502770009628,0.029775976236696908,0.01145530939102173,Val6
val6_CODED_l1,LEARNED,66d34721-a96d-4a92-9042-0847e057f3ba,P,15,2.260662317276001,15,69192,193200,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",129.7350810844257,362.25022640639156,491.9853074908172,0.007908709490740741,2.792230315643427,0,False,28.032889025522145,0.8867911156745966,0.20168094336986542,-0.1681585741767255,0.0015577802803520945,-0.035955835382143655,3.268502770009628,0.029775976236696908,0.01145530939102173,Val6
val6_CODED_l1,LEARNED,66d34721-a96d-4a92-9042-0847e057f3ba,IP,16,2.260662317276001,15,69192,193200,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",129.7350810844257,362.25022640639156,491.9853074908172,0.007908709490740741,2.792230315643427,0,False,27.8878031413858,0.883098912680127,0.2030259007588029,-0.15764866329068017,0.0014604190128300887,-0.03370859567075968,3.0642213468840263,0.02791497772190335,0.01073935255408287,Val6
val6_CODED_l1,LEARNED,b3d4cebf-21ab-41e1-b79a-729d35794681,TARGET_P,15,2.260662317276001,15,83456,201288,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",156.48009780006115,377.4152358845224,533.8953336845836,0.008582417052469135,2.4119056748466257,0,False,29.455399824458876,0.9103749369970233,0.23973826169967652,0.21537463777634613,0.0016562407275809265,-0.034797489643096924,3.567008214641669,0.02313554230156832,0.005135276913642883,Val6
val6_CODED_l1,LEARNED,b3d4cebf-21ab-41e1-b79a-729d35794681,P,15,2.260662317276001,15,83456,201288,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",156.48009780006115,377.4152358845224,533.8953336845836,0.008582417052469135,2.4119056748466257,0,False,29.455399824458876,0.9103749369970233,0.23973826169967652,0.21537463777634613,0.0016562407275809265,-0.034797489643096924,3.567008214641669,0.02313554230156832,0.005135276913642883,Val6
val6_CODED_l1,LEARNED,b3d4cebf-21ab-41e1-b79a-729d35794681,IP,16,2.260662317276001,15,83456,201288,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",156.48009780006115,377.4152358845224,533.8953336845836,0.008582417052469135,2.4119056748466257,0,False,29.281822709379817,0.9073838150519213,0.23910454288125038,0.2019137229153245,0.0015527256821071186,-0.032622646540403366,3.344070201226564,0.0216895709077203,0.004814322106540203,Val6
val6_CODED_l1,LEARNED,46da3cc3-6beb-425c-a870-c8d7bae89311,TARGET_P,15,2.260662317276001,15,94712,224720,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",177.58511099069437,421.35026334391466,598.935374334609,0.00962794174382716,2.3726666103556044,0,False,26.6956063994615,0.8871219085470922,0.20906938811143239,0.6984827883202288,0.002584392449536447,-0.03304936289787293,2.8743841378728177,0.014126156364950878,0.0006923586130142212,Val6
val6_CODED_l1,LEARNED,46da3cc3-6beb-425c-a870-c8d7bae89311,P,15,2.260662317276001,15,94712,224720,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",177.58511099069437,421.35026334391466,598.935374334609,0.00962794174382716,2.3726666103556044,0,False,26.6956063994615,0.8871219085470922,0.20906938811143239,0.6984827883202288,0.002584392449536447,-0.03304936289787293,2.8743841378728177,0.014126156364950878,0.0006923586130142212,Val6
val6_CODED_l1,LEARNED,46da3cc3-6beb-425c-a870-c8d7bae89311,IP,16,2.260662317276001,15,94712,224720,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",177.58511099069437,421.35026334391466,598.935374334609,0.00962794174382716,2.3726666103556044,0,False,26.50692009835964,0.8823103442675964,0.21053438540548086,0.6548276140502145,0.002422867921440419,-0.030983777716755867,2.6947351292557666,0.013243271592141448,0.0006490861997008324,Val6
val6_CODED_l1,LEARNED,2996c286-14c5-4157-95ba-f2a73fae0187,TARGET_P,15,2.260662317276001,15,81944,266000,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",153.64509602818504,498.7503117189449,652.3954077471299,0.010487316743827161,3.2461193009860394,0,False,18.26821444113432,0.4927286194968753,0.5469356695810954,0.07680094107685775,0.015500445938818186,-0.025198026498158773,1.9186104541566429,0.014507144032395431,0.14119995832443238,Val6
val6_CODED_l1,LEARNED,2996c286-14c5-4157-95ba-f2a73fae0187,P,15,2.260662317276001,15,81944,266000,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",153.64509602818504,498.7503117189449,652.3954077471299,0.010487316743827161,3.2461193009860394,0,False,18.26821444113432,0.4927286194968753,0.5469356695810954,0.07680094107685775,0.015500445938818186,-0.025198026498158773,1.9186104541566429,0.014507144032395431,0.14119995832443238,Val6
val6_CODED_l1,LEARNED,2996c286-14c5-4157-95ba-f2a73fae0187,IP,16,2.260662317276001,15,81944,266000,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",153.64509602818504,498.7503117189449,652.3954077471299,0.010487316743827161,3.2461193009860394,0,False,18.148093534458333,0.4862718185756981,0.5388093143701553,0.07200088225955414,0.01453166806764205,-0.02362314984202385,1.7986973007718527,0.013600447530370718,0.13237496092915535,Val6
val6_CODED_l1,LEARNED,ALL,TARGET_P,90,2.260662317276001,90,470832,1303448,3.3066649999999997,complete I/P sequence,142.3887814459584,394.18810190932555,536.5768833552839,0.008913041730967079,2.768392972440276,,False,26.8242507302585,0.8181360487815206,0.27798952940437527,0.2173262002840604,0.0038641536942615037,-0.031653160270717406,3.133677644936539,0.024164382352014263,0.043058486034472786,Val6
val6_CODED_l1,LEARNED,ALL,P,90,2.260662317276001,90,470832,1303448,3.3066649999999997,complete I/P sequence,142.3887814459584,394.18810190932555,536.5768833552839,0.008913041730967079,2.768392972440276,,False,26.8242507302585,0.8181360487815206,0.27798952940437527,0.2173262002840604,0.0038641536942615037,-0.031653160270717406,3.133677644936539,0.024164382352014263,0.043058486034472786,Val6
val6_CODED_l1,LEARNED,ALL,IP,96,2.260662317276001,90,470832,1303448,3.3066649999999997,complete I/P sequence,142.3887814459584,394.18810190932555,536.5768833552839,0.008913041730967079,2.768392972440276,,False,26.65410070038783,0.8140166689321076,0.2763082788636287,0.20374331276630664,0.0036226440883701597,-0.029674837753797572,2.937822792128005,0.02265410845501337,0.040367330657318234,Val6
val6_CODED_l2,LEARNED,026aa77c-d036-41b7-a998-83c1911fe2bf,TARGET_P,15,4.521324634552002,15,76008,138864,0.64,"complete I/P sequence, even when quality scope is P or TARGET_P",118.7625,216.975,335.7375,0.006476417824074074,1.8269655825702558,0,False,34.13717195933539,0.9687491420021226,0.06296232864260673,0.7395820436538116,0.0009665880112681287,-0.0067704014480113985,4.537845226473935,0.019794338473545524,-0.014046273877223332,Val6
