method,kind,video,scope,frames,delta,target_P_frames,base_bits,enhancement_bits,duration_seconds,rate_scope,base_kbps,enhancement_kbps,total_kbps,total_bpp,actual_enhancement_fraction,zero_increment_exact_frames,diagnostic,psnr,ms_ssim,lpips,psnr_gain_vs_ZERO_D,ms_ssim_gain_vs_ZERO_D,lpips_gain_vs_ZERO_D,psnr_minus_ORIGINAL,ms_ssim_minus_ORIGINAL,lpips_minus_ORIGINAL,cohort
train2_full_ORIGINAL_q2,ORIGINAL,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,,15,151192,0,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",283.20162137760906,0.0,283.20162137760906,0.004557050540123456,0.0,0,False,28.81224589471193,0.9229834979426325,0.1152453492085139,-0.7619763382624183,0.021224912022093763,-0.06031710207462311,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q2,ORIGINAL,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,,15,151192,0,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",283.20162137760906,0.0,283.20162137760906,0.004557050540123456,0.0,0,False,28.73335144423185,0.9197218009090764,0.11844936478883028,-0.6402157259272141,0.023383095579406113,-0.06034682597965002,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q2,ORIGINAL,ALL,TARGET_P,30,,30,297040,0,1.0672,complete I/P sequence,278.33583208395805,0.0,278.33583208395805,0.004476514274691358,0.0,,False,22.803508365232776,0.8683031909943703,0.15707583278417586,-1.148547159547522,0.025033507491866357,-0.1199956402182579,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q2,ORIGINAL,ALL,P,30,,30,297040,0,1.0672,complete I/P sequence,278.33583208395805,0.0,278.33583208395805,0.004476514274691358,0.0,,False,22.803508365232776,0.8683031909943703,0.15707583278417586,-1.148547159547522,0.025033507491866357,-0.1199956402182579,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q2,ORIGINAL,ALL,IP,32,,30,297040,0,1.0672,complete I/P sequence,278.33583208395805,0.0,278.33583208395805,0.004476514274691358,0.0,,False,22.746013809573792,0.864482592208115,0.15957365930080414,-1.0151831819638533,0.027169960115132386,-0.11580210365355015,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,15,,15,183176,0,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",343.4552146595092,0.0,343.4552146595092,0.005521074459876543,0.0,0,False,17.033261744413604,0.8301219166902842,0.18667446772257487,-1.2966270721726458,0.04534113560581502,-0.19190602699915568,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,,15,183176,0,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",343.4552146595092,0.0,343.4552146595092,0.005521074459876543,0.0,0,False,17.033261744413604,0.8301219166902842,0.18667446772257487,-1.2966270721726458,0.04534113560581502,-0.19190602699915568,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,,15,183176,0,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",343.4552146595092,0.0,343.4552146595092,0.005521074459876543,0.0,0,False,17.00740123432658,0.8267619166661035,0.18764172494411469,-1.141425578589649,0.04847535780980858,-0.1843136101961136,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,15,,15,183200,0,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",343.15662889820874,0.0,343.15662889820874,0.005521797839506173,0.0,0,False,29.241603947037316,0.9323335659600649,0.10327280511458715,-0.3326182859370289,0.03057498003952638,-0.07228964616854985,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,,15,183200,0,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",343.15662889820874,0.0,343.15662889820874,0.005521797839506173,0.0,0,False,29.241603947037316,0.9323335659600649,0.10327280511458715,-0.3326182859370289,0.03057498003952638,-0.07228964616854985,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,,15,183200,0,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",343.15662889820874,0.0,343.15662889820874,0.005521797839506173,0.0,0,False,29.180317571240213,0.930054452625602,0.10547247668728232,-0.19324959891885274,0.03371574729593189,-0.07332371408119798,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,ALL,TARGET_P,30,,30,366376,0,1.0672,complete I/P sequence,343.30584707646176,0.0,343.30584707646176,0.005521436149691358,0.0,,False,23.13743284572546,0.8812277413251746,0.14497363641858102,-0.8146226790548373,0.037958057822670706,-0.13209783658385277,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,ALL,P,30,,30,366376,0,1.0672,complete I/P sequence,343.30584707646176,0.0,343.30584707646176,0.005521436149691358,0.0,,False,23.13743284572546,0.8812277413251746,0.14497363641858102,-0.8146226790548373,0.037958057822670706,-0.13209783658385277,0.0,0.0,0.0,Train2_full
train2_full_ORIGINAL_q3,ORIGINAL,ALL,IP,32,,30,366376,0,1.0672,complete I/P sequence,343.30584707646176,0.0,343.30584707646176,0.005521436149691358,0.0,,False,23.093859402783394,0.8784081846458528,0.1465571008156985,-0.6673375887542509,0.04109555255287023,-0.12881866213865578,0.0,0.0,0.0,Train2_full
train2_full_TEACHER,TEACHER,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,15,,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,19.99241846292296,0.869427384989989,0.2720543603102366,1.6625296463367079,0.08464660390552001,-0.10652613441149393,3.8849922915682966,0.09869025553308144,0.04421812395254771,Train2_full
train2_full_TEACHER,TEACHER,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,19.99241846292296,0.869427384989989,0.2720543603102366,1.6625296463367079,0.08464660390552001,-0.10652613441149393,3.8849922915682966,0.09869025553308144,0.04421812395254771,Train2_full
train2_full_TEACHER,TEACHER,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,19.707448356356892,0.85764275001772,0.2720870841294527,1.5586215434406636,0.07935619116142499,-0.09986825101077557,3.6421802733452777,0.09252211456226385,0.04145449120551348,Train2_full
train2_full_TEACHER,TEACHER,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,15,,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,33.01436594340639,0.9483345949780857,0.0879361813267072,3.4401437104320505,0.04657600905754715,-0.0876262699564298,5.326296207321566,0.05276550328485278,-0.058575667440891266,Train2_full
train2_full_TEACHER,TEACHER,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,33.01436594340639,0.9483345949780857,0.0879361813267072,3.4401437104320505,0.04657600905754715,-0.0876262699564298,5.326296207321566,0.05276550328485278,-0.058575667440891266,Train2_full
train2_full_TEACHER,TEACHER,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,32.598701898689114,0.9400037138211207,0.09664656268432736,3.2251347285300476,0.043665008491450455,-0.08214962808415294,4.993402694363969,0.04946765932954948,-0.05491468822583556,Train2_full
train2_full_TEACHER,TEACHER,ALL,TARGET_P,30,,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,26.503392203164672,0.9088809899840373,0.17999527081847191,2.5513366783843794,0.06561130648153359,-0.09707620218396187,4.605644249444932,0.07572787940896711,-0.0071787717441717785,Train2_full
train2_full_TEACHER,TEACHER,ALL,P,30,,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,26.503392203164672,0.9088809899840373,0.17999527081847191,2.5513366783843794,0.06561130648153359,-0.09707620218396187,4.605644249444932,0.07572787940896711,-0.0071787717441717785,Train2_full
train2_full_TEACHER,TEACHER,ALL,IP,32,,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,26.153075127523003,0.8988232319194203,0.18436682340689003,2.3918781359853556,0.06151059982643772,-0.09100893954746425,4.317791483854624,0.07099488694590667,-0.006730098510161042,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,15,1.1303311586380005,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.28314125322064,0.794913662488716,0.32791777650515236,-0.04674756336560719,0.010132881404246811,-0.05066271821657817,2.1757150818659814,0.02417653303180826,0.10008154014746348,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,1.1303311586380005,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.28314125322064,0.794913662488716,0.32791777650515236,-0.04674756336560719,0.010132881404246811,-0.05066271821657817,2.1757150818659814,0.02417653303180826,0.10008154014746348,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,1.1303311586380005,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.105000972260967,0.7877861351727763,0.32445903681218624,-0.04382584065525674,0.009499576316481385,-0.04749629832804203,2.0397328892493576,0.022665499717320244,0.09382644388824701,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,15,1.1303311586380005,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,29.171887655709224,0.9000784465153112,0.14837877154350282,-0.40233457726512756,-0.0016801394052273618,-0.027183679739634196,1.4838179196243888,0.004509354822078268,0.0018669227759043376,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,1.1303311586380005,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,29.171887655709224,0.9000784465153112,0.14837877154350282,-0.40233457726512756,-0.0016801394052273618,-0.027183679739634196,1.4838179196243888,0.004509354822078268,0.0018669227759043376,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,1.1303311586380005,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,28.99637850397301,0.8947635746372695,0.15331149101257324,-0.37718866618605706,-0.0015751306924006517,-0.02548469975590706,1.3910792996478645,0.0042275201456983755,0.0017502401024103165,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,ALL,TARGET_P,30,1.1303311586380005,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.727514454464934,0.8474960545020136,0.2381482740243276,-0.22454107031536735,0.004226370999509724,-0.03892319897810618,1.8297665007451849,0.014342943926943264,0.05097423146168391,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,ALL,P,30,1.1303311586380005,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.727514454464934,0.8474960545020136,0.2381482740243276,-0.22454107031536735,0.004226370999509724,-0.03892319897810618,1.8297665007451849,0.014342943926943264,0.05097423146168391,Train2_full
train2_full_WRONG_l0,WRONG_QUANTIZED,ALL,IP,32,1.1303311586380005,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.550689738116986,0.8412748549050229,0.23888526391237974,-0.2105072534206569,0.003962222812040367,-0.036490499041974545,1.715406094448611,0.01344650993150931,0.047788341995328665,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,15,2.260662317276001,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.2827742502706,0.7948599186760191,0.3279810766379038,-0.04711456631565293,0.010079137591549962,-0.0505994180838267,2.175348078915936,0.02412278921911141,0.10014484028021495,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,2.260662317276001,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.2827742502706,0.7948599186760191,0.3279810766379038,-0.04711456631565293,0.010079137591549962,-0.0505994180838267,2.175348078915936,0.02412278921911141,0.10014484028021495,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,2.260662317276001,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.104656906995302,0.787735750348373,0.32451838068664074,-0.044169905920924624,0.00944919149207809,-0.04743695445358753,2.03938882398369,0.022615114892916947,0.09388578776270151,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,15,2.260662317276001,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,29.170737752937917,0.9000453158709455,0.14843930304050446,-0.4034844800364295,-0.0017132700495932592,-0.02712314824263255,1.4826680168530868,0.00447622417771237,0.0019274542729059855,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,2.260662317276001,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,29.170737752937917,0.9000453158709455,0.14843930304050446,-0.4034844800364295,-0.0017132700495932592,-0.02712314824263255,1.4826680168530868,0.00447622417771237,0.0019274542729059855,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,2.260662317276001,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,28.995300470124914,0.8947325146581766,0.1533682392910123,-0.37826670003415264,-0.0016061906714936805,-0.025427951477468014,1.390001265799769,0.004196460166605347,0.0018069883808493614,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,ALL,TARGET_P,30,2.260662317276001,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.726756001604258,0.8474526172734823,0.23821018983920414,-0.2252995231760412,0.004182933770978351,-0.03886128316322963,1.8290080478845112,0.01429950669841189,0.051036147276560466,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,ALL,P,30,2.260662317276001,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.726756001604258,0.8474526172734823,0.23821018983920414,-0.2252995231760412,0.004182933770978351,-0.03886128316322963,1.8290080478845112,0.01429950669841189,0.051036147276560466,Train2_full
train2_full_WRONG_l1,WRONG_QUANTIZED,ALL,IP,32,2.260662317276001,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.54997868856011,0.8412341325032748,0.2389433099888265,-0.21121830297753863,0.003921500410292204,-0.03643245296552777,1.7146950448917293,0.013405787529761147,0.047846388071775436,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,15,4.521324634552002,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.28112673720371,0.794732107504061,0.3282983402411143,-0.048762079382538084,0.009951326419591903,-0.05028215448061625,2.173700565849051,0.02399497804715335,0.1004621038834254,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,4.521324634552002,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.28112673720371,0.794732107504061,0.3282983402411143,-0.048762079382538084,0.009951326419591903,-0.05028215448061625,2.173700565849051,0.02399497804715335,0.1004621038834254,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,4.521324634552002,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.103112363495097,0.7876159273746624,0.32481581531465054,-0.045714449421129455,0.009329368518367409,-0.047139519825577736,2.037844280483485,0.022495291919206267,0.09418322239071131,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,15,4.521324634552002,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,29.159503762040938,0.8999346187043199,0.1486383120218913,-0.4147184709334096,-0.0018239672162188025,-0.026924139261245726,1.4714340259561067,0.004365527011086826,0.002126463254292806,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,4.521324634552002,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,29.159503762040938,0.8999346187043199,0.1486383120218913,-0.4147184709334096,-0.0018239672162188025,-0.026924139261245726,1.4714340259561067,0.004365527011086826,0.002126463254292806,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,4.521324634552002,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,28.984768603658992,0.894628736064465,0.15355481021106243,-0.3887985665000715,-0.0017099692652051274,-0.02524138055741787,1.37946939933385,0.0040926815728939,0.0019935593008995056,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,ALL,TARGET_P,30,4.521324634552002,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.720315249622324,0.8473333631041905,0.2384683261315028,-0.23174027515797385,0.00406367960168655,-0.03860314687093099,1.8225672959025787,0.014180252529120089,0.0512942835688591,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,ALL,P,30,4.521324634552002,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.720315249622324,0.8473333631041905,0.2384683261315028,-0.23174027515797385,0.00406367960168655,-0.03860314687093099,1.8225672959025787,0.014180252529120089,0.0512942835688591,Train2_full
train2_full_WRONG_l2,WRONG_QUANTIZED,ALL,IP,32,4.521324634552002,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.543940483577046,0.8411223317195637,0.23918531276285648,-0.21725650796060048,0.003809699626581141,-0.0361904501914978,1.7086568399086675,0.013293986746050084,0.04808839084580541,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,15,9.042649269104004,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.291591084132445,0.7943987209972281,0.32877491116523744,-0.038297732453798736,0.009617939912758899,-0.04980558355649312,2.18416491277779,0.023661591540320347,0.10093867480754852,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,9.042649269104004,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.291591084132445,0.7943987209972281,0.32877491116523744,-0.038297732453798736,0.009617939912758899,-0.04980558355649312,2.18416491277779,0.023661591540320347,0.10093867480754852,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,9.042649269104004,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,0,True,18.11292268874079,0.7873033775245064,0.32526260055601597,-0.035904124175436314,0.009016818668211468,-0.0466927345842123,2.047654605729178,0.022182742069050326,0.09463000763207674,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,15,9.042649269104004,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,29.11900895760844,0.8994262933163847,0.1494372953971227,-0.45521327536590683,-0.0023322926041537888,-0.026125155886014304,1.4309392215236094,0.0038572016231518402,0.002925446629524231,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,9.042649269104004,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,29.11900895760844,0.8994262933163847,0.1494372953971227,-0.45521327536590683,-0.0023322926041537888,-0.026125155886014304,1.4309392215236094,0.0038572016231518402,0.002925446629524231,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,9.042649269104004,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,0,True,28.94680472450353,0.894152181013276,0.1543038571253419,-0.42676244565553767,-0.002186524316394177,-0.02449233364313841,1.3415055201783839,0.00361612652170485,0.0027426062151789665,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,ALL,TARGET_P,30,9.042649269104004,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.705300020870443,0.8469125071568064,0.23910610328118007,-0.2467555039098528,0.003642823654302555,-0.037965369721253715,1.8075520671506997,0.013759396581736093,0.05193206071853638,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,ALL,P,30,9.042649269104004,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.705300020870443,0.8469125071568064,0.23910610328118007,-0.2467555039098528,0.003642823654302555,-0.037965369721253715,1.8075520671506997,0.013759396581736093,0.05193206071853638,Train2_full
train2_full_WRONG_l3,WRONG_QUANTIZED,ALL,IP,32,9.042649269104004,30,197744,,1.0672,complete I/P sequence,185.29235382308846,,,,,,True,23.52986370662216,0.8407277792688912,0.23978322884067893,-0.231333284915487,0.0034151471759086456,-0.035592534113675356,1.694580062953781,0.012899434295377588,0.04868630692362785,Train2_full
train2_full_ZERO_D,ZERO_D,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,15,,15,92960,0,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,0.0,174.3001089375681,0.0028018904320987656,0.0,0,False,18.329888816586244,0.7847807810844692,0.37858049472173055,0.0,0.0,0.0,2.2224626452315888,0.014043651627561448,0.15074425836404165,Train2_full
train2_full_ZERO_D,ZERO_D,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,,15,92960,0,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,0.0,174.3001089375681,0.0028018904320987656,0.0,0,False,18.329888816586244,0.7847807810844692,0.37858049472173055,0.0,0.0,0.0,2.2224626452315888,0.014043651627561448,0.15074425836404165,Train2_full
train2_full_ZERO_D,ZERO_D,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,,15,92960,0,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,0.0,174.3001089375681,0.0028018904320987656,0.0,0,False,18.148826812916226,0.7782865588562949,0.37195533514022827,0.0,0.0,0.0,2.083558729904614,0.013165923400838858,0.14132274221628904,Train2_full
train2_full_ZERO_D,ZERO_D,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,15,,15,104784,0,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,0.0,196.2736037252724,0.003158275462962963,0.0,0,False,29.574222232974346,0.9017585859205386,0.175562451283137,0.0,0.0,0.0,1.8861524968895163,0.0061894942273056286,0.029050602515538534,Train2_full
train2_full_ZERO_D,ZERO_D,c227e33d-910e-4e39-a325-0fe1d1116436,P,15,,15,104784,0,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,0.0,196.2736037252724,0.003158275462962963,0.0,0,False,29.574222232974346,0.9017585859205386,0.175562451283137,0.0,0.0,0.0,1.8861524968895163,0.0061894942273056286,0.029050602515538534,Train2_full
train2_full_ZERO_D,ZERO_D,c227e33d-910e-4e39-a325-0fe1d1116436,IP,16,,15,104784,0,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,0.0,196.2736037252724,0.003158275462962963,0.0,0,False,29.373567170159067,0.8963387053296702,0.1787961907684803,0.0,0.0,0.0,1.7682679658339215,0.005802650838099027,0.027234939858317375,Train2_full
train2_full_ZERO_D,ZERO_D,ALL,TARGET_P,30,,30,197744,0,1.0672,complete I/P sequence,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,,False,23.952055524780295,0.8432696835025039,0.2770714730024338,0.0,0.0,0.0,2.0543075710605527,0.010116572927433539,0.0898974304397901,Train2_full
train2_full_ZERO_D,ZERO_D,ALL,P,30,,30,197744,0,1.0672,complete I/P sequence,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,,False,23.952055524780295,0.8432696835025039,0.2770714730024338,0.0,0.0,0.0,2.0543075710605527,0.010116572927433539,0.0898974304397901,Train2_full
train2_full_ZERO_D,ZERO_D,ALL,IP,32,,30,197744,0,1.0672,complete I/P sequence,185.29235382308846,0.0,185.29235382308846,0.0029800829475308643,0.0,,False,23.761196991537645,0.8373126320929826,0.2753757629543543,0.0,0.0,0.0,1.9259133478692678,0.009484287119468943,0.08427884103730321,Train2_full
train2_full_ZERO_INPUT,ZERO_INPUT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,TARGET_P,15,,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,15,True,18.329888816586244,0.7847807810844692,0.37858049472173055,0.0,0.0,0.0,2.2224626452315888,0.014043651627561448,0.15074425836404165,Train2_full
train2_full_ZERO_INPUT,ZERO_INPUT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,P,15,,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,15,True,18.329888816586244,0.7847807810844692,0.37858049472173055,0.0,0.0,0.0,2.2224626452315888,0.014043651627561448,0.15074425836404165,Train2_full
train2_full_ZERO_INPUT,ZERO_INPUT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,IP,16,,15,92960,,0.533333,"complete I/P sequence, even when quality scope is P or TARGET_P",174.3001089375681,,,,,15,True,18.148826812916226,0.7782865588562949,0.37195533514022827,0.0,0.0,0.0,2.083558729904614,0.013165923400838858,0.14132274221628904,Train2_full
train2_full_ZERO_INPUT,ZERO_INPUT,c227e33d-910e-4e39-a325-0fe1d1116436,TARGET_P,15,,15,104784,,0.533867,"complete I/P sequence, even when quality scope is P or TARGET_P",196.2736037252724,,,,,15,True,29.574222232974346,0.9017585859205386,0.175562451283137,0.0,0.0,0.0,1.8861524968895163,0.0061894942273056286,0.029050602515538534,Train2_full
