video,frame,historic_optimizer_seconds,current_restore_and_verification_seconds,optimizer_reused
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,49.03155907988548,14.912895560264587,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,48.828122451901436,13.345511175692081,True
fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,48.79562097042799,12.525974437594414,True
c227e33d-910e-4e39-a325-0fe1d1116436,1,49.736684024333954,13.135429434478283,True
c227e33d-910e-4e39-a325-0fe1d1116436,8,49.66009932011366,11.666069492697716,True
c227e33d-910e-4e39-a325-0fe1d1116436,15,49.810531340539455,12.68967417627573,True
