cohort,method,video,residual_analysis_seconds,actual_entropy_encode_seconds,note,receiver_entropy_decode_seconds,receiver_base_decode_seconds,receiver_synthesis_seconds,receiver_peak_allocated_bytes,optimization_time_excluded_from_this_table
Val6,val6_CODED_l2,66d34721-a96d-4a92-9042-0847e057f3ba,0.03312651067972183,0.10571659356355667,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.12309478968381882,3.3764570876955986,1.6831344068050385,1159090688,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_CODED_l2,b3d4cebf-21ab-41e1-b79a-729d35794681,0.03295355290174484,0.10492309182882309,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.1316031962633133,3.257559560239315,1.6203911155462265,1159090688,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_CODED_l3,026aa77c-d036-41b7-a998-83c1911fe2bf,0.03919576108455658,0.06964938342571259,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.10079241544008255,3.1325980201363564,1.5751769170165062,1159090688,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_CODED_l3,2996c286-14c5-4157-95ba-f2a73fae0187,0.036994099617004395,0.09460661560297012,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.13599056750535965,3.2972085773944855,1.5708602741360664,1159090688,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_CODED_l3,30884276-8cb2-485e-b0ca-a22605c1801f,0.03471808135509491,0.07752534002065659,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.13149259239435196,3.199136719107628,1.58018047362566,1159090688,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_CODED_l3,46da3cc3-6beb-425c-a870-c8d7bae89311,0.032589495182037354,0.07916808873414993,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.1111350953578949,3.525139056146145,1.6719036251306534,1159090688,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_CODED_l3,66d34721-a96d-4a92-9042-0847e057f3ba,0.03158998489379883,0.0662594735622406,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.09789405763149261,3.1081275790929794,1.5401366502046585,1159090688,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_CODED_l3,b3d4cebf-21ab-41e1-b79a-729d35794681,0.03231367468833923,0.06954894214868546,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,0.10039707273244858,3.0262198075652122,1.6441888436675072,1159090688,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l0,026aa77c-d036-41b7-a998-83c1911fe2bf,0.025087915360927582,4.712116219103336,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,6.175451040267944,3.3339538648724556,1.6050841435790062,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l0,2996c286-14c5-4157-95ba-f2a73fae0187,0.02805543690919876,5.319286048412323,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,6.635716766119003,3.472528502345085,1.6760880574584007,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l0,30884276-8cb2-485e-b0ca-a22605c1801f,0.025559306144714355,4.847402185201645,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,6.638813078403473,3.6465607061982155,1.6654855757951736,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l0,46da3cc3-6beb-425c-a870-c8d7bae89311,0.025258876383304596,4.934897571802139,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,6.583984985947609,3.6783719584345818,1.6253919079899788,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l0,66d34721-a96d-4a92-9042-0847e057f3ba,0.02520342916250229,4.654174953699112,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,6.521621234714985,3.2642797380685806,1.630709208548069,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l0,b3d4cebf-21ab-41e1-b79a-729d35794681,0.025407008826732635,4.725998155772686,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,6.383856475353241,3.2457820251584053,1.5481746643781662,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l1,026aa77c-d036-41b7-a998-83c1911fe2bf,0.02578338235616684,3.8136885091662407,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,5.064632564783096,3.431915119290352,1.6444819942116737,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l1,2996c286-14c5-4157-95ba-f2a73fae0187,0.025771930813789368,4.286729998886585,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,5.617223009467125,3.5599799528717995,1.6608330309391022,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l1,30884276-8cb2-485e-b0ca-a22605c1801f,0.025148361921310425,3.948962591588497,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,5.396037302911282,3.1005728021264076,1.5924657136201859,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
Val6,val6_DIRECT_l1,46da3cc3-6beb-425c-a870-c8d7bae89311,0.02572937309741974,3.9084684178233147,base latent and r_star caches used; optimization time is recorded separately and must be added for uncached encoding,5.361534558236599,3.5234215706586838,1.664455808699131,1158509056,separately recorded in sender_optimization_timing and historic teacher checks; must not claim realtime from these timings
