method,group,frames,lambda,actual_packet_bits,rate_note,psnr,ms_ssim,lpips,symbol_nonzero_fraction,nonzero_enhancement_frame,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED
B_Train2_ZERO_NO_STREAM,Train2_rest24,24,,,"group packet cost only, shared headers charged in complete sequence; not a group RD point",23.983363581420733,0.8441964777092971,0.27588004743059474,0.0,0.0,0.0,0.0,0.0,-0.5989407601735984,-0.02194612819538873,0.05271894112229347,-0.5518474570651152,-0.02083147303769868,0.0515397929896911
B_Train2_ZERO_NO_STREAM,network_train6,6,,,"group packet cost only, shared headers charged in complete sequence; not a group RD point",23.826820922483602,0.8395624843743055,0.28183720757563907,0.0,0.0,0.0,0.0,0.0,-0.7151836383515869,-0.024279481002884056,0.055214439829190574,-0.6647395684861769,-0.023133951580392904,0.053682535886764526
