dataset,video,qp,granularity,frame,trajectory_id,cumulative_actual_bytes,baseline_prefix_bytes,rate_ratio,cumulative_pixel_SSE,aggregate_MSE,beam_rank,bitstream_hash,DPB_hash
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,4,fresh_ulong_00_qp1_G16_T127,14599,14511,1.0060643649645096,209838.18762074044,0.00674634090858862,11,99ef0e18d8ca4ce8028fa0662dfd3eca18a2601d456f84dae4f66ac4f8bf3bbe,fd5e7aede29e295bf53927f74c40aeb4f4f4688caa64da1a225b18c3718b0f56
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,4,fresh_ulong_00_qp1_G16_T84,14554,14511,1.0029632692440218,209838.62682090982,0.006746355028964436,12,6e6eba1a631b3162bb729659643b64893ee9043782ae669ca427ac6455b99cce,878dd800d32541d80fc4bc442b426786b2b68c8753c6a6be665140c684484825
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,4,fresh_ulong_00_qp1_G16_T122,14601,14511,1.0062021914409758,209858.83569141256,0.006747004748309303,13,3513b131acaa68588b502f95ed7455e05a708279eaec50105275f80d01aad1c8,9b995f241d311e854c10bc057bd45f1b0567628e4cf84f05f5a37597f3134fb8
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,4,fresh_ulong_00_qp1_G16_T116,14559,14511,1.0033078354351872,209860.746289283,0.006747066174423965,14,2a8cc2652fda4870d62c119a1d4764e360e21868d8fd561e957667b555527457,1884b5b1133fb6a0ae0feb50eb242c165ba4c40b5f656cba55bae023622b5659
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,4,fresh_ulong_00_qp1_G16_T119,14556,14511,1.003101095720488,209861.60022965365,0.0067470936287825885,15,b80c35b9889d0523e70532915a140559c4f3c463331ab2818f1335e5e826300f,8a226ea23cb3dec02ba517401b401094812443ff21b162463e8a149b7cb6f37a
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,fresh_ulong_00_qp1_G16_T138,15754,15916,0.9898215632068359,247594.73398501595,0.006633518035863982,0,f0db0ce71c86764f155c3a5517efa0e2c272b86178f5b5b09187291d8379c9ad,440737fb1825402661c69dd5df1c0635a704c6c1f1c6503a65daee838e0b150a
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,fresh_ulong_00_qp1_G16_T142,15748,15916,0.9894445840663483,247628.4447459185,0.006634421209113472,1,4030c25025d36d3aae41027a6ec59cc70eb1c9d55595a239e62ded0a0343f158,837dc3180711d0dbc6f696b8595699c29ec327bd56441a5af99832002e03f7ff
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,fresh_ulong_00_qp1_G16_T146,15897,15916,0.9988062327217894,245113.95293355797,0.006567053351486357,2,57f2c08bf8109c03909020df54e4db744ecc8e31cfb6e84dcde3b4713ab91456,bd7c670076f85a58e358c99c208d2d543b4393f2e423047fb45cd6267e10bab4
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,fresh_ulong_00_qp1_G16_T150,15846,15916,0.9956019100276451,246617.26695602905,0.006607329897441622,3,5ba2759a3fc6235dd2ae975538e2a6f7c48eb56e8339781ad972322406d3c847,07724f2e895dcd55a1dd3902577fa5b21ce3622461e8a1688ab4b7ec1d6e4d7a
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,fresh_ulong_00_qp1_G16_T193,16016,15916,1.0062829856747926,244525.8676037066,0.006551297464519746,4,bf8123ce0e38d583ed98a61592cd900232806b6271421e99cf03df42c47acec0,eb564b8cc1a0c874d66fad531c01b88a210dc1c62775730ce62991b77282ebe8
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,fresh_ulong_00_qp1_G16_T190,15985,15916,1.004335260115607,244528.03463127543,0.006551355523171602,5,c06d3e66df472bdf12f4e3ca376a86724be959019ed60a2270ab8dab7ed8f79d,c03dea39365f9425a493411dd0fe8041ba171fd043fb773b6c34adae13fbbad8
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,fresh_ulong_00_qp1_G16_T198,15939,15916,1.0014450867052023,244538.0699720545,0.006551624388397379,6,29d6f44be9b8090c38f1a639fd6cdcd22e2110d66eb6276017a8f786b98bc480,0fc1af75b798c87a4eab18e1943e838ee84365024923f7b1dd63e131dc09c7de
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,fresh_ulong_00_qp1_G16_T158,15917,15916,1.000062829856748,244686.399227563,0.0065555984018015635,7,a349add81e56b264847fae5f70a08121a01a7fadb8f7778efbc4dcfdc539b0b3,e8b543d40c6dfed3a7752373ab8fd7763bcdad400ffca1dff8c09e6ea545a9fc
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,fresh_ulong_00_qp1_G16_T162,15846,15916,0.9956019100276451,246617.26695602905,0.006607329897441622,8,4ef188a355e4864a79b10ddc4edc3327f8ad73b51f3bb97af3441b38df2475d1,07724f2e895dcd55a1dd3902577fa5b21ce3622461e8a1688ab4b7ec1d6e4d7a
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,fresh_ulong_00_qp1_G16_T166,15806,15916,0.9930887157577281,246819.10764693024,0.006612737580561188,9,4e6131a10d99ccb58809453aac41b3f8772159004ab5d3f1fcd8bdad9ac762c0,70345a560fb2605832ca95a0199897ba3fe3497404c7e2f259c95b0ba19ba0c7
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,1,G16,5,fresh_ulong_00_qp1_G16_T170,15710,15916,0.9870570495099271,249221.41053936922,0.006677099690805288,10,e88fa8794036f8883b060a326da0aaefa65ee892bdb25acce4157f3dca423e93,21e95fce7ed55eb93f52a8858249187af9f3eada2e9ef91ec1908127d80e832c
