dataset,video,video_id,qp,granularity,frame,candidate_name,number_tiles,FULL_tiles,PRED_ONLY_tiles,CORR2_tiles,CORR4_tiles,actual_frame_bytes,pixel_SSE,MSE,mean_frame_PSNR,LPIPS,DISTS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,55,MIX_L0,40,10,0,30,0,185,14469.16162776784,0.0023259324952960014,26.334028709550743,0.08944511413574219,0.08510744571685791
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,56,FULL_000,40,40,0,0,0,1916,13463.681817798948,0.002164300763979554,26.646823993416056,0.09076827764511108,0.08724379539489746
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,56,MIX_L0,40,32,0,8,0,1963,13462.522055431808,0.0021641142666339874,26.64719811105926,0.09078453481197357,0.08724701404571533
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,57,FULL_000,40,40,0,0,0,1733,12037.678132146582,0.0019350690999999642,27.13303512091306,0.08330310881137848,0.07693439722061157
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,57,MIX_L0,40,22,0,18,0,1710,12081.414149226868,0.0019420997705310583,27.117284667723695,0.08354755491018295,0.07726496458053589
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,57,MIX_L0.01,40,31,9,0,0,1737,12052.403545103181,0.0019374361727386713,27.127725743823365,0.08342614769935608,0.07706522941589355
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,57,MIX_L0.03,40,38,2,0,0,1764,12040.132099213908,0.0019354636315256357,27.1321498706768,0.08335259556770325,0.07697856426239014
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,58,FULL_000,40,40,0,0,0,100,12738.801303807631,0.002047775313258171,26.887176752463226,0.08902762830257416,0.08571887016296387
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,58,MIX_L0,40,3,0,37,0,147,12738.801303807631,0.002047775313258171,26.887176752463226,0.08902762830257416,0.08571887016296387
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,59,FULL_000,40,40,0,0,0,105,13740.447376443786,0.00220879097469151,26.558453657239056,0.08950746059417725,0.08091163635253906
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,59,MIX_L0,40,3,0,37,0,153,13740.447376443786,0.00220879097469151,26.558453657239056,0.08950746059417725,0.08091163635253906
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,60,FULL_000,40,40,0,0,0,1885,13466.497252388595,0.0021647531539201736,26.645915920946344,0.0902436375617981,0.08632779121398926
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,60,MIX_L0,40,30,0,10,0,1928,13475.449492170985,0.002166192280128598,26.643029783193857,0.09026194363832474,0.0862962007522583
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,60,MIX_L0.01,40,37,3,0,0,1920,13475.449492170985,0.002166192280128598,26.643029783193857,0.09026194363832474,0.0862962007522583
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,61,FULL_000,40,40,0,0,0,889,12762.662966915232,0.0020516114309430122,26.879049382574948,0.084989532828331,0.07822424173355103
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,61,MIX_L0,40,26,0,14,0,921,12769.19805691755,0.002052661497145891,26.876826157573,0.08506844192743301,0.07815110683441162
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,61,MIX_L0.01,40,38,2,0,0,926,12775.25586296455,0.0020536354277282953,26.87476631961661,0.08502840995788574,0.07814854383468628
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,62,FULL_000,40,40,0,0,0,141,13736.702522953201,0.002208189107477665,26.559637454847266,0.09151218831539154,0.08375555276870728
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,62,MIX_L0,40,2,0,38,0,186,13731.465272451867,0.0022073471918702126,26.561293560225376,0.091517373919487,0.0837475061416626
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,62,MIX_L0.01,40,39,1,0,0,181,13731.465272451867,0.0022073471918702126,26.561293560225376,0.091517373919487,0.0837475061416626
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,63,FULL_000,40,40,0,0,0,130,14778.14618409671,0.002375602023676038,26.242262806641005,0.09147960692644119,0.0817861557006836
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G16,63,MIX_L0,40,8,0,32,0,179,14776.785694661812,0.0023753836285322905,26.242662640453585,0.09147997200489044,0.08179306983947754
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,1,FULL_000,135,135,0,0,0,7150,32735.10546292849,0.005262201651930809,22.788324944801865,0.14591661095619202,0.050594449043273926
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,1,MIX_L0,135,115,0,20,0,7103,32762.51891113186,0.0052666086703538895,22.78468954272625,0.14645583927631378,0.05083870887756348
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,1,MIX_L0.01,135,122,13,0,0,7123,32757.491791814464,0.005265799816697836,22.785355980402397,0.14635062217712402,0.050785183906555176
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,1,MIX_L0.03,135,134,1,0,0,7185,32723.461745589244,0.005260330159217119,22.789869983887886,0.14594171941280365,0.0505903959274292
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,2,FULL_000,135,135,0,0,0,1778,31360.750804834315,0.005041272845119238,22.97459787369276,0.14086441695690155,0.04797846078872681
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,2,MIX_L0,135,30,0,105,0,1598,31411.797432108608,0.005049478728324175,22.96753450792079,0.14145417511463165,0.04818350076675415
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,2,MIX_L0.01,135,84,51,0,0,1699,31359.86581705601,0.005041130818426609,22.974720431578636,0.14150598645210266,0.04820436239242554
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,2,MIX_L0.03,135,130,5,0,0,1805,31345.60324132339,0.005038837902247906,22.976696067241118,0.14080698788166046,0.04803478717803955
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,3,FULL_000,135,135,0,0,0,1382,31540.091851013727,0.005070102401077747,22.94983285163621,0.14232024550437927,0.04722440242767334
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,3,MIX_L0,135,75,0,60,0,1419,31553.40799483577,0.005072243046015501,22.947999658713915,0.14249806106090546,0.047292113304138184
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,3,MIX_L0.01,135,133,2,0,0,1421,31538.243713198244,0.005069805309176445,22.950087340296417,0.1423349827528,0.0472450852394104
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,4,FULL_000,135,135,0,0,0,2191,30024.474485394778,0.00482646469026804,23.16370824170456,0.14585712552070618,0.04737436771392822
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,4,MIX_L0,135,103,0,32,0,2221,30037.22058929896,0.004828514065593481,23.1618649495139,0.1458795666694641,0.04731142520904541
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,4,MIX_L0.01,135,127,8,0,0,2223,30029.715260394005,0.004827307537198067,23.16295024640782,0.1458742320537567,0.047269225120544434
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,4,MIX_L0.03,135,134,1,0,0,2230,30013.874353603445,0.004824761301279068,23.16524178780677,0.14583730697631836,0.04740607738494873
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,5,FULL_000,135,135,0,0,0,2590,28491.019696364383,0.004579960834234953,23.391382459508048,0.1466187834739685,0.04900944232940674
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,5,MIX_L0,135,117,0,18,0,2605,28510.816473877974,0.004583142697811127,23.388365843848998,0.1467733085155487,0.04912024736404419
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,5,MIX_L0.01,135,134,1,0,0,2630,28477.803926343055,0.004577836487442255,23.393397433921194,0.1466209590435028,0.04900467395782471
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,6,FULL_000,135,135,0,0,0,2027,27893.97136001056,0.004483984317630529,23.483358882527938,0.1496666669845581,0.04900205135345459
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,6,MIX_L0,135,94,0,41,0,2053,27885.881040475346,0.004482684191316366,23.484618685487035,0.14971134066581726,0.04905128479003906
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,6,MIX_L0.01,135,125,10,0,0,2055,27882.577705237665,0.004482153337448835,23.485133177118882,0.1496918648481369,0.04902243614196777
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,6,MIX_L0.03,135,134,1,0,0,2068,27883.298409110605,0.004482268821448088,23.485020922910063,0.14963139593601227,0.04900813102722168
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,7,FULL_000,135,135,0,0,0,2049,26692.725961013,0.004290883429348469,23.67453311080947,0.15326611697673798,0.04949486255645752
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,7,MIX_L0,135,44,0,91,0,1954,26793.531250162414,0.0043070875108242035,23.658162837418615,0.1538640409708023,0.04958617687225342
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,7,MIX_L0.01,135,78,57,0,0,2000,26736.848861933307,0.004297975916415453,23.667360178284817,0.15377551317214966,0.049513041973114014
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,7,MIX_L0.03,135,123,12,0,0,2069,26666.868095914047,0.004286726471036673,23.67874226164872,0.15329913794994354,0.04950118064880371
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,8,FULL_000,135,135,0,0,0,1599,25979.57901447735,0.004176243674010038,23.792141296316125,0.15947946906089783,0.052952587604522705
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,8,MIX_L0,135,23,0,112,0,1506,26117.871570170406,0.004198474809527397,23.769084569271044,0.16010400652885437,0.05336052179336548
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,8,MIX_L0.01,135,75,60,0,0,1562,26049.77372708956,0.004187528043985367,23.78042283616392,0.15993227064609528,0.053214192390441895
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,8,MIX_L0.03,135,122,13,0,0,1627,25987.052395018487,0.004177445080131292,23.7908921686107,0.15956293046474457,0.05306553840637207
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,9,FULL_000,135,135,0,0,0,2780,24573.48700001948,0.003950213082134724,24.033794512776396,0.15741115808486938,0.05020737648010254
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,9,MIX_L0,135,85,0,50,0,2712,24631.062363032048,0.003959468565881252,24.0236309509978,0.15806373953819275,0.05045109987258911
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,9,MIX_L0.01,135,107,28,0,0,2737,24618.01278684796,0.003957370761781931,24.025932459825455,0.15803168714046478,0.05040335655212402
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,9,MIX_L0.03,135,123,12,0,0,2786,24572.237174489725,0.003950012382119894,24.0340154037451,0.15760311484336853,0.05025768280029297
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,10,FULL_000,135,135,0,0,0,558,25042.773237047746,0.004025651607662439,23.951638179318074,0.17211131751537323,0.057332396507263184
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,10,MIX_L0,135,14,0,121,0,587,25063.124161312895,0.004028922878205776,23.948110333274034,0.17215169966220856,0.05729198455810547
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,10,MIX_L0.01,135,120,15,0,0,596,25031.33168419551,0.004023812245577574,23.95362283919863,0.17214110493659973,0.0572361946105957
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,10,MIX_L0.03,135,132,3,0,0,600,25036.015567640643,0.00402456521987915,23.952810259802405,0.17209145426750183,0.05733376741409302
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,11,FULL_000,135,135,0,0,0,463,26335.293053897796,0.004233425483107567,23.733080834472457,0.17781546711921692,0.05953824520111084
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,11,MIX_L0,135,27,0,108,0,509,26314.59135984369,0.004230097401887178,23.736496086778203,0.17815622687339783,0.059626638889312744
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,11,MIX_L0.01,135,127,8,0,0,503,26320.304244054758,0.004231016151607037,23.73555333802953,0.17790120840072632,0.05958479642868042
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,11,MIX_L0.03,135,133,2,0,0,505,26329.158439521663,0.004232439678162336,23.73409260962957,0.17787781357765198,0.05953192710876465
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,12,FULL_000,135,135,0,0,0,2531,22825.398117039906,0.0036692062858492136,24.354278777410336,0.17672914266586304,0.05722171068191528
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,12,MIX_L0,135,100,0,35,0,2583,22816.343554344377,0.003667750395834446,24.35600191352315,0.1767725944519043,0.05729430913925171
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,13,FULL_000,135,135,0,0,0,1844,21442.879106689245,0.003446964779868722,24.625631418352896,0.17883053421974182,0.05613136291503906
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,13,MIX_L0,135,69,0,66,0,1835,21498.51941246727,0.0034559087362140417,24.614376875125462,0.1791551560163498,0.05652517080307007
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,13,MIX_L0.01,135,111,24,0,0,1852,21472.425550965694,0.003451714524999261,24.619651332768527,0.1789640635251999,0.05641186237335205
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,13,MIX_L0.03,135,126,9,0,0,1872,21426.826131834023,0.0034443840850144625,24.628883933706017,0.17887407541275024,0.05639004707336426
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,14,FULL_000,135,135,0,0,0,797,22285.34680346941,0.0035823925863951445,24.458268419660403,0.1922834813594818,0.06476390361785889
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,14,MIX_L0,135,36,0,99,0,836,22301.451763236953,0.003584981197491288,24.45513103564211,0.19244813919067383,0.0649864673614502
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,14,MIX_L0.01,135,126,9,0,0,837,22284.823457423714,0.003582308068871498,24.45837040998193,0.19234202802181244,0.0650445818901062
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,15,FULL_000,135,135,0,0,0,673,23091.81652395871,0.0037120331544429064,24.303881407569122,0.19638092815876007,0.06441795825958252
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,15,MIX_L0,135,37,0,98,0,714,23123.778679206778,0.00371717126108706,24.297874348780407,0.19668808579444885,0.06455409526824951
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,15,MIX_L0.01,135,130,5,0,0,715,23092.815234234717,0.003712193574756384,24.30369358129642,0.19637084007263184,0.06455516815185547
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,16,FULL_000,135,135,0,0,0,3194,18923.650165247775,0.003041995922103524,25.168413281061774,0.18620388209819794,0.06454694271087646
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,16,MIX_L0,135,120,0,15,0,3249,18923.650165247775,0.003041995922103524,25.168413281061774,0.18620388209819794,0.06454694271087646
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,17,FULL_000,135,135,0,0,0,4085,15154.879632209675,0.0024361624382436275,26.13293747581297,0.16366785764694214,0.05533939599990845
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,17,MIX_L0,135,110,0,25,0,4077,15186.02467617848,0.0024411692284047604,26.12402137670948,0.16372163593769073,0.05516159534454346
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,17,MIX_L0.01,135,126,9,0,0,4110,15167.093108753703,0.002438125666230917,26.12943886060076,0.1637348234653473,0.05539214611053467
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,17,MIX_L0.03,135,134,1,0,0,4125,15144.370441160208,0.002434473019093275,26.13595014698735,0.16363096237182617,0.05532604455947876
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,18,FULL_000,135,135,0,0,0,449,16070.17309452442,0.002583296736702323,25.87825684263062,0.1740281581878662,0.0628475546836853
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,18,MIX_L0,135,16,0,119,0,497,16085.074120215562,0.0025856923311948776,25.874231724333512,0.17403262853622437,0.06289023160934448
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,18,MIX_L0.01,135,132,3,0,0,491,16074.318718965165,0.0025839630980044603,25.87713663712911,0.1740519106388092,0.06289869546890259
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,19,FULL_000,135,135,0,0,0,449,17963.399346115402,0.0028876347932964563,25.39457714064177,0.18346409499645233,0.06598860025405884
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,19,MIX_L0,135,22,0,113,0,497,17964.64608926358,0.0028878350276499987,25.39427573060776,0.1836114227771759,0.06605362892150879
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,19,MIX_L0.01,135,133,2,0,0,490,17964.18632154753,0.0028877612203359604,25.39438688066116,0.1834166795015335,0.06599259376525879
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,20,FULL_000,135,135,0,0,0,3551,14847.239275661428,0.002386708976700902,26.222005313046438,0.17287984490394592,0.06935793161392212
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,20,MIX_L0,135,111,0,24,0,3590,14856.648505531703,0.0023882214445620775,26.219253904356506,0.17283359169960022,0.06922948360443115
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,21,FULL_000,135,135,0,0,0,2618,12851.421289568054,0.0020658792927861214,26.848950782402945,0.1588582545518875,0.06364822387695312
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,21,MIX_L0,135,67,0,68,0,2535,12935.541057813505,0.002079401630908251,26.82061640143763,0.15969443321228027,0.06386685371398926
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,21,MIX_L0.01,135,116,19,0,0,2608,12880.665587806594,0.0020705803763121367,26.83907933833332,0.15922656655311584,0.06379914283752441
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,21,MIX_L0.03,135,132,3,0,0,2643,12854.192881741052,0.0020663246978074312,26.848014265435513,0.15907883644104004,0.06361633539199829
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,22,FULL_000,135,135,0,0,0,535,13905.551086510546,0.0022353315725922585,26.5065803398125,0.16720737516880035,0.07180130481719971
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,22,MIX_L0,135,15,0,120,0,563,13950.455701298662,0.002242550253868103,26.49257844538756,0.16740886867046356,0.07187974452972412
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,22,MIX_L0.01,135,123,12,0,0,573,13918.918765123119,0.0022374805994331837,26.502407387346622,0.16731564700603485,0.07181012630462646
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,22,MIX_L0.03,135,133,2,0,0,576,13896.375482821488,0.002233856590464711,26.509446985895487,0.16722047328948975,0.07179480791091919
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,23,FULL_000,135,135,0,0,0,624,15806.896650529263,0.0025409748777747154,25.949996251351134,0.1702319085597992,0.07758563756942749
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,23,MIX_L0,135,49,0,86,0,693,15806.896650529263,0.0025409748777747154,25.949996251351134,0.1702319085597992,0.07758563756942749
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,24,FULL_000,135,135,0,0,0,3401,13114.428754784836,0.0021081578452140093,26.760968608002493,0.15546254813671112,0.08192980289459229
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,24,MIX_L0,135,86,0,49,0,3387,13141.984067848563,0.002112587448209524,26.75185302554649,0.1560557633638382,0.0820193886756897
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,24,MIX_L0.01,135,115,20,0,0,3410,13125.27368661594,0.0021099012810736895,26.757378708818564,0.15577100217342377,0.0819094181060791
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,24,MIX_L0.03,135,134,1,0,0,3441,13104.10094040005,0.002106497762724757,26.76439009126763,0.15561018884181976,0.08196389675140381
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,25,FULL_000,135,135,0,0,0,4500,10279.453576325803,0.001652432605624199,27.818762093767482,0.12239058315753937,0.07182633876800537
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,25,MIX_L0,135,102,0,33,0,4481,10289.322979050863,0.0016540193464607,27.814594390879975,0.12271285802125931,0.07204008102416992
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,25,MIX_L0.01,135,133,2,0,0,4536,10279.098235351674,0.0016523755621165037,27.81891222362652,0.1224055141210556,0.07187414169311523
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,26,FULL_000,135,135,0,0,0,397,11309.14234607316,0.0018179561011493206,27.40416568422475,0.12960918247699738,0.08550333976745605
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,26,MIX_L0,135,18,0,117,0,453,11308.010526864717,0.001817774144001305,27.404600347986285,0.12961892783641815,0.08546406030654907
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,27,FULL_000,135,135,0,0,0,668,13429.480143413733,0.0021588027011603117,26.657870375010553,0.13433116674423218,0.09071749448776245
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,27,MIX_L0,135,38,0,97,0,722,13449.8129147765,0.0021620711777359247,26.65129995511906,0.1344412863254547,0.09077072143554688
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,27,MIX_L0.01,135,130,5,0,0,711,13434.574252276521,0.0021596215665340424,26.656223309111077,0.13432621955871582,0.09079921245574951
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,27,MIX_L0.03,135,134,1,0,0,710,13419.276300850062,0.00215716240927577,26.661171438687127,0.13432618975639343,0.09069997072219849
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,28,FULL_000,135,135,0,0,0,3025,12752.718961799299,0.002050012582913041,26.882434498878975,0.10407890379428864,0.08910250663757324
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,28,MIX_L0,135,95,0,40,0,3084,12755.30265367376,0.0020504279527813196,26.881554710438486,0.10414600372314453,0.08915090560913086
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,29,FULL_000,135,135,0,0,0,1946,12042.79717424068,0.0019358920399099588,27.131188669180442,0.09153331816196442,0.0850522518157959
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,29,MIX_L0,135,80,0,55,0,1969,12047.552614517175,0.0019366565393283963,27.129474072658567,0.0918067917227745,0.08510446548461914
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,29,MIX_L0.01,135,134,1,0,0,1982,12038.168030043933,0.001935147913172841,27.132858379500018,0.09156892448663712,0.0849539041519165
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,30,FULL_000,135,135,0,0,0,281,12445.26270417677,0.0020005886908620596,26.988421704468536,0.095753014087677,0.0877336859703064
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,30,MIX_L0,135,15,0,120,0,335,12445.247354106454,0.002000586362555623,26.988427061089048,0.09575463831424713,0.08773481845855713
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,31,FULL_000,135,135,0,0,0,336,13159.297821233122,0.0021153707057237625,26.746135229224784,0.09376977384090424,0.08757591247558594
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,31,MIX_L0,135,14,0,121,0,378,13155.699308714698,0.0021147921215742826,26.74732300373362,0.09402487426996231,0.08766359090805054
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,31,MIX_L0.01,135,134,1,0,0,376,13153.626428014337,0.002114458940923214,26.74800735472055,0.09378387778997421,0.08756816387176514
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,32,FULL_000,135,135,0,0,0,1816,12557.30262232454,0.0020185993053019047,26.94949878334516,0.0914582908153534,0.08861112594604492
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,3,G8,32,MIX_L0,135,66,0,69,0,1858,12586.685830454677,0.0020233227405697107,26.939348467706587,0.09158385545015335,0.08891510963439941
