dataset,video,video_id,qp,granularity,selection_label,target_rate_ratio,baseline_bytes,target_bytes,selection_type,selected_bytes,selected_rate_ratio,I_frame_bytes,z_bytes,w0_bytes,original_retained_w1_bytes,replacement_correction_bytes,mode_map_bytes,alignment_bytes,headers_bytes,MSE,PSNR,MS_SSIM,LPIPS,DISTS,total_pixel_SSE,total_pixels,aggregate_MSE,sequence_PSNR,mean_frame_PSNR,decode_status,bitstream_path,bitstream_sha256
uvg,Beauty,0,1,G8,BEST_RATE_WITH_NONWORSE_SSE,,22057,22056,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,1,G8,BEST_SSE_UNDER_BASELINE_RATE,,22057,22057,REPLACEMENT,22057,1.0,3019,7485,9928,1389,0,0,0,236,0.0016920566813496407,27.739446239050412,0.9767590817064047,0.1534828911535442,0.14173196256160736,673660.5694877658,398131200,0.0016920567126810604,27.715850848007353,27.739446239050412,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp1_G8_BEST_SSE_UNDER_BASELINE_RATE_uvg_00_qp1_G8_T3425.bin,13fdd9c6a840f891261e981d633e82ee5be3bda83988b3baa2f497cbe4e36e7d
uvg,Beauty,0,1,G16,TARGET_0.99,0.99,22057,21836,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,1,G16,TARGET_0.975,0.975,22057,21505,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,1,G16,TARGET_0.95,0.95,22057,20954,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,1,G16,TARGET_0.9,0.9,22057,19851,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,1,G16,TARGET_0.8,0.8,22057,17645,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,1,G16,BEST_RATE_WITH_NONWORSE_SSE,,22057,22056,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,1,G16,BEST_SSE_UNDER_BASELINE_RATE,,22057,22057,REPLACEMENT,22057,1.0,3019,7485,9928,1389,0,0,0,236,0.0016920566813496407,27.739446239050412,0.9767590817064047,0.1534828911535442,0.14173196256160736,673660.5694877658,398131200,0.0016920567126810604,27.715850848007353,27.739446239050412,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp1_G16_BEST_SSE_UNDER_BASELINE_RATE_uvg_00_qp1_G16_T3468.bin,13fdd9c6a840f891261e981d633e82ee5be3bda83988b3baa2f497cbe4e36e7d
uvg,Beauty,0,3,G8,TARGET_0.99,0.99,41349,40935,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,3,G8,TARGET_0.975,0.975,41349,40315,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,3,G8,TARGET_0.95,0.95,41349,39281,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,3,G8,TARGET_0.9,0.9,41349,37214,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,3,G8,TARGET_0.8,0.8,41349,33079,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,3,G8,BEST_RATE_WITH_NONWORSE_SSE,,41349,41348,REPLACEMENT,41259,0.9978234056446347,4622,10122,22439,3396,19,113,0,548,0.0015521246969001368,28.099585280241687,0.9788585985079408,0.12967515888158232,0.1319764731451869,617949.283111175,398131200,0.0015521247345376978,28.09073380149574,28.099585280241687,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp3_G8_BEST_RATE_WITH_NONWORSE_SSE_uvg_00_qp3_G8_T3861.bin,5cf55a21549d663889f6fcc33e836f3e2f4b0775f159e2182662983a5e6093da
uvg,Beauty,0,3,G8,BEST_SSE_UNDER_BASELINE_RATE,,41349,41349,REPLACEMENT,41298,0.9987665965319596,4622,10116,22445,3391,19,121,0,584,0.0015518001546297455,28.100512815166518,0.9788623759523034,0.1296742440899834,0.13198973797261715,617820.0743654463,398131200,0.001551800196431343,28.091641974936824,28.100512815166518,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp3_G8_BEST_SSE_UNDER_BASELINE_RATE_uvg_00_qp3_G8_T3841.bin,23ac5e4ccef36d90cca6736c9ec29c143b471d959c704ebc7de7fbf6ceb09249
uvg,Beauty,0,3,G16,TARGET_0.99,0.99,41349,40935,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,3,G16,TARGET_0.975,0.975,41349,40315,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,3,G16,TARGET_0.95,0.95,41349,39281,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,3,G16,TARGET_0.9,0.9,41349,37214,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,3,G16,TARGET_0.8,0.8,41349,33079,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Beauty,0,3,G16,BEST_RATE_WITH_NONWORSE_SSE,,41349,41348,REPLACEMENT,41215,0.9967592928486784,4622,10210,22431,3237,30,66,0,619,0.001553819767650566,28.094887873994672,0.9788646595552564,0.13013747555669397,0.1319909831508994,618624.1427837383,398131200,0.0015538198030793325,28.08599347868411,28.094887873994672,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp3_G16_BEST_RATE_WITH_NONWORSE_SSE_uvg_00_qp3_G16_T3839.bin,316262f8bed8823b61aa4de684e150a60d1c2ecbd60a8c4a9766309562c74e94
uvg,Beauty,0,3,G16,BEST_SSE_UNDER_BASELINE_RATE,,41349,41349,REPLACEMENT,41287,0.9985005683329705,4622,10223,22441,3200,30,79,0,692,0.0015527545201621251,28.09801809183495,0.9788751760497689,0.13017492892686278,0.13202115520834923,618200.0349524436,398131200,0.0015527545566698705,28.08897187612164,28.09801809183495,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_00_qp3_G16_BEST_SSE_UNDER_BASELINE_RATE_uvg_00_qp3_G16_T3803.bin,cb92617bee29096fef0d95d7d2e43f19cba66b80008c62661cc2e01adcbf9804
uvg,Bosphorus,1,1,G8,TARGET_0.99,0.99,30994,30684,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G8,TARGET_0.975,0.975,30994,30219,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G8,TARGET_0.95,0.95,30994,29444,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G8,TARGET_0.9,0.9,30994,27894,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G8,TARGET_0.8,0.8,30994,24795,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G8,BEST_RATE_WITH_NONWORSE_SSE,,30994,30993,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G8,BEST_SSE_UNDER_BASELINE_RATE,,30994,30994,REPLACEMENT,30994,1.0,3910,6044,18766,2041,0,0,0,233,0.0008182345518434886,30.87728239422079,0.9534675534814596,0.15879749436862767,0.13753508869558573,325764.7112111166,398131200,0.0008182345699385443,30.87122175758705,30.87728239422079,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_01_qp1_G8_BEST_SSE_UNDER_BASELINE_RATE_uvg_01_qp1_G8_T2686.bin,df7bdf4f3e256c1610669f26f5a8706e357db62314d10a9b707c43c09636c8e4
uvg,Bosphorus,1,1,G16,TARGET_0.99,0.99,30994,30684,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G16,TARGET_0.975,0.975,30994,30219,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G16,TARGET_0.95,0.95,30994,29444,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G16,TARGET_0.9,0.9,30994,27894,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G16,TARGET_0.8,0.8,30994,24795,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G16,BEST_RATE_WITH_NONWORSE_SSE,,30994,30993,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,1,G16,BEST_SSE_UNDER_BASELINE_RATE,,30994,30994,REPLACEMENT,30994,1.0,3910,6044,18766,2041,0,0,0,233,0.0008182345518434886,30.87728239422079,0.9534675534814596,0.15879749436862767,0.13753508869558573,325764.7112111166,398131200,0.0008182345699385443,30.87122175758705,30.87728239422079,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_01_qp1_G16_BEST_SSE_UNDER_BASELINE_RATE_uvg_01_qp1_G16_T2771.bin,df7bdf4f3e256c1610669f26f5a8706e357db62314d10a9b707c43c09636c8e4
uvg,Bosphorus,1,3,G8,TARGET_0.99,0.99,51949,51429,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,3,G8,TARGET_0.975,0.975,51949,50650,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,3,G8,TARGET_0.95,0.95,51949,49351,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,3,G8,TARGET_0.9,0.9,51949,46754,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,3,G8,TARGET_0.8,0.8,51949,41559,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,3,G8,BEST_RATE_WITH_NONWORSE_SSE,,51949,51948,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,3,G8,BEST_SSE_UNDER_BASELINE_RATE,,51949,51949,REPLACEMENT,51949,1.0,6159,7477,33654,4425,0,0,0,234,0.0007133777671697317,31.472206806681417,0.9598000217229128,0.12848799442872405,0.1171071631833911,284017.953570168,398131200,0.000713377784936644,31.466804190089483,31.472206806681417,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_01_qp3_G8_BEST_SSE_UNDER_BASELINE_RATE_uvg_01_qp3_G8_T2705.bin,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d
uvg,Bosphorus,1,3,G16,TARGET_0.99,0.99,51949,51429,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,3,G16,TARGET_0.975,0.975,51949,50650,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,3,G16,TARGET_0.95,0.95,51949,49351,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,3,G16,TARGET_0.9,0.9,51949,46754,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,3,G16,TARGET_0.8,0.8,51949,41559,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,Bosphorus,1,3,G16,BEST_RATE_WITH_NONWORSE_SSE,,51949,51948,REPLACEMENT,51889,0.9988450210783654,6159,7505,33699,4058,21,33,0,414,0.0007133736407922697,31.47234215292178,0.9597766492515802,0.12848247110377997,0.11760899238288403,284016.31108944805,398131200,0.0007133736594606201,31.466829305486836,31.47234215292178,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_01_qp3_G16_BEST_RATE_WITH_NONWORSE_SSE_uvg_01_qp3_G16_T2707.bin,32be5f2480cab01ba3c7c628d939bbe74649ce57beaa27afee15c1a8e74da82c
uvg,Bosphorus,1,3,G16,BEST_SSE_UNDER_BASELINE_RATE,,51949,51949,REPLACEMENT,51889,0.9988450210783654,6159,7505,33699,4058,21,33,0,414,0.0007133736407922697,31.47234215292178,0.9597766492515802,0.12848247110377997,0.11760899238288403,284016.31108944805,398131200,0.0007133736594606201,31.466829305486836,31.47234215292178,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_01_qp3_G16_BEST_RATE_WITH_NONWORSE_SSE_uvg_01_qp3_G16_T2707.bin,32be5f2480cab01ba3c7c628d939bbe74649ce57beaa27afee15c1a8e74da82c
uvg,HoneyBee,2,1,G8,TARGET_0.99,0.99,28168,27886,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,1,G8,TARGET_0.975,0.975,28168,27463,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,1,G8,TARGET_0.95,0.95,28168,26759,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,1,G8,TARGET_0.9,0.9,28168,25351,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,1,G8,TARGET_0.8,0.8,28168,22534,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,1,G8,BEST_RATE_WITH_NONWORSE_SSE,,28168,28167,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,1,G8,BEST_SSE_UNDER_BASELINE_RATE,,28168,28168,BASELINE,28168,1.0,5028,4557,14892,3464,0,0,0,227,0.001058113399267313,29.7708103550545,0.9727460807189345,0.15386110451072454,0.12848099041730165,421267.9693928886,398131200,0.0010581134294244928,29.754677735743442,29.7708103550545,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_02_qp1_G8_BEST_SSE_UNDER_BASELINE_RATE_uvg_02_qp1_G8_T2703.bin,4f07426c355d1e68738aa5c2d6781df595e4b7fc14c159d35f424fdb770ccde0
uvg,HoneyBee,2,1,G16,TARGET_0.99,0.99,28168,27886,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,1,G16,TARGET_0.975,0.975,28168,27463,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,1,G16,TARGET_0.95,0.95,28168,26759,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,1,G16,TARGET_0.9,0.9,28168,25351,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,1,G16,TARGET_0.8,0.8,28168,22534,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,1,G16,BEST_RATE_WITH_NONWORSE_SSE,,28168,28167,REPLACEMENT,28167,0.999964498721954,5028,4560,14911,3233,29,35,0,371,0.0010564609128778102,29.77745613968871,0.9726927103474736,0.15393043938092887,0.1288672536611557,420610.0644087313,398131200,0.0010564609465641762,29.7614655256828,29.77745613968871,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_02_qp1_G16_BEST_RATE_WITH_NONWORSE_SSE_uvg_02_qp1_G16_T2671.bin,eed0706070127b76ff272065b43e099a7ec4a9fe14a274e1fa8dba1fc5c11eb3
uvg,HoneyBee,2,1,G16,BEST_SSE_UNDER_BASELINE_RATE,,28168,28168,REPLACEMENT,28167,0.999964498721954,5028,4560,14911,3233,29,35,0,371,0.0010564609128778102,29.77745613968871,0.9726927103474736,0.15393043938092887,0.1288672536611557,420610.0644087313,398131200,0.0010564609465641762,29.7614655256828,29.77745613968871,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_02_qp1_G16_BEST_RATE_WITH_NONWORSE_SSE_uvg_02_qp1_G16_T2671.bin,eed0706070127b76ff272065b43e099a7ec4a9fe14a274e1fa8dba1fc5c11eb3
uvg,HoneyBee,2,3,G8,TARGET_0.99,0.99,44679,44232,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,3,G8,TARGET_0.975,0.975,44679,43562,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,3,G8,TARGET_0.95,0.95,44679,42445,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,3,G8,TARGET_0.9,0.9,44679,40211,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,3,G8,TARGET_0.8,0.8,44679,35743,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,3,G8,BEST_RATE_WITH_NONWORSE_SSE,,44679,44678,REPLACEMENT,44641,0.9991494885740505,8070,5786,24760,5449,40,124,0,412,0.0008652956976220594,30.636315950767383,0.9796441243961453,0.11929554597008973,0.11503113899379969,344501.22334568505,398131200,0.0008652957199679027,30.62835444440427,30.636315950767383,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_02_qp3_G8_BEST_RATE_WITH_NONWORSE_SSE_uvg_02_qp3_G8_T2854.bin,f001bc3479dad0830d77136a41665bfc09e076d270a20d6ca0795c5e554fbd6c
uvg,HoneyBee,2,3,G8,BEST_SSE_UNDER_BASELINE_RATE,,44679,44679,REPLACEMENT,44641,0.9991494885740505,8070,5786,24760,5449,40,124,0,412,0.0008652956976220594,30.636315950767383,0.9796441243961453,0.11929554597008973,0.11503113899379969,344501.22334568505,398131200,0.0008652957199679027,30.62835444440427,30.636315950767383,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_02_qp3_G8_BEST_RATE_WITH_NONWORSE_SSE_uvg_02_qp3_G8_T2854.bin,f001bc3479dad0830d77136a41665bfc09e076d270a20d6ca0795c5e554fbd6c
uvg,HoneyBee,2,3,G16,TARGET_0.99,0.99,44679,44232,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,3,G16,TARGET_0.975,0.975,44679,43562,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,3,G16,TARGET_0.95,0.95,44679,42445,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,3,G16,TARGET_0.9,0.9,44679,40211,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,3,G16,TARGET_0.8,0.8,44679,35743,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,3,G16,BEST_RATE_WITH_NONWORSE_SSE,,44679,44678,TARGET_NOT_REACHED,,,,,,,,,,,,,,,,,,,,,,,
uvg,HoneyBee,2,3,G16,BEST_SSE_UNDER_BASELINE_RATE,,44679,44679,BASELINE,44679,1.0,8070,5812,24703,5862,0,0,0,232,0.0008654143884996301,30.635786704063676,0.979667286388576,0.1192838343558833,0.11505281273275614,344548.4766080433,398131200,0.0008654144076325676,30.627758788354274,30.635786704063676,PASS,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_v14_replacement_oracle/bitstreams/uvg_02_qp3_G16_BEST_SSE_UNDER_BASELINE_RATE_uvg_02_qp3_G16_T2788.bin,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5
