method,kind,video,frame,type,qp,target_available,delta,diagnostic,symbol_nonzero_fraction,residual_hat_l2,estimated_enhancement_symbol_bits,psnr,ms_ssim,lpips,psnr_gain_vs_ZERO_D,psnr_minus_ORIGINAL,ms_ssim_gain_vs_ZERO_D,ms_ssim_minus_ORIGINAL,lpips_gain_vs_ZERO_D,lpips_minus_ORIGINAL
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,0,I,0,False,0.19452382624149323,False,,0.0,0.0,15.432896757865894,0.6808732254336812,0.2725779414176941,0.0,0.0,0.0,0.0,0.0,0.0
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,P,2,True,0.19452382624149323,False,0.455725759267807,50.54364013671875,231350.765625,19.857723478452183,0.8661124459913968,0.27442464232444763,1.4769488932026356,3.5827353178409354,0.08176718556060336,0.089876899192465,-0.10331752896308899,0.043665289878845215
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,2,P,0,True,0.19452382624149323,False,0.46388208866119385,50.91436004638672,234342.515625,19.913415515948085,0.8706976685955697,0.2692159414291382,1.5154894802024508,3.739925269872021,0.08054648880304738,0.09116075453689887,-0.103475421667099,0.042772501707077026
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,P,1,True,0.19452382624149323,False,0.46469905972480774,51.00346755981445,234370.1875,19.890366068175712,0.8696933787774709,0.27052736282348633,1.4551898442103735,3.685334365569595,0.07712375526117388,0.0888379109773777,-0.10275453329086304,0.04739677906036377
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,P,0,True,0.19452382624149323,False,0.47615060210227966,51.590641021728516,238430.59375,19.76374437302307,0.8689338100375602,0.276284784078598,1.4577465475093767,3.6507891987308945,0.07875192028396005,0.0909065037008665,-0.10619965195655823,0.05229726433753967
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,P,1,True,0.19452382624149323,False,0.4771786630153656,51.66905975341797,238841.5,19.910313624841812,0.868869030375369,0.26988929510116577,1.4675001114333206,3.7127297533587686,0.0768514167941241,0.09017139588272116,-0.10246726870536804,0.047476232051849365
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,P,0,True,0.19452382624149323,False,0.4800857901573181,51.82189178466797,239899.5,19.852490916136215,0.8690376445933433,0.27312323451042175,1.4783861243081482,3.703652113771671,0.07822116920421451,0.09240754744671709,-0.10248827934265137,0.04939240217208862
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,P,1,True,0.19452382624149323,False,0.4747753143310547,51.54844665527344,238014.4375,19.982626039937863,0.8682918968553008,0.2702113687992096,1.5031318459533765,3.7852189106154057,0.07778218401390902,0.09302298351164418,-0.10096055269241333,0.04624946415424347
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,P,0,True,0.19452382624149323,False,0.4707311987876892,51.33328628540039,236373.421875,19.698979625929255,0.8645855334233011,0.283792644739151,1.440723756615629,3.655088359220258,0.07813017001671518,0.0933078302144632,-0.1019681990146637,0.056302011013031006
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,P,2,True,0.19452382624149323,False,0.4715958535671234,51.40437316894531,237053.265625,19.961847485740535,0.8655636732418687,0.27254077792167664,1.5047522692045554,3.795931884813932,0.07831740742083038,0.0945482795014625,-0.09903106093406677,0.044689029455184937
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,P,0,True,0.19452382624149323,False,0.46710920333862305,51.14349365234375,235113.1875,19.682928045735565,0.8616303072598993,0.283599853515625,1.4516805047405512,3.6737522961372164,0.07940629016678546,0.09506534051584581,-0.09817838668823242,0.05279338359832764
train2_full_DIRECT_l3,DIRECT,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,P,1,True,0.19452382624149323,False,0.4668981432914734,51.125362396240234,235316.796875,19.855094657890447,0.8616552569062911,0.2777632176876068,1.5121681076146665,3.7670660147396298,0.08099663688223102,0.09674435435823181,-0.0963374674320221,0.04888711869716644
