method,group,frames,lambda,actual_packet_bits,rate_note,psnr,ms_ssim,lpips,symbol_nonzero_fraction,nonzero_enhancement_frame,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED
B_Train2_lambda1_WRONG,Train2_rest24,24,0.011790604283044334,,"group packet cost only, shared headers charged in complete sequence; not a group RD point",23.837686332909687,0.8470775221268206,0.2521854719767968,0.335426880667607,1.0,-0.14567724851104927,0.0028810444175235983,-0.023694575453797977,-0.7446180086846477,-0.01906508377786513,0.029024365668495495,-0.6975247055761645,-0.017950428620175082,0.027845217535893124
B_Train2_lambda1_WRONG,network_train6,6,0.011790604283044334,,"group packet cost only, shared headers charged in complete sequence; not a group RD point",23.690328212496908,0.8428328482778991,0.2561412379145622,0.3496323625246684,1.0,-0.13649270998669513,0.003270363903593587,-0.025695969661076862,-0.8516763483382821,-0.02100911709929047,0.02951847016811371,-0.801232278472872,-0.019863587676799317,0.027986566225687664
