method,split,video,frame,group,type,lambda,diagnostic,zero_no_stream_fallback,symbol_nonzero_fraction,nonzero_enhancement_frame,u_l2,residual_l2,actual_packet_bits,selected_step,mse,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_TEACHER,ms_ssim_minus_TEACHER,lpips_minus_TEACHER,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,Train2_rest24,P,0.011790604283044334,True,False,0.40784314274787903,True,378.0649364136265,28.375343322753906,,,0.01521075049286748,18.178493574874246,0.7905776554786074,0.3331003785133362,0.015543850871380816,-0.052753437266147785,0.008353643020835522,-0.04867786169052124,-0.6100240227094922,-0.024546719686055152,0.013299256563186646,-0.5825854706604261,-0.023208668366785812,0.012457042932510376,-1.6773820286990926,-0.07593584416520893,0.05525198578834534,2.1693179067653325,0.024012688110844338,0.10229390859603882
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,Train2_rest24,P,0.011790604283044334,True,False,0.36715686321258545,True,358.9829259827643,28.326982498168945,,,0.014824370298606138,18.29023745292455,0.787669473011463,0.33093857765197754,0.015155308876258116,-0.05268855343112833,0.007010857750339272,-0.04316210746765137,-0.6112261981111793,-0.02564892221348969,0.018063396215438843,-0.5868074914759376,-0.0244393982170511,0.01710045337677002,-1.7325006947205281,-0.07836051235563668,0.05856209993362427,2.202208896827468,0.0227585700124997,0.10206247866153717
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,Train2_rest24,P,0.011790604283044334,True,False,0.30367645621299744,True,322.5070718336616,27.231666564941406,,,0.015320035131711887,18.14740238783629,0.7870732146029474,0.3496892750263214,0.01566972440673821,-0.054602226035253665,0.006948827144662162,-0.04152151942253113,-0.5585860265379523,-0.024727706234338287,0.02067667245864868,-0.5354621488695486,-0.023558935750846,0.01975211501121521,-1.6647437871981445,-0.07834348034354954,0.06433704495429993,2.1555745352491673,0.02212518264309704,0.11946110427379608
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,Train2_rest24,P,0.011790604283044334,True,False,0.35073530673980713,True,342.7867848100143,27.916282653808594,,,0.014872273503713103,18.276226364111732,0.7871328645193474,0.3368603587150574,0.01520913386242816,-0.04284561378738516,0.007762804494237607,-0.04298132658004761,-0.5993298456863698,-0.024674630501686057,0.019847899675369263,-0.5741452596401757,-0.02354380471880957,0.01899433135986328,-1.748585750861789,-0.07939042297772225,0.06365269422531128,2.221325898204878,0.0239096722545612,0.1062294989824295
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,Train2_rest24,P,0.011790604283044334,True,False,0.3919117748737335,True,370.9691068919051,28.62851333618164,,,0.015497561224111354,18.09736639264745,0.781646831502254,0.34201905131340027,0.015839580275424755,-0.04872520829156812,0.007540249242201313,-0.04477286338806152,-0.6049658328110787,-0.02562155423339263,0.01801818609237671,-0.5790171882561133,-0.024342993587141204,0.017837226390838623,-1.6956519944998512,-0.08031152351862758,0.058963626623153687,2.1404176900438383,0.023175049647952584,0.10856734216213226
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,network_train6,P,0.011790604283044334,True,False,0.335049033164978,True,343.02524521089566,27.231779098510742,,,0.015383317614808916,18.129499931153852,0.7777743498983921,0.3400527238845825,0.015723370338693497,-0.045849647525784576,0.00683970375664944,-0.04225882887840271,-0.644980764883524,-0.027493189363679615,0.02091410756111145,-0.6238890715343572,-0.026427142609564913,0.020034432411193848,-1.7476601540849614,-0.0824458466759812,0.059847503900527954,2.1390910745504783,0.02238125818722425,0.10627150535583496
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,0,I,I,0.011790604283044334,True,False,,False,0.0,0.0,,,0.0023100739264783543,26.363741216888563,0.8150404934054553,0.22730228304862976,0.002537376209526984,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,1,network_train6,P,0.011790604283044334,True,False,0.3710784316062927,True,383.2206054272562,25.606374740600586,,,0.0012708592264910653,28.95902553729308,0.8939706701217309,0.17439106106758118,0.0014452502875586465,-0.2557662885131222,-0.0008868439328376665,-0.009585559368133545,-1.242243910428403,-0.016568140322634872,0.03754505515098572,-1.158082862590831,-0.01519463419178202,0.03453560173511505,-3.798656676098524,-0.050394042339323986,0.08255237340927124,1.066349163783208,-0.0010580068758637706,0.022868618369102478
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,2,Train2_rest24,P,0.011790604283044334,True,False,0.29901960492134094,True,325.4097571005135,24.614530563354492,,,0.0011961756213699974,29.22205052962513,0.8984149933598059,0.16972120106220245,0.0013658968224322,-0.21661459099998837,-0.00025287373375726396,-0.004588201642036438,-0.9708112006539196,-0.013499567064585771,0.040565282106399536,-0.8985368523233035,-0.012380909133319795,0.03902845084667206,-3.881084801025736,-0.050112909502671665,0.08589126169681549,1.3561963830282124,0.0016464362373294072,0.024916693568229675
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,3,Train2_rest24,P,0.011790604283044334,True,False,0.3129901885986328,True,341.2327303541304,25.288419723510742,,,0.0011620813173587442,29.34763480857445,0.900056647835734,0.16072185337543488,0.0013228031707341792,-0.24090026755078142,-0.0014066528687224356,-0.005332633852958679,-0.8436250416720235,-0.01264222747032584,0.033977046608924866,-0.7882185092836878,-0.0115770211657662,0.031663551926612854,-3.75826061415437,-0.04851210892037505,0.0771820992231369,1.4960545583421556,0.003387883513440104,0.017587929964065552
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,4,Train2_rest24,P,0.011790604283044334,True,False,0.32573530077934265,True,349.16805861046987,24.573017120361328,,,0.0011678426282717516,29.326156762971753,0.9006964028080707,0.1696711778640747,0.0013375138061358263,-0.21549434985161042,-0.00048785167021803133,-0.005889862775802612,-0.8270816716584655,-0.012332657667599833,0.03814569115638733,-0.7717931531009974,-0.011446368981519184,0.036623045802116394,-3.6064448584690147,-0.047270000263343825,0.08240009844303131,1.4258260326799146,0.0027114102500991333,0.028631389141082764
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,5,Train2_rest24,P,0.011790604283044334,True,False,0.3029411733150482,True,330.0257288924065,27.36275863647461,,,0.0011497887825464652,29.39381932689466,0.9020103720286935,0.16909484565258026,0.0013188836281990456,-0.3469051544035864,-0.0028621698919047978,-0.0009186714887619019,-0.920053460240883,-0.013864506931073328,0.04024699330329895,-0.8459817709642614,-0.012716473975748377,0.03906698524951935,-3.7020577728905657,-0.04770056567755698,0.08396176993846893,1.495257093552727,0.0023682638826025837,0.028573498129844666
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,6,Train2_rest24,P,0.011790604283044334,True,False,0.2921568751335144,True,325.66094182112664,24.994836807250977,,,0.0011192311197488864,29.510802229735855,0.9023245254595987,0.1705474853515625,0.001289778605100449,-0.19770707460317638,-0.001683975909701707,-0.0019207596778869629,-0.8078122312385219,-0.013134545926407948,0.04116685688495636,-0.7518330914570228,-0.01210376746455677,0.03973078727722168,-3.6268451726093396,-0.047691782226888524,0.08624497056007385,1.6291311926057723,0.003547386397654284,0.02960093319416046
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,7,Train2_rest24,P,0.011790604283044334,True,False,0.2808823585510254,True,316.7509804586899,23.678295135498047,,,0.001089800566101962,29.626529708355672,0.9046696954325594,0.16441817581653595,0.0012542187419184979,-0.25574451332363424,-0.0025586119324858547,-0.0015314668416976929,-0.8941024429955426,-0.013499897592261334,0.03835521638393402,-0.8385003324393381,-0.012611240036481064,0.03687436878681183,-3.6635450126527296,-0.04647696340155649,0.08188603073358536,1.7763423534701737,0.005263441683517334,0.02192169427871704
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,8,network_train6,P,0.011790604283044334,True,False,0.28823530673980713,True,319.06587834805185,24.871692657470703,,,0.001151216652000013,29.38842937087943,0.9006176556124911,0.17812834680080414,0.0013293449988008171,-0.2378196693464929,-0.0024891073005117725,-0.0017351806163787842,-0.9495961342536852,-0.014830544765009779,0.04325480759143829,-0.8729893507702364,-0.013822690416239958,0.041886359453201294,-3.550339595743914,-0.04740013798469933,0.0878378301858902,1.6769313685190497,0.004483245148474868,0.03250168263912201
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,9,Train2_rest24,P,0.011790604283044334,True,False,0.2713235318660736,True,310.4935544306001,23.730852127075195,,,0.0011057949612146957,29.563253933461333,0.9037885464199995,0.17079883813858032,0.001276593799353276,-0.292998660460988,-0.003132999680568127,0.0010083019733428955,-0.9377461594219767,-0.01383201177208837,0.04087972640991211,-0.8623927190971656,-0.012807294655383106,0.03941670060157776,-3.633204465141091,-0.046289075743270125,0.08513948321342468,1.8478070680963796,0.006073586761876526,0.02507472038269043
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,10,Train2_rest24,P,0.011790604283044334,True,False,0.27941176295280457,True,314.4190396860038,23.40544891357422,,,0.0011480520641978572,29.400384162227866,0.8996794865848116,0.18166875839233398,0.0013297208225901912,-0.1989008095517555,-0.0027389942876949736,0.0005890578031539917,-0.8363420679918114,-0.014244668119030357,0.04482899606227875,-0.7580711057966489,-0.013355172925915926,0.04302537441253662,-3.5275890672717267,-0.04820395637637309,0.09048524498939514,1.767570920699825,0.004214318695114683,0.03407737612724304
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,11,Train2_rest24,P,0.011790604283044334,True,False,0.2705882489681244,True,307.31706624210017,24.684370040893555,,,0.0011819067640214407,29.274167818879985,0.8974040083818302,0.18449798226356506,0.0013664047462850057,-0.28445446772851923,-0.004173269052712647,0.004879564046859741,-0.8942339038666596,-0.015214625524795244,0.04853889346122742,-0.8197999620981022,-0.014334864516517332,0.0473136305809021,-3.6766646095911604,-0.05048830129762327,0.09457024931907654,1.7406482169716782,0.0032173793976788545,0.035859882831573486
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,12,Train2_rest24,P,0.011790604283044334,True,False,0.3061274588108063,True,331.6323043770262,24.059900283813477,,,0.0011536795921510382,29.379147896915626,0.8989207590250826,0.17643630504608154,0.0013301158971971198,-0.16170751802116712,-0.002242796632427102,-0.0011951923370361328,-0.8153396798493162,-0.013708420438105273,0.04186217486858368,-0.7444476122822365,-0.012703886281340449,0.04044809937477112,-3.6732268145970153,-0.049901837369640156,0.08772726356983185,1.868398802982881,0.005081953929163219,0.027655556797981262
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,13,Train2_rest24,P,0.011790604283044334,True,False,0.27475491166114807,True,309.57044562154164,25.87327003479004,,,0.0011614504278190526,29.34999321708839,0.8987652173751184,0.17647206783294678,0.0013379224956519993,-0.2780646563933402,-0.003978247353206732,0.00326383113861084,-0.9646365276354381,-0.01519136832897472,0.044297680258750916,-0.8812478696797363,-0.014188717090729663,0.04288451373577118,-3.758456347466897,-0.05026874123115832,0.0884762555360794,1.896122147966505,0.005699010266959625,0.025724947452545166
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,14,Train2_rest24,P,0.011790604283044334,True,False,0.2919117510318756,True,324.40307330508284,25.28603744506836,,,0.0012267547917920096,29.112422369584074,0.8946617168085953,0.18528513610363007,0.0014120399278956396,-0.27092608991502587,-0.003828265991786428,0.0027417242527008057,-1.0196918725687247,-0.016590251316292215,0.04710005223751068,-0.9444219973806653,-0.015592310762764572,0.045379817485809326,-3.666615987425793,-0.05146084902798009,0.0907835140824318,1.7708601343677373,0.0050338852923835775,0.032285019755363464
B_Train2_lambda1_WRONG,Train2,c227e33d-910e-4e39-a325-0fe1d1116436,15,network_train6,P,0.011790604283044334,True,False,0.2595588266849518,True,302.08404207652933,23.840709686279297,,,0.0012220863931582961,29.128980913555885,0.8943421546383036,0.18531206250190735,0.0014073984556602034,-0.17652477716128345,-0.0033332144833359,0.0039435625076293945,-1.0048675888970457,-0.01717746586785418,0.049004748463630676,-0.9353921455995788,-0.01609295346681905,0.04769609868526459,-3.7096951505760316,-0.052524768254668674,0.09298409521579742,1.848257346534659,0.005116292630014563,0.03220754861831665
