method,split,video,frame,group,type,lambda,diagnostic,zero_no_stream_fallback,symbol_nonzero_fraction,nonzero_enhancement_frame,u_l2,residual_l2,actual_packet_bits,selected_step,mse,psnr,ms_ssim,lpips,L_image,psnr_minus_ZERO,ms_ssim_minus_ZERO,lpips_minus_ZERO,psnr_minus_ENCODER_CONTINUOUS,ms_ssim_minus_ENCODER_CONTINUOUS,lpips_minus_ENCODER_CONTINUOUS,psnr_minus_ENCODER_QUANTIZED,ms_ssim_minus_ENCODER_QUANTIZED,lpips_minus_ENCODER_QUANTIZED,psnr_minus_TEACHER,ms_ssim_minus_TEACHER,lpips_minus_TEACHER,psnr_minus_ORIGINAL_QP0,ms_ssim_minus_ORIGINAL_QP0,lpips_minus_ORIGINAL_QP0
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,0,I,I,0.011790604283044334,True,False,,False,0.0,0.0,,,0.028622682989285473,15.432896594361738,0.6808732237864273,0.2725779414176941,0.028895260930703166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,network_train6,P,0.011790604283044334,True,False,0.44632354378700256,True,391.2448272694974,28.709949493408203,,,0.014695673261850803,18.328105125373526,0.7947453505259872,0.32323333621025085,0.015018906598061054,-0.05266895947099215,0.010400095216196004,-0.05450883507728577,-0.6000714587837024,-0.024228273864074334,0.012327909469604492,-0.5761742411632689,-0.023141902767248257,0.011035412549972534,-1.6957348757782391,-0.07541846536535879,0.053461283445358276,2.0531170171259987,0.0185098035640201,0.09247399866580963
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,2,Train2_rest24,P,0.011790604283044334,True,False,0.414950966835022,True,381.1881580187877,28.68502426147461,,,0.01467746362936997,18.333489871269975,0.7999470121180278,0.32200887799263,0.0149994725073626,-0.06443559295177437,0.009795837636966787,-0.050682514905929565,-0.5656241789182062,-0.021907547087914203,0.013080239295959473,-0.5405180477792442,-0.020656930709254895,0.012463003396987915,-1.7697717967608106,-0.07557898421137521,0.058279842138290405,2.159999719751305,0.02041009781364589,0.09556543827056885
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,Train2_rest24,P,0.011790604283044334,True,False,0.3901960849761963,True,368.8691606218948,28.44089698791504,,,0.014473863845490514,18.39415517065104,0.8012507084249023,0.32591116428375244,0.014799775009774268,-0.04102051074290003,0.008681089596205283,-0.04737076163291931,-0.5443143105737676,-0.022245135121296555,0.015644848346710205,-0.5225594752954805,-0.02095469044933085,0.015244364738464355,-1.6824136007100918,-0.07315790014422563,0.06066864728927612,2.189123546808183,0.02039523975751012,0.10278058052062988
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,Train2_rest24,P,0.011790604283044334,True,False,0.405637264251709,True,377.4155257943363,28.26716423034668,,,0.014909463088926753,18.265379958303633,0.7997963419523076,0.33125558495521545,0.015240718673881968,-0.04061728165755696,0.009614457295437973,-0.051228851079940796,-0.5566163327764926,-0.021889506468672937,0.01294398307800293,-0.5341067431420505,-0.020598634691966877,0.012331336736679077,-1.6857863789424279,-0.07398713623544717,0.06005021929740906,2.1524248871994693,0.021769035104494905,0.1072680652141571
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,Train2_rest24,P,0.011790604283044334,True,False,0.39387255907058716,True,370.1968283596573,28.283662796020508,,,0.014455265217324067,18.399739357218817,0.8007999221151478,0.3236464858055115,0.014778911703129578,-0.04307358960751628,0.008782313297350686,-0.048710137605667114,-0.5896115252943055,-0.022863318663240872,0.014948755502700806,-0.5641456565453282,-0.02168570998763031,0.014325082302093506,-1.7054168730548653,-0.07342690343596958,0.06024593114852905,2.2021555740363006,0.022102286840565033,0.10123339295387268
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,Train2_rest24,P,0.011790604283044334,True,False,0.3634803891181946,True,356.2390672116833,27.972850799560547,,,0.014640150014833523,18.344544731218477,0.799127312240525,0.32787224650382996,0.014968022261337352,-0.02955946891000849,0.008310841497056742,-0.047739267349243164,-0.6096488722487976,-0.024356714422839043,0.01613032817840576,-0.5813428678261481,-0.02323897304788658,0.015400499105453491,-1.7040649171444997,-0.07486882629557279,0.061092644929885864,2.1957060302296227,0.02249721419560613,0.10414139926433563
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,Train2_rest24,P,0.011790604283044334,True,False,0.3698529303073883,True,361.59291998135063,27.996694564819336,,,0.014282448809392282,18.451973238463243,0.7987688421288763,0.32407090067863464,0.014606519710070917,-0.027520391173375458,0.008259133832226428,-0.04710102081298828,-0.6394489682963496,-0.025192693329101346,0.017022907733917236,-0.6131437096956383,-0.023963321897622958,0.015711039304733276,-1.7199603564295067,-0.07439348107016575,0.06045812368392944,2.254566195770906,0.023499927868886217,0.10010898113250732
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,network_train6,P,0.011790604283044334,True,False,0.397549033164978,True,373.82360200913274,28.20637321472168,,,0.015108006406874732,18.20792839672567,0.7955469088704888,0.3357298970222473,0.01544373630389698,-0.05032691790249544,0.009091550165401419,-0.05003097653388977,-0.6682982327833322,-0.025757088412490026,0.014064192771911621,-0.6408659991789598,-0.02450220260914171,0.012731492519378662,-1.673899617928594,-0.07390887771289623,0.05768498778343201,2.164037220125749,0.02426920493799023,0.10823923349380493
B_Train2_lambda1_WRONG,Train2,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,Train2_rest24,P,0.011790604283044334,True,False,0.38308823108673096,True,368.97998206366873,28.16173553466797,,,0.014390965346372346,18.419100725998195,0.7946779814293898,0.3257445991039276,0.014716709945476273,-0.037993937606994876,0.007431720218232685,-0.045827269554138184,-0.6499598346742701,-0.026132814555196116,0.016943693161010742,-0.6215138987386908,-0.02480019846983339,0.01521340012550354,-1.7190559380018655,-0.07534774535097577,0.058761388063430786,2.2531852096058422,0.023662586932070684,0.09789285063743591
