scope,dataset,video,method,stage,qp,bitstream_path,bitstream_bytes,bitstream_sha256,real_rans
test,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,v2_beta_high,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_01/beta_high_qp2.bin,43537,4220a711572ff9c686f840aa9545af8913d6337ba0cf8027ec595971b75ddb0c,True
test,fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,v2_beta_high,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_01/beta_high_qp3.bin,55446,20154bee5e49367cd1b9a09f1d1a3898809c66a437f5f8ab8d3da01bb1b9a4a7,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,original,original,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/original_qp0.bin,27630,622f3e7de4baff153464ece8afe4e23d32236f3be6b4dd272f2a22258874eff3,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,original,original,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/original_qp1.bin,35312,6b3c2df67aabc382b1e31c2361aeb9766abd69f77fdef30a288bca23ef127aa1,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,original,original,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/original_qp2.bin,45636,0be9cb4006150e7e8da5a5a095b9284ac3f63de88d5670d2371765f02918360e,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,original,original,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/original_qp3.bin,60467,82b908f356f29f8f863419425c34dd515975b41a82dd596afdd27679a2f7e911,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_stage_a,A,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/stage_a_qp0.bin,28343,782b451aca5811981b76d28cff5b28e24d8a919605ebf1129b7bbbb0836bcadf,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_stage_a,A,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/stage_a_qp1.bin,36857,8ff18b51502d0c027a6c55867249dc514615161a9aee0360a4bf6a61672c795d,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_stage_a,A,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/stage_a_qp2.bin,47466,dff93072e9b56506f3480bced61afda397b97997a3d7cadadb744fdd1d32bae6,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_stage_a,A,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/stage_a_qp3.bin,61932,e6b34ad6c308a28daf33a495c43350049e11375784160393628bc2c350bfc71c,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_low,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_low_qp0.bin,25289,db44c5ac1c433701b2a27f521cdffc822f853070c9dd6e589a7a57d3f8cb5e07,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_low,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_low_qp1.bin,31979,f47af16b784599dc611d3de35e9675d5282bc48d720567b8a06995ae8042a3d4,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_low,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_low_qp2.bin,40463,6d5af09eabb6f4c12237ebe013537568ddaa480faa22d28a44a8e40daf0cf7c6,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_low,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_low_qp3.bin,50857,4f170ba8879e5caffe6607d44702a200fc72d86fed2f0a1fd5c1272a7725b458,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_mid,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_mid_qp0.bin,22063,7e5d06678f1febb10d93a2e2a93fe38e9492cd29aa765777538ed10b4acb1d02,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_mid,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_mid_qp1.bin,26130,1dc471c86ce2eb7ddf674d4a8142eff62d5f4ef090cc42c38c5a51e37ee639a9,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_mid,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_mid_qp2.bin,32360,d12774ce9d9990bdc77e68f7d321943aac892211571d42ce962aaa808a08f14e,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_mid,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_mid_qp3.bin,40425,61e7a32bb36c98ceea51c7b5cc1248472b19b4bea43fa159454ae61e4734292d,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_high,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_high_qp0.bin,18507,4a4bbe5b53f350eef4bcf4d54307678ad3ac11da9b2cca0076d575c0beea060f,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_high,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_high_qp1.bin,22586,7f002f7f7c94834188328c15bd7ef1d552dbea2a92308cc9ce79d230923cc246,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_high,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_high_qp2.bin,27699,017fcdee2961bda559ce440bc945344c2d8d5457f6526f6078894eac3e569c8c,True
test,fresh_ulong,98881c99-ebda-4469-bbe4-0ee789ff217d,v2_beta_high,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/fresh_ulong_10/beta_high_qp3.bin,33448,427020244b0b709ac1908c36358218f5402a99a61ee2865d9d6b84b119bc2cd4,True
test,uvg,Beauty,original,original,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/original_qp0.bin,16226,133f666e2a31c5fcc6b543ad7eb3377b67aefa49070fffaa4d945394f120baa0,True
test,uvg,Beauty,original,original,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/original_qp1.bin,22057,13fdd9c6a840f891261e981d633e82ee5be3bda83988b3baa2f497cbe4e36e7d,True
test,uvg,Beauty,original,original,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/original_qp2.bin,29975,8bf5d404b6b8af15fd1e7e9de49fe8da815420162bb55ef8a8dac4ae47bb0ca4,True
test,uvg,Beauty,original,original,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/original_qp3.bin,41349,4c8229f65cb550a0586288cb5a25e94104c56b78bcd5ec7229ce4615ba98bfac,True
test,uvg,Beauty,v2_stage_a,A,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/stage_a_qp0.bin,16762,ff8a1c260ec864d862d5d1cba010ed9621afdb59b8e3d9cba00e91fed1a4f480,True
test,uvg,Beauty,v2_stage_a,A,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/stage_a_qp1.bin,22953,ffa960e74159f15cfd3c9b26a1665b66f8d17ed65a28cc5362bfd805456828ef,True
test,uvg,Beauty,v2_stage_a,A,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/stage_a_qp2.bin,31450,c3195ea1cab9ce6c3c63be6009ba372057bddea0296a7491253210646c9df5b6,True
test,uvg,Beauty,v2_stage_a,A,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/stage_a_qp3.bin,43801,af6058d86af6fc013a49c0724ad4b12e4cdcd02b729d3bd69098c1908a9e6415,True
test,uvg,Beauty,v2_beta_low,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_low_qp0.bin,16197,bfb146c249cd17f4e4e80625994f42c9f0b83889a2da1ad04725ea84d6a237e7,True
test,uvg,Beauty,v2_beta_low,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_low_qp1.bin,21824,1ff5e6b233f56bf87dd44d30332e94ac298bcef10ea4881569b9e8f267ce4271,True
test,uvg,Beauty,v2_beta_low,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_low_qp2.bin,29216,e45a181bb574e34995c2a8f93fefe481768934af53be86a65a7fceea7f18c242,True
test,uvg,Beauty,v2_beta_low,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_low_qp3.bin,39135,c687a6584d7e0ece89648c7e617ba59cd144c7066454974eaae99a3f2d2b5f03,True
test,uvg,Beauty,v2_beta_mid,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_mid_qp0.bin,13281,e6397d3ca2019d80bc2730964a59c55186db566573d244f2a545a645108b842a,True
test,uvg,Beauty,v2_beta_mid,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_mid_qp1.bin,17406,f8cfa4bca1451ca3b9194246ba2d277714050d54b0d4fb47dd620f1d5f3ddbea,True
test,uvg,Beauty,v2_beta_mid,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_mid_qp2.bin,22846,0a5b31a6780bb9a625b327737d34dfc048f32ff72952bd89ba846cd5fd93537d,True
test,uvg,Beauty,v2_beta_mid,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_mid_qp3.bin,31405,7c1df4d6c4c56098389cb17af31eb1e148af66507835d8d9c8188dfbd255dd5b,True
test,uvg,Beauty,v2_beta_high,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_high_qp0.bin,14325,e5c247da330ee868bcf4325e06d30d8d12ec0efdb67e3e94cf706f129784b14b,True
test,uvg,Beauty,v2_beta_high,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_high_qp1.bin,16448,e811ead535c66e4196ac4361873bed1fa49b49ebe0b3125adab8ad921915871f,True
test,uvg,Beauty,v2_beta_high,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_high_qp2.bin,21628,0dec0c1c5e5e8450785117d63a016489f67ca83efc23ad855b4435b819b09b0a,True
test,uvg,Beauty,v2_beta_high,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_00/beta_high_qp3.bin,28775,dd935c58fc90a2e0628c81f00bc093f9b47f61cdefb4982f6b7ab800ebd896e6,True
test,uvg,Bosphorus,original,original,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/original_qp0.bin,24546,428726f84c6d6723d74be41e66b078f6cefe3be6c427bc22725c7a281f5527f9,True
test,uvg,Bosphorus,original,original,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/original_qp1.bin,30994,df7bdf4f3e256c1610669f26f5a8706e357db62314d10a9b707c43c09636c8e4,True
test,uvg,Bosphorus,original,original,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/original_qp2.bin,39972,d64a0c6bf84e418f7e4456a9e92990842309055ed269c26ff8c4b1e420e16e81,True
test,uvg,Bosphorus,original,original,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/original_qp3.bin,51949,abf456d08544418d14ff29dd33ac972307f54eba31d515eaeefafb47097b271d,True
test,uvg,Bosphorus,v2_stage_a,A,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/stage_a_qp0.bin,25524,eef4c6c9e1cfa197ae0013120e011690f3d04d827d72977b23d8171d2c77a2b5,True
test,uvg,Bosphorus,v2_stage_a,A,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/stage_a_qp1.bin,31784,9298fadf6e8a5231739b385859166c52651e5aee25d6f11eaffece585a08cb7a,True
test,uvg,Bosphorus,v2_stage_a,A,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/stage_a_qp2.bin,41553,d3c6817cb1e4aa742fd1d2086f1097eea18b691735535c1d43e6184533395762,True
test,uvg,Bosphorus,v2_stage_a,A,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/stage_a_qp3.bin,53994,65dfaf2f598b91b6c947c97a0ebe921db2cb9ef39675d486e3b67cc03fc0763b,True
test,uvg,Bosphorus,v2_beta_low,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_low_qp0.bin,23525,7fd431831c8794cbf815da919abcf8a17e6bd4e2947c3f87fe75af6f812b89ee,True
test,uvg,Bosphorus,v2_beta_low,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_low_qp1.bin,29702,2f9188770b13d13e3b56079dfef35f834baa2f5f4b2dddf86e0ef1d1a0233581,True
test,uvg,Bosphorus,v2_beta_low,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_low_qp2.bin,37817,35a03140cd92afa7db29712c5a5b4e55ca8a828738e8ca8e6d02aeeb80ea4507,True
test,uvg,Bosphorus,v2_beta_low,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_low_qp3.bin,49417,7972d21404018ac86baa7386a36c9246c1c4a2de95f549de6198ac2f6e4bbbf1,True
test,uvg,Bosphorus,v2_beta_mid,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_mid_qp0.bin,21949,d16d6eb268e1a1f497da8356b98f8c13a5c67c742da096f9d2b1b2e9be6193f4,True
test,uvg,Bosphorus,v2_beta_mid,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_mid_qp1.bin,28554,ec6fddc62aca0118559881d1eec6f44ffd0459d0e39b1de25734187d1dd5d7dd,True
test,uvg,Bosphorus,v2_beta_mid,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_mid_qp2.bin,36185,df0c48920efe867f4b579e1d02429be03c8227e3ed88835d3d73c1f3342603e9,True
test,uvg,Bosphorus,v2_beta_mid,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_mid_qp3.bin,46693,8d8a5b12d0865668fae0f63cab53cf3f096519d2e05e1b17d5406af735030336,True
test,uvg,Bosphorus,v2_beta_high,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_high_qp0.bin,17768,6dc172e30444a7a6da7c582f7ae3684f049aa929ee514c8dc2f68349188dee4a,True
test,uvg,Bosphorus,v2_beta_high,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_high_qp1.bin,23909,708c4bbb4c190fd0c60cf84e8853ae9b692a6ea408175d216b3c10eeb1628118,True
test,uvg,Bosphorus,v2_beta_high,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_high_qp2.bin,31712,3c8a898a5cdae7850166a1759609c5617aa5a22ab27f2ffa6980751481b283fd,True
test,uvg,Bosphorus,v2_beta_high,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_01/beta_high_qp3.bin,42274,321ab7540e63cd333be4df7810a36164af5a9590365f7c8da0a99e1f2f637ab9,True
test,uvg,HoneyBee,original,original,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/original_qp0.bin,23100,9b011532d449bc880f5a1babc5c8b67314874730f1569a5201ae81673e02b053,True
test,uvg,HoneyBee,original,original,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/original_qp1.bin,28168,4f07426c355d1e68738aa5c2d6781df595e4b7fc14c159d35f424fdb770ccde0,True
test,uvg,HoneyBee,original,original,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/original_qp2.bin,35589,28958a31ec20582ac4b9c90f61ceb89dcd847380de5204b2d1d2d1a8a12f202a,True
test,uvg,HoneyBee,original,original,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/original_qp3.bin,44679,6d4359ff358945a8171b91e5cf29771bfcf25598d6d9e4fb87da5347e1689dd5,True
test,uvg,HoneyBee,v2_stage_a,A,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/stage_a_qp0.bin,23430,71f546ad19a843c4b840ba09dbd99841d05d922401a4ab5d78e8674f55052e35,True
test,uvg,HoneyBee,v2_stage_a,A,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/stage_a_qp1.bin,28810,9305995b6b10a75599651e24ae0f4bd455052801ceddb2985925949a0d420aa0,True
test,uvg,HoneyBee,v2_stage_a,A,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/stage_a_qp2.bin,36366,21d05996fd2a1254d793b2e8740ef8ffe00656a2d2677c7c99e2c95c1d357959,True
test,uvg,HoneyBee,v2_stage_a,A,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/stage_a_qp3.bin,45593,1e91a7237640926b48fb6dfaef1384e67471d326e389b66c596c55dcfec290e8,True
test,uvg,HoneyBee,v2_beta_low,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_low_qp0.bin,22713,102e67892327db4602b60acd28987607641c2f9b3efad4a08b397b926fdfcd10,True
test,uvg,HoneyBee,v2_beta_low,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_low_qp1.bin,27650,ebd4ed1507e84a05b141df1f6c4bf61a9db96c0d0ff0a5fb8665fba1b734e653,True
test,uvg,HoneyBee,v2_beta_low,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_low_qp2.bin,34322,c7a0c93170aa69f3c27512adbff7f2b9dd7eb7de6db9ffbc12264d2563d64ac1,True
test,uvg,HoneyBee,v2_beta_low,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_low_qp3.bin,43205,72b94ba485cfe3ff19bbdc1cddccf5a693a9df62a1f750c80dd26f134d7a5650,True
test,uvg,HoneyBee,v2_beta_mid,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_mid_qp0.bin,23386,66819b79bd8efe6f11818a22ea66d6bb93fce245ba399ee99360c4eaf3a768ed,True
test,uvg,HoneyBee,v2_beta_mid,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_mid_qp1.bin,28419,af79ab5b4e2e6b13df44fe3531ea20cfb7d779f3ad2ea11d07b95342b8931ff9,True
test,uvg,HoneyBee,v2_beta_mid,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_mid_qp2.bin,35164,ace9de7a88e9ed487f49a4c904d31b08807e58b7346dd4a4015457232d2e8064,True
test,uvg,HoneyBee,v2_beta_mid,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_mid_qp3.bin,43372,c20da929344baf166ddfec38d88881e0b91070806a6531ed0bd94eda3a526aa4,True
test,uvg,HoneyBee,v2_beta_high,B,0,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_high_qp0.bin,17759,5982209a44839751e0af5ca481897a7c7084921d3016108f08042d6f5cdb89bd,True
test,uvg,HoneyBee,v2_beta_high,B,1,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_high_qp1.bin,22601,a7855408cc54da142cb7f3d01c72e2da1bda3d157c7ac331b67570afc8526d04,True
test,uvg,HoneyBee,v2_beta_high,B,2,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_high_qp2.bin,29426,708200adcebdf0ad75f90b61e8ef93d13f616c97f3e93abb6ac7ae9e78e5a1f0,True
test,uvg,HoneyBee,v2_beta_high,B,3,/Huang_group/zyyz/Projects/GVC-RT/experiments/gvcrt_neural_wrapper_v2_joint/bitstreams/test/uvg_02/beta_high_qp3.bin,37814,fad9de7365861f625cb3cad88eb9a4538ef9fb8f0b391e8a5d4acc5f1c11f7bf,True
