dataset,video,video_id,qp,trajectory,frame,actual_qp,actual_bytes,MSE,PSNR,MS_SSIM,LPIPS,DISTS
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,19,2,295,0.0015841398853808641,28.002064712524337,0.9733405709266663,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,20,1,1107,0.001383690512739122,28.589610367867387,0.9765890836715698,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,21,2,678,0.0015007328474894166,28.236966116790796,0.9748907685279846,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,22,1,507,0.0014204260660335422,28.47581366621997,0.9756100177764893,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,23,2,453,0.0015558123122900724,28.080427959409242,0.9734588265419006,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,24,1,1103,0.0013609059387817979,28.661718907259157,0.976594865322113,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,25,3,1420,0.0014076688094064593,28.514995122154083,0.9761351943016052,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,26,1,458,0.0013036452000960708,28.848405900510237,0.9774032235145569,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,27,2,349,0.00142287474591285,28.468333286951083,0.9752359390258789,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,28,1,1228,0.0013017094461247325,28.85485943591656,0.977302610874176,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,29,2,635,0.0014816016191616654,28.292685560451105,0.9749570488929749,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,30,1,334,0.0014003481483086944,28.53763978541337,0.9757527709007263,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,31,2,279,0.0014276531292125583,28.453772984198658,0.9753954410552979,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,32,1,1325,0.0012504856567829847,29.029212853135085,0.9780703186988831,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,33,3,963,0.0013919648481532931,28.563717319997487,0.9765288829803467,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,34,1,275,0.0012729378649964929,28.95192794734202,0.9778817296028137,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,35,2,215,0.001434108940884471,28.43417856598547,0.9753916263580322,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,36,1,1201,0.0012502324534580112,29.030092318971406,0.9782262444496155,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,37,2,452,0.0013972055166959763,28.54739708272087,0.9764401912689209,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,38,1,304,0.0013212930643931031,28.79000844661998,0.9772987365722656,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,39,2,222,0.001401232206262648,28.534898893093768,0.9761720895767212,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,40,1,1238,0.0012645958922803402,28.980482332162047,0.9782577753067017,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,41,3,765,0.0013769742799922824,28.61074171697867,0.9770348072052002,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,42,1,277,0.001260295626707375,28.995275707646023,0.9783161282539368,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,43,2,219,0.00138102937489748,28.597970837528642,0.9766152501106262,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,44,1,1217,0.0012136005098000169,29.159242497861847,0.9789923429489136,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,45,2,674,0.001377635053358972,28.60865815304841,0.9766526222229004,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,46,1,362,0.001257722033187747,29.004153309032475,0.9781556129455566,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,47,2,371,0.0013687243917956948,28.6368399318995,0.9758676886558533,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,48,1,1104,0.001258786884136498,29.000477908436757,0.9775426387786865,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,49,3,1414,0.0013677080860361457,28.64006585475467,0.9762943983078003,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,50,1,270,0.0012823715806007385,28.919861152055653,0.977145254611969,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,51,2,357,0.0013766152551397681,28.611874220652197,0.9753530025482178,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,52,1,1450,0.0012362395646050572,29.078973613632723,0.977455735206604,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,53,2,855,0.001387265627272427,28.57840374244951,0.9754215478897095,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,54,1,261,0.0013028474058955908,28.851064474173448,0.9763908982276917,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,55,2,222,0.001401219516992569,28.534938222085092,0.9747940301895142,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,56,1,1196,0.0012377536622807384,29.073657799987302,0.9775738716125488,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,57,3,1022,0.0013575960183516145,28.67229444416411,0.975910484790802,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,58,1,190,0.0012688497081398964,28.965898158808262,0.9766892194747925,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,59,2,192,0.0014013404725119472,28.534563348292195,0.974446713924408,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,60,1,1477,0.0012503989273682237,29.029514075402624,0.9768761396408081,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,61,2,525,0.0013809289084747434,28.598286787362447,0.9751474857330322,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,62,1,231,0.0012906079646199942,28.892056590957456,0.9760842323303223,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,1,uniform_4x,63,2,248,0.001409317716024816,28.509910886778105,0.9740986227989197,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,0,3,7837,0.0010920932982116938,29.617402579978716,0.9816411137580872,0.12984858453273773,0.062172114849090576
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,1,5,7105,0.0009554006392136216,30.198144724865614,0.9841369390487671,0.10319019109010696,0.05747181177139282
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,2,3,1735,0.0010045852977782488,29.980131820798157,0.9833720326423645,0.10188035666942596,0.054244160652160645
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,3,4,1687,0.0009181041968986392,30.37108027328006,0.9847884774208069,0.09736733138561249,0.05481314659118652
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,4,3,1651,0.0009223408997058868,30.351085328533365,0.9847423434257507,0.09736627340316772,0.05558359622955322
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,5,4,1513,0.0008693739655427635,30.607933694251575,0.9856379628181458,0.09434451162815094,0.053364336490631104
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,6,3,1063,0.0008651022799313068,30.629325434209246,0.9855303168296814,0.0944383442401886,0.0542454719543457
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,7,4,1407,0.0008555484237149358,30.677554045249504,0.9858095645904541,0.09262676537036896,0.05243867635726929
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,8,3,1026,0.0008731724228709936,30.588999889318387,0.9855012893676758,0.09891889244318008,0.057553112506866455
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,9,5,1478,0.0009006186155602336,30.454590805226168,0.9852592349052429,0.09401319921016693,0.053082406520843506
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,10,3,454,0.000867578899487853,30.616910190684337,0.9855725169181824,0.09845595061779022,0.056835830211639404
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,11,4,299,0.0009435004321858287,30.252578965633028,0.9846323728561401,0.09990120679140091,0.057727694511413574
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,12,3,286,0.0009066272177733481,30.425712471664315,0.9849927425384521,0.10321804881095886,0.05888044834136963
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,13,4,341,0.0009859943529590964,30.061255723668275,0.9838855862617493,0.10246392339468002,0.05812114477157593
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,14,3,790,0.0008839896181598306,30.535528354421007,0.9852447509765625,0.09994706511497498,0.05758935213088989
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,15,4,680,0.0010508734267205,29.78449589763544,0.9828667044639587,0.10757657885551453,0.06368637084960938
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,16,3,679,0.0009241972002200782,30.342353514749767,0.984554648399353,0.10394313931465149,0.06356358528137207
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,17,5,1482,0.0010302021401003003,29.87077552268694,0.9830578565597534,0.10235639661550522,0.05819135904312134
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,18,3,711,0.0009527505608275533,30.21020786912405,0.9838498830795288,0.10603870451450348,0.06521207094192505
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,19,4,573,0.0011349490378051996,29.450236389967493,0.9813090562820435,0.1159706711769104,0.06976091861724854
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,20,3,1151,0.0010274051455780864,29.882582635186576,0.9828122854232788,0.10972481966018677,0.0671047568321228
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,21,4,820,0.001078746747225523,29.67080500814751,0.9820408821105957,0.1096564456820488,0.06707555055618286
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,22,3,1180,0.001007846905849874,29.966054331625052,0.9828968048095703,0.10855846852064133,0.066739022731781
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,23,4,1180,0.0011190306395292282,29.5115802214341,0.9813111424446106,0.11752589046955109,0.0720968246459961
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,24,3,1118,0.0009931586682796478,30.029813625282486,0.9832149744033813,0.11059608310461044,0.06493902206420898
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,25,5,1946,0.0010205473517999053,29.911668398961552,0.9829748868942261,0.10621543973684311,0.06420493125915527
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,26,3,831,0.0009248500573448837,30.339286721757905,0.9841364026069641,0.10452787578105927,0.06535005569458008
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,27,4,573,0.0010563262039795518,29.762019466585407,0.9820548295974731,0.11040644347667694,0.06386148929595947
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,28,3,1294,0.0009385501616634429,30.2754251116041,0.9838164448738098,0.10605081915855408,0.0657355785369873
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,29,4,879,0.001047572703100741,29.798158266339506,0.9823810458183289,0.11047086864709854,0.06792652606964111
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,30,3,876,0.0009885251056402922,30.050122964033314,0.983062207698822,0.11094756424427032,0.06964719295501709
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,31,4,443,0.001055252505466342,29.76643608035042,0.982147753238678,0.11202463507652283,0.0721624493598938
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,32,3,1565,0.0009209440322592854,30.35766762006756,0.9840182065963745,0.1058768481016159,0.06674802303314209
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,33,5,1825,0.0010021833004429936,29.990528382587613,0.9832270741462708,0.1046530082821846,0.06527441740036011
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,34,3,648,0.0009077583090402186,30.42029767142361,0.9842826724052429,0.10426421463489532,0.06616926193237305
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,35,4,378,0.0010602088877931237,29.74608559378286,0.9821157455444336,0.11277309060096741,0.07008087635040283
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,36,3,1560,0.0009299382800236344,30.315458746016034,0.984061062335968,0.10469916462898254,0.06307798624038696
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,37,4,797,0.0010165366111323237,29.92876975386575,0.9829990267753601,0.1072339341044426,0.061639368534088135
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,38,3,664,0.0009222886292263865,30.351331456880153,0.9842240214347839,0.10475362092256546,0.0638728141784668
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,39,4,405,0.0010242961579933763,29.895744562641138,0.9828176498413086,0.11106482893228531,0.06657207012176514
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,40,3,1643,0.0009583676583133638,30.184678506862316,0.9837730526924133,0.10777662694454193,0.06407463550567627
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,41,5,1395,0.0009849000489339232,30.06607840973444,0.9836339950561523,0.10559409111738205,0.06372374296188354
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,42,3,627,0.0008966340683400631,30.473847637849648,0.9846460223197937,0.10121119022369385,0.05994689464569092
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,43,4,293,0.001038141781464219,29.83743329818351,0.9826380610466003,0.10534201562404633,0.06233835220336914
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,44,3,1682,0.0009034977992996573,30.440729009372266,0.9845059514045715,0.09991839528083801,0.06185370683670044
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,45,4,1259,0.0010013356804847717,29.994203083911373,0.9830907583236694,0.10346593707799911,0.06266409158706665
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,46,3,711,0.0009229840361513197,30.34805810427336,0.9841418266296387,0.10184856504201889,0.06176400184631348
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,47,4,671,0.0010106833651661873,29.953848822916832,0.9825554490089417,0.10484069585800171,0.060665905475616455
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,48,3,1483,0.000931573857087642,30.3078270764475,0.9836825728416443,0.10251200199127197,0.06233060359954834
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,49,5,2566,0.0009904077742248774,30.04185959307687,0.9831185936927795,0.1002478078007698,0.06061595678329468
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,50,3,585,0.0009210690041072667,30.35707832365127,0.983810544013977,0.10438067466020584,0.06480544805526733
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,51,4,495,0.0010152157628908753,29.934416477264133,0.9822285771369934,0.10640690475702286,0.06890958547592163
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,52,3,1957,0.0008851898019202054,30.529635981285274,0.9840289950370789,0.10041742771863937,0.06181877851486206
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,53,4,1501,0.0010027902899309993,29.987898799888537,0.9825490713119507,0.10727380961179733,0.06541097164154053
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,54,3,461,0.0009199572377838194,30.36232359421988,0.9836072325706482,0.10509176552295685,0.0625993013381958
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,55,4,354,0.0010129421716555953,29.944153475792525,0.9820838570594788,0.11006312072277069,0.06509560346603394
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,56,3,1595,0.0009183331276290119,30.369997488127247,0.9836393594741821,0.10384343564510345,0.06363606452941895
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,57,5,2043,0.00099644111469388,30.01548361107137,0.982623279094696,0.10277820378541946,0.06251651048660278
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,58,3,384,0.0008894882048480213,30.50859806549569,0.983847439289093,0.10131116211414337,0.06156933307647705
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,59,4,308,0.001013620407320559,29.9412465434256,0.9819515347480774,0.10667957365512848,0.06551873683929443
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,60,3,2243,0.0009070317028090358,30.423775331004286,0.9835095405578613,0.1041077971458435,0.06353020668029785
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,61,4,890,0.0009820990962907672,30.078446885868644,0.9825156927108765,0.1049107164144516,0.06420689821243286
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,62,3,501,0.0008823336684145033,30.5436714848759,0.9837402701377869,0.10380779951810837,0.062275230884552
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,baseline,63,4,403,0.0010049997363239527,29.97834052186843,0.981781542301178,0.10919240862131119,0.06694340705871582
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,0,3,7837,0.0010920932982116938,29.617402579978716,0.9816411137580872,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,1,5,5813,0.0010698225814849138,29.706882393903484,0.9822491407394409,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,2,3,1582,0.0011270884424448013,29.48042003600133,0.9813403487205505,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,3,4,1537,0.0009979938622564077,30.008721296508757,0.9833237528800964,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,4,3,1520,0.001010154141113162,29.956123514379748,0.983188271522522,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,5,4,1492,0.0009496139246039093,30.22452925757022,0.98418128490448,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,6,3,1001,0.0009552754927426577,30.198713637837706,0.9840053915977478,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,7,4,1327,0.0009461994050070643,30.240173293821798,0.9843077063560486,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,8,3,1045,0.000950343266595155,30.2211949801534,0.9842106103897095,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,9,5,1368,0.0009807876776903868,30.084249991314174,0.9839366674423218,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,10,3,437,0.0009467140771448612,30.23781165102037,0.9842247366905212,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,11,4,318,0.0010166593128815293,29.9282455673667,0.9833789467811584,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,12,3,327,0.0009768862510100007,30.101560027445604,0.9838464260101318,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,13,4,378,0.0010595966596156359,29.748594194884184,0.9827010035514832,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,14,3,769,0.0010085803223773837,29.962895092745306,0.9832059741020203,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,15,4,709,0.0011718915775418282,29.311125670324927,0.9808657765388489,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,16,3,720,0.0010195131180807948,29.916071817804465,0.9829838275909424,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,17,5,1443,0.0010961313964799047,29.60137382579964,0.9819156527519226,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,18,3,701,0.0010330270742997527,29.858882960361406,0.9824260473251343,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,19,4,606,0.0012238668277859688,29.12265836360576,0.9797556400299072,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,20,3,1173,0.0010887754615396261,29.63061675679469,0.9817711114883423,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,21,4,819,0.0011574301170185208,29.365052212252944,0.9807127714157104,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,22,3,1039,0.0010872636921703815,29.636651144544413,0.9815131425857544,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,23,4,1033,0.001185693545266986,29.26027544359166,0.9800814986228943,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,24,3,1147,0.001084989053197205,29.64574643529766,0.9815800189971924,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,25,5,1831,0.0010928775882348418,29.61428480073501,0.9817029237747192,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,26,3,693,0.0010096391197293997,29.958338304915134,0.9827108383178711,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,27,4,593,0.0011318987235426903,29.461924298387544,0.9806997179985046,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,28,3,1305,0.001012362539768219,29.94663933321117,0.9824531674385071,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,29,4,886,0.001145761227235198,29.40905878440667,0.9806615710258484,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,30,3,711,0.0010926277609542012,29.615277693384975,0.9812278747558594,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,31,4,429,0.0011423942632973194,29.421839864367506,0.980530321598053,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,32,3,1616,0.0009852803777903318,30.064401662534458,0.9828411936759949,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,33,5,1629,0.0010749059729278088,29.68629523864268,0.9819452166557312,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,34,3,515,0.0010000534821301699,29.99976773627079,0.9826721549034119,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,35,4,379,0.0011466093128547072,29.405845351716827,0.9806286692619324,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,36,3,1523,0.0009925655322149396,30.03240810167067,0.9829281568527222,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,37,4,751,0.001096666674129665,29.599253538142424,0.9816352128982544,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,38,3,586,0.0010088394628837705,29.961779377578807,0.9827713370323181,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,39,4,366,0.0011023314436897635,29.57687804283563,0.9814708828926086,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,40,3,1718,0.001015205169096589,29.934461796205916,0.9827611446380615,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,41,5,1303,0.0010697398101910949,29.707218416973653,0.9822645783424377,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,42,3,532,0.0009694444015622139,30.134770930186114,0.9834321737289429,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,43,4,327,0.001090136356651783,29.62519176153259,0.9816522598266602,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,44,3,1744,0.0009614250739105046,30.170845556846217,0.9834728837013245,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,45,4,1225,0.0010517698246985674,29.78079293262903,0.9823091626167297,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,46,3,593,0.0009902195306494832,30.042685120889118,0.9830521941184998,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,47,4,644,0.0010594910709187388,29.749026990447966,0.9817470908164978,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,48,3,1507,0.0010054967133328319,29.976193446433186,0.9824202656745911,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,49,5,2320,0.0010183064732700586,29.921214954580545,0.9825446009635925,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,50,3,457,0.000980484765022993,30.08559150102112,0.9827445149421692,,
fresh_ulong,0834e99f-94bc-4568-a7c2-f7022dade8e1,1,3,uniform_2x,51,4,487,0.001054178923368454,29.77085671061947,0.9814486503601074,,
