dataset,video,video_id,qp,trajectory,frame,actual_qp,actual_bytes,MSE,PSNR,MS_SSIM,LPIPS,DISTS
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,11,2,387,0.005790832918137312,22.372589655065845,0.9482494592666626,0.22306475043296814,0.0727837085723877
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,12,1,995,0.005596762988716364,22.520630841727936,0.9461625218391418,0.23224490880966187,0.0769658088684082
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,13,2,625,0.005747426766902208,22.405265537573158,0.9409447312355042,0.24308739602565765,0.07769840955734253
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,14,1,1178,0.005229845643043518,22.815111289842957,0.9427881240844727,0.24291962385177612,0.08030688762664795
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,15,2,843,0.0050517236813902855,22.96560412457435,0.9422848224639893,0.24275556206703186,0.08065676689147949
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,16,1,1164,0.004604509565979242,23.36816620436005,0.9464746117591858,0.2469002902507782,0.083920419216156
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,17,3,2005,0.003903056262061,24.085951883737543,0.9543988108634949,0.22810466587543488,0.07780414819717407
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,18,1,911,0.0036729348357766867,24.349867767224033,0.9577269554138184,0.22655797004699707,0.08060896396636963
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,19,2,560,0.0037994468584656715,24.202796254363122,0.9573813080787659,0.23097504675388336,0.0838736891746521
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,20,1,1379,0.0036419271491467953,24.386687458118253,0.9615498781204224,0.2357644885778427,0.09052681922912598
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,21,2,936,0.0036966472398489714,24.32191990892025,0.9632863402366638,0.2337585985660553,0.08811134099960327
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,22,1,1258,0.003294037189334631,24.822715019994025,0.969709038734436,0.2220236361026764,0.09196662902832031
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,23,2,951,0.003290111431851983,24.827893928041625,0.9719960689544678,0.21520984172821045,0.09420126676559448
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,24,1,1433,0.0030208483804017305,25.19871071882406,0.9772008061408997,0.20939573645591736,0.10023164749145508
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,25,3,2359,0.0026269617956131697,25.80546243192245,0.9819613695144653,0.17337122559547424,0.09316623210906982
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,26,1,774,0.002677365904673934,25.72292271502092,0.9831609129905701,0.17175421118736267,0.103432297706604
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,27,2,630,0.0029260015580803156,25.337254469511375,0.9831013083457947,0.17388850450515747,0.11040914058685303
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,28,1,1401,0.0030026535969227552,25.224947675754066,0.984685480594635,0.14139766991138458,0.11549139022827148
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,29,2,878,0.003022110555320978,25.196896522777298,0.9852170944213867,0.1289220154285431,0.11199384927749634
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,30,1,673,0.0028207094874233007,25.49641640716649,0.9865213632583618,0.12582026422023773,0.10848033428192139
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,31,2,390,0.002865533111616969,25.427945688466245,0.9863234758377075,0.12103915959596634,0.10897541046142578
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,32,1,708,0.002861930290237069,25.43340948820156,0.9864778518676758,0.11989793926477432,0.1104629635810852
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,33,3,872,0.002684213686734438,25.7118291351215,0.9871270060539246,0.11320361495018005,0.10492885112762451
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,34,1,512,0.0026629792992025614,25.746322095569436,0.9874109625816345,0.11459259688854218,0.10546261072158813
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,35,2,185,0.002770016435533762,25.57517654097846,0.9867553114891052,0.11447754502296448,0.10613143444061279
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,36,1,820,0.002833742881193757,25.476395578798602,0.9865540266036987,0.11404365301132202,0.10744386911392212
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,37,2,329,0.0027971414383500814,25.53285572834074,0.9864932298660278,0.11137589812278748,0.10582637786865234
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,38,1,510,0.0027473964728415012,25.610786636436043,0.9868876338005066,0.11091290414333344,0.10558980703353882
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,39,2,208,0.0028278797399252653,25.485390635446503,0.9863515496253967,0.1140342503786087,0.10315430164337158
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,40,1,739,0.002846057992428541,25.457562548015915,0.9864630699157715,0.11410310119390488,0.11085736751556396
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,41,3,704,0.0027250200510025024,25.646302977881806,0.986792266368866,0.10905783623456955,0.1036955714225769
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,42,1,386,0.002738718409091234,25.624526189561976,0.98688805103302,0.1120142713189125,0.107211172580719
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,43,2,140,0.002829651115462184,25.482671079280163,0.9862191677093506,0.11191492527723312,0.10576820373535156
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,44,1,857,0.002844611182808876,25.459770869843716,0.9863489866256714,0.11225645244121552,0.1106768250465393
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,45,2,318,0.002862305147573352,25.432840683949358,0.9860248565673828,0.11133769899606705,0.10640907287597656
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,46,1,474,0.0028035538271069527,25.52291101205896,0.9865130186080933,0.1118379533290863,0.10563665628433228
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,47,2,187,0.002890112577006221,25.390852400737792,0.9858698844909668,0.11230568587779999,0.10327088832855225
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,48,1,747,0.0028499544132500887,25.451620867396564,0.9862691760063171,0.11269053816795349,0.10693252086639404
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,49,3,675,0.002752715954557061,25.602385999880074,0.9864850044250488,0.10635630041360855,0.0996549129486084
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,50,1,401,0.002737453207373619,25.626532956963423,0.986779510974884,0.10955841839313507,0.10219353437423706
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,51,2,154,0.00288383848965168,25.40029066080626,0.9859128594398499,0.11181433498859406,0.10407644510269165
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,52,1,940,0.0029018009081482887,25.37332387714505,0.9859864711761475,0.11178058385848999,0.10778099298477173
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,53,2,353,0.002908415626734495,25.36343530584929,0.98568195104599,0.11023219674825668,0.1045922040939331
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,54,1,444,0.0028869411908090115,25.395620629385625,0.986054539680481,0.11321225762367249,0.1050194501876831
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,55,2,177,0.0029699811711907387,25.27246303973658,0.9853987693786621,0.11352328211069107,0.10384446382522583
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,56,1,791,0.002948208013549447,25.304418776821755,0.9857333898544312,0.11448254436254501,0.10628938674926758
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,57,3,710,0.0028655347414314747,25.4279432183526,0.985899031162262,0.10961196571588516,0.09938055276870728
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,58,1,377,0.002867915667593479,25.424336234495936,0.9860636591911316,0.1121758222579956,0.10257738828659058
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,59,2,114,0.002978796837851405,25.259591158547238,0.9852945804595947,0.11295515298843384,0.10104924440383911
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,60,1,838,0.0030174623243510723,25.20358143742156,0.9853516817092896,0.11572804301977158,0.1069035530090332
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,61,2,350,0.00301697151735425,25.204287898960324,0.9850744605064392,0.11452717334032059,0.10286933183670044
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,62,1,448,0.002947503002360463,25.305457438552928,0.9857164621353149,0.11536508798599243,0.10526692867279053
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,baseline,63,2,158,0.0030619711615145206,25.139989039232212,0.9849538207054138,0.11685599386692047,0.10455322265625
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,0,1,5099,0.009795771911740303,20.089613356977736,0.9629908800125122,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,1,3,4776,0.00684951338917017,21.64340281048437,0.9719168543815613,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,2,1,1020,0.006640519946813583,21.777979144284537,0.9716981053352356,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,3,2,867,0.0066530657932162285,21.769781817261332,0.9702698588371277,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,4,1,1271,0.006451847963035107,21.90315875255933,0.9683800935745239,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,5,2,1317,0.006217400077730417,22.063911857185026,0.9668452739715576,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,6,1,1125,0.006180573254823685,22.08971241762224,0.9638790488243103,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,7,2,914,0.006003016605973244,22.216304552660535,0.9617884159088135,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,8,1,522,0.006123179569840431,22.130230041528208,0.9574244022369385,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,9,3,1132,0.006036791484802961,22.191938247367876,0.9542239904403687,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,10,1,569,0.006096572615206242,22.149142490265163,0.9494448304176331,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,11,2,377,0.006299860309809446,22.006690802847558,0.9436945915222168,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,12,1,977,0.006006007082760334,22.214141599822064,0.9422252774238586,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,13,2,674,0.006098515819758177,22.147758452706505,0.9376720190048218,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,14,1,982,0.0057035028003156185,22.438583408860108,0.9375829100608826,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,15,2,796,0.005504267290234566,22.593004846825426,0.9372380375862122,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,16,1,1190,0.005022098775953054,22.99114749721565,0.9413090348243713,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,17,3,2095,0.004196431953459978,23.771198147232674,0.9511515498161316,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,18,1,771,0.004119812976568937,23.85122498793972,0.9526673555374146,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,19,2,523,0.004251557867974043,23.71451905362976,0.9522174596786499,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,20,1,1464,0.003987998701632023,23.99244991753095,0.9577239751815796,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,21,2,1022,0.003911921288818121,24.076098921706976,0.9610899686813354,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,22,1,914,0.0037757952231913805,24.229915673002328,0.9650964736938477,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,23,2,780,0.003899291157722473,24.090143350938273,0.9665840268135071,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,24,1,1466,0.0035302392207086086,24.521958643817,0.9731959104537964,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,25,3,2410,0.002992199268192053,25.240094876142194,0.9794092774391174,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,26,1,603,0.003156443126499653,25.00802031481531,0.980111300945282,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,27,2,584,0.0034042929764837027,24.679730712093853,0.9802359938621521,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,28,1,1476,0.0034083868376910686,24.674511204955575,0.9826495051383972,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,29,2,922,0.003309127176180482,24.802865417394926,0.9838144779205322,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,30,1,519,0.0031909518875181675,24.96079743955313,0.9847181439399719,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,31,2,333,0.003247722052037716,24.88421145819874,0.9843354821205139,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,32,1,851,0.003196487668901682,24.953269666057732,0.9848657250404358,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,33,3,956,0.002938391873613,25.31890285741551,0.9858490228652954,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,34,1,370,0.002965793712064624,25.27859059925197,0.985896110534668,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,35,2,186,0.0030544970650225878,25.150602878327106,0.9853158593177795,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,36,1,932,0.003021940356120467,25.19714111559992,0.9857134819030762,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,37,2,362,0.002953321672976017,25.296892475184478,0.9858307242393494,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,38,1,358,0.00298709818162024,25.24750502526393,0.9858010411262512,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,39,2,193,0.0031067535746842623,25.07693193284817,0.985028088092804,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,40,1,853,0.003073715139180422,25.12336383815628,0.9854092597961426,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,41,3,783,0.0028847435023635626,25.398927961860167,0.9860506653785706,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,42,1,275,0.002970784902572632,25.2712879182055,0.9857775568962097,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,43,2,165,0.003087808145210147,25.103496915179768,0.9849995374679565,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,44,1,981,0.003046480007469654,25.162016675884527,0.9854031205177307,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,45,2,360,0.0029923554975539446,25.239868127277987,0.9853687882423401,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,46,1,294,0.003044577781111002,25.16472926363669,0.985312819480896,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,47,2,155,0.003207215340808034,24.938718794276696,0.9842721223831177,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,48,1,940,0.0030941024888306856,25.09465304858876,0.9850755929946899,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,49,3,770,0.002908529946580529,25.36326460293421,0.9857660531997681,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,50,1,247,0.0030103675089776516,25.213804820213923,0.9854423999786377,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,51,2,126,0.0032299854792654514,24.90799430080372,0.9842000007629395,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,52,1,1015,0.003123138565570116,25.054087468208785,0.9849422574043274,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,53,2,404,0.003088295692577958,25.102811242990608,0.9848538637161255,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,54,1,278,0.0031384152825921774,25.032895900654655,0.9848564267158508,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,55,2,155,0.0032993017230182886,24.815779661612233,0.9837623238563538,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,56,1,905,0.0032108924351632595,24.9337424304686,0.98443204164505,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,57,3,804,0.0030093356035649776,25.215293766836645,0.9852131605148315,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,58,1,223,0.0031025249045342207,25.082847236540914,0.9849637150764465,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,59,2,127,0.003287950064986944,24.83074786833113,0.983808159828186,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,60,1,1015,0.003230361035093665,24.907489368680768,0.9843278527259827,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,61,2,425,0.003173538949340582,24.984561671531175,0.9843705892562866,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,62,1,251,0.00325321895070374,24.876867065052686,0.9842720627784729,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_2x,63,2,152,0.0033784322440624237,24.712847866176148,0.9833395481109619,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,0,1,5099,0.009795771911740303,20.089613356977736,0.9629908800125122,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,1,3,4753,0.006890411954373121,21.617548123212945,0.9717516899108887,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,2,1,1009,0.006687738932669163,21.747206886662518,0.9715083837509155,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,3,2,875,0.006700397934764624,21.73899403905078,0.970055878162384,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,4,1,1267,0.00652710348367691,21.852795017465574,0.9680036306381226,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,5,2,1295,0.006239218171685934,22.048698277848192,0.9667980074882507,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,6,1,1131,0.006188624072819948,22.08405897668875,0.9639205932617188,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,7,2,902,0.006072796415537596,22.166112779241402,0.9614788889884949,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,8,1,510,0.006214190274477005,22.0661545306201,0.9570480585098267,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,9,3,1112,0.0060444846749305725,22.186407191826913,0.9542937874794006,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,10,1,606,0.006043583154678345,22.18705497983921,0.9500298500061035,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,11,2,426,0.006231713108718395,22.05392548623117,0.9443845748901367,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,12,1,952,0.006005162373185158,22.21475245242765,0.9421753287315369,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,13,2,626,0.006111884489655495,22.13824862216932,0.9371906518936157,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,14,1,1070,0.0056034838780760765,22.51541873248167,0.9384651780128479,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,15,2,855,0.005358903668820858,22.709240497254783,0.9388260841369629,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,16,1,1094,0.005012125242501497,22.999780854337292,0.9415740370750427,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,17,3,1889,0.004386976361274719,23.578347057353803,0.9486203789710999,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,18,1,900,0.004242537077516317,23.72374353491047,0.950994610786438,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,19,2,598,0.004320950713008642,23.644206874472644,0.9514331221580505,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,20,1,1307,0.004130147397518158,23.84034448879556,0.9565402269363403,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,21,2,974,0.004130403511226177,23.840075187700762,0.958885133266449,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,22,1,995,0.003788293804973364,24.215563462129648,0.965131402015686,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,23,2,862,0.0037816427648067474,24.223194994467928,0.967851996421814,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,24,1,1382,0.0035582981072366238,24.48757670387981,0.9728980660438538,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,25,3,2174,0.003226646687835455,24.91248586478318,0.9778378009796143,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,26,1,714,0.00328055233694613,24.840530292477602,0.9793289303779602,,
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,uniform_4x,27,2,634,0.0035463660024106503,24.502164450958823,0.9794214367866516,,
