dataset,video,video_id,qp,trajectory_id,parent_trajectory_id,frame,candidate_map,actual_frame_bytes,cumulative_actual_bytes,baseline_cumulative_bytes,frame_RGB_MSE,cumulative_RGB_MSE,mode_map_bytes,w1_bytes,estimated_w1_entropy_bits,DPB_state_hash,bitstream_hash,entered_beam
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T22,fresh_ulong_00_qp1_T7,3,mild,970,13165,13089,0.006025309208780527,0.02791308192536235,3,127,990.5091552734375,72178bbed1d2bef8df966496420375b56244a6f7dd4343bdb2edce3c375650ec,96b137b8d82e9ba0b4eccd11d16de46d297a2ac9582b3646aa9dc6afaa6c7738,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T27,fresh_ulong_00_qp1_T11,3,mild,970,13165,13089,0.006025309208780527,0.02791308192536235,3,127,990.5091552734375,72178bbed1d2bef8df966496420375b56244a6f7dd4343bdb2edce3c375650ec,9fbda86438b74c0eb0a46f828b2263e0c56ffe7a02f26f890d2a908e7d25c843,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T31,fresh_ulong_00_qp1_T12,3,all_1x,932,13165,13089,0.006025309208780527,0.02791308192536235,0,124,990.5091552734375,72178bbed1d2bef8df966496420375b56244a6f7dd4343bdb2edce3c375650ec,07788be6d116c7bf35c4bab8bd5d5ec348eb69528440ae1c265656e9912c9d2f,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T32,fresh_ulong_00_qp1_T12,3,mild,970,13203,13089,0.006025309208780527,0.02791308192536235,3,127,990.5091552734375,72178bbed1d2bef8df966496420375b56244a6f7dd4343bdb2edce3c375650ec,2848b46c13e30d813ae0e3f13a5feb3bfabb9bb8043ba581bc6a218c62dceac7,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T36,fresh_ulong_00_qp1_T16,4,all_1x,1422,14511,14511,0.00581813370808959,0.03373121563345194,0,203,1627.8623046875,f8e16b5166d23e7049b1727f390d8d25bd6854a9696800539db64dbe7baaceb3,168c778c21b235ee9375dec9fa067e313e90215a26fb9899a49b0b76b1cbe429,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T41,fresh_ulong_00_qp1_T17,4,all_1x,1422,14549,14511,0.00581813370808959,0.03373121563345194,0,203,1627.8623046875,f8e16b5166d23e7049b1727f390d8d25bd6854a9696800539db64dbe7baaceb3,69eaacb8923a19ddd3ffe3cdd13e2f38254d7e4935523c064c5005617d35b4ab,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T46,fresh_ulong_00_qp1_T21,4,all_1x,1422,14549,14511,0.00581813370808959,0.03373121563345194,0,203,1627.8623046875,f8e16b5166d23e7049b1727f390d8d25bd6854a9696800539db64dbe7baaceb3,84edcd12cac3717739be9d862903ce8eb6c16a90a88796fac73b35208c4f75bb,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T51,fresh_ulong_00_qp1_T26,4,all_1x,1422,14549,14511,0.00581813370808959,0.03373121563345194,0,203,1627.8623046875,f8e16b5166d23e7049b1727f390d8d25bd6854a9696800539db64dbe7baaceb3,0fa9c3f18398ceec3f036887192da28e3357a6b2d28f9097bf1f41483a932cae,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T37,fresh_ulong_00_qp1_T16,4,mild,1461,14550,14511,0.00581813370808959,0.03373121563345194,3,207,1627.8623046875,f8e16b5166d23e7049b1727f390d8d25bd6854a9696800539db64dbe7baaceb3,f956cf89a1b586c64f373b2a1b889a4b95794d697dad1a412bc008bd06d2811f,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T56,fresh_ulong_00_qp1_T22,4,all_1x,1422,14587,14511,0.00581813370808959,0.03373121563345194,0,203,1627.8623046875,f8e16b5166d23e7049b1727f390d8d25bd6854a9696800539db64dbe7baaceb3,1f1b3f189979a462d36819ad2a0935750517ea3ab0517f502f6f5883132687b7,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T61,fresh_ulong_00_qp1_T27,4,all_1x,1422,14587,14511,0.00581813370808959,0.03373121563345194,0,203,1627.8623046875,f8e16b5166d23e7049b1727f390d8d25bd6854a9696800539db64dbe7baaceb3,63b71f2a6fddd438cf87d40a618259dcbc2fd2d45381166a5efefd1850a3118a,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T66,fresh_ulong_00_qp1_T31,4,all_1x,1422,14587,14511,0.00581813370808959,0.03373121563345194,0,203,1627.8623046875,f8e16b5166d23e7049b1727f390d8d25bd6854a9696800539db64dbe7baaceb3,8e1b5bd85ae2554f03ab77eaa3f048f3f135916673364546deef2d8cd3c98622,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T76,fresh_ulong_00_qp1_T36,5,all_1x,1405,15916,15916,0.005598277784883976,0.039329493418335915,0,206,1642.276611328125,36a3a686ecd09850adca6d3e326624e5ba3ace78e0815c3c32dff89730996287,9f0c49550fd40effa5e8763f780c424c226f0246b04d25b347c5783ed0aaa05e,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T77,fresh_ulong_00_qp1_T36,5,mild,1443,15954,15916,0.005598277784883976,0.039329493418335915,3,209,1642.276611328125,36a3a686ecd09850adca6d3e326624e5ba3ace78e0815c3c32dff89730996287,025e9956e2dec0272e0ed937bf4ddb987d58575dfd60adcb0553bbfda73dfd4d,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T81,fresh_ulong_00_qp1_T41,5,all_1x,1405,15954,15916,0.005598277784883976,0.039329493418335915,0,206,1642.276611328125,36a3a686ecd09850adca6d3e326624e5ba3ace78e0815c3c32dff89730996287,d9c443c5a3b50f8bf180dd7cfe983f7c8c3b165b09ccd4a012b5111289c43cf2,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T86,fresh_ulong_00_qp1_T46,5,all_1x,1405,15954,15916,0.005598277784883976,0.039329493418335915,0,206,1642.276611328125,36a3a686ecd09850adca6d3e326624e5ba3ace78e0815c3c32dff89730996287,bfa142ba248d873ed259ff6723ffedad149294365bef8ae6f59ba7714f570f05,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T91,fresh_ulong_00_qp1_T51,5,all_1x,1405,15954,15916,0.005598277784883976,0.039329493418335915,0,206,1642.276611328125,36a3a686ecd09850adca6d3e326624e5ba3ace78e0815c3c32dff89730996287,6767046b0ec1bdfc2cd5abb160064f760eeb17bf35076dfdc4f2e27448a489a7,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T96,fresh_ulong_00_qp1_T37,5,all_1x,1405,15955,15916,0.005598277784883976,0.039329493418335915,0,206,1642.276611328125,36a3a686ecd09850adca6d3e326624e5ba3ace78e0815c3c32dff89730996287,fb487708c546fe6ff9ed2415d8cbeaa8f5a020e57b89757d2f983cbdc230de29,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T82,fresh_ulong_00_qp1_T41,5,mild,1443,15992,15916,0.005598277784883976,0.039329493418335915,3,209,1642.276611328125,36a3a686ecd09850adca6d3e326624e5ba3ace78e0815c3c32dff89730996287,e510239654a6b1b83f351823f1fe6cfe90cbd6329a643c613a10424c6af62e00,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T87,fresh_ulong_00_qp1_T46,5,mild,1443,15992,15916,0.005598277784883976,0.039329493418335915,3,209,1642.276611328125,36a3a686ecd09850adca6d3e326624e5ba3ace78e0815c3c32dff89730996287,0e35cde2aa363e1e74c8c62992faa128ddb4aa679062baedef85a91371b367cf,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T116,fresh_ulong_00_qp1_T76,6,all_1x,1166,17082,17082,0.005648292601108551,0.044977786019444466,0,167,1330.30615234375,19a8f596f8f70aaccffb15180753802088423fb912eeb2e04f244f4e44e219aa,a3ce94bf39dd8ecd6fdc127aec70798fbb8d66710ef252eec4e54264c798b6be,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T121,fresh_ulong_00_qp1_T77,6,all_1x,1166,17120,17082,0.005648292601108551,0.044977786019444466,0,167,1330.30615234375,19a8f596f8f70aaccffb15180753802088423fb912eeb2e04f244f4e44e219aa,09ddf7414689e29c5887dd0e1af690386836a2ce4460961796feb2f245b10541,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T126,fresh_ulong_00_qp1_T81,6,all_1x,1166,17120,17082,0.005648292601108551,0.044977786019444466,0,167,1330.30615234375,19a8f596f8f70aaccffb15180753802088423fb912eeb2e04f244f4e44e219aa,8dec3338958811cc96f6824ed81092bd3d3ed14b06aa7911cafa90e517c65c04,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T131,fresh_ulong_00_qp1_T86,6,all_1x,1166,17120,17082,0.005648292601108551,0.044977786019444466,0,167,1330.30615234375,19a8f596f8f70aaccffb15180753802088423fb912eeb2e04f244f4e44e219aa,56ec1345da03934a02458736edcb9ddfc6fcd914ead2be92ece9651cb00ad0a9,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T136,fresh_ulong_00_qp1_T91,6,all_1x,1166,17120,17082,0.005648292601108551,0.044977786019444466,0,167,1330.30615234375,19a8f596f8f70aaccffb15180753802088423fb912eeb2e04f244f4e44e219aa,0186fc41c6fd011861c03bea6ed7e18563fc4b88f735ac8fc0ba2cc24dd07fd8,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T117,fresh_ulong_00_qp1_T76,6,mild,1205,17121,17082,0.005648292601108551,0.044977786019444466,3,170,1330.30615234375,19a8f596f8f70aaccffb15180753802088423fb912eeb2e04f244f4e44e219aa,5f180294a0a7fd86efd691c2677fc759c5c0e631ea889b4e24d89576f3685e53,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T141,fresh_ulong_00_qp1_T96,6,all_1x,1166,17121,17082,0.005648292601108551,0.044977786019444466,0,167,1330.30615234375,19a8f596f8f70aaccffb15180753802088423fb912eeb2e04f244f4e44e219aa,f2c7b7b45e0e1440b2ffc91f844b44a8e693d262a1fcf8ebb44a3d4fcd16533a,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T146,fresh_ulong_00_qp1_T82,6,all_1x,1166,17158,17082,0.005648292601108551,0.044977786019444466,0,167,1330.30615234375,19a8f596f8f70aaccffb15180753802088423fb912eeb2e04f244f4e44e219aa,b9c7f495cf358b1bd237329df963c124c2389113ac561dc8858edef27ab1d3c2,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T156,fresh_ulong_00_qp1_T116,7,all_1x,953,18035,18035,0.0054695517756044865,0.05044733779504895,0,125,999.3411865234375,040b8a77a17fc4400ab2a609ea21deaa82973fb5cc605243d82f8881d2b003ab,2a02de857ccdfa2e25326d08084c23b0c183a34b0e405ea53df1cc07e6e80d38,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T161,fresh_ulong_00_qp1_T121,7,all_1x,953,18073,18035,0.0054695517756044865,0.05044733779504895,0,125,999.3411865234375,040b8a77a17fc4400ab2a609ea21deaa82973fb5cc605243d82f8881d2b003ab,cdb273c2a8ace8a19380e3d9ab07d58b7fd8a735e920f6e2a357d7e2dbf78b3e,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T166,fresh_ulong_00_qp1_T126,7,all_1x,953,18073,18035,0.0054695517756044865,0.05044733779504895,0,125,999.3411865234375,040b8a77a17fc4400ab2a609ea21deaa82973fb5cc605243d82f8881d2b003ab,da7907410211659009db6eca8c55e73c2c945d672cb90901fc2cad0663d07191,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T171,fresh_ulong_00_qp1_T131,7,all_1x,953,18073,18035,0.0054695517756044865,0.05044733779504895,0,125,999.3411865234375,040b8a77a17fc4400ab2a609ea21deaa82973fb5cc605243d82f8881d2b003ab,b5daee3ddf6cbac109d6836273a3bda9509afb4b2b687c23b84f58c968ebe10d,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T176,fresh_ulong_00_qp1_T136,7,all_1x,953,18073,18035,0.0054695517756044865,0.05044733779504895,0,125,999.3411865234375,040b8a77a17fc4400ab2a609ea21deaa82973fb5cc605243d82f8881d2b003ab,361b03782e27901098e297d72dc728176a3b80286e3c4ddf81fb227b6d831a0d,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T157,fresh_ulong_00_qp1_T116,7,mild,992,18074,18035,0.0054695517756044865,0.05044733779504895,3,129,999.3411865234375,040b8a77a17fc4400ab2a609ea21deaa82973fb5cc605243d82f8881d2b003ab,51b117213a0073c680d5748979392339b511f8589612d23ac518780040a6f2de,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T181,fresh_ulong_00_qp1_T117,7,all_1x,953,18074,18035,0.0054695517756044865,0.05044733779504895,0,125,999.3411865234375,040b8a77a17fc4400ab2a609ea21deaa82973fb5cc605243d82f8881d2b003ab,88a215d43bdf62f0f2d74b3b61c1590b904fd07dc0ca273e5012c299f41952fc,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T186,fresh_ulong_00_qp1_T141,7,all_1x,953,18074,18035,0.0054695517756044865,0.05044733779504895,0,125,999.3411865234375,040b8a77a17fc4400ab2a609ea21deaa82973fb5cc605243d82f8881d2b003ab,da2a8990a869727fdb64be5e7bd22703986f18cfd6f8ae8cff03cacbfeae472f,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T196,fresh_ulong_00_qp1_T156,8,all_1x,490,18525,18525,0.0056851408444345,0.05613247863948345,0,51,406.42083740234375,f47daaa01f50a9731007f5658b2d346bf2580da8fcc999d07d8e695ec62db4a9,988850d2404148301ac99c7b39b6e0b8b2632aad9c5bb9858bc21d74a3f06e2b,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T197,fresh_ulong_00_qp1_T156,8,mild,528,18563,18525,0.0056851408444345,0.05613247863948345,3,54,406.42083740234375,f47daaa01f50a9731007f5658b2d346bf2580da8fcc999d07d8e695ec62db4a9,b0f3cd3d7bf88e5d3ce4d3b17e889679c9ec100e126ec00f3886333605c942a7,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T201,fresh_ulong_00_qp1_T161,8,all_1x,490,18563,18525,0.0056851408444345,0.05613247863948345,0,51,406.42083740234375,f47daaa01f50a9731007f5658b2d346bf2580da8fcc999d07d8e695ec62db4a9,803be0cf510346f44db7c9e1efc843e055226d0eac54a2de8994acf2a0922e4e,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T206,fresh_ulong_00_qp1_T166,8,all_1x,490,18563,18525,0.0056851408444345,0.05613247863948345,0,51,406.42083740234375,f47daaa01f50a9731007f5658b2d346bf2580da8fcc999d07d8e695ec62db4a9,cf1ebfc55ac3b950bbcda3e3f75ece85dc129ce95c251054adae2cd26a9c2d35,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T211,fresh_ulong_00_qp1_T171,8,all_1x,490,18563,18525,0.0056851408444345,0.05613247863948345,0,51,406.42083740234375,f47daaa01f50a9731007f5658b2d346bf2580da8fcc999d07d8e695ec62db4a9,d3ddd2eec371d1eb6907315b67b078be25b9be0d8ec59faee118b49d92e59887,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T216,fresh_ulong_00_qp1_T176,8,all_1x,490,18563,18525,0.0056851408444345,0.05613247863948345,0,51,406.42083740234375,f47daaa01f50a9731007f5658b2d346bf2580da8fcc999d07d8e695ec62db4a9,bcdd5e86685aa49441361138d4d3ff2a4224a5202ea58a220435452453ffb918,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T221,fresh_ulong_00_qp1_T157,8,all_1x,490,18564,18525,0.0056851408444345,0.05613247863948345,0,51,406.42083740234375,f47daaa01f50a9731007f5658b2d346bf2580da8fcc999d07d8e695ec62db4a9,7631b48427fe3c76dedbc73f5e2fd9f6d70ca536e5b528874083fce757015a18,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T226,fresh_ulong_00_qp1_T181,8,all_1x,490,18564,18525,0.0056851408444345,0.05613247863948345,0,51,406.42083740234375,f47daaa01f50a9731007f5658b2d346bf2580da8fcc999d07d8e695ec62db4a9,332b2a3f8d7549a0895ec225b4ef439f093ac0e0e1abe05230684caefe2688ef,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T236,fresh_ulong_00_qp1_T196,9,all_1x,1155,19680,19680,0.0055651580914855,0.06169763673096895,0,170,1363.182373046875,0a25d71d38bce06d2b3c480e00dbc4f87be4f327af0fc2beee271b7b5bbf4ca9,a6c643525dcbbbaa885df04d83b9861596d69cb8d8b30a69e982f0cca8c6d678,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T241,fresh_ulong_00_qp1_T197,9,all_1x,1155,19718,19680,0.0055651580914855,0.06169763673096895,0,170,1363.182373046875,0a25d71d38bce06d2b3c480e00dbc4f87be4f327af0fc2beee271b7b5bbf4ca9,a1ec592b784b4416fc1f78cd24991e89f882080af4bd4d3ba5fdf15a196676c2,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T246,fresh_ulong_00_qp1_T201,9,all_1x,1155,19718,19680,0.0055651580914855,0.06169763673096895,0,170,1363.182373046875,0a25d71d38bce06d2b3c480e00dbc4f87be4f327af0fc2beee271b7b5bbf4ca9,4bca82ee581b402aa4811488d2d2708edd13367e518d8127ae57fbd571312fdb,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T251,fresh_ulong_00_qp1_T206,9,all_1x,1155,19718,19680,0.0055651580914855,0.06169763673096895,0,170,1363.182373046875,0a25d71d38bce06d2b3c480e00dbc4f87be4f327af0fc2beee271b7b5bbf4ca9,455215facda918f0f1741e80f648adca586acf1ab9be7e31aa320b36071df9ba,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T256,fresh_ulong_00_qp1_T211,9,all_1x,1155,19718,19680,0.0055651580914855,0.06169763673096895,0,170,1363.182373046875,0a25d71d38bce06d2b3c480e00dbc4f87be4f327af0fc2beee271b7b5bbf4ca9,6b4771c0094772b3ef46622ed63ec629a2bfa58675b71bb0acc7ad83cd2bff01,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T261,fresh_ulong_00_qp1_T216,9,all_1x,1155,19718,19680,0.0055651580914855,0.06169763673096895,0,170,1363.182373046875,0a25d71d38bce06d2b3c480e00dbc4f87be4f327af0fc2beee271b7b5bbf4ca9,3f053b8ee68d3f15234452c669c70e204754d92eb36936a0c3de2d965d8c2e23,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T237,fresh_ulong_00_qp1_T196,9,mild,1194,19719,19680,0.0055651580914855,0.06169763673096895,3,174,1363.182373046875,0a25d71d38bce06d2b3c480e00dbc4f87be4f327af0fc2beee271b7b5bbf4ca9,cdc86b9d2b871dec8ebb3c31a09dc9fa6a579c174f2adcfc0493289e6dd66969,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T266,fresh_ulong_00_qp1_T221,9,all_1x,1155,19719,19680,0.0055651580914855,0.06169763673096895,0,170,1363.182373046875,0a25d71d38bce06d2b3c480e00dbc4f87be4f327af0fc2beee271b7b5bbf4ca9,ef2a4157e86a7e67bbe31121319d8f73e829bd5513ccaecf16669774788d8495,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T276,fresh_ulong_00_qp1_T236,10,all_1x,617,20297,20297,0.005595530848950148,0.0672931675799191,0,70,560.915283203125,0f307c8c137e14c318fa000580a8f30f40a76057273fd30e85f4238ca33346b9,ee46e94263ac0d9e5da691ef1cdcfdf587c8627d101f010f2d8c28397f919141,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T277,fresh_ulong_00_qp1_T236,10,mild,655,20335,20297,0.005595530848950148,0.0672931675799191,3,74,560.915283203125,0f307c8c137e14c318fa000580a8f30f40a76057273fd30e85f4238ca33346b9,0da97df97e236d1a1a9bdfe712b6677abbfed3e9eba35bb81ea235ef71208d26,True
fresh_ulong,fee5d9ad-e77d-44cd-b576-d588d7a0ce9d,0,1,fresh_ulong_00_qp1_T281,fresh_ulong_00_qp1_T241,10,all_1x,617,20335,20297,0.005595530848950148,0.0672931675799191,0,70,560.915283203125,0f307c8c137e14c318fa000580a8f30f40a76057273fd30e85f4238ca33346b9,0826fe803d063d4be3963ff101fdebf29438c558c7a9cb5211599ecd5fe9cc86,True
