method,video,frame,type,qp,base_bits,estimated_enh_bits,psnr,ms_ssim,lpips
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,0,I,1,36096,0.0,15.781335735053831,0.711041362720954,0.2506921589374542
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,1,P,3,44264,0.0,16.63799159356824,0.8005967930469137,0.2128133475780487
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,2,P,1,9040,0.0,16.516890921275515,0.8026825699273991,0.21081238985061646
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,3,P,2,4184,0.0,16.55895805545547,0.8042814752124773,0.20884931087493896
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,4,P,1,4024,0.0,16.468496230474155,0.8025107344418014,0.207563579082489
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,5,P,2,2720,0.0,16.566447957880452,0.8031780877910938,0.20709136128425598
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,6,P,1,2416,0.0,16.498041846585664,0.8011222873519434,0.2078661024570465
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,7,P,2,1624,0.0,16.54083078297154,0.7994763743345118,0.20871901512145996
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,8,P,1,1032,0.0,16.367634220274443,0.7948051642640639,0.21187721192836761
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,9,P,3,1776,0.0,16.474267981723326,0.793707684139252,0.21260857582092285
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,10,P,1,1232,0.0,16.33292885981177,0.7907557799531343,0.21663835644721985
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,11,P,2,760,0.0,16.42344149785303,0.7892397088243044,0.21601451933383942
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,12,P,1,1928,0.0,16.2668740796221,0.7860020950359073,0.2173088639974594
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,13,P,2,1128,0.0,16.352656491376116,0.7846245285874295,0.21798193454742432
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,14,P,1,2120,0.0,16.291750883162052,0.783535498280563,0.22017261385917664
original_train2_q1,fb63c34e-0c28-4a4d-b8f8-59932b5e7875,15,P,2,1152,0.0,16.360320954236776,0.7824806130687771,0.22122204303741455
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,0,I,1,39736,0.0,27.02884302461053,0.8433257334008443,0.19478633999824524
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,1,P,3,48960,0.0,28.254462673570035,0.9083913616572744,0.13226449489593506
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,2,P,1,10216,0.0,28.313521913411968,0.9096977498650887,0.12593212723731995
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,3,P,2,3104,0.0,28.34646860109359,0.910949100513028,0.12442164123058319
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,4,P,1,5336,0.0,28.35418189015996,0.9113638009483506,0.12361256778240204
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,5,P,2,2576,0.0,28.40851052304131,0.9128466763497128,0.12334907054901123
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,6,P,1,2912,0.0,28.393269138219978,0.911715555396769,0.12278798222541809
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,7,P,2,1832,0.0,28.35945912626076,0.9124205531320432,0.12443722784519196
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,8,P,1,1248,0.0,28.22934395539926,0.9089808324872669,0.12824097275733948
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,9,P,3,1720,0.0,28.25717867994815,0.9108074832799705,0.12680664658546448
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,10,P,1,760,0.0,28.178623281791687,0.9089618418342914,0.12921105325222015
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,11,P,2,1312,0.0,28.119297418087392,0.90848957701636,0.1303512305021286
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,12,P,1,1264,0.0,28.02345366824003,0.9065880712402823,0.13106174767017365
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,13,P,2,1192,0.0,27.940159733104668,0.9056699296334525,0.13230018317699432
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,14,P,1,1024,0.0,27.880932284058403,0.9040247382773577,0.13489706814289093
original_train2_q1,c227e33d-910e-4e39-a325-0fe1d1116436,15,P,2,736,0.0,27.911295817258303,0.9039051053151703,0.13466301560401917
